%310
@RELATION PLCNTSL00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,90072.19,202.19,19.52,?,2.19
3,783.15,48222.72,48505.50,2832.46,619692.20,702.20,137.97,2.19,2.20
4,781.69,47888.16,48143.94,2814.73,236272.19,152.19,51.32,2.20,2.19
5,?,?,?,?,?,?,?,2.19,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,137932.19,172.19,29.87,?,2.19
8,780.70,47379.63,47624.67,2790.64,270252.17,152.17,58.53,2.19,2.17
9,784.82,47407.28,47668.58,2784.62,22022.18,92.18,4.76,2.17,2.18
10,788.85,47546.91,47798.66,2800.96,104742.20,172.20,22.86,2.18,2.20
11,795.36,47440.80,47690.97,2815.88,217182.23,322.23,48.61,2.20,2.23
12,?,?,?,?,?,?,?,2.23,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,2925802.25,2702.25,665.02,?,2.25
15,794.59,47086.54,47346.41,2817.16,309312.23,402.23,68.42,2.25,2.23
16,796.34,47521.39,47794.60,2825.40,251082.23,812.23,55.08,2.23,2.23
17,803.56,47661.37,47936.81,2848.09,150082.21,292.21,32.95,2.23,2.21
18,807.72,47813.69,48104.67,2864.72,87322.25,352.25,19.44,2.21,2.25
19,?,?,?,?,?,?,?,2.25,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,164622.25,302.25,36.40,?,2.25
22,808.23,47872.80,48127.89,2892.80,185042.25,242.25,41.58,2.25,2.25
23,808.40,47733.24,47999.21,2890.57,191072.27,362.27,43.05,2.25,2.27
24,811.80,47942.04,48203.43,2898.85,130592.25,372.25,29.36,2.27,2.25
25,812.99,47613.95,47851.99,2897.93,104272.26,162.26,23.39,2.25,2.26
26,?,?,?,?,?,?,?,2.26,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,106802.25,232.25,24.01,?,2.25
29,815.93,47328.40,47565.10,2878.58,82312.25,112.25,18.28,2.25,2.25
30,815.59,46917.19,47113.08,2876.68,134112.25,142.25,29.94,2.25,2.25
31,817.14,46840.15,47011.43,2880.57,389492.17,712.17,85.45,2.25,2.17
32,818.68,46945.58,47121.08,2883.81,317822.17,392.17,68.64,2.17,2.17
33,?,?,?,?,?,?,?,2.17,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,104162.22,312.22,22.86,?,2.22
36,816.68,46674.78,46862.43,2843.49,61002.24,152.24,13.47,2.22,2.24
37,813.75,46149.14,46341.54,2811.05,225232.23,352.23,49.55,2.24,2.23
38,811.13,46329.66,46512.72,2815.91,185232.22,252.22,40.67,2.23,2.22
39,813.77,46741.54,46931.40,2825.70,117222.19,292.19,25.61,2.22,2.19
40,?,?,?,?,?,?,?,2.19,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,166402.22,232.22,36.83,?,2.22
43,817.32,46399.26,46564.61,2821.25,193232.23,342.23,42.68,2.22,2.23
44,817.35,46406.74,46569.81,2825.02,209782.24,212.24,46.49,2.23,2.24
45,818.81,46211.54,46360.51,2825.15,203622.20,252.20,44.71,2.24,2.20
46,826.73,46370.13,46523.63,2838.22,121522.15,202.15,26.25,2.20,2.15
47,?,?,?,?,?,?,?,2.15,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,131962.16,152.16,28.43,?,2.16
50,832.30,46490.89,46652.19,2843.90,156752.15,172.15,33.66,2.16,2.15
51,830.62,46051.76,46198.42,2831.71,161142.19,182.19,35.12,2.15,2.19
52,823.32,45879.90,46050.52,2801.83,244692.19,632.19,53.38,2.19,2.19
53,826.66,45948.12,46124.82,2817.57,150522.19,602.19,32.95,2.19,2.19
54,?,?,?,?,?,?,?,2.19,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,190842.17,402.17,41.43,?,2.17
57,828.81,45868.35,46065.85,2831.16,268042.19,322.19,58.36,2.17,2.19
58,836.69,46241.92,46459.99,2855.69,190212.17,192.17,41.82,2.19,2.17
59,844.08,46280.36,46510.83,2865.27,77632.23,222.23,17.17,2.17,2.23
60,842.02,46341.14,46622.90,2859.05,159812.19,612.19,34.97,2.23,2.19
61,?,?,?,?,?,?,?,2.19,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,296932.20,422.20,64.24,?,2.20
64,845.88,46676.09,47001.38,2868.06,282242.20,382.20,61.38,2.20,2.20
65,849.88,46762.65,47090.49,2872.90,229292.19,402.19,49.96,2.20,2.19
66,855.99,46745.26,47060.66,2873.49,434452.16,452.16,93.73,2.19,2.16
67,861.67,47074.39,47436.21,2906.74,635052.16,802.16,136.07,2.16,2.16
68,?,?,?,?,?,?,?,2.16,?
69,?,?,?,?,?,?,?,?,?
