%310
@RELATION PLLZPSK00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,7664.10,54.10,3.18,?,4.10
3,783.15,48222.72,48505.50,2832.46,93.94,43.94,0.04,4.10,3.94
4,781.69,47888.16,48143.94,2814.73,104.01,14.01,0.04,3.94,4.01
5,?,?,?,?,?,?,?,4.01,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,16683.89,143.89,6.44,?,3.89
8,780.70,47379.63,47624.67,2790.64,25833.77,163.77,9.87,3.89,3.77
9,784.82,47407.28,47668.58,2784.62,55023.90,93.90,21.39,3.77,3.90
10,788.85,47546.91,47798.66,2800.96,103.97,13.97,0.04,3.90,3.97
11,795.36,47440.80,47690.97,2815.88,3283.81,63.81,1.22,3.97,3.81
12,?,?,?,?,?,?,?,3.81,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,21003.70,73.70,7.81,?,3.70
15,794.59,47086.54,47346.41,2817.16,76963.84,123.84,28.68,3.70,3.84
16,796.34,47521.39,47794.60,2825.40,6103.74,83.74,2.21,3.84,3.74
17,803.56,47661.37,47936.81,2848.09,456803.63,533.63,163.40,3.74,3.63
18,807.72,47813.69,48104.67,2864.72,337813.55,193.55,120.27,3.63,3.55
19,?,?,?,?,?,?,?,3.55,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,51993.58,243.58,18.29,?,3.58
22,808.23,47872.80,48127.89,2892.80,27813.48,153.48,9.71,3.58,3.48
23,808.40,47733.24,47999.21,2890.57,14693.64,83.64,5.17,3.48,3.64
24,811.80,47942.04,48203.43,2898.85,157613.54,263.54,55.67,3.64,3.54
25,812.99,47613.95,47851.99,2897.93,17023.50,103.50,5.95,3.54,3.50
26,?,?,?,?,?,?,?,3.50,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,49243.50,183.50,16.96,?,3.50
29,815.93,47328.40,47565.10,2878.58,17513.44,93.44,6.01,3.50,3.44
30,815.59,46917.19,47113.08,2876.68,113.50,23.50,0.04,3.44,3.50
31,817.14,46840.15,47011.43,2880.57,03.50,03.50,0.00,3.50,3.50
32,818.68,46945.58,47121.08,2883.81,57133.54,143.54,19.65,3.50,3.54
33,?,?,?,?,?,?,?,3.54,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,283933.44,323.44,95.37,?,3.44
36,816.68,46674.78,46862.43,2843.49,42063.39,93.39,14.23,3.44,3.39
