%310
@RELATION PLCRSNT00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,2568.59,48107.89,48389.84,2835.52,1371101.43,681.43,196.46,?,1.43
3,2588.67,48222.72,48505.50,2832.46,3581051.38,1821.38,485.01,1.43,1.38
4,2588.47,47888.16,48143.94,2814.73,879411.37,541.37,120.89,1.38,1.37
5,?,?,?,?,?,?,?,1.37,?
6,?,?,?,?,?,?,?,?,?
7,2588.96,47589.33,47820.24,2793.31,396851.37,331.37,54.81,?,1.37
8,2587.38,47379.63,47624.67,2790.64,869681.36,601.36,119.21,1.37,1.36
9,2573.27,47407.28,47668.58,2784.62,381781.37,221.37,52.15,1.36,1.37
10,2592.53,47546.91,47798.66,2800.96,781051.40,531.40,107.56,1.37,1.40
11,2611.26,47440.80,47690.97,2815.88,2644171.48,1331.48,386.18,1.40,1.48
12,?,?,?,?,?,?,?,1.48,?
13,?,?,?,?,?,?,?,?,?
14,2605.15,47470.12,47724.95,2820.74,1077221.50,991.50,161.61,?,1.50
15,2598.51,47086.54,47346.41,2817.16,1211301.53,1171.53,183.58,1.50,1.53
16,2598.53,47521.39,47794.60,2825.40,7371881.45,1471.45,1071.14,1.53,1.45
17,2618.14,47661.37,47936.81,2848.09,6311741.50,1001.50,928.78,1.45,1.50
18,2626.72,47813.69,48104.67,2864.72,1644311.47,481.47,245.11,1.50,1.47
19,?,?,?,?,?,?,?,1.47,?
20,?,?,?,?,?,?,?,?,?
21,2635.73,47936.61,48184.37,2890.14,2958791.43,1061.43,427.43,?,1.43
22,2636.01,47872.80,48127.89,2892.80,1309771.44,551.44,186.54,1.43,1.44
23,2626.76,47733.24,47999.21,2890.57,4663701.39,1571.39,650.93,1.44,1.39
24,2646.20,47942.04,48203.43,2898.85,1917961.37,891.37,262.52,1.39,1.37
25,2642.64,47613.95,47851.99,2897.93,2486291.37,1201.37,336.22,1.37,1.37
26,?,?,?,?,?,?,?,1.37,?
27,?,?,?,?,?,?,?,?,?
28,2637.81,47324.06,47553.14,2886.17,683621.39,411.39,94.82,?,1.39
29,2623.78,47328.40,47565.10,2878.58,1457381.37,561.37,197.93,1.39,1.37
30,2612.20,46917.19,47113.08,2876.68,1301201.41,701.41,181.57,1.37,1.41
31,2597.73,46840.15,47011.43,2880.57,3497001.43,751.43,487.48,1.41,1.43
32,2603.21,46945.58,47121.08,2883.81,1244401.39,581.39,174.64,1.43,1.39
33,?,?,?,?,?,?,?,1.39,?
34,?,?,?,?,?,?,?,?,?
35,2609.03,46556.55,46735.25,2856.17,1170841.36,951.36,160.88,?,1.36
36,2595.69,46674.78,46862.43,2843.49,3699751.31,1781.31,491.09,1.36,1.31
37,2567.59,46149.14,46341.54,2811.05,5202671.34,881.34,702.16,1.31,1.34
38,2577.94,46329.66,46512.72,2815.91,2173201.30,1021.30,284.08,1.34,1.30
39,2587.53,46741.54,46931.40,2825.70,1466261.30,921.30,190.70,1.30,1.30
40,?,?,?,?,?,?,?,1.30,?
41,?,?,?,?,?,?,?,?,?
42,2593.63,46786.74,46988.04,2826.84,1457521.28,1121.28,186.30,?,1.28
43,2581.18,46399.26,46564.61,2821.25,3127431.26,1041.26,398.29,1.28,1.26
44,2576.84,46406.74,46569.81,2825.02,1481381.21,1431.21,183.78,1.26,1.21
45,2578.13,46211.54,46360.51,2825.15,6142581.13,3411.13,688.86,1.21,1.13
46,2570.25,46370.13,46523.63,2838.22,1151451.15,1031.15,131.43,1.13,1.15
47,?,?,?,?,?,?,?,1.15,?
48,?,?,?,?,?,?,?,?,?
49,2580.46,46508.27,46665.39,2848.48,1721681.15,1131.15,197.98,?,1.15
50,2566.72,46490.89,46652.19,2843.90,604421.15,641.15,69.30,1.15,1.15
51,2577.60,46051.76,46198.42,2831.71,2265851.14,611.14,258.22,1.15,1.14
52,2566.08,45879.90,46050.52,2801.83,2817301.16,1201.16,316.64,1.14,1.16
53,2577.64,45948.12,46124.82,2817.57,1892081.15,601.15,214.79,1.16,1.15
54,?,?,?,?,?,?,?,1.15,?
55,?,?,?,?,?,?,?,?,?
56,2602.92,46286.28,46487.05,2840.57,3400951.12,941.12,382.00,?,1.12
57,2589.15,45868.35,46065.85,2831.16,2649401.12,1181.12,295.17,1.12,1.12
58,2608.94,46241.92,46459.99,2855.69,5711761.10,1871.10,632.85,1.12,1.10
59,2608.20,46280.36,46510.83,2865.27,6398331.09,1761.09,706.19,1.10,1.09
60,2626.22,46341.14,46622.90,2859.05,3079991.07,1251.07,333.37,1.09,1.07
61,?,?,?,?,?,?,?,1.07,?
62,?,?,?,?,?,?,?,?,?
63,2623.37,46137.70,46454.13,2860.68,2444671.06,1341.06,264.04,?,1.06
64,2628.44,46676.09,47001.38,2868.06,5653701.09,2281.09,624.46,1.06,1.09
65,2632.38,46762.65,47090.49,2872.90,23489051.21,5641.21,2728.94,1.09,1.21
66,2653.74,46745.26,47060.66,2873.49,20078001.30,5931.30,2557.15,1.21,1.30
67,2675.88,47074.39,47436.21,2906.74,18641661.28,5941.28,2485.48,1.30,1.28
68,?,?,?,?,?,?,?,1.28,?
69,?,?,?,?,?,?,?,?,?
70,2678.09,46933.03,47269.75,2914.24,5167101.31,2251.31,663.07,?,1.31
71,2689.51,47010.40,47340.43,2911.38,18353811.39,5831.39,2515.33,1.31,1.39
72,2687.66,46888.37,47235.72,2901.67,10094191.40,2881.40,1421.18,1.39,1.40
73,2687.81,47223.68,47606.16,2912.13,8399521.41,2501.41,1173.55,1.40,1.41
74,2708.28,47125.93,47522.10,2909.77,13790771.34,1861.34,1859.73,1.41,1.34
75,?,?,?,?,?,?,?,1.34,?
76,?,?,?,?,?,?,?,?,?
77,2718.31,46668.41,47094.18,2900.59,6584161.33,1871.33,861.27,?,1.33
78,2658.94,46029.35,46473.62,2868.24,12558861.33,1001.33,1633.90,1.33,1.33
79,2663.64,46068.24,46511.62,2874.75,5308111.35,1041.35,715.31,1.33,1.35
80,2635.54,45580.47,46017.88,2833.61,4924201.35,1361.35,663.53,1.35,1.35
81,2596.69,45066.18,45473.08,2800.67,9713731.34,2001.34,1254.76,1.35,1.34
82,?,?,?,?,?,?,?,1.34,?
83,?,?,?,?,?,?,?,?,?
84,2576.73,44585.10,44946.32,2780.21,3543091.35,931.35,473.70,?,1.35
85,2578.94,44724.88,45119.16,2774.13,11230701.32,601.32,1483.93,1.35,1.32
86,2601.44,45247.90,45644.09,2785.46,1501661.34,671.34,199.83,1.32,1.34
87,2624.74,45147.57,45528.85,2797.31,4888171.35,561.35,658.37,1.34,1.35
88,?,?,?,?,?,?,?,1.35,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,2643.63,45304.74,45679.51,2814.33,9730581.43,2691.43,1346.31,?,1.43
93,2608.26,44604.61,44940.36,2769.02,9486731.40,2281.40,1336.96,1.43,1.40
94,2594.74,44623.89,44980.62,2766.19,2463951.40,851.40,344.75,1.40,1.40
95,2572.61,44597.66,44960.02,2760.91,1893841.39,471.39,267.21,1.40,1.39
96,?,?,?,?,?,?,?,1.39,?
97,?,?,?,?,?,?,?,?,?
98,2582.59,44590.97,44963.96,2764.28,5776641.39,1261.39,802.91,?,1.39
99,2592.09,44725.03,45096.35,2767.26,2335061.39,591.39,325.56,1.39,1.39
100,2601.25,45091.63,45495.34,2780.21,10588101.40,981.40,1476.78,1.39,1.40
101,2623.22,45688.48,46131.66,2794.43,75584901.43,3641.43,10879.22,1.40,1.43
102,2630.40,45525.92,45960.10,2783.53,44634681.42,1721.42,6379.52,1.43,1.42
103,?,?,?,?,?,?,?,1.42,?
104,?,?,?,?,?,?,?,?,?
105,2587.31,44724.14,45167.65,2754.91,2878861.43,471.43,408.68,?,1.43
106,?,?,?,?,?,?,?,1.43,?
107,2555.73,43916.24,44404.81,2705.88,57612881.43,1291.43,8322.92,?,1.43
