%310
@RELATION PLTRNSP00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
129,800.71,44943.16,45475.08,04.80,04.80,0.00,4.80,4.80
130,800.42,44895.35,45408.06,04.80,04.80,0.00,4.80,4.80
131,?,?,?,?,?,?,4.80,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,04.80,04.80,0.00,?,4.80
134,804.49,45771.11,46336.62,04.80,04.80,0.00,4.80,4.80
135,802.28,46102.42,46676.61,104.80,14.80,0.05,4.80,4.80
136,806.45,45992.03,46581.16,04.80,04.80,0.00,4.80,4.80
137,810.69,46078.68,46646.58,04.80,04.80,0.00,4.80,4.80
138,?,?,?,?,?,?,4.80,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,04.80,04.80,0.00,?,4.80
141,819.76,45851.80,46439.10,04.80,04.80,0.00,4.80,4.80
142,818.82,45933.66,46529.96,04.80,04.80,0.00,4.80,4.80
143,814.69,45687.76,46311.26,04.80,04.80,0.00,4.80,4.80
144,820.11,46145.44,46783.61,04.80,04.80,0.00,4.80,4.80
145,?,?,?,?,?,?,4.80,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,04.80,04.80,0.00,?,4.80
148,838.40,47579.87,48258.02,04.80,04.80,0.00,4.80,4.80
149,842.72,47476.64,48138.07,04.80,04.80,0.00,4.80,4.80
150,?,?,?,?,?,?,4.80,?
151,841.72,47806.34,48503.87,04.80,04.80,0.00,?,4.80
152,?,?,?,?,?,?,4.80,?
153,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,04.80,04.80,0.00,?,4.80
155,854.67,47620.68,48323.88,04.80,04.80,0.00,4.80,4.80
156,859.35,47805.94,48513.29,16824.56,24.56,7.67,4.80,4.56
157,864.95,47573.66,48259.19,04.56,04.56,0.00,4.56,4.56
158,866.67,48209.65,48918.37,04.56,04.56,0.00,4.56,4.56
159,?,?,?,?,?,?,4.56,?
160,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,3744.57,24.57,1.65,?,4.57
162,870.60,48324.52,49050.96,04.57,04.57,0.00,4.57,4.57
163,878.91,48383.93,49098.70,10204.56,34.56,4.45,4.57,4.56
164,877.48,48152.82,48890.47,04.56,04.56,0.00,4.56,4.56
165,880.65,48273.42,49057.66,1754.41,14.41,0.77,4.56,4.41
166,?,?,?,?,?,?,4.41,?
167,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,04.41,04.41,0.00,?,4.41
169,886.71,48119.72,48891.04,04.41,04.41,0.00,4.41,4.41
170,885.25,47743.10,48509.84,04.41,04.41,0.00,4.41,4.41
171,864.38,45870.00,46587.68,04.41,04.41,0.00,4.41,4.41
172,855.18,44732.92,45456.77,04.41,04.41,0.00,4.41,4.41
173,?,?,?,?,?,?,4.41,?
174,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,04.41,04.41,0.00,?,4.41
176,863.23,44966.09,45672.10,04.41,04.41,0.00,4.41,4.41
177,858.05,44893.99,45601.51,04.41,04.41,0.00,4.41,4.41
178,847.97,43667.37,44326.49,18004.19,14.19,7.54,4.41,4.19
179,848.08,44747.79,45442.51,04.19,04.19,0.00,4.19,4.19
180,?,?,?,?,?,?,4.19,?
181,?,?,?,?,?,?,?,?
182,848.80,44769.00,45461.06,04.19,04.19,0.00,?,4.19
183,853.37,45533.94,46254.71,2504.19,24.19,1.01,4.19,4.19
184,850.45,45184.98,45899.36,2424.20,34.20,1.02,4.19,4.20
185,855.94,45613.75,46344.42,04.20,04.20,0.00,4.20,4.20
186,851.88,45110.89,45805.34,04.20,04.20,0.00,4.20,4.20
187,?,?,?,?,?,?,4.20,?
188,?,?,?,?,?,?,?,?
189,849.30,44534.34,45172.40,04.20,04.20,0.00,?,4.20
190,842.60,44342.23,44969.23,04.20,04.20,0.00,4.20,4.20
191,844.03,45068.55,45727.71,04.20,04.20,0.00,4.20,4.20
192,845.84,45712.72,46390.36,19004.00,14.00,7.60,4.20,4.00
193,849.99,46150.78,46839.89,04.00,04.00,0.00,4.00,4.00
194,?,?,?,?,?,?,4.00,?
195,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,19773.99,33.99,7.51,?,3.99
197,847.84,46155.10,46860.35,03.99,03.99,0.00,3.99,3.99
198,845.85,46287.08,47003.76,03.99,03.99,0.00,3.99,3.99
199,845.70,46221.23,46919.83,6303.80,33.80,2.37,3.99,3.80
200,848.06,46399.74,47120.88,03.80,03.80,0.00,3.80,3.80
201,?,?,?,?,?,?,3.80,?
202,?,?,?,?,?,?,?,?
203,849.27,46361.70,47075.43,03.80,03.80,0.00,?,3.80
204,852.44,46714.43,47454.90,03.80,03.80,0.00,3.80,3.80
205,858.02,46835.98,47575.74,03.80,03.80,0.00,3.80,3.80
206,858.31,46713.02,47446.69,10003.45,13.45,3.45,3.80,3.45
207,858.83,46258.91,46981.22,03.45,03.45,0.00,3.45,3.45
208,?,?,?,?,?,?,3.45,?
209,?,?,?,?,?,?,?,?
210,862.18,46480.62,47214.30,03.45,03.45,0.00,?,3.45
211,870.15,46663.41,47398.08,29803.44,23.44,10.04,3.45,3.44
212,878.25,46925.65,47676.43,134193.38,83.38,45.90,3.44,3.38
213,881.30,47370.81,48147.76,736763.40,43.40,249.48,3.38,3.40
214,884.10,48325.33,49133.14,59503.85,73.85,21.31,3.40,3.85
215,?,?,?,?,?,?,3.85,?
216,?,?,?,?,?,?,?,?
217,891.59,48458.44,49272.86,1037003.79,43.79,399.13,?,3.79
218,891.86,47942.81,48742.34,03.79,03.79,0.00,3.79,3.79
219,898.91,48306.55,49124.78,2503.92,13.92,0.98,3.79,3.92
220,903.85,48862.88,49700.18,1193.91,13.91,0.47,3.92,3.91
221,909.96,49125.36,49994.77,03.91,03.91,0.00,3.91,3.91
222,?,?,?,?,?,?,3.91,?
223,?,?,?,?,?,?,?,?
224,918.93,49580.16,50476.37,03.91,03.91,0.00,?,3.91
225,922.16,49747.66,50646.05,1050003.80,53.80,398.79,3.91,3.80
226,928.58,50223.95,51152.95,501503.80,23.80,190.58,3.80,3.80
227,?,?,?,?,?,?,3.80,?
228,928.83,49976.48,50906.11,13.89,13.89,0.00,?,3.89
229,?,?,?,?,?,?,3.89,?
230,?,?,?,?,?,?,?,?
231,919.57,49772.46,50713.14,10003.89,13.89,3.89,?,3.89
232,914.58,49162.16,50077.30,03.89,03.89,0.00,3.89,3.89
233,920.30,49128.05,50032.45,193154.05,394.05,77.24,3.89,4.05
234,931.73,49846.48,50780.47,228374.25,644.25,96.85,4.05,4.25
235,930.27,49895.10,50836.47,247704.20,384.20,105.06,4.25,4.20
236,?,?,?,?,?,?,4.20,?
237,?,?,?,?,?,?,?,?
238,927.73,49818.48,50756.86,54774.48,404.48,24.22,?,4.48
239,921.40,48833.58,49731.02,173084.42,364.42,77.05,4.48,4.42
240,919.00,48537.65,49421.50,10874.35,94.35,4.69,4.42,4.35
241,924.88,48676.45,49569.11,28224.50,174.50,12.90,4.35,4.50
242,925.91,48871.98,49771.98,54864.61,244.61,24.55,4.50,4.61
243,?,?,?,?,?,?,4.61,?
244,?,?,?,?,?,?,?,?
245,929.89,49187.22,50099.55,53375.28,305.28,27.03,?,5.28
246,926.93,48968.87,49861.54,89665.60,295.60,50.52,5.28,5.60
247,918.91,47919.09,48781.63,319775.65,195.65,177.19,5.60,5.65
248,890.19,45830.66,46598.42,39185.63,185.63,21.69,5.65,5.63
249,902.70,46717.04,47514.09,4895.68,35.68,2.78,5.63,5.68
250,?,?,?,?,?,?,5.68,?
251,?,?,?,?,?,?,?,?
252,916.76,47808.90,48651.54,5015.39,65.39,2.81,?,5.39
253,931.39,48961.51,49839.90,109746.36,426.36,65.85,5.39,6.36
254,934.25,49437.02,50312.63,256396.99,696.99,176.16,6.36,6.99
255,943.52,49771.55,50644.38,298256.97,696.97,209.55,6.99,6.97
256,948.06,49348.61,50196.31,44686.88,256.88,30.43,6.97,6.88
257,?,?,?,?,?,?,6.88,?
258,?,?,?,?,?,?,?,?
259,956.00,48917.85,49741.35,55796.88,276.88,38.43,?,6.88
260,960.97,49434.46,50258.11,38426.60,316.60,25.30,6.88,6.60
261,957.28,49413.33,50227.43,19676.59,156.59,12.76,6.60,6.59
262,963.32,50300.53,51171.25,63796.65,176.65,42.48,6.59,6.65
263,962.49,50308.19,51202.75,66706.60,256.60,44.44,6.65,6.60
264,?,?,?,?,?,?,6.60,?
265,?,?,?,?,?,?,?,?
266,959.46,49955.87,50869.00,27536.53,166.53,18.25,?,6.53
267,957.44,49979.47,50887.67,42946.54,186.54,27.88,6.53,6.54
268,961.02,50301.69,51221.45,23926.39,196.39,15.32,6.54,6.39
269,969.92,50936.34,51846.54,22916.35,116.35,14.58,6.39,6.35
270,977.10,50819.81,51704.53,41986.19,136.19,25.94,6.35,6.19
271,?,?,?,?,?,?,6.19,?
272,?,?,?,?,?,?,?,?
273,983.39,50301.85,51191.50,70626.20,156.20,42.74,?,6.20
274,984.17,50782.48,51691.24,57356.01,196.01,33.70,6.20,6.01
275,987.01,50803.40,51709.58,5835.98,65.98,3.48,6.01,5.98
276,988.62,50982.03,51911.61,24506.25,116.25,15.22,5.98,6.25
277,992.25,50601.24,51511.63,06.25,06.25,0.00,6.25,6.25
278,?,?,?,?,?,?,6.25,?
279,?,?,?,?,?,?,?,?
280,995.75,50338.71,51239.47,54666.29,106.29,34.45,?,6.29
281,993.38,50137.88,51021.26,14986.29,96.29,9.57,6.29,6.29
282,996.97,50335.02,51215.99,12666.25,46.25,7.93,6.29,6.25
283,1011.15,51806.83,52744.48,12126.42,86.42,7.60,6.25,6.42
284,1024.81,52230.47,53193.87,5506.42,36.42,3.51,6.42,6.42
285,?,?,?,?,?,?,6.42,?
286,?,?,?,?,?,?,?,?
287,1029.64,52520.91,53498.97,14626.30,76.30,9.32,?,6.30
288,1039.64,52590.73,53588.87,76626.30,156.30,48.11,6.30,6.30
289,1036.86,52861.41,53918.41,18306.34,56.34,11.54,6.30,6.34
290,1049.92,52573.59,53571.90,37986.34,56.34,24.08,6.34,6.34
291,1051.86,52587.24,53572.92,55316.25,206.25,34.51,6.34,6.25
292,?,?,?,?,?,?,6.25,?
293,?,?,?,?,?,?,?,?
294,1066.25,53853.55,54903.39,17516.50,126.50,11.15,?,6.50
295,1078.51,53781.81,54818.06,72746.50,156.50,46.74,6.50,6.50
296,1074.66,53389.74,54433.41,23646.42,116.42,15.53,6.50,6.42
297,1083.34,53994.46,55063.75,50396.60,186.60,32.10,6.42,6.60
298,1095.80,53887.13,55023.42,24186.70,246.70,16.04,6.60,6.70
299,?,?,?,?,?,?,6.70,?
300,?,?,?,?,?,?,?,?
301,1105.65,54180.04,55362.19,65827.10,337.10,46.26,?,7.10
302,1114.63,54536.95,55688.45,41046.95,206.95,28.03,7.10,6.95
303,1107.62,54095.32,55240.01,31856.56,276.56,21.38,6.95,6.56
304,1109.36,53607.86,54734.18,24716.50,106.50,16.11,6.56,6.50
305,?,?,?,?,?,?,6.50,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,1108.16,53989.37,55121.60,2112,15,13.44,?,6.40
309,1101.37,53504.47,54600.05,2769,20,17.84,6.40,6.44
310,1106.35,53924.01,55035.36,742,5,4.90,6.44,6.60
340,991.5027484429278,45857.110734846676,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,50321.45475349891,?,?,?,?,?,? 
