%310
@RELATION BG1100114062
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
67,47074.39,849.80,02.15,02.15,0.00,2.15,2.15
68,?,?,?,?,?,2.15,?
69,?,?,?,?,?,?,?
70,46933.03,846.53,02.15,02.15,0.00,?,2.15
71,47010.40,846.39,02.15,02.15,0.00,2.15,2.15
72,46888.37,837.78,02.15,02.15,0.00,2.15,2.15
73,47223.68,837.83,02.15,02.15,0.00,2.15,2.15
74,47125.93,836.66,02.15,02.15,0.00,2.15,2.15
75,?,?,?,?,?,2.15,?
76,?,?,?,?,?,?,?
77,46668.41,820.24,02.15,02.15,0.00,?,2.15
78,46029.35,809.89,02.15,02.15,0.00,2.15,2.15
79,46068.24,807.16,02.15,02.15,0.00,2.15,2.15
80,45580.47,804.44,02.15,02.15,0.00,2.15,2.15
81,45066.18,810.77,5991.95,31.95,1.17,2.15,1.95
82,?,?,?,?,?,1.95,?
83,?,?,?,?,?,?,?
84,44585.10,812.79,01.95,01.95,0.00,?,1.95
85,44724.88,803.27,01.95,01.95,0.00,1.95,1.95
86,45247.90,809.03,01.95,01.95,0.00,1.95,1.95
87,45147.57,810.52,01.95,01.95,0.00,1.95,1.95
88,?,?,?,?,?,1.95,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?
92,45304.74,817.94,01.95,01.95,0.00,?,1.95
93,44604.61,814.18,01.95,01.95,0.00,1.95,1.95
94,44623.89,813.71,832.14,32.14,0.17,1.95,2.14
95,44597.66,814.30,202.30,12.30,0.05,2.14,2.30
96,?,?,?,?,?,2.30,?
97,?,?,?,?,?,?,?
98,44590.97,804.33,02.30,02.30,0.00,?,2.30
99,44725.03,809.49,02.30,02.30,0.00,2.30,2.30
100,45091.63,809.43,02.30,02.30,0.00,2.30,2.30
101,45688.48,808.43,02.30,02.30,0.00,2.30,2.30
102,45525.92,806.22,02.30,02.30,0.00,2.30,2.30
103,?,?,?,?,?,2.30,?
104,?,?,?,?,?,?,?
105,44724.14,795.39,02.30,02.30,0.00,?,2.30
106,?,?,?,?,?,2.30,?
107,43916.24,774.83,02.30,02.30,0.00,?,2.30
108,43364.70,764.32,02.30,02.30,0.00,2.30,2.30
109,43447.75,748.80,02.30,02.30,0.00,2.30,2.30
110,?,?,?,?,?,2.30,?
111,?,?,?,?,?,?,?
112,43360.30,754.56,02.30,02.30,0.00,?,2.30
113,43159.57,750.26,02.30,02.30,0.00,2.30,2.30
114,43356.73,753.01,02.30,02.30,0.00,2.30,2.30
115,43482.18,753.51,02.30,02.30,0.00,2.30,2.30
116,43665.21,754.90,02.30,02.30,0.00,2.30,2.30
117,?,?,?,?,?,2.30,?
118,?,?,?,?,?,?,?
119,43882.16,766.31,02.30,02.30,0.00,?,2.30
120,44162.18,776.50,02.30,02.30,0.00,2.30,2.30
121,?,?,?,?,?,2.30,?
122,43991.51,778.92,02.30,02.30,0.00,?,2.30
123,?,?,?,?,?,2.30,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,44541.73,778.13,02.30,02.30,0.00,?,2.30
127,44742.22,781.86,02.30,02.30,0.00,2.30,2.30
128,45117.94,782.65,02.30,02.30,0.00,2.30,2.30
129,44943.16,781.58,02.30,02.30,0.00,2.30,2.30
130,44895.35,783.10,02.30,02.30,0.00,2.30,2.30
131,?,?,?,?,?,2.30,?
132,?,?,?,?,?,?,?
133,45207.84,785.63,02.30,02.30,0.00,?,2.30
134,45771.11,787.41,02.30,02.30,0.00,2.30,2.30
135,46102.42,791.27,02.30,02.30,0.00,2.30,2.30
136,45992.03,797.55,02.30,02.30,0.00,2.30,2.30
137,46078.68,807.85,02.30,02.30,0.00,2.30,2.30
138,?,?,?,?,?,2.30,?
139,?,?,?,?,?,?,?
140,46041.35,805.46,02.30,02.30,0.00,?,2.30
141,45851.80,802.36,02.30,02.30,0.00,2.30,2.30
142,45933.66,802.44,02.30,02.30,0.00,2.30,2.30
143,45687.76,799.56,02.30,02.30,0.00,2.30,2.30
144,46145.44,799.95,02.30,02.30,0.00,2.30,2.30
145,?,?,?,?,?,2.30,?
146,?,?,?,?,?,?,?
147,47277.10,803.87,02.30,02.30,0.00,?,2.30
148,47579.87,817.59,02.30,02.30,0.00,2.30,2.30
149,47476.64,818.62,02.30,02.30,0.00,2.30,2.30
150,?,?,?,?,?,2.30,?
151,47806.34,812.55,2502.32,12.32,0.58,?,2.32
152,?,?,?,?,?,2.32,?
153,?,?,?,?,?,?,?
154,47175.79,811.28,02.32,02.32,0.00,?,2.32
155,47620.68,827.29,22.50,12.50,0.01,2.32,2.50
156,47805.94,822.00,02.50,02.50,0.00,2.50,2.50
157,47573.66,825.44,02.50,02.50,0.00,2.50,2.50
158,48209.65,833.27,02.50,02.50,0.00,2.50,2.50
159,?,?,?,?,?,2.50,?
160,?,?,?,?,?,?,?
161,48495.01,832.21,02.50,02.50,0.00,?,2.50
162,48324.52,830.21,02.50,02.50,0.00,2.50,2.50
163,48383.93,834.07,02.50,02.50,0.00,2.50,2.50
164,48152.82,823.27,02.50,02.50,0.00,2.50,2.50
165,48273.42,812.33,02.50,02.50,0.00,2.50,2.50
166,?,?,?,?,?,2.50,?
167,?,?,?,?,?,?,?
168,48131.61,818.14,02.50,02.50,0.00,?,2.50
169,48119.72,819.04,02.50,02.50,0.00,2.50,2.50
170,47743.10,821.56,02.50,02.50,0.00,2.50,2.50
171,45870.00,807.19,02.50,02.50,0.00,2.50,2.50
172,44732.92,784.14,02.50,02.50,0.00,2.50,2.50
173,?,?,?,?,?,2.50,?
174,?,?,?,?,?,?,?
175,44824.62,817.50,02.50,02.50,0.00,?,2.50
176,44966.09,815.69,02.50,02.50,0.00,2.50,2.50
177,44893.99,812.28,02.50,02.50,0.00,2.50,2.50
178,43667.37,810.66,02.50,02.50,0.00,2.50,2.50
179,44747.79,828.31,02.50,02.50,0.00,2.50,2.50
180,?,?,?,?,?,2.50,?
181,?,?,?,?,?,?,?
182,44769.00,828.89,6021.95,21.95,1.17,?,1.95
183,45533.94,834.81,01.95,01.95,0.00,1.95,1.95
184,45184.98,831.67,01.95,01.95,0.00,1.95,1.95
185,45613.75,833.56,01.95,01.95,0.00,1.95,1.95
186,45110.89,829.03,01.95,01.95,0.00,1.95,1.95
187,?,?,?,?,?,1.95,?
188,?,?,?,?,?,?,?
189,44534.34,829.35,01.95,01.95,0.00,?,1.95
190,44342.23,835.95,01.95,01.95,0.00,1.95,1.95
191,45068.55,834.08,01.95,01.95,0.00,1.95,1.95
192,45712.72,846.83,01.95,01.95,0.00,1.95,1.95
193,46150.78,851.12,01.95,01.95,0.00,1.95,1.95
194,?,?,?,?,?,1.95,?
195,?,?,?,?,?,?,?
196,46218.05,841.34,01.95,01.95,0.00,?,1.95
197,46155.10,847.20,01.95,01.95,0.00,1.95,1.95
198,46287.08,841.92,01.95,01.95,0.00,1.95,1.95
199,46221.23,835.62,01.95,01.95,0.00,1.95,1.95
200,46399.74,827.03,01.95,01.95,0.00,1.95,1.95
201,?,?,?,?,?,1.95,?
202,?,?,?,?,?,?,?
203,46361.70,836.07,01.95,01.95,0.00,?,1.95
204,46714.43,826.21,1991.95,11.95,0.39,1.95,1.95
205,46835.98,829.10,01.95,01.95,0.00,1.95,1.95
206,46713.02,833.47,01.95,01.95,0.00,1.95,1.95
207,46258.91,828.78,01.95,01.95,0.00,1.95,1.95
208,?,?,?,?,?,1.95,?
209,?,?,?,?,?,?,?
210,46480.62,828.93,01.95,01.95,0.00,?,1.95
211,46663.41,830.71,01.95,01.95,0.00,1.95,1.95
212,46925.65,834.03,6002.50,22.50,1.50,1.95,2.50
213,47370.81,828.08,02.50,02.50,0.00,2.50,2.50
214,48325.33,832.32,02.50,02.50,0.00,2.50,2.50
215,?,?,?,?,?,2.50,?
216,?,?,?,?,?,?,?
217,48458.44,832.30,02.50,02.50,0.00,?,2.50
218,47942.81,828.82,02.50,02.50,0.00,2.50,2.50
219,48306.55,825.54,02.50,02.50,0.00,2.50,2.50
220,48862.88,817.92,02.50,02.50,0.00,2.50,2.50
221,49125.36,808.11,02.50,02.50,0.00,2.50,2.50
222,?,?,?,?,?,2.50,?
223,?,?,?,?,?,?,?
224,49580.16,810.35,502.50,12.50,0.13,?,2.50
225,49747.66,809.96,02.50,02.50,0.00,2.50,2.50
226,50223.95,810.20,02.50,02.50,0.00,2.50,2.50
227,?,?,?,?,?,2.50,?
228,49976.48,807.81,02.50,02.50,0.00,?,2.50
229,?,?,?,?,?,2.50,?
230,?,?,?,?,?,?,?
231,49772.46,806.40,02.50,02.50,0.00,?,2.50
232,49162.16,797.53,02.50,02.50,0.00,2.50,2.50
233,49128.05,799.53,02.50,02.50,0.00,2.50,2.50
234,49846.48,808.23,02.50,02.50,0.00,2.50,2.50
235,49895.10,807.44,02.50,02.50,0.00,2.50,2.50
236,?,?,?,?,?,2.50,?
237,?,?,?,?,?,?,?
238,49818.48,802.90,02.50,02.50,0.00,?,2.50
239,48833.58,801.21,502.26,12.26,0.11,2.50,2.26
240,48537.65,809.89,6202.56,32.56,1.59,2.26,2.56
241,48676.45,810.38,02.56,02.56,0.00,2.56,2.56
242,48871.98,814.59,02.56,02.56,0.00,2.56,2.56
243,?,?,?,?,?,2.56,?
244,?,?,?,?,?,?,?
245,49187.22,810.85,32.50,12.50,0.01,?,2.50
246,48968.87,813.16,02.50,02.50,0.00,2.50,2.50
247,47919.09,809.19,02.50,02.50,0.00,2.50,2.50
248,45830.66,802.87,02.50,02.50,0.00,2.50,2.50
249,46717.04,812.70,02.50,02.50,0.00,2.50,2.50
250,?,?,?,?,?,2.50,?
251,?,?,?,?,?,?,?
252,47808.90,814.52,02.50,02.50,0.00,?,2.50
253,48961.51,825.20,02.50,02.50,0.00,2.50,2.50
254,49437.02,845.31,02.50,02.50,0.00,2.50,2.50
255,49771.55,847.48,02.50,02.50,0.00,2.50,2.50
256,49348.61,847.60,02.50,02.50,0.00,2.50,2.50
257,?,?,?,?,?,2.50,?
258,?,?,?,?,?,?,?
259,48917.85,844.92,02.50,02.50,0.00,?,2.50
260,49434.46,849.85,02.50,02.50,0.00,2.50,2.50
261,49413.33,847.56,02.50,02.50,0.00,2.50,2.50
262,50300.53,842.09,02.50,02.50,0.00,2.50,2.50
263,50308.19,841.39,02.50,02.50,0.00,2.50,2.50
264,?,?,?,?,?,2.50,?
265,?,?,?,?,?,?,?
266,49955.87,831.22,02.50,02.50,0.00,?,2.50
267,49979.47,833.19,02.50,02.50,0.00,2.50,2.50
268,50301.69,833.30,02.50,02.50,0.00,2.50,2.50
269,50936.34,846.31,02.50,02.50,0.00,2.50,2.50
270,50819.81,846.91,1502.50,22.50,0.37,2.50,2.50
271,?,?,?,?,?,2.50,?
272,?,?,?,?,?,?,?
273,50301.85,849.49,02.50,02.50,0.00,?,2.50
274,50782.48,855.03,02.50,02.50,0.00,2.50,2.50
275,50803.40,852.55,02.50,02.50,0.00,2.50,2.50
276,50982.03,848.01,02.50,02.50,0.00,2.50,2.50
277,50601.24,847.22,02.50,02.50,0.00,2.50,2.50
278,?,?,?,?,?,2.50,?
279,?,?,?,?,?,?,?
280,50338.71,848.45,02.50,02.50,0.00,?,2.50
281,50137.88,853.05,02.50,02.50,0.00,2.50,2.50
282,50335.02,858.02,02.50,02.50,0.00,2.50,2.50
283,51806.83,862.39,02.50,02.50,0.00,2.50,2.50
284,52230.47,862.70,02.50,02.50,0.00,2.50,2.50
285,?,?,?,?,?,2.50,?
286,?,?,?,?,?,?,?
287,52520.91,860.18,02.50,02.50,0.00,?,2.50
288,52590.73,855.88,02.50,02.50,0.00,2.50,2.50
289,52861.41,844.25,02.50,02.50,0.00,2.50,2.50
290,52573.59,855.32,02.50,02.50,0.00,2.50,2.50
291,52587.24,849.56,02.50,02.50,0.00,2.50,2.50
292,?,?,?,?,?,2.50,?
293,?,?,?,?,?,?,?
294,53853.55,846.22,02.50,02.50,0.00,?,2.50
295,53781.81,846.38,02.50,02.50,0.00,2.50,2.50
296,53389.74,823.65,02.50,02.50,0.00,2.50,2.50
297,53994.46,822.54,02.50,02.50,0.00,2.50,2.50
298,53887.13,808.48,02.50,02.50,0.00,2.50,2.50
299,?,?,?,?,?,2.50,?
300,?,?,?,?,?,?,?
301,54180.04,809.15,02.50,02.50,0.00,?,2.50
302,54536.95,813.37,02.50,02.50,0.00,2.50,2.50
303,54095.32,806.76,02.50,02.50,0.00,2.50,2.50
304,53607.86,799.19,02.50,02.50,0.00,2.50,2.50
305,?,?,?,?,?,2.50,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,0,0,0.00,?,2.50
309,53504.47,799.00,0,0,0.00,2.50,2.50
310,53924.01,804.57,0,0,0.00,2.50,2.50
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
