%310
@RELATION PLKRINK00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,17198513.40,3913.40,2294.78,?,13.40
3,10554.18,48222.72,48505.50,2832.46,107013.46,1213.46,14.41,13.40,13.46
4,10519.33,47888.16,48143.94,2814.73,146513.22,1113.22,19.48,13.46,13.22
5,?,?,?,?,?,?,?,13.22,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,238113.39,1513.39,31.64,?,13.39
8,10500.71,47379.63,47624.67,2790.64,68013.11,713.11,9.00,13.39,13.11
9,10503.06,47407.28,47668.58,2784.62,227813.39,2213.39,29.74,13.11,13.39
10,10496.80,47546.91,47798.66,2800.96,528913.00,2613.00,68.91,13.39,13.00
11,10595.04,47440.80,47690.97,2815.88,268412.71,1712.71,34.75,13.00,12.71
12,?,?,?,?,?,?,?,12.71,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,271412.93,1412.93,34.73,?,12.93
15,10638.06,47086.54,47346.41,2817.16,1252412.80,1312.80,160.78,12.93,12.80
16,10673.05,47521.39,47794.60,2825.40,344812.86,1412.86,44.11,12.80,12.86
17,10767.29,47661.37,47936.81,2848.09,348812.76,1612.76,44.73,12.86,12.76
18,10903.93,47813.69,48104.67,2864.72,371712.79,2212.79,47.64,12.76,12.79
19,?,?,?,?,?,?,?,12.79,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,534612.70,2212.70,68.16,?,12.70
22,11073.63,47872.80,48127.89,2892.80,517912.60,3112.60,65.69,12.70,12.60
23,11071.80,47733.24,47999.21,2890.57,232712.60,1712.60,29.49,12.60,12.60
24,11108.21,47942.04,48203.43,2898.85,90012.76,912.76,11.39,12.60,12.76
25,11174.05,47613.95,47851.99,2897.93,256012.65,1712.65,32.39,12.76,12.65
26,?,?,?,?,?,?,?,12.65,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,149212.75,1212.75,18.95,?,12.75
29,11165.66,47328.40,47565.10,2878.58,10390012.60,2812.60,1324.44,12.75,12.60
30,11183.61,46917.19,47113.08,2876.68,95912.55,912.55,12.05,12.60,12.55
31,11245.80,46840.15,47011.43,2880.57,5031212.62,412.62,634.95,12.55,12.62
32,11241.00,46945.58,47121.08,2883.81,7759612.70,1312.70,977.71,12.62,12.70
33,?,?,?,?,?,?,?,12.70,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,726513.15,4113.15,94.24,?,13.15
36,11060.84,46674.78,46862.43,2843.49,864112.80,3312.80,112.14,13.15,12.80
37,10953.57,46149.14,46341.54,2811.05,181012.71,912.71,23.03,12.80,12.71
38,10950.03,46329.66,46512.72,2815.91,980012.60,2212.60,124.05,12.71,12.60
39,10986.53,46741.54,46931.40,2825.70,476012.55,2212.55,59.91,12.60,12.55
40,?,?,?,?,?,?,?,12.55,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,361312.60,1112.60,45.49,?,12.60
43,10981.98,46399.26,46564.61,2821.25,292712.52,1712.52,36.88,12.60,12.52
44,11022.58,46406.74,46569.81,2825.02,89812.52,812.52,11.26,12.52,12.52
45,11017.48,46211.54,46360.51,2825.15,656712.64,2812.64,82.47,12.52,12.64
46,11071.18,46370.13,46523.63,2838.22,2187912.50,5712.50,276.48,12.64,12.50
47,?,?,?,?,?,?,?,12.50,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,597112.02,6012.02,72.62,?,12.02
50,11119.72,46490.89,46652.19,2843.90,3424612.00,3112.00,410.99,12.02,12.00
51,11014.53,46051.76,46198.42,2831.71,969311.50,5211.50,113.31,12.00,11.50
52,10948.88,45879.90,46050.52,2801.83,228111.25,2411.25,25.79,11.50,11.25
53,10985.79,45948.12,46124.82,2817.57,277411.60,2411.60,32.34,11.25,11.60
54,?,?,?,?,?,?,?,11.60,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,89811.66,1011.66,10.56,?,11.66
57,10972.28,45868.35,46065.85,2831.16,38711.74,911.74,4.52,11.66,11.74
58,11039.20,46241.92,46459.99,2855.69,296411.91,1711.91,35.55,11.74,11.91
59,11052.03,46280.36,46510.83,2865.27,127511.60,911.60,15.00,11.91,11.60
60,11010.83,46341.14,46622.90,2859.05,209312.47,1312.47,25.16,11.60,12.47
61,?,?,?,?,?,?,?,12.47,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,158912.22,1612.22,19.68,?,12.22
64,10997.33,46676.09,47001.38,2868.06,230112.40,1212.40,28.53,12.22,12.40
65,11042.47,46762.65,47090.49,2872.90,209712.22,1012.22,25.71,12.40,12.22
66,11042.08,46745.26,47060.66,2873.49,965112.30,4512.30,116.97,12.22,12.30
67,11119.06,47074.39,47436.21,2906.74,14140112.38,38012.38,1755.68,12.30,12.38
68,?,?,?,?,?,?,?,12.38,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,2617812.73,9112.73,326.31,?,12.73
71,11150.86,47010.40,47340.43,2911.38,6896313.36,27013.36,909.00,12.73,13.36
72,11194.08,46888.37,47235.72,2901.67,8136913.90,18113.90,1109.72,13.36,13.90
73,11231.22,47223.68,47606.16,2912.13,2407713.85,10013.85,331.01,13.90,13.85
74,11228.39,47125.93,47522.10,2909.77,625913.61,3613.61,85.78,13.85,13.61
75,?,?,?,?,?,?,?,13.61,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,1141813.76,4513.76,156.44,?,13.76
78,11135.62,46029.35,46473.62,2868.24,1023513.60,4713.60,141.01,13.76,13.60
