%310
@RELATION PLPRCHM00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,1718.26,48389.84,2835.52,110316.90,916.90,18.11,?,16.90
3,783.15,48222.72,1714.83,48505.50,2832.46,102516.40,616.40,16.93,16.90,16.40
4,781.69,47888.16,1719.23,48143.94,2814.73,67716.55,516.55,11.12,16.40,16.55
5,?,?,?,?,?,?,?,?,16.55,?
6,?,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,1719.82,47820.24,2793.31,416.40,116.40,0.07,?,16.40
8,780.70,47379.63,1714.18,47624.67,2790.64,1216.35,216.35,0.20,16.40,16.35
9,784.82,47407.28,1722.98,47668.58,2784.62,116.30,116.30,0.02,16.35,16.30
10,788.85,47546.91,1717.51,47798.66,2800.96,17116.10,216.10,2.73,16.30,16.10
11,795.36,47440.80,1761.65,47690.97,2815.88,70516.29,816.29,11.31,16.10,16.29
12,?,?,?,?,?,?,?,?,16.29,?
13,?,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,1787.10,47724.95,2820.74,125616.20,1016.20,20.14,?,16.20
15,794.59,47086.54,1789.24,47346.41,2817.16,18016.20,416.20,2.88,16.20,16.20
16,796.34,47521.39,1813.57,47794.60,2825.40,216.20,216.20,0.03,16.20,16.20
17,803.56,47661.37,1796.76,47936.81,2848.09,7415.80,415.80,1.18,16.20,15.80
18,807.72,47813.69,1830.45,48104.67,2864.72,3000616.13,316.13,484.00,15.80,16.13
19,?,?,?,?,?,?,?,?,16.13,?
20,?,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,1829.00,48184.37,2890.14,119416.20,1016.20,19.17,?,16.20
22,808.23,47872.80,1822.02,48127.89,2892.80,116.50,116.50,0.02,16.20,16.50
23,808.40,47733.24,1819.73,47999.21,2890.57,1015215.85,415.85,160.91,16.50,15.85
24,811.80,47942.04,1794.79,48203.43,2898.85,17415.66,415.66,2.74,15.85,15.66
25,812.99,47613.95,1818.33,47851.99,2897.93,12115.68,315.68,1.89,15.66,15.68
26,?,?,?,?,?,?,?,?,15.68,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,1811.61,47553.14,2886.17,242916.25,916.25,39.38,?,16.25
29,815.93,47328.40,1804.79,47565.10,2878.58,105816.30,816.30,17.16,16.25,16.30
30,815.59,46917.19,1825.50,47113.08,2876.68,204716.60,1116.60,33.60,16.30,16.60
31,817.14,46840.15,1817.11,47011.43,2880.57,40716.75,816.75,6.68,16.60,16.75
32,818.68,46945.58,1834.26,47121.08,2883.81,178216.75,1016.75,30.01,16.75,16.75
33,?,?,?,?,?,?,?,?,16.75,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,1819.69,46735.25,2856.17,306416.95,1316.95,50.81,?,16.95
36,816.68,46674.78,1784.50,46862.43,2843.49,27516.60,916.60,4.42,16.95,16.60
37,813.75,46149.14,1779.66,46341.54,2811.05,20316.60,316.60,3.37,16.60,16.60
38,811.13,46329.66,1758.77,46512.72,2815.91,17516.50,516.50,2.89,16.60,16.50
39,813.77,46741.54,1769.71,46931.40,2825.70,3970416.60,1616.60,649.16,16.50,16.60
40,?,?,?,?,?,?,?,?,16.60,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1762.40,46988.04,2826.84,2092018.03,3418.03,370.29,?,18.03
