%310
@RELATION PLNFI0200019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,1632819.00,22619.00,310.03,?,19.00
3,10554.18,48222.72,48505.50,2832.46,967519.10,10619.10,184.30,19.00,19.10
4,10519.33,47888.16,48143.94,2814.73,691918.99,9418.99,131.00,19.10,18.99
5,?,?,?,?,?,?,?,18.99,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,1045818.79,10118.79,195.73,?,18.79
8,10500.71,47379.63,47624.67,2790.64,664718.84,8218.84,124.66,18.79,18.84
9,10503.06,47407.28,47668.58,2784.62,969118.65,13918.65,180.60,18.84,18.65
10,10496.80,47546.91,47798.66,2800.96,328218.60,5118.60,61.12,18.65,18.60
11,10595.04,47440.80,47690.97,2815.88,2037718.84,17618.84,383.64,18.60,18.84
12,?,?,?,?,?,?,?,18.84,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,1519618.80,12518.80,289.30,?,18.80
15,10638.06,47086.54,47346.41,2817.16,706018.55,7618.55,131.38,18.80,18.55
16,10673.05,47521.39,47794.60,2825.40,1394818.50,6818.50,259.42,18.55,18.50
17,10767.29,47661.37,47936.81,2848.09,1602518.59,15818.59,299.02,18.50,18.59
18,10903.93,47813.69,48104.67,2864.72,1601818.64,19518.64,297.90,18.59,18.64
19,?,?,?,?,?,?,?,18.64,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,2108318.60,25818.60,393.52,?,18.60
22,11073.63,47872.80,48127.89,2892.80,1555718.50,20418.50,288.78,18.60,18.50
23,11071.80,47733.24,47999.21,2890.57,1448318.51,15218.51,268.68,18.50,18.51
24,11108.21,47942.04,48203.43,2898.85,1931918.53,16418.53,358.05,18.51,18.53
25,11174.05,47613.95,47851.99,2897.93,924318.54,6618.54,171.35,18.53,18.54
26,?,?,?,?,?,?,?,18.54,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,606618.50,5418.50,112.38,?,18.50
29,11165.66,47328.40,47565.10,2878.58,5438818.00,21318.00,969.75,18.50,18.00
30,11183.61,46917.19,47113.08,2876.68,5395617.90,14117.90,963.87,18.00,17.90
31,11245.80,46840.15,47011.43,2880.57,1098018.00,7718.00,197.21,17.90,18.00
32,11241.00,46945.58,47121.08,2883.81,3105318.05,9418.05,552.20,18.00,18.05
33,?,?,?,?,?,?,?,18.05,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,1646818.10,11518.10,299.15,?,18.10
36,11060.84,46674.78,46862.43,2843.49,1048518.01,8218.01,190.44,18.10,18.01
37,10953.57,46149.14,46341.54,2811.05,599018.10,4518.10,108.66,18.01,18.10
38,10950.03,46329.66,46512.72,2815.91,593918.15,3818.15,108.29,18.10,18.15
39,10986.53,46741.54,46931.40,2825.70,1396118.35,10718.35,255.74,18.15,18.35
40,?,?,?,?,?,?,?,18.35,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,4155018.58,26218.58,769.96,?,18.58
43,10981.98,46399.26,46564.61,2821.25,1854718.04,15218.04,345.32,18.58,18.04
44,11022.58,46406.74,46569.81,2825.02,594018.11,8418.11,107.80,18.04,18.11
45,11017.48,46211.54,46360.51,2825.15,1436718.07,10918.07,257.16,18.11,18.07
46,11071.18,46370.13,46523.63,2838.22,978018.25,11318.25,177.12,18.07,18.25
47,?,?,?,?,?,?,?,18.25,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,1187318.07,10818.07,216.61,?,18.07
50,11119.72,46490.89,46652.19,2843.90,1434418.20,10618.20,258.61,18.07,18.20
51,11014.53,46051.76,46198.42,2831.71,250118.34,5118.34,45.58,18.20,18.34
52,10948.88,45879.90,46050.52,2801.83,478218.44,6518.44,87.35,18.34,18.44
53,10985.79,45948.12,46124.82,2817.57,1653918.48,12118.48,305.48,18.44,18.48
54,?,?,?,?,?,?,?,18.48,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,1568418.48,11718.48,289.37,?,18.48
57,10972.28,45868.35,46065.85,2831.16,378118.38,4218.38,69.40,18.48,18.38
58,11039.20,46241.92,46459.99,2855.69,1461818.35,11718.35,268.66,18.38,18.35
59,11052.03,46280.36,46510.83,2865.27,850818.48,7018.48,156.92,18.35,18.48
60,11010.83,46341.14,46622.90,2859.05,877618.50,6518.50,162.20,18.48,18.50
61,?,?,?,?,?,?,?,18.50,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,422418.70,6918.70,78.49,?,18.70
64,10997.33,46676.09,47001.38,2868.06,572118.73,7318.73,106.90,18.70,18.73
65,11042.47,46762.65,47090.49,2872.90,1435818.80,15518.80,268.65,18.73,18.80
66,11042.08,46745.26,47060.66,2873.49,1743818.84,18118.84,328.04,18.80,18.84
67,11119.06,47074.39,47436.21,2906.74,1203618.90,6918.90,227.10,18.84,18.90
68,?,?,?,?,?,?,?,18.90,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,334918.86,5018.86,63.16,?,18.86
71,11150.86,47010.40,47340.43,2911.38,334818.98,5018.98,63.21,18.86,18.98
72,11194.08,46888.37,47235.72,2901.67,2186919.12,18819.12,416.28,18.98,19.12
73,11231.22,47223.68,47606.16,2912.13,968219.20,7719.20,184.80,19.12,19.20
74,11228.39,47125.93,47522.10,2909.77,1192919.22,8719.22,229.58,19.20,19.22
75,?,?,?,?,?,?,?,19.22,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,5764819.85,34819.85,1138.92,?,19.85
78,11135.62,46029.35,46473.62,2868.24,3907420.04,24420.04,783.50,19.85,20.04
79,11168.63,46068.24,46511.62,2874.75,2569520.10,17520.10,515.04,20.04,20.10
80,11069.03,45580.47,46017.88,2833.61,3896020.15,25020.15,785.32,20.10,20.15
81,10908.77,45066.18,45473.08,2800.67,1994820.15,25520.15,399.27,20.15,20.15
82,?,?,?,?,?,?,?,20.15,?
83,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,44946.32,2780.21,2877420.15,38820.15,568.89,?,20.15
85,10815.43,44724.88,45119.16,2774.13,2512519.99,29919.99,498.95,20.15,19.99
86,10867.86,45247.90,45644.09,2785.46,728720.05,15720.05,145.45,19.99,20.05
87,10938.55,45147.57,45528.85,2797.31,1489819.74,22019.74,294.41,20.05,19.74
88,?,?,?,?,?,?,?,19.74,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,45679.51,2814.33,4640519.80,21819.80,916.74,?,19.80
93,10809.87,44604.61,44940.36,2769.02,2099119.60,16219.60,409.74,19.80,19.60
94,10817.23,44623.89,44980.62,2766.19,20987819.42,11219.42,4104.26,19.60,19.42
95,10803.99,44597.66,44960.02,2760.91,1003319.24,13519.24,192.66,19.42,19.24
96,?,?,?,?,?,?,?,19.24,?
