%310
@RELATION PLGANT000014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
142,11082.19,45933.66,1344.81,46529.96,2912.70,6112271.70,4641.70,1026.23,1.60,1.70
143,11050.12,45687.76,1350.88,46311.26,2894.53,2223081.70,2111.70,374.16,1.70,1.70
144,11130.47,46145.44,1393.25,46783.61,2929.62,15024951.87,11451.87,2822.15,1.70,1.87
145,?,?,?,?,?,?,?,?,1.87,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1431.34,47957.54,2976.83,12932862.03,10412.03,2589.94,?,2.03
148,11439.53,47579.87,1444.94,48258.02,2997.81,10086851.93,8701.93,2079.86,2.03,1.93
149,11434.08,47476.64,1464.18,48138.07,3000.58,8157951.90,5971.90,1555.34,1.93,1.90
150,?,?,?,?,?,?,?,?,1.90,?
151,11518.87,47806.34,1471.74,48503.87,2994.25,2556731.85,2661.85,480.53,?,1.85
152,?,?,?,?,?,?,?,?,1.85,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1461.53,47868.36,2970.24,14985032.07,11402.07,3053.77,?,2.07
155,11527.78,47620.68,1476.35,48323.88,2998.79,14102412.10,11652.10,3005.96,2.07,2.10
156,11566.33,47805.94,1489.88,48513.29,3026.87,5373302.07,4222.07,1135.53,2.10,2.07
157,11598.90,47573.66,1469.75,48259.19,3020.15,5913412.06,5122.06,1220.59,2.07,2.06
158,11721.20,48209.65,1514.93,48918.37,3044.38,27828552.30,17232.30,6269.27,2.06,2.30
159,?,?,?,?,?,?,?,?,2.30,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1524.65,49207.65,3065.91,21435232.33,15182.33,5065.23,?,2.33
162,11906.69,48324.52,1551.97,49050.96,3074.89,9972032.35,7832.35,2323.83,2.33,2.35
163,12044.12,48383.93,1598.45,49098.70,3098.83,17995832.60,11542.60,4409.43,2.35,2.60
164,11997.09,48152.82,1595.96,48890.47,3089.32,27830012.96,20532.96,7747.58,2.60,2.96
165,11980.74,48273.42,1585.79,49057.66,3092.65,38593652.57,32562.57,10881.24,2.96,2.57
166,?,?,?,?,?,?,?,?,2.57,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1583.00,48917.56,3100.24,15429202.25,13612.25,3731.22,?,2.25
169,12001.25,48119.72,1588.25,48891.04,3120.39,19140982.37,16092.37,4414.93,2.25,2.37
170,11995.61,47743.10,1571.15,48509.84,3122.21,5895762.29,5902.29,1413.52,2.37,2.29
171,11755.38,45870.00,1544.23,46587.68,3038.18,32588011.81,21951.81,6273.79,2.29,1.81
172,11698.05,44732.92,1507.70,45456.77,3001.68,20476741.70,12761.70,3545.77,1.81,1.70
173,?,?,?,?,?,?,?,?,1.70,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1501.45,45531.46,2990.89,22730371.52,13901.52,3638.43,?,1.52
176,11846.22,44966.09,1503.06,45672.10,2999.31,38263041.48,23821.48,6205.26,1.52,1.48
177,11772.39,44893.99,1492.93,45601.51,2972.55,16902951.41,12831.41,2470.67,1.48,1.41
178,11665.86,43667.37,1472.46,44326.49,2915.58,23458851.45,13471.45,3528.58,1.41,1.45
179,11716.43,44747.79,1476.14,45442.51,2948.80,27947871.74,14211.74,4481.14,1.45,1.74
180,?,?,?,?,?,?,?,?,1.74,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1492.65,45461.06,2963.91,40342381.87,21221.87,7592.51,?,1.87
183,11805.57,45533.94,1495.04,46254.71,2981.48,18708041.80,11881.80,3456.96,1.87,1.80
184,11736.24,45184.98,1487.37,45899.36,2971.57,11141051.84,7301.84,2037.43,1.80,1.84
185,11820.50,45613.75,1499.27,46344.42,2988.19,18668331.57,13181.57,3147.03,1.84,1.57
186,11822.63,45110.89,1482.20,45805.34,2977.06,23117671.58,12951.58,3698.46,1.57,1.58
187,?,?,?,?,?,?,?,?,1.58,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1474.90,45172.40,2948.16,23924141.86,14301.86,4072.02,?,1.86
190,11610.73,44342.23,1456.02,44969.23,2924.69,18732811.68,12191.68,3304.88,1.86,1.68
191,11643.94,45068.55,1468.88,45727.71,2962.09,6979151.69,4961.69,1188.43,1.68,1.69
192,11739.32,45712.72,1484.29,46390.36,2992.86,25260431.79,13331.79,4480.31,1.69,1.79
193,11784.60,46150.78,1481.99,46839.89,3017.66,14695451.66,8721.66,2522.77,1.79,1.66
194,?,?,?,?,?,?,?,?,1.66,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1489.11,46922.43,3022.70,7113481.68,5011.68,1196.47,?,1.68
197,11753.20,46155.10,1489.88,46860.35,3017.11,9855081.59,6411.59,1610.72,1.68,1.59
198,11768.81,46287.08,1499.74,47003.76,3021.27,10533381.56,6271.56,1665.11,1.59,1.56
199,11813.42,46221.23,1491.54,46919.83,3023.16,14263511.46,9991.46,2094.44,1.56,1.46
200,11837.95,46399.74,1495.90,47120.88,3019.85,10280521.42,7191.42,1472.94,1.46,1.42
201,?,?,?,?,?,?,?,?,1.42,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1484.19,47075.43,3021.70,6351231.54,5171.54,953.86,?,1.54
204,11905.16,46714.43,1494.62,47454.90,3029.97,9271351.47,5281.47,1403.85,1.54,1.47
205,11975.99,46835.98,1489.09,47575.74,3050.63,2503371.47,1941.47,373.88,1.47,1.47
206,11939.68,46713.02,1474.03,47446.69,3036.16,1865331.44,1991.44,270.90,1.47,1.44
207,11930.54,46258.91,1469.58,46981.22,3015.00,1863441.46,1631.46,271.10,1.44,1.46
208,?,?,?,?,?,?,?,?,1.46,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1481.47,47214.30,3032.94,2224431.44,1471.44,319.98,?,1.44
211,11914.45,46663.41,1464.82,47398.08,3038.42,12850421.27,7321.27,1739.04,1.44,1.27
212,11934.08,46925.65,1472.71,47676.43,3046.08,12218541.39,8361.39,1688.99,1.27,1.39
213,12025.60,47370.81,1481.84,48147.76,3060.17,5722421.37,4121.37,812.34,1.39,1.37
214,12096.51,48325.33,1499.33,49133.14,3110.79,16389551.50,8971.50,2366.96,1.37,1.50
215,?,?,?,?,?,?,?,?,1.50,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1492.08,49272.86,3127.41,5797351.44,3591.44,845.49,?,1.44
218,12213.07,47942.81,1487.96,48742.34,3127.38,6750521.41,3371.41,966.94,1.44,1.41
219,12294.72,48306.55,1495.92,49124.78,3168.23,6048681.39,2811.39,844.26,1.41,1.39
220,12425.78,48862.88,1508.03,49700.18,3190.86,5010691.40,2821.40,711.61,1.39,1.40
221,12524.35,49125.36,1513.10,49994.77,3206.86,3493201.40,1711.40,489.25,1.40,1.40
222,?,?,?,?,?,?,?,?,1.40,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1510.53,50476.37,3225.79,7157811.34,4521.34,975.95,?,1.34
225,12783.95,49747.66,1507.50,50646.05,3233.22,12430691.31,7271.31,1628.69,1.34,1.31
226,12961.14,50223.95,1512.82,51152.95,3271.49,9759581.31,4301.31,1286.98,1.31,1.31
227,?,?,?,?,?,?,?,?,1.31,?
228,12933.31,49976.48,1502.62,50906.11,3253.28,11324421.42,6361.42,1562.21,?,1.42
229,?,?,?,?,?,?,?,?,1.42,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1499.73,50713.14,3237.31,8109191.35,4181.35,1115.28,?,1.35
232,12831.52,49162.16,1472.26,50077.30,3210.57,6221511.34,2911.34,837.94,1.35,1.34
233,12826.21,49128.05,1477.77,50032.45,3221.87,18126491.42,7921.42,2579.00,1.34,1.42
234,12985.38,49846.48,1471.70,50780.47,3260.69,10762651.44,5161.44,1565.46,1.42,1.44
235,13050.37,49895.10,1463.61,50836.47,3260.35,4144251.40,2591.40,589.81,1.44,1.40
236,?,?,?,?,?,?,?,?,1.40,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1468.33,50756.86,3255.45,2459281.38,1881.38,343.57,?,1.38
239,12781.02,48833.58,1447.65,49731.02,3197.48,4042191.30,3131.30,537.35,1.38,1.30
240,12706.26,48537.65,1440.74,49421.50,3183.87,2560501.32,1581.32,334.75,1.30,1.32
241,12801.41,48676.45,1465.81,49569.11,3204.20,2635131.37,1771.37,358.68,1.32,1.37
242,12801.04,48871.98,1440.79,49771.98,3196.27,889541.35,871.35,119.42,1.37,1.35
243,?,?,?,?,?,?,?,?,1.35,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1458.21,50099.55,3230.20,13628081.44,7971.44,1947.61,?,1.44
246,12843.19,48968.87,1451.26,49861.54,3226.75,37602371.68,18711.68,6091.31,1.44,1.68
247,12637.81,47919.09,1426.01,48781.63,3174.71,17234941.62,12381.62,2895.11,1.68,1.62
248,12178.22,45830.66,1364.15,46598.42,3061.25,15099541.56,8751.56,2342.95,1.62,1.56
249,12457.22,46717.04,1375.61,47514.09,3142.61,9363381.63,5321.63,1543.35,1.56,1.63
250,?,?,?,?,?,?,?,?,1.63,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1385.20,48651.54,3199.68,3850091.60,2791.60,624.96,?,1.60
253,12962.91,48961.51,1408.19,49839.90,3256.85,6562661.55,5111.55,1024.08,1.60,1.55
254,12983.95,49437.02,1422.23,50312.63,3285.29,5323481.61,3601.61,851.81,1.55,1.61
255,13011.41,49771.55,1436.34,50644.38,3303.55,7610421.64,4671.64,1247.59,1.61,1.64
256,12998.59,49348.61,1425.63,50196.31,3285.49,35204551.66,15951.66,6254.21,1.64,1.66
257,?,?,?,?,?,?,?,?,1.66,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1415.04,49741.35,3260.05,12960981.58,6811.58,2106.84,?,1.58
260,13085.22,49434.46,1419.82,50258.11,3286.61,9178411.56,5361.56,1462.98,1.58,1.56
261,13049.76,49413.33,1427.60,50227.43,3277.41,8607471.58,4451.58,1384.07,1.56,1.58
262,13124.47,50300.53,1430.45,51171.25,3316.59,7269581.63,4051.63,1190.62,1.58,1.63
263,13140.38,50308.19,1424.93,51202.75,3316.08,10002231.68,4241.68,1684.63,1.63,1.68
264,?,?,?,?,?,?,?,?,1.68,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1413.29,50869.00,3291.57,8059651.66,3301.66,1349.59,?,1.66
267,13131.43,49979.47,1407.11,50887.67,3275.67,12081511.56,5601.56,1930.18,1.66,1.56
268,13114.91,50301.69,1417.72,51221.45,3299.72,39560151.39,20731.39,5583.73,1.56,1.39
269,13233.88,50936.34,1433.07,51846.54,3336.44,64062291.07,31821.07,7869.36,1.39,1.07
270,13346.97,50819.81,1443.45,51704.53,3352.18,61627131.11,24591.11,6780.58,1.07,1.11
271,?,?,?,?,?,?,?,?,1.11,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1435.33,51191.50,3349.29,29394381.17,14101.17,3472.40,?,1.17
274,13338.19,50782.48,1430.56,51691.24,3351.68,10793321.11,5861.11,1217.21,1.17,1.11
275,13386.01,50803.40,1447.48,51709.58,3364.40,6520331.14,3831.14,738.73,1.11,1.14
276,13476.11,50982.03,1455.40,51911.61,3383.62,9531781.15,3901.15,1110.30,1.14,1.15
277,13513.64,50601.24,1444.69,51511.63,3381.52,5135511.13,3481.13,579.05,1.15,1.13
278,?,?,?,?,?,?,?,?,1.13,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1445.73,51239.47,3383.60,30682990.73,16950.73,2845.33,?,0.73
281,13399.64,50137.88,1430.85,51021.26,3368.14,80977960.63,29640.63,5331.54,0.73,0.63
282,13361.98,50335.02,1441.04,51215.99,3379.96,41475760.69,14430.69,2906.81,0.63,0.69
283,13589.27,51806.83,1467.04,52744.48,3454.41,20652170.67,7550.67,1400.14,0.69,0.67
284,13638.56,52230.47,1480.78,53193.87,3477.04,22452660.60,7720.60,1396.68,0.67,0.60
285,?,?,?,?,?,?,?,?,0.60,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1494.80,53498.97,3508.85,14310010.62,5280.62,846.95,?,0.62
288,13824.94,52590.73,1502.66,53588.87,3544.07,12164700.60,4510.60,746.34,0.62,0.60
289,13886.79,52861.41,1515.16,53918.41,3548.14,54135010.70,12670.70,3562.52,0.60,0.70
290,14155.74,52573.59,1562.31,53571.90,3572.96,28768520.67,10640.67,2002.18,0.70,0.67
291,14253.72,52587.24,1560.66,53572.92,3535.97,22959010.66,5950.66,1533.39,0.67,0.66
292,?,?,?,?,?,?,?,?,0.66,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1567.16,54903.39,3606.06,6191620.68,2370.68,412.36,?,0.68
295,14512.68,53781.81,1553.89,54818.06,3615.60,30221070.62,7520.62,2004.16,0.68,0.62
296,14327.32,53389.74,1546.62,54433.41,3596.10,5851350.63,2660.63,363.94,0.62,0.63
297,14572.10,53994.46,1547.05,55063.75,3637.76,5461140.62,2060.62,336.03,0.63,0.62
298,14753.57,53887.13,1563.80,55023.42,3651.19,8352860.62,2540.62,520.97,0.62,0.62
299,?,?,?,?,?,?,?,?,0.62,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1561.20,55362.19,3660.45,23896440.67,5590.67,1550.61,?,0.67
302,14994.44,54536.95,1571.77,55688.45,3688.57,69058910.74,13690.74,5001.36,0.67,0.74
303,14942.82,54095.32,1565.67,55240.01,3660.80,51008990.67,13440.67,3686.24,0.74,0.67
304,14928.63,53607.86,1550.39,54734.18,3628.73,11436030.66,3870.66,756.72,0.67,0.66
305,?,?,?,?,?,?,?,?,0.66,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1576.65,55121.60,3668.56,1401419,378,949.03,?,0.67
309,14877.29,53504.47,1569.20,54600.05,3645.18,3619967,647,2503.71,0.67,0.69
310,14860.69,53924.01,1574.21,55035.36,3650.27,2726849,585,1946.17,0.69,0.72
340,13476.564027366672,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
