%310
@RELATION PLQMKSK00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-INFO NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
37,10953.57,46149.14,1128.47,46341.54,2811.05,100511.45,811.45,11.64,11.72,11.45
38,10950.03,46329.66,1129.48,46512.72,2815.91,268711.58,1311.58,31.13,11.45,11.58
39,10986.53,46741.54,1129.43,46931.40,2825.70,23321211.60,3711.60,2705.87,11.58,11.60
40,?,?,?,?,?,?,?,?,11.60,?
41,?,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,1129.99,46988.04,2826.84,8005311.80,411.80,932.62,?,11.80
43,10981.98,46399.26,1137.86,46564.61,2821.25,51111.84,711.84,5.94,11.80,11.84
44,11022.58,46406.74,1140.25,46569.81,2825.02,2204312.53,8112.53,269.76,11.84,12.53
45,11017.48,46211.54,1127.06,46360.51,2825.15,1005912.86,8412.86,128.63,12.53,12.86
46,11071.18,46370.13,1136.50,46523.63,2838.22,4445713.24,10013.24,590.19,12.86,13.24
47,?,?,?,?,?,?,?,?,13.24,?
48,?,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,1139.96,46665.39,2848.48,1045113.40,6013.40,139.30,?,13.40
50,11119.72,46490.89,1135.32,46652.19,2843.90,11445213.39,2713.39,1521.95,13.40,13.39
51,11014.53,46051.76,1126.36,46198.42,2831.71,948713.50,2913.50,126.42,13.39,13.50
52,10948.88,45879.90,1119.98,46050.52,2801.83,6465113.46,1913.46,865.50,13.50,13.46
53,10985.79,45948.12,1131.52,46124.82,2817.57,115813.49,1113.49,15.60,13.46,13.49
54,?,?,?,?,?,?,?,?,13.49,?
55,?,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,1137.44,46487.05,2840.57,21352013.96,2813.96,2882.74,?,13.96
57,10972.28,45868.35,1126.88,46065.85,2831.16,26213.86,613.86,3.60,13.96,13.86
58,11039.20,46241.92,1126.96,46459.99,2855.69,45513.88,813.88,6.24,13.86,13.88
59,11052.03,46280.36,1140.99,46510.83,2865.27,271513.88,1013.88,37.27,13.88,13.88
60,11010.83,46341.14,1150.40,46622.90,2859.05,167613.85,1013.85,22.97,13.88,13.85
61,?,?,?,?,?,?,?,?,13.85,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,1147.38,46454.13,2860.68,98613.74,913.74,13.34,?,13.74
64,10997.33,46676.09,1156.77,47001.38,2868.06,678013.48,3613.48,90.24,13.74,13.48
65,11042.47,46762.65,1150.07,47090.49,2872.90,618713.45,2713.45,81.72,13.48,13.45
66,11042.08,46745.26,1155.43,47060.66,2873.49,198813.84,1613.84,27.17,13.45,13.84
67,11119.06,47074.39,1164.85,47436.21,2906.74,87513.68,1213.68,12.09,13.84,13.68
68,?,?,?,?,?,?,?,?,13.68,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,1184.08,47269.75,2914.24,43713.70,613.70,5.98,?,13.70
71,11150.86,47010.40,1185.21,47340.43,2911.38,457513.60,1413.60,62.36,13.70,13.60
72,11194.08,46888.37,1178.50,47235.72,2901.67,2397713.60,1013.60,325.73,13.60,13.60
73,11231.22,47223.68,1177.46,47606.16,2912.13,237913.34,2313.34,31.75,13.60,13.34
74,11228.39,47125.93,1176.61,47522.10,2909.77,70013.36,313.36,9.35,13.34,13.36
75,?,?,?,?,?,?,?,?,13.36,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1163.52,47094.18,2900.59,52413.30,313.30,6.95,?,13.30
78,11135.62,46029.35,1143.53,46473.62,2868.24,123513.31,713.31,16.44,13.30,13.31
79,11168.63,46068.24,1121.08,46511.62,2874.75,3347513.20,1513.20,448.28,13.31,13.20
80,11069.03,45580.47,1110.00,46017.88,2833.61,12013.20,113.20,1.58,13.20,13.20
81,10908.77,45066.18,1091.98,45473.08,2800.67,103513.06,713.06,13.54,13.20,13.06
82,?,?,?,?,?,?,?,?,13.06,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1091.47,44946.32,2780.21,9464313.50,1313.50,1293.79,?,13.50
85,10815.43,44724.88,1081.75,45119.16,2774.13,531513.74,2313.74,72.60,13.50,13.74
86,10867.86,45247.90,1090.32,45644.09,2785.46,63713.69,813.69,8.68,13.74,13.69
87,10938.55,45147.57,1091.06,45528.85,2797.31,30013.60,313.60,4.08,13.69,13.60
88,?,?,?,?,?,?,?,?,13.60,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1102.99,45679.51,2814.33,226313.60,713.60,30.79,?,13.60
93,10809.87,44604.61,1070.68,44940.36,2769.02,35713.40,213.40,4.78,13.60,13.40
94,10817.23,44623.89,1070.17,44980.62,2766.19,50113.60,413.60,6.81,13.40,13.60
95,10803.99,44597.66,1086.26,44960.02,2760.91,59013.30,813.30,7.86,13.60,13.30
96,?,?,?,?,?,?,?,?,13.30,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1086.13,44963.96,2764.28,55913.21,713.21,7.39,?,13.21
99,10820.89,44725.03,1084.77,45096.35,2767.26,184712.93,1012.93,24.00,13.21,12.93
100,10845.27,45091.63,1089.08,45495.34,2780.21,76612.95,312.95,9.90,12.93,12.95
101,10908.65,45688.48,1095.29,46131.66,2794.43,67913.10,813.10,8.86,12.95,13.10
102,10807.45,45525.92,1102.49,45960.10,2783.53,46413.29,813.29,6.22,13.10,13.29
103,?,?,?,?,?,?,?,?,13.29,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1097.10,45167.65,2754.91,841413.46,713.46,113.47,?,13.46
106,?,?,?,?,?,?,?,?,13.46,?
107,10431.02,43916.24,1090.97,44404.81,2705.88,84713.10,913.10,11.15,?,13.10
108,10415.53,43364.70,1089.24,43850.06,2695.55,932412.57,1412.57,119.67,13.10,12.57
109,10373.60,43447.75,1086.50,43993.98,2685.57,24512.70,212.70,3.10,12.57,12.70
110,?,?,?,?,?,?,?,?,12.70,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1090.01,43892.82,2660.28,64311.83,511.83,7.72,?,11.83
113,10282.22,43159.57,1070.14,43707.88,2624.40,161012.50,1512.50,19.49,11.83,12.50
114,10264.95,43356.73,1084.85,43908.95,2636.70,1472812.42,912.42,183.93,12.50,12.42
115,10327.20,43482.18,1076.35,44027.03,2658.57,1391712.46,2412.46,172.81,12.42,12.46
116,10407.26,43665.21,1081.14,44226.06,2669.93,57912.25,412.25,7.11,12.46,12.25
117,?,?,?,?,?,?,?,?,12.25,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1086.18,44420.22,2685.14,190112.20,1012.20,23.52,?,12.20
120,10511.46,44162.18,1096.22,44653.34,2704.84,9012.20,112.20,1.10,12.20,12.20
121,?,?,?,?,?,?,?,?,12.20,?
122,10554.34,43991.51,1077.28,44466.89,2695.22,37512.43,712.43,4.62,?,12.43
123,?,?,?,?,?,?,?,?,12.43,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1104.54,45060.80,2714.72,565312.50,2412.50,71.49,?,12.50
127,10618.63,44742.22,1111.64,45244.29,2733.96,498512.47,1412.47,62.30,12.50,12.47
128,10692.81,45117.94,1106.26,45647.76,2752.14,93712.50,312.50,11.67,12.47,12.50
129,10714.80,44943.16,1111.55,45475.08,2760.20,277612.50,1112.50,34.74,12.50,12.50
130,10758.03,44895.35,1118.53,45408.06,2769.85,492312.23,1612.23,61.52,12.50,12.23
131,?,?,?,?,?,?,?,?,12.23,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1126.14,45746.01,2790.62,19612.42,312.42,2.42,?,12.42
134,10819.27,45771.11,1157.28,46336.62,2822.41,8012.45,112.45,1.00,12.42,12.45
135,10913.18,46102.42,1180.62,46676.61,2848.38,504712.30,1312.30,62.82,12.45,12.30
136,10976.80,45992.03,1159.61,46581.16,2871.70,473512.20,1812.20,57.40,12.30,12.20
137,10991.63,46078.68,1125.40,46646.58,2885.19,451712.03,3312.03,54.26,12.20,12.03
138,?,?,?,?,?,?,?,?,12.03,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1137.52,46615.31,2921.95,141712.30,2012.30,17.22,?,12.30
141,11089.17,45851.80,1125.99,46439.10,2893.12,390212.49,912.49,48.55,12.30,12.49
142,11082.19,45933.66,1125.44,46529.96,2912.70,532912.33,512.33,65.71,12.49,12.33
143,11050.12,45687.76,1120.21,46311.26,2894.53,863112.50,912.50,107.76,12.33,12.50
144,11130.47,46145.44,1124.91,46783.61,2929.62,1374812.50,2512.50,171.79,12.50,12.50
145,?,?,?,?,?,?,?,?,12.50,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1142.01,47957.54,2976.83,362612.69,1412.69,45.81,?,12.69
148,11439.53,47579.87,1154.78,48258.02,2997.81,707213.37,3313.37,91.98,12.69,13.37
149,11434.08,47476.64,1171.08,48138.07,3000.58,1022513.70,3513.70,137.63,13.37,13.70
150,?,?,?,?,?,?,?,?,13.70,?
151,11518.87,47806.34,1165.26,48503.87,2994.25,159113.50,1613.50,21.48,?,13.50
152,?,?,?,?,?,?,?,?,13.50,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1165.63,47868.36,2970.24,327813.40,1713.40,44.01,?,13.40
155,11527.78,47620.68,1159.94,48323.88,2998.79,1012013.50,1913.50,136.40,13.40,13.50
156,11566.33,47805.94,1151.72,48513.29,3026.87,578413.30,2313.30,77.88,13.50,13.30
157,11598.90,47573.66,1162.00,48259.19,3020.15,716213.66,3013.66,96.97,13.30,13.66
158,11721.20,48209.65,1181.72,48918.37,3044.38,4395713.70,2313.70,602.10,13.66,13.70
159,?,?,?,?,?,?,?,?,13.70,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1181.70,49207.65,3065.91,958213.70,3113.70,132.38,?,13.70
162,11906.69,48324.52,1178.63,49050.96,3074.89,301713.60,1713.60,41.15,13.70,13.60
163,12044.12,48383.93,1192.84,49098.70,3098.83,2033814.00,9114.00,285.10,13.60,14.00
164,11997.09,48152.82,1194.64,48890.47,3089.32,16719714.19,11114.19,2362.82,14.00,14.19
165,11980.74,48273.42,1193.40,49057.66,3092.65,4827114.13,8714.13,682.48,14.19,14.13
166,?,?,?,?,?,?,?,?,14.13,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1195.82,48917.56,3100.24,1249214.03,8314.03,175.42,?,14.03
169,12001.25,48119.72,1195.92,48891.04,3120.39,3432514.10,10614.10,482.79,14.03,14.10
170,11995.61,47743.10,1196.01,48509.84,3122.21,33615114.15,16114.15,4757.52,14.10,14.15
171,11755.38,45870.00,1146.73,46587.68,3038.18,9207014.10,10814.10,1299.70,14.15,14.10
172,11698.05,44732.92,1176.34,45456.77,3001.68,2887514.00,9414.00,405.57,14.10,14.00
173,?,?,?,?,?,?,?,?,14.00,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1173.52,45531.46,2990.89,3478214.00,12614.00,488.07,?,14.00
176,11846.22,44966.09,1180.90,45672.10,2999.31,5241614.05,12114.05,735.45,14.00,14.05
177,11772.39,44893.99,1166.57,45601.51,2972.55,2099112.48,8012.48,262.34,14.05,12.48
178,11665.86,43667.37,1139.46,44326.49,2915.58,929612.05,5712.05,113.98,12.48,12.05
179,11716.43,44747.79,1160.39,45442.51,2948.80,1200912.26,8912.26,142.70,12.05,12.26
180,?,?,?,?,?,?,?,?,12.26,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1150.94,45461.06,2963.91,203511.81,1311.81,23.79,?,11.81
183,11805.57,45533.94,1175.36,46254.71,2981.48,1789512.10,2612.10,214.27,11.81,12.10
184,11736.24,45184.98,1196.30,45899.36,2971.57,305111.70,1711.70,35.72,12.10,11.70
185,11820.50,45613.75,1189.64,46344.42,2988.19,64611.79,711.79,7.60,11.70,11.79
186,11822.63,45110.89,1161.10,45805.34,2977.06,1093911.02,6011.02,122.49,11.79,11.02
187,?,?,?,?,?,?,?,?,11.02,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1167.58,45172.40,2948.16,3474811.41,4811.41,404.73,?,11.41
190,11610.73,44342.23,1165.35,44969.23,2924.69,2220711.20,1711.20,248.46,11.41,11.20
191,11643.94,45068.55,1180.80,45727.71,2962.09,211011.10,2411.10,23.34,11.20,11.10
192,11739.32,45712.72,1192.09,46390.36,2992.86,12734411.33,911.33,1439.05,11.10,11.33
193,11784.60,46150.78,1209.79,46839.89,3017.66,124711.30,1211.30,14.20,11.33,11.30
194,?,?,?,?,?,?,?,?,11.30,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1196.78,46922.43,3022.70,461511.14,2811.14,51.56,?,11.14
197,11753.20,46155.10,1214.42,46860.35,3017.11,1428111.27,2811.27,157.67,11.14,11.27
198,11768.81,46287.08,1215.81,47003.76,3021.27,2306711.25,1511.25,258.43,11.27,11.25
199,11813.42,46221.23,1211.51,46919.83,3023.16,145211.28,711.28,16.24,11.25,11.28
200,11837.95,46399.74,1210.19,47120.88,3019.85,7104911.43,1011.43,795.91,11.28,11.43
201,?,?,?,?,?,?,?,?,11.43,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1235.07,47075.43,3021.70,178211.44,1311.44,20.33,?,11.44
204,11905.16,46714.43,1232.24,47454.90,3029.97,330011.50,2111.50,37.88,11.44,11.50
205,11975.99,46835.98,1222.66,47575.74,3050.63,338311.67,2511.67,39.24,11.50,11.67
206,11939.68,46713.02,1219.75,47446.69,3036.16,169111.78,1411.78,19.79,11.67,11.78
207,11930.54,46258.91,1209.19,46981.22,3015.00,863412.00,6612.00,103.63,11.78,12.00
208,?,?,?,?,?,?,?,?,12.00,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1199.78,47214.30,3032.94,100311.72,911.72,11.85,?,11.72
211,11914.45,46663.41,1213.77,47398.08,3038.42,177511.75,1211.75,20.85,11.72,11.75
212,11934.08,46925.65,1223.90,47676.43,3046.08,619212.00,3612.00,73.45,11.75,12.00
213,12025.60,47370.81,1222.52,48147.76,3060.17,145711.98,811.98,17.38,12.00,11.98
214,12096.51,48325.33,1231.68,49133.14,3110.79,172311.92,2511.92,20.40,11.98,11.92
215,?,?,?,?,?,?,?,?,11.92,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1230.24,49272.86,3127.41,1071411.24,7211.24,123.10,?,11.24
218,12213.07,47942.81,1233.34,48742.34,3127.38,1168910.80,8410.80,128.37,11.24,10.80
219,12294.72,48306.55,1236.11,49124.78,3168.23,999611.45,3711.45,110.94,10.80,11.45
220,12425.78,48862.88,1227.93,49700.18,3190.86,1248811.48,4511.48,143.09,11.45,11.48
221,12524.35,49125.36,1228.51,49994.77,3206.86,453811.44,2011.44,52.30,11.48,11.44
222,?,?,?,?,?,?,?,?,11.44,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1249.41,50476.37,3225.79,1554711.80,4911.80,182.31,?,11.80
225,12783.95,49747.66,1253.14,50646.05,3233.22,1844812.11,6512.11,223.59,11.80,12.11
226,12961.14,50223.95,1260.91,51152.95,3271.49,1915112.05,5912.05,235.59,12.11,12.05
227,?,?,?,?,?,?,?,?,12.05,?
228,12933.31,49976.48,1262.98,50906.11,3253.28,79912.24,1412.24,9.65,?,12.24
229,?,?,?,?,?,?,?,?,12.24,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1251.04,50713.14,3237.31,219912.01,2412.01,26.68,?,12.01
232,12831.52,49162.16,1247.19,50077.30,3210.57,96512.00,1212.00,11.49,12.01,12.00
233,12826.21,49128.05,1248.67,50032.45,3221.87,138211.90,1511.90,16.44,12.00,11.90
234,12985.38,49846.48,1258.64,50780.47,3260.69,302611.90,1111.90,35.93,11.90,11.90
235,13050.37,49895.10,1247.33,50836.47,3260.35,244011.70,2211.70,28.66,11.90,11.70
236,?,?,?,?,?,?,?,?,11.70,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1237.10,50756.86,3255.45,591511.72,2411.72,70.37,?,11.72
239,12781.02,48833.58,1229.04,49731.02,3197.48,459011.79,1611.79,55.17,11.72,11.79
240,12706.26,48537.65,1239.92,49421.50,3183.87,1183411.53,3511.53,136.28,11.79,11.53
241,12801.41,48676.45,1251.80,49569.11,3204.20,1735012.15,8112.15,201.80,11.53,12.15
242,12801.04,48871.98,1261.01,49771.98,3196.27,1925712.14,7212.14,229.40,12.15,12.14
243,?,?,?,?,?,?,?,?,12.14,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1259.01,50099.55,3230.20,567512.00,4612.00,68.60,?,12.00
246,12843.19,48968.87,1257.15,49861.54,3226.75,211911.61,2011.61,24.85,12.00,11.61
247,12637.81,47919.09,1243.35,48781.63,3174.71,351111.51,2711.51,40.68,11.61,11.51
248,12178.22,45830.66,1185.76,46598.42,3061.25,6136911.00,3511.00,703.78,11.51,11.00
249,12457.22,46717.04,1237.06,47514.09,3142.61,234011.45,711.45,26.32,11.00,11.45
250,?,?,?,?,?,?,?,?,11.45,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1243.34,48651.54,3199.68,93011.28,511.28,10.67,?,11.28
253,12962.91,48961.51,1250.38,49839.90,3256.85,415111.64,2211.64,48.43,11.28,11.64
254,12983.95,49437.02,1263.62,50312.63,3285.29,587011.90,2911.90,69.03,11.64,11.90
255,13011.41,49771.55,1276.66,50644.38,3303.55,993312.07,3312.07,119.01,11.90,12.07
256,12998.59,49348.61,1298.01,50196.31,3285.49,136512.06,712.06,16.33,12.07,12.06
257,?,?,?,?,?,?,?,?,12.06,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1275.46,49741.35,3260.05,142111.90,1111.90,17.02,?,11.90
260,13085.22,49434.46,1297.54,50258.11,3286.61,209611.85,911.85,24.88,11.90,11.85
261,13049.76,49413.33,1284.43,50227.43,3277.41,52011.72,311.72,6.09,11.85,11.72
262,13124.47,50300.53,1287.16,51171.25,3316.59,892812.09,4012.09,105.55,11.72,12.09
263,13140.38,50308.19,1303.27,51202.75,3316.08,201912.05,812.05,24.33,12.09,12.05
264,?,?,?,?,?,?,?,?,12.05,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1279.78,50869.00,3291.57,374412.00,2312.00,45.11,?,12.00
267,13131.43,49979.47,1298.17,50887.67,3275.67,622412.09,2312.09,74.88,12.00,12.09
268,13114.91,50301.69,1316.37,51221.45,3299.72,84012.00,612.00,10.08,12.09,12.00
269,13233.88,50936.34,1330.10,51846.54,3336.44,3847112.48,12612.48,475.18,12.00,12.48
270,13346.97,50819.81,1345.84,51704.53,3352.18,1081512.95,6112.95,139.57,12.48,12.95
271,?,?,?,?,?,?,?,?,12.95,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1344.48,51191.50,3349.29,2251313.00,5013.00,292.21,?,13.00
274,13338.19,50782.48,1340.21,51691.24,3351.68,707413.09,2913.09,92.09,13.00,13.09
275,13386.01,50803.40,1343.11,51709.58,3364.40,751213.10,3213.10,97.83,13.09,13.10
276,13476.11,50982.03,1339.95,51911.61,3383.62,612412.65,3012.65,76.70,13.10,12.65
277,13513.64,50601.24,1323.45,51511.63,3381.52,397112.70,2112.70,50.44,12.65,12.70
278,?,?,?,?,?,?,?,?,12.70,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1339.98,51239.47,3383.60,1647812.61,3012.61,207.76,?,12.61
281,13399.64,50137.88,1327.31,51021.26,3368.14,925312.90,2112.90,117.61,12.61,12.90
282,13361.98,50335.02,1320.08,51215.99,3379.96,167212.61,1312.61,21.10,12.90,12.61
283,13589.27,51806.83,1352.10,52744.48,3454.41,2237913.00,4113.00,290.28,12.61,13.00
284,13638.56,52230.47,1345.83,53193.87,3477.04,2646113.16,5213.16,347.10,13.00,13.16
285,?,?,?,?,?,?,?,?,13.16,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1348.18,53498.97,3508.85,1012313.20,2913.20,133.77,?,13.20
288,13824.94,52590.73,1382.18,53588.87,3544.07,3856613.55,10513.55,516.56,13.20,13.55
289,13886.79,52861.41,1368.16,53918.41,3548.14,994913.30,3713.30,132.72,13.55,13.30
290,14155.74,52573.59,1375.02,53571.90,3572.96,2829813.75,7313.75,387.53,13.30,13.75
291,14253.72,52587.24,1361.11,53572.92,3535.97,1984214.49,6814.49,276.20,13.75,14.49
292,?,?,?,?,?,?,?,?,14.49,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1389.98,54903.39,3606.06,1020314.55,7714.55,146.24,?,14.55
295,14512.68,53781.81,1383.79,54818.06,3615.60,2024214.99,5714.99,296.37,14.55,14.99
296,14327.32,53389.74,1387.21,54433.41,3596.10,6861014.80,1814.80,1015.76,14.99,14.80
297,14572.10,53994.46,1392.05,55063.75,3637.76,1839214.72,1314.72,271.47,14.80,14.72
298,14753.57,53887.13,1408.73,55023.42,3651.19,1487914.85,3314.85,222.76,14.72,14.85
299,?,?,?,?,?,?,?,?,14.85,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1424.20,55362.19,3660.45,868215.20,2315.20,130.78,?,15.20
302,14994.44,54536.95,1415.96,55688.45,3688.57,435715.01,2715.01,66.22,15.20,15.01
303,14942.82,54095.32,1435.46,55240.01,3660.80,681615.00,2115.00,102.49,15.01,15.00
304,14928.63,53607.86,1416.41,54734.18,3628.73,1360715.10,4315.10,199.82,15.00,15.10
305,?,?,?,?,?,?,?,?,15.10,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1446.55,55121.60,3668.56,2746,12,41.00,?,14.80
309,14877.29,53504.47,1441.92,54600.05,3645.18,4186,14,62.10,14.80,14.80
310,14860.69,53924.01,1445.73,55035.36,3650.27,2927,8,43.32,14.80,14.80
340,13476.564027366672,45857.110734846676,1298.5945247741247,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1325.4888178463666,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1352.3831109186085,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1433.0659901353345,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1594.4317485687864,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
