%310
@RELATION PLPRGNK00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,25019.65,1019.65,4.89,?,19.65
3,783.15,48222.72,48505.50,2832.46,34419.80,1119.80,6.83,19.65,19.80
4,781.69,47888.16,48143.94,2814.73,11019.74,819.74,2.17,19.80,19.74
5,?,?,?,?,?,?,?,19.74,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,16619.55,1119.55,3.27,?,19.55
8,780.70,47379.63,47624.67,2790.64,118019.99,1419.99,23.47,19.55,19.99
9,784.82,47407.28,47668.58,2784.62,133120.90,1720.90,27.24,19.99,20.90
10,788.85,47546.91,47798.66,2800.96,153920.95,1020.95,32.17,20.90,20.95
11,795.36,47440.80,47690.97,2815.88,4920.98,820.98,1.03,20.95,20.98
12,?,?,?,?,?,?,?,20.98,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,66521.10,1621.10,13.88,?,21.10
15,794.59,47086.54,47346.41,2817.16,18020.50,720.50,3.72,21.10,20.50
16,796.34,47521.39,47794.60,2825.40,13920.39,720.39,2.75,20.50,20.39
17,803.56,47661.37,47936.81,2848.09,1620.20,720.20,0.32,20.39,20.20
18,807.72,47813.69,48104.67,2864.72,020.20,020.20,0.00,20.20,20.20
19,?,?,?,?,?,?,?,20.20,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,020.20,020.20,0.00,?,20.20
22,808.23,47872.80,48127.89,2892.80,520.10,120.10,0.10,20.20,20.10
23,808.40,47733.24,47999.21,2890.57,2020.20,1320.20,0.40,20.10,20.20
24,811.80,47942.04,48203.43,2898.85,1020.20,520.20,0.20,20.20,20.20
25,812.99,47613.95,47851.99,2897.93,1720.20,1220.20,0.34,20.20,20.20
26,?,?,?,?,?,?,?,20.20,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,2020.20,1220.20,0.40,?,20.20
29,815.93,47328.40,47565.10,2878.58,20720.00,1920.00,4.13,20.20,20.00
30,815.59,46917.19,47113.08,2876.68,10319.51,1319.51,2.01,20.00,19.51
31,817.14,46840.15,47011.43,2880.57,62020.20,920.20,12.49,19.51,20.20
32,818.68,46945.58,47121.08,2883.81,32020.50,620.50,6.50,20.20,20.50
33,?,?,?,?,?,?,?,20.50,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,92019.90,619.90,18.65,?,19.90
36,816.68,46674.78,46862.43,2843.49,63920.10,520.10,12.82,19.90,20.10
37,813.75,46149.14,46341.54,2811.05,24019.54,519.54,4.70,20.10,19.54
38,811.13,46329.66,46512.72,2815.91,019.54,019.54,0.00,19.54,19.54
39,813.77,46741.54,46931.40,2825.70,019.54,019.54,0.00,19.54,19.54
40,?,?,?,?,?,?,?,19.54,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,124219.60,1219.60,24.28,?,19.60
43,817.32,46399.26,46564.61,2821.25,102019.70,1319.70,20.09,19.60,19.70
44,817.35,46406.74,46569.81,2825.02,14919.34,419.34,2.89,19.70,19.34
45,818.81,46211.54,46360.51,2825.15,125319.50,1119.50,24.31,19.34,19.50
46,826.73,46370.13,46523.63,2838.22,542719.54,1219.54,106.04,19.50,19.54
47,?,?,?,?,?,?,?,19.54,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,152319.54,2019.54,29.81,?,19.54
50,832.30,46490.89,46652.19,2843.90,148620.50,1920.50,30.51,19.54,20.50
51,830.62,46051.76,46198.42,2831.71,35420.75,520.75,7.35,20.50,20.75
52,823.32,45879.90,46050.52,2801.83,14320.60,1020.60,2.95,20.75,20.60
