%310
@RELATION PLKRNRC00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,43893.55,103.55,15.22,?,3.55
3,783.15,48222.72,48505.50,2832.46,355483.80,533.80,132.63,3.55,3.80
4,781.69,47888.16,48143.94,2814.73,621383.83,883.83,242.06,3.80,3.83
5,?,?,?,?,?,?,?,3.83,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,158363.87,283.87,60.86,?,3.87
8,780.70,47379.63,47624.67,2790.64,71473.80,133.80,27.38,3.87,3.80
9,784.82,47407.28,47668.58,2784.62,69583.89,203.89,26.45,3.80,3.89
10,788.85,47546.91,47798.66,2800.96,992733.93,1203.93,391.35,3.89,3.93
11,795.36,47440.80,47690.97,2815.88,409193.92,513.92,161.36,3.93,3.92
12,?,?,?,?,?,?,?,3.92,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,978873.81,913.81,377.38,?,3.81
15,794.59,47086.54,47346.41,2817.16,85773.83,153.83,32.64,3.81,3.83
16,796.34,47521.39,47794.60,2825.40,52103.82,103.82,19.81,3.83,3.82
17,803.56,47661.37,47936.81,2848.09,32853.79,123.79,12.37,3.82,3.79
18,807.72,47813.69,48104.67,2864.72,100073.86,223.86,38.42,3.79,3.86
19,?,?,?,?,?,?,?,3.86,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,861664.00,1124.00,340.78,?,4.00
22,808.23,47872.80,48127.89,2892.80,241334.04,504.04,96.89,4.00,4.04
23,808.40,47733.24,47999.21,2890.57,132804.08,254.08,53.67,4.04,4.08
24,811.80,47942.04,48203.43,2898.85,47864.02,94.02,19.28,4.08,4.02
25,812.99,47613.95,47851.99,2897.93,960994.10,704.10,387.44,4.02,4.10
26,?,?,?,?,?,?,?,4.10,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,413484.30,894.30,177.39,?,4.30
29,815.93,47328.40,47565.10,2878.58,32454.25,104.25,13.83,4.30,4.25
30,815.59,46917.19,47113.08,2876.68,73244.27,274.27,30.47,4.25,4.27
31,817.14,46840.15,47011.43,2880.57,11754.27,124.27,4.90,4.27,4.27
