%310
@RELATION PLPMPOL00031
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
114,769.82,43356.73,3012.77,43908.95,2636.70,73002.50,72.50,15.77,2.45,2.50
115,774.88,43482.18,2993.56,44027.03,2658.57,02.50,02.50,0.00,2.50,2.50
116,777.86,43665.21,3051.09,44226.06,2669.93,02.50,02.50,0.00,2.50,2.50
117,?,?,?,?,?,?,?,?,2.50,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,3107.87,44420.22,2685.14,02.50,02.50,0.00,?,2.50
120,784.81,44162.18,3270.96,44653.34,2704.84,02.50,02.50,0.00,2.50,2.50
121,?,?,?,?,?,?,?,?,2.50,?
122,787.45,43991.51,3273.77,44466.89,2695.22,02.50,02.50,0.00,?,2.50
123,?,?,?,?,?,?,?,?,2.50,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,3221.83,45060.80,2714.72,492.53,12.53,0.12,?,2.53
127,793.09,44742.22,3278.44,45244.29,2733.96,02.53,02.53,0.00,2.53,2.53
128,798.10,45117.94,3274.88,45647.76,2752.14,02.53,02.53,0.00,2.53,2.53
129,800.71,44943.16,3287.31,45475.08,2760.20,802.50,32.50,0.20,2.53,2.50
130,800.42,44895.35,3305.97,45408.06,2769.85,1252.52,12.52,0.32,2.50,2.52
131,?,?,?,?,?,?,?,?,2.52,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,3331.03,45746.01,2790.62,55162.55,72.55,14.01,?,2.55
134,804.49,45771.11,3344.63,46336.62,2822.41,02.55,02.55,0.00,2.55,2.55
135,802.28,46102.42,3424.41,46676.61,2848.38,02.55,02.55,0.00,2.55,2.55
136,806.45,45992.03,3377.14,46581.16,2871.70,02.55,02.55,0.00,2.55,2.55
137,810.69,46078.68,3435.39,46646.58,2885.19,02.55,02.55,0.00,2.55,2.55
138,?,?,?,?,?,?,?,?,2.55,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,3466.14,46615.31,2921.95,02.55,02.55,0.00,?,2.55
141,819.76,45851.80,3392.40,46439.10,2893.12,02.55,02.55,0.00,2.55,2.55
142,818.82,45933.66,3344.53,46529.96,2912.70,2072.40,12.40,0.50,2.55,2.40
143,814.69,45687.76,3276.68,46311.26,2894.53,102.55,12.55,0.03,2.40,2.55
144,820.11,46145.44,3277.81,46783.61,2929.62,02.55,02.55,0.00,2.55,2.55
145,?,?,?,?,?,?,?,?,2.55,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,3325.92,47957.54,2976.83,02.55,02.55,0.00,?,2.55
148,838.40,47579.87,3377.00,48258.02,2997.81,02.55,02.55,0.00,2.55,2.55
149,842.72,47476.64,3410.78,48138.07,3000.58,3982.50,22.50,1.00,2.55,2.50
150,?,?,?,?,?,?,?,?,2.50,?
151,841.72,47806.34,3339.97,48503.87,2994.25,752.40,12.40,0.18,?,2.40
152,?,?,?,?,?,?,?,?,2.40,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,3252.24,47868.36,2970.24,6642.40,12.40,1.59,?,2.40
155,854.67,47620.68,3283.47,48323.88,2998.79,18002.40,22.40,4.32,2.40,2.40
156,859.35,47805.94,3301.92,48513.29,3026.87,57852.40,32.40,13.88,2.40,2.40
157,864.95,47573.66,3301.52,48259.19,3020.15,352.40,12.40,0.08,2.40,2.40
158,866.67,48209.65,3325.43,48918.37,3044.38,35162.40,22.40,8.44,2.40,2.40
159,?,?,?,?,?,?,?,?,2.40,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,3341.26,49207.65,3065.91,2252.45,12.45,0.55,?,2.45
162,870.60,48324.52,3317.02,49050.96,3074.89,02.45,02.45,0.00,2.45,2.45
163,878.91,48383.93,3337.95,49098.70,3098.83,12.45,12.45,0.00,2.45,2.45
164,877.48,48152.82,3294.79,48890.47,3089.32,02.45,02.45,0.00,2.45,2.45
165,880.65,48273.42,3261.51,49057.66,3092.65,3302.39,12.39,0.79,2.45,2.39
166,?,?,?,?,?,?,?,?,2.39,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3221.03,48917.56,3100.24,02.39,02.39,0.00,?,2.39
169,886.71,48119.72,3243.93,48891.04,3120.39,02.39,02.39,0.00,2.39,2.39
170,885.25,47743.10,3245.92,48509.84,3122.21,200002.44,42.44,48.65,2.39,2.44
171,864.38,45870.00,3150.91,46587.68,3038.18,02.44,02.44,0.00,2.44,2.44
172,855.18,44732.92,3055.25,45456.77,3001.68,02.44,02.44,0.00,2.44,2.44
173,?,?,?,?,?,?,?,?,2.44,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,3144.77,45531.46,2990.89,28772.37,122.37,6.29,?,2.37
176,863.23,44966.09,3152.21,45672.10,2999.31,02.37,02.37,0.00,2.37,2.37
177,858.05,44893.99,3120.81,45601.51,2972.55,502.30,12.30,0.12,2.37,2.30
178,847.97,43667.37,3067.07,44326.49,2915.58,1672.38,42.38,0.36,2.30,2.38
179,848.08,44747.79,3103.44,45442.51,2948.80,02.38,02.38,0.00,2.38,2.38
180,?,?,?,?,?,?,?,?,2.38,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,3106.66,45461.06,2963.91,02.38,02.38,0.00,?,2.38
183,853.37,45533.94,3110.28,46254.71,2981.48,02.38,02.38,0.00,2.38,2.38
184,850.45,45184.98,3116.57,45899.36,2971.57,02.38,02.38,0.00,2.38,2.38
185,855.94,45613.75,3145.35,46344.42,2988.19,02.38,02.38,0.00,2.38,2.38
186,851.88,45110.89,3176.37,45805.34,2977.06,1002.33,12.33,0.23,2.38,2.33
187,?,?,?,?,?,?,?,?,2.33,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,3202.26,45172.40,2948.16,02.33,02.33,0.00,?,2.33
190,842.60,44342.23,3223.44,44969.23,2924.69,72112.03,162.03,14.84,2.33,2.03
191,844.03,45068.55,3278.06,45727.71,2962.09,31982.30,92.30,6.54,2.03,2.30
192,845.84,45712.72,3306.79,46390.36,2992.86,02.30,02.30,0.00,2.30,2.30
193,849.99,46150.78,3344.00,46839.89,3017.66,02.30,02.30,0.00,2.30,2.30
194,?,?,?,?,?,?,?,?,2.30,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3318.87,46922.43,3022.70,201.98,11.98,0.04,?,1.98
197,847.84,46155.10,3320.24,46860.35,3017.11,49191.82,81.82,9.49,1.98,1.82
198,845.85,46287.08,3333.09,47003.76,3021.27,4401.73,31.73,0.76,1.82,1.73
199,845.70,46221.23,3389.39,46919.83,3023.16,122002.00,102.00,24.40,1.73,2.00
200,848.06,46399.74,3370.14,47120.88,3019.85,02.00,02.00,0.00,2.00,2.00
201,?,?,?,?,?,?,?,?,2.00,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3363.21,47075.43,3021.70,10002.20,12.20,2.20,?,2.20
204,852.44,46714.43,3398.88,47454.90,3029.97,75532.33,52.33,17.05,2.20,2.33
205,858.02,46835.98,3451.39,47575.74,3050.63,1502.38,12.38,0.36,2.33,2.38
206,858.31,46713.02,3417.55,47446.69,3036.16,02.38,02.38,0.00,2.38,2.38
207,858.83,46258.91,3376.81,46981.22,3015.00,02.38,02.38,0.00,2.38,2.38
208,?,?,?,?,?,?,?,?,2.38,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3407.34,47214.30,3032.94,02.38,02.38,0.00,?,2.38
211,870.15,46663.41,3422.75,47398.08,3038.42,02.38,02.38,0.00,2.38,2.38
212,878.25,46925.65,3384.71,47676.43,3046.08,02.38,02.38,0.00,2.38,2.38
213,881.30,47370.81,3341.99,48147.76,3060.17,02.38,02.38,0.00,2.38,2.38
214,884.10,48325.33,3426.64,49133.14,3110.79,534002.43,162.43,125.58,2.38,2.43
215,?,?,?,?,?,?,?,?,2.43,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3483.43,49272.86,3127.41,80942.44,52.44,19.12,?,2.44
218,891.86,47942.81,3486.01,48742.34,3127.38,1230002.56,122.56,301.33,2.44,2.56
219,898.91,48306.55,3527.25,49124.78,3168.23,81072.80,142.80,21.27,2.56,2.80
220,903.85,48862.88,3579.17,49700.18,3190.86,2342.87,32.87,0.66,2.80,2.87
221,909.96,49125.36,3499.45,49994.77,3206.86,70002.94,62.94,20.22,2.87,2.94
222,?,?,?,?,?,?,?,?,2.94,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3519.19,50476.37,3225.79,43122.98,82.98,12.80,?,2.98
225,922.16,49747.66,3538.38,50646.05,3233.22,02.98,02.98,0.00,2.98,2.98
226,928.58,50223.95,3530.29,51152.95,3271.49,33102.97,92.97,9.83,2.98,2.97
227,?,?,?,?,?,?,?,?,2.97,?
228,928.83,49976.48,3459.16,50906.11,3253.28,7102.90,22.90,2.04,?,2.90
229,?,?,?,?,?,?,?,?,2.90,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3428.34,50713.14,3237.31,42032.98,82.98,12.30,?,2.98
232,914.58,49162.16,3400.95,50077.30,3210.57,5202.96,12.96,1.54,2.98,2.96
233,920.30,49128.05,3447.66,50032.45,3221.87,02.96,02.96,0.00,2.96,2.96
234,931.73,49846.48,3478.42,50780.47,3260.69,86272.98,72.98,25.16,2.96,2.98
235,930.27,49895.10,3467.02,50836.47,3260.35,96242.85,142.85,28.02,2.98,2.85
236,?,?,?,?,?,?,?,?,2.85,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3495.18,50756.86,3255.45,1293.10,13.10,0.40,?,3.10
239,921.40,48833.58,3423.51,49731.02,3197.48,03.10,03.10,0.00,3.10,3.10
240,919.00,48537.65,3384.22,49421.50,3183.87,49793.20,63.20,15.41,3.10,3.20
241,924.88,48676.45,3385.51,49569.11,3204.20,11313.20,43.20,3.62,3.20,3.20
242,925.91,48871.98,3363.18,49771.98,3196.27,28273.20,73.20,8.96,3.20,3.20
243,?,?,?,?,?,?,?,?,3.20,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3393.26,50099.55,3230.20,4203.11,23.11,1.31,?,3.11
246,926.93,48968.87,3405.95,49861.54,3226.75,03.11,03.11,0.00,3.11,3.11
247,918.91,47919.09,3338.86,48781.63,3174.71,03.11,03.11,0.00,3.11,3.11
248,890.19,45830.66,3280.10,46598.42,3061.25,3133.17,13.17,0.99,3.11,3.17
249,902.70,46717.04,3320.52,47514.09,3142.61,03.17,03.17,0.00,3.17,3.17
250,?,?,?,?,?,?,?,?,3.17,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3374.64,48651.54,3199.68,03.17,03.17,0.00,?,3.17
253,931.39,48961.51,3449.10,49839.90,3256.85,03.17,03.17,0.00,3.17,3.17
254,934.25,49437.02,3502.00,50312.63,3285.29,1753.09,13.09,0.54,3.17,3.09
255,943.52,49771.55,3561.86,50644.38,3303.55,03.09,03.09,0.00,3.09,3.09
256,948.06,49348.61,3556.85,50196.31,3285.49,03.09,03.09,0.00,3.09,3.09
257,?,?,?,?,?,?,?,?,3.09,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3498.14,49741.35,3260.05,03.09,03.09,0.00,?,3.09
260,960.97,49434.46,3583.06,50258.11,3286.61,03.09,03.09,0.00,3.09,3.09
261,957.28,49413.33,3581.84,50227.43,3277.41,03.09,03.09,0.00,3.09,3.09
262,963.32,50300.53,3605.94,51171.25,3316.59,03.09,03.09,0.00,3.09,3.09
263,962.49,50308.19,3585.84,51202.75,3316.08,03.09,03.09,0.00,3.09,3.09
264,?,?,?,?,?,?,?,?,3.09,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3517.39,50869.00,3291.57,03.09,03.09,0.00,?,3.09
267,957.44,49979.47,3512.70,50887.67,3275.67,185003.15,143.15,56.61,3.09,3.15
268,961.02,50301.69,3515.41,51221.45,3299.72,53423.09,33.09,16.45,3.15,3.09
269,969.92,50936.34,3538.09,51846.54,3336.44,03.09,03.09,0.00,3.09,3.09
270,977.10,50819.81,3532.05,51704.53,3352.18,03.09,03.09,0.00,3.09,3.09
271,?,?,?,?,?,?,?,?,3.09,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3494.36,51191.50,3349.29,03.09,03.09,0.00,?,3.09
274,984.17,50782.48,3499.03,51691.24,3351.68,03.09,03.09,0.00,3.09,3.09
275,987.01,50803.40,3513.56,51709.58,3364.40,6003.04,53.04,1.80,3.09,3.04
276,988.62,50982.03,3525.92,51911.61,3383.62,03.04,03.04,0.00,3.04,3.04
277,992.25,50601.24,3510.90,51511.63,3381.52,03.04,03.04,0.00,3.04,3.04
278,?,?,?,?,?,?,?,?,3.04,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3501.94,51239.47,3383.60,03.04,03.04,0.00,?,3.04
281,993.38,50137.88,3519.36,51021.26,3368.14,03.04,03.04,0.00,3.04,3.04
282,996.97,50335.02,3561.38,51215.99,3379.96,03.04,03.04,0.00,3.04,3.04
283,1011.15,51806.83,3648.78,52744.48,3454.41,03.04,03.04,0.00,3.04,3.04
284,1024.81,52230.47,3656.01,53193.87,3477.04,1052.94,22.94,0.31,3.04,2.94
285,?,?,?,?,?,?,?,?,2.94,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3648.47,53498.97,3508.85,102.87,22.87,0.03,?,2.87
288,1039.64,52590.73,3614.40,53588.87,3544.07,23102.85,62.85,5.98,2.87,2.85
289,1036.86,52861.41,3568.21,53918.41,3548.14,107833.00,53.00,31.63,2.85,3.00
290,1049.92,52573.59,3637.13,53571.90,3572.96,03.00,03.00,0.00,3.00,3.00
291,1051.86,52587.24,3669.50,53572.92,3535.97,03.00,03.00,0.00,3.00,3.00
292,?,?,?,?,?,?,?,?,3.00,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3737.21,54903.39,3606.06,6003.00,23.00,1.81,?,3.00
295,1078.51,53781.81,3771.51,54818.06,3615.60,03.00,03.00,0.00,3.00,3.00
296,1074.66,53389.74,3696.25,54433.41,3596.10,60123.08,103.08,17.99,3.00,3.08
297,1083.34,53994.46,3739.61,55063.75,3637.76,196003.06,123.06,59.66,3.08,3.06
298,1095.80,53887.13,3516.88,55023.42,3651.19,113233.07,103.07,33.44,3.06,3.07
299,?,?,?,?,?,?,?,?,3.07,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3427.82,55362.19,3660.45,50103.09,53.09,15.42,?,3.09
302,1114.63,54536.95,3478.84,55688.45,3688.57,53003.09,83.09,16.34,3.09,3.09
303,1107.62,54095.32,3394.12,55240.01,3660.80,03.09,03.09,0.00,3.09,3.09
304,1109.36,53607.86,3362.26,54734.18,3628.73,1273.09,23.09,0.38,3.09,3.09
305,?,?,?,?,?,?,?,?,3.09,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3422.88,55121.60,3668.56,0,0,0.00,?,3.09
309,1101.37,53504.47,3437.50,54600.05,3645.18,0,0,0.00,3.09,3.09
310,1106.35,53924.01,3426.03,55035.36,3650.27,1400,6,4.17,3.09,3.13
340,991.5027484429278,45857.110734846676,2864.893371122059,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2842.611796073331,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2820.330221024603,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2753.4854958784194,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2619.796045586054,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
