%310
@RELATION PLATLPL00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
249,902.70,46717.04,47514.09,18235.00,135.00,9.12,5.00,5.00
250,?,?,?,?,?,?,5.00,?
251,?,?,?,?,?,?,?,?
252,916.76,47808.90,48651.54,54395.25,235.25,28.53,?,5.25
253,931.39,48961.51,49839.90,155.02,155.02,0.08,5.25,5.02
254,934.25,49437.02,50312.63,165.00,165.00,0.08,5.02,5.00
255,943.52,49771.55,50644.38,145.03,145.03,0.07,5.00,5.03
256,948.06,49348.61,50196.31,155.03,155.03,0.08,5.03,5.03
257,?,?,?,?,?,?,5.03,?
258,?,?,?,?,?,?,?,?
259,956.00,48917.85,49741.35,4105.74,125.74,2.26,?,5.74
260,960.97,49434.46,50258.11,1795.75,145.75,1.03,5.74,5.75
261,957.28,49413.33,50227.43,28205.95,145.95,16.69,5.75,5.95
262,963.32,50300.53,51171.25,84984.90,264.90,42.63,5.95,4.90
263,962.49,50308.19,51202.75,155.19,155.19,0.08,4.90,5.19
264,?,?,?,?,?,?,5.19,?
265,?,?,?,?,?,?,?,?
266,959.46,49955.87,50869.00,30264.99,244.99,14.23,?,4.99
267,957.44,49979.47,50887.67,105.11,105.11,0.05,4.99,5.11
268,961.02,50301.69,51221.45,40694.70,154.70,19.13,5.11,4.70
269,969.92,50936.34,51846.54,13324.90,104.90,6.27,4.70,4.90
270,977.10,50819.81,51704.53,98994.73,124.73,46.74,4.90,4.73
271,?,?,?,?,?,?,4.73,?
272,?,?,?,?,?,?,?,?
273,983.39,50301.85,51191.50,5834.63,84.63,2.66,?,4.63
274,984.17,50782.48,51691.24,5914.66,34.66,2.75,4.63,4.66
275,987.01,50803.40,51709.58,3004.69,14.69,1.41,4.66,4.69
276,988.62,50982.03,51911.61,44004.74,54.74,20.81,4.69,4.74
277,992.25,50601.24,51511.63,65304.84,64.84,31.52,4.74,4.84
278,?,?,?,?,?,?,4.84,?
279,?,?,?,?,?,?,?,?
280,995.75,50338.71,51239.47,3204.82,114.82,1.54,?,4.82
281,993.38,50137.88,51021.26,104.82,104.82,0.05,4.82,4.82
282,996.97,50335.02,51215.99,104.82,104.82,0.05,4.82,4.82
283,1011.15,51806.83,52744.48,43944.82,334.82,21.16,4.82,4.82
284,1024.81,52230.47,53193.87,128845.03,125.03,62.16,4.82,5.03
285,?,?,?,?,?,?,5.03,?
286,?,?,?,?,?,?,?,?
287,1029.64,52520.91,53498.97,19055.06,175.06,9.64,?,5.06
288,1039.64,52590.73,53588.87,8625.05,45.05,4.35,5.06,5.05
289,1036.86,52861.41,53918.41,22534.96,144.96,11.20,5.05,4.96
290,1049.92,52573.59,53571.90,158414.93,214.93,78.51,4.96,4.93
291,1051.86,52587.24,53572.92,86524.96,84.96,42.91,4.93,4.96
292,?,?,?,?,?,?,4.96,?
293,?,?,?,?,?,?,?,?
294,1066.25,53853.55,54903.39,31334.86,124.86,15.42,?,4.86
295,1078.51,53781.81,54818.06,40254.85,84.85,19.57,4.86,4.85
296,1074.66,53389.74,54433.41,24.85,14.85,0.01,4.85,4.85
297,1083.34,53994.46,55063.75,58304.85,184.85,28.28,4.85,4.85
298,1095.80,53887.13,55023.42,40584.85,164.85,19.68,4.85,4.85
299,?,?,?,?,?,?,4.85,?
300,?,?,?,?,?,?,?,?
301,1105.65,54180.04,55362.19,10004.90,44.90,4.90,?,4.90
302,1114.63,54536.95,55688.45,51575.19,95.19,25.69,4.90,5.19
303,1107.62,54095.32,55240.01,11005.44,25.44,5.76,5.19,5.44
304,1109.36,53607.86,54734.18,05.44,05.44,0.00,5.44,5.44
305,?,?,?,?,?,?,5.44,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,1108.16,53989.37,55121.60,3838,20,19.24,?,5.05
309,1101.37,53504.47,54600.05,806,3,4.06,5.05,5.04
310,1106.35,53924.01,55035.36,19135,30,113.63,5.04,6.08
340,991.5027484429278,45857.110734846676,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,50321.45475349891,?,?,?,?,?,? 
