%310
@RELATION PLVSTLA00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,1463491.08,1041.08,158.56,?,1.08
3,10554.18,48222.72,48505.50,2832.46,3137971.10,1531.10,342.87,1.08,1.10
4,10519.33,47888.16,48143.94,2814.73,4568221.11,1801.11,509.87,1.10,1.11
5,?,?,?,?,?,?,?,1.11,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,3024181.09,1101.09,331.05,?,1.09
8,10500.71,47379.63,47624.67,2790.64,3383221.08,1421.08,363.44,1.09,1.08
9,10503.06,47407.28,47668.58,2784.62,3501761.05,1541.05,368.96,1.08,1.05
10,10496.80,47546.91,47798.66,2800.96,2493191.07,961.07,264.24,1.05,1.07
11,10595.04,47440.80,47690.97,2815.88,2362921.08,761.08,256.36,1.07,1.08
12,?,?,?,?,?,?,?,1.08,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,12511451.14,3331.14,1410.78,?,1.14
15,10638.06,47086.54,47346.41,2817.16,19491401.24,4021.24,2288.17,1.14,1.24
16,10673.05,47521.39,47794.60,2825.40,11998851.20,3651.20,1461.81,1.24,1.20
17,10767.29,47661.37,47936.81,2848.09,15015351.20,3311.20,1835.59,1.20,1.20
18,10903.93,47813.69,48104.67,2864.72,2132131.20,881.20,255.15,1.20,1.20
19,?,?,?,?,?,?,?,1.20,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1777971.18,951.18,211.30,?,1.18
22,11073.63,47872.80,48127.89,2892.80,2298831.17,1301.17,271.36,1.18,1.17
23,11071.80,47733.24,47999.21,2890.57,2307161.16,1241.16,270.36,1.17,1.16
24,11108.21,47942.04,48203.43,2898.85,5017101.14,1921.14,576.22,1.16,1.14
25,11174.05,47613.95,47851.99,2897.93,5961551.17,2051.17,689.42,1.14,1.17
26,?,?,?,?,?,?,?,1.17,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,5213061.22,2391.22,627.86,?,1.22
29,11165.66,47328.40,47565.10,2878.58,3651551.20,1711.20,440.88,1.22,1.20
30,11183.61,46917.19,47113.08,2876.68,497981.20,551.20,59.53,1.20,1.20
31,11245.80,46840.15,47011.43,2880.57,1361251.18,631.18,161.36,1.20,1.18
32,11241.00,46945.58,47121.08,2883.81,1185011.19,901.19,140.74,1.18,1.19
33,?,?,?,?,?,?,?,1.19,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,2994411.19,1161.19,359.09,?,1.19
36,11060.84,46674.78,46862.43,2843.49,2889581.18,1741.18,338.15,1.19,1.18
37,10953.57,46149.14,46341.54,2811.05,1047061.17,691.17,121.56,1.18,1.17
38,10950.03,46329.66,46512.72,2815.91,1556331.17,971.17,180.70,1.17,1.17
39,10986.53,46741.54,46931.40,2825.70,10440871.11,3431.11,1173.83,1.17,1.11
40,?,?,?,?,?,?,?,1.11,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,3403871.14,1471.14,384.25,?,1.14
43,10981.98,46399.26,46564.61,2821.25,3684021.14,1391.14,417.21,1.14,1.14
44,11022.58,46406.74,46569.81,2825.02,1713131.13,781.13,194.00,1.14,1.13
45,11017.48,46211.54,46360.51,2825.15,6580071.16,1611.16,743.82,1.13,1.16
46,11071.18,46370.13,46523.63,2838.22,1667481.13,621.13,190.80,1.16,1.13
47,?,?,?,?,?,?,?,1.13,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,1481271.13,731.13,166.38,?,1.13
50,11119.72,46490.89,46652.19,2843.90,18043021.20,4501.20,2137.79,1.13,1.20
51,11014.53,46051.76,46198.42,2831.71,3399481.19,1451.19,404.10,1.20,1.19
52,10948.88,45879.90,46050.52,2801.83,1988011.17,951.17,232.32,1.19,1.17
53,10985.79,45948.12,46124.82,2817.57,1320081.19,581.19,155.66,1.17,1.19
54,?,?,?,?,?,?,?,1.19,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,15157921.24,4441.24,1876.58,?,1.24
57,10972.28,45868.35,46065.85,2831.16,4059321.22,1391.22,492.62,1.24,1.22
58,11039.20,46241.92,46459.99,2855.69,24690681.30,5781.30,3176.72,1.22,1.30
59,11052.03,46280.36,46510.83,2865.27,13960931.34,4481.34,1865.13,1.30,1.34
60,11010.83,46341.14,46622.90,2859.05,5452161.36,2751.36,725.88,1.34,1.36
61,?,?,?,?,?,?,?,1.36,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,9714011.35,4921.35,1353.46,?,1.35
64,10997.33,46676.09,47001.38,2868.06,4502921.38,2601.38,619.50,1.35,1.38
65,11042.47,46762.65,47090.49,2872.90,6702671.42,2821.42,948.30,1.38,1.42
66,11042.08,46745.26,47060.66,2873.49,12042041.38,4801.38,1748.46,1.42,1.38
67,11119.06,47074.39,47436.21,2906.74,4834131.42,2481.42,678.20,1.38,1.42
68,?,?,?,?,?,?,?,1.42,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,2976311.44,1661.44,426.89,?,1.44
71,11150.86,47010.40,47340.43,2911.38,16204661.42,5861.42,2403.34,1.44,1.42
72,11194.08,46888.37,47235.72,2901.67,4180091.43,2921.43,597.74,1.42,1.43
73,11231.22,47223.68,47606.16,2912.13,1870331.45,1071.45,268.39,1.43,1.45
74,11228.39,47125.93,47522.10,2909.77,1076191.43,871.43,154.35,1.45,1.43
75,?,?,?,?,?,?,?,1.43,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,3904941.39,2171.39,540.85,?,1.39
78,11135.62,46029.35,46473.62,2868.24,2930721.37,1831.37,404.68,1.39,1.37
79,11168.63,46068.24,46511.62,2874.75,1632701.37,1191.37,226.80,1.37,1.37
80,11069.03,45580.47,46017.88,2833.61,1879251.38,1341.38,261.90,1.37,1.38
81,10908.77,45066.18,45473.08,2800.67,9253691.33,4201.33,1291.71,1.38,1.33
82,?,?,?,?,?,?,?,1.33,?
83,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,44946.32,2780.21,7096241.27,3591.27,912.65,?,1.27
85,10815.43,44724.88,45119.16,2774.13,10764021.16,5191.16,1281.59,1.27,1.16
86,10867.86,45247.90,45644.09,2785.46,7468671.23,3831.23,875.87,1.16,1.23
87,10938.55,45147.57,45528.85,2797.31,9557451.26,3211.26,1207.83,1.23,1.26
88,?,?,?,?,?,?,?,1.26,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,45679.51,2814.33,1700621.22,1101.22,213.59,?,1.22
93,10809.87,44604.61,44940.36,2769.02,5073301.14,2471.14,593.92,1.22,1.14
94,10817.23,44623.89,44980.62,2766.19,8241881.14,2211.14,935.25,1.14,1.14
95,10803.99,44597.66,44960.02,2760.91,2268601.14,1121.14,254.81,1.14,1.14
96,?,?,?,?,?,?,?,1.14,?
97,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,44963.96,2764.28,4569461.14,1511.14,528.05,?,1.14
99,10820.89,44725.03,45096.35,2767.26,1805781.13,791.13,206.99,1.14,1.13
100,10845.27,45091.63,45495.34,2780.21,5268931.17,1971.17,607.47,1.13,1.17
101,10908.65,45688.48,46131.66,2794.43,5436651.21,1711.21,647.48,1.17,1.21
102,10807.45,45525.92,45960.10,2783.53,2401051.16,1181.16,284.80,1.21,1.16
103,?,?,?,?,?,?,?,1.16,?
104,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,45167.65,2754.91,2353891.10,1371.10,264.67,?,1.10
106,?,?,?,?,?,?,?,1.10,?
107,10431.02,43916.24,44404.81,2705.88,13482511.01,5771.01,1402.20,?,1.01
108,10415.53,43364.70,43850.06,2695.55,4278861.03,2081.03,438.85,1.01,1.03
109,10373.60,43447.75,43993.98,2685.57,4325131.04,1301.04,449.80,1.03,1.04
110,?,?,?,?,?,?,?,1.04,?
111,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,43892.82,2660.28,2281911.00,1381.00,233.83,?,1.00
113,10282.22,43159.57,43707.88,2624.40,1293760.99,680.99,129.73,1.00,0.99
