%310
@RELATION PLKRCHM00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,99327.42,1527.42,27.00,?,27.42
3,783.15,48222.72,48505.50,2832.46,108626.85,2126.85,29.35,27.42,26.85
4,781.69,47888.16,48143.94,2814.73,416727.30,3327.30,113.73,26.85,27.30
5,?,?,?,?,?,?,?,27.30,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,464127.22,2827.22,125.58,?,27.22
8,780.70,47379.63,47624.67,2790.64,799528.79,5228.79,221.58,27.22,28.79
9,784.82,47407.28,47668.58,2784.62,1709930.00,9530.00,498.75,28.79,30.00
10,788.85,47546.91,47798.66,2800.96,145629.65,3029.65,43.78,30.00,29.65
11,795.36,47440.80,47690.97,2815.88,2141130.09,3030.09,640.20,29.65,30.09
12,?,?,?,?,?,?,?,30.09,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,76830.37,2730.37,23.15,?,30.37
15,794.59,47086.54,47346.41,2817.16,312030.34,4730.34,94.07,30.37,30.34
16,796.34,47521.39,47794.60,2825.40,107330.11,2430.11,32.31,30.34,30.11
17,803.56,47661.37,47936.81,2848.09,10830.29,930.29,3.27,30.11,30.29
18,807.72,47813.69,48104.67,2864.72,163429.41,2629.41,48.57,30.29,29.41
19,?,?,?,?,?,?,?,29.41,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,162128.92,2828.92,47.39,?,28.92
22,808.23,47872.80,48127.89,2892.80,214729.08,3029.08,61.85,28.92,29.08
23,808.40,47733.24,47999.21,2890.57,13629.40,929.40,3.96,29.08,29.40
24,811.80,47942.04,48203.43,2898.85,24529.25,629.25,7.09,29.40,29.25
25,812.99,47613.95,47851.99,2897.93,63029.00,1229.00,18.21,29.25,29.00
26,?,?,?,?,?,?,?,29.00,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,86929.30,1629.30,25.35,?,29.30
29,815.93,47328.40,47565.10,2878.58,58929.03,1529.03,17.35,29.30,29.03
30,815.59,46917.19,47113.08,2876.68,4429.64,629.64,1.29,29.03,29.64
31,817.14,46840.15,47011.43,2880.57,30529.59,1129.59,8.95,29.64,29.59
32,818.68,46945.58,47121.08,2883.81,57729.59,2129.59,16.91,29.59,29.59
33,?,?,?,?,?,?,?,29.59,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,109029.42,2129.42,31.83,?,29.42
36,816.68,46674.78,46862.43,2843.49,329.29,229.29,0.09,29.42,29.29
37,813.75,46149.14,46341.54,2811.05,47828.84,1428.84,13.72,29.29,28.84
38,811.13,46329.66,46512.72,2815.91,77328.40,2228.40,21.80,28.84,28.40
39,813.77,46741.54,46931.40,2825.70,13329.00,829.00,3.85,28.40,29.00
40,?,?,?,?,?,?,?,29.00,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,224528.14,3728.14,63.54,?,28.14
43,817.32,46399.26,46564.61,2821.25,245028.39,2128.39,69.43,28.14,28.39
44,817.35,46406.74,46569.81,2825.02,43828.79,1028.79,12.52,28.39,28.79
45,818.81,46211.54,46360.51,2825.15,89928.60,1528.60,25.60,28.79,28.60
46,826.73,46370.13,46523.63,2838.22,23828.48,1028.48,6.78,28.60,28.48
47,?,?,?,?,?,?,?,28.48,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,71328.92,1328.92,20.31,?,28.92
50,832.30,46490.89,46652.19,2843.90,13728.75,428.75,3.92,28.92,28.75
51,830.62,46051.76,46198.42,2831.71,10428.68,528.68,2.95,28.75,28.68
52,823.32,45879.90,46050.52,2801.83,98828.60,728.60,28.20,28.68,28.60
53,826.66,45948.12,46124.82,2817.57,116428.55,2628.55,33.11,28.60,28.55
54,?,?,?,?,?,?,?,28.55,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,528.55,228.55,0.14,?,28.55
57,828.81,45868.35,46065.85,2831.16,28628.45,528.45,8.08,28.55,28.45
58,836.69,46241.92,46459.99,2855.69,16628.28,528.28,4.67,28.45,28.28
59,844.08,46280.36,46510.83,2865.27,153228.55,2128.55,43.53,28.28,28.55
60,842.02,46341.14,46622.90,2859.05,68728.04,1528.04,19.33,28.55,28.04
61,?,?,?,?,?,?,?,28.04,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,120128.76,2428.76,34.34,?,28.76
64,845.88,46676.09,47001.38,2868.06,19128.80,828.80,5.49,28.76,28.80
65,849.88,46762.65,47090.49,2872.90,391928.30,3028.30,112.45,28.80,28.30
66,855.99,46745.26,47060.66,2873.49,29028.75,1128.75,8.29,28.30,28.75
67,861.67,47074.39,47436.21,2906.74,214929.90,4129.90,62.64,28.75,29.90
68,?,?,?,?,?,?,?,29.90,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,200330.10,3630.10,59.86,?,30.10
71,866.79,47010.40,47340.43,2911.38,66630.09,2830.09,19.86,30.10,30.09
72,872.90,46888.37,47235.72,2901.67,248529.50,2529.50,73.42,30.09,29.50
73,871.52,47223.68,47606.16,2912.13,154130.44,3130.44,46.11,29.50,30.44
