%310
@RELATION PLGRBRN00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
144,2776.52,46145.44,46783.61,2929.62,14577054.02,354.02,5859.82,4.00,4.02
145,?,?,?,?,?,?,?,4.02,?
146,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,47957.54,2976.83,190334.04,284.04,76.15,?,4.04
148,2829.62,47579.87,48258.02,2997.81,136674.02,364.02,54.89,4.04,4.02
149,2809.70,47476.64,48138.07,3000.58,15558014.03,454.03,6222.61,4.02,4.03
150,?,?,?,?,?,?,?,4.03,?
151,2812.75,47806.34,48503.87,2994.25,8267723.85,3183.85,3211.22,?,3.85
152,?,?,?,?,?,?,?,3.85,?
153,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,47868.36,2970.24,230513.89,413.89,89.35,?,3.89
155,2837.22,47620.68,48323.88,2998.79,16291503.95,983.95,6458.74,3.89,3.95
156,2888.79,47805.94,48513.29,3026.87,1983183.93,1973.93,785.36,3.95,3.93
157,2875.78,47573.66,48259.19,3020.15,1003003.93,1083.93,396.51,3.93,3.93
158,2886.30,48209.65,48918.37,3044.38,2369064.00,854.00,929.36,3.93,4.00
159,?,?,?,?,?,?,?,4.00,?
160,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,49207.65,3065.91,209853.98,453.98,83.20,?,3.98
162,2931.48,48324.52,49050.96,3074.89,106663.96,383.96,42.08,3.98,3.96
163,2943.65,48383.93,49098.70,3098.83,2262003.86,553.86,888.34,3.96,3.86
164,2925.31,48152.82,48890.47,3089.32,329693.83,563.83,126.77,3.86,3.83
165,2942.25,48273.42,49057.66,3092.65,112183.85,273.85,43.25,3.83,3.85
166,?,?,?,?,?,?,?,3.85,?
167,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,48917.56,3100.24,2566313.75,553.75,984.84,?,3.75
169,2979.55,48119.72,48891.04,3120.39,6807293.89,563.89,2594.49,3.75,3.89
170,2974.95,47743.10,48509.84,3122.21,537873.97,693.97,213.84,3.89,3.97
171,2905.31,45870.00,46587.68,3038.18,2662963.98,733.98,1064.38,3.97,3.98
172,2844.16,44732.92,45456.77,3001.68,482793.98,1573.98,190.59,3.98,3.98
173,?,?,?,?,?,?,?,3.98,?
174,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,45531.46,2990.89,287394.01,664.01,114.86,?,4.01
176,2821.05,44966.09,45672.10,2999.31,6743764.05,684.05,2703.72,4.01,4.05
177,2807.75,44893.99,45601.51,2972.55,333524.24,664.24,136.58,4.05,4.24
178,2736.47,43667.37,44326.49,2915.58,21618714.25,2114.25,9434.46,4.24,4.25
179,2776.93,44747.79,45442.51,2948.80,10588734.59,1564.59,4536.04,4.25,4.59
180,?,?,?,?,?,?,?,4.59,?
181,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,45461.06,2963.91,5118724.50,1224.50,2325.73,?,4.50
183,2832.22,45533.94,46254.71,2981.48,17457294.51,714.51,7904.41,4.50,4.51
184,2815.62,45184.98,45899.36,2971.57,6547674.48,634.48,2975.48,4.51,4.48
185,2833.65,45613.75,46344.42,2988.19,6221854.48,544.48,2809.58,4.48,4.48
186,2823.50,45110.89,45805.34,2977.06,22090604.40,744.40,9867.16,4.48,4.40
187,?,?,?,?,?,?,?,4.40,?
188,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,45172.40,2948.16,6933804.40,394.40,3052.10,?,4.40
190,2753.06,44342.23,44969.23,2924.69,5044254.38,374.38,2214.96,4.40,4.38
191,2792.18,45068.55,45727.71,2962.09,23186174.44,214.44,10258.69,4.38,4.44
192,2830.11,45712.72,46390.36,2992.86,5205604.44,204.44,2311.30,4.44,4.44
193,2859.48,46150.78,46839.89,3017.66,5374464.47,524.47,2391.22,4.44,4.47
194,?,?,?,?,?,?,?,4.47,?
195,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,46922.43,3022.70,22606674.50,904.50,10141.88,?,4.50
197,2865.65,46155.10,46860.35,3017.11,7534184.50,464.50,3410.74,4.50,4.50
198,2869.34,46287.08,47003.76,3021.27,10181584.52,294.52,4592.00,4.50,4.52
199,2886.09,46221.23,46919.83,3023.16,19903334.75,594.75,9116.77,4.52,4.75
200,2881.70,46399.74,47120.88,3019.85,2229024.80,694.80,1087.27,4.75,4.80
201,?,?,?,?,?,?,?,4.80,?
202,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,47075.43,3021.70,9606624.81,344.81,4639.97,?,4.81
204,2908.96,46714.43,47454.90,3029.97,20432954.81,394.81,9842.61,4.81,4.81
205,2923.77,46835.98,47575.74,3050.63,5739244.98,2214.98,2804.52,4.81,4.98
206,2914.72,46713.02,47446.69,3036.16,13109525.06,855.06,6605.13,4.98,5.06
207,2886.24,46258.91,46981.22,3015.00,7674855.07,835.07,3870.32,5.06,5.07
208,?,?,?,?,?,?,?,5.07,?
209,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,47214.30,3032.94,6169545.00,715.00,3097.02,?,5.00
211,2928.38,46663.41,47398.08,3038.42,3884705.00,965.00,1940.77,5.00,5.00
212,2924.02,46925.65,47676.43,3046.08,3441544.99,634.99,1704.98,5.00,4.99
213,2945.73,47370.81,48147.76,3060.17,4546664.99,684.99,2270.84,4.99,4.99
214,3020.01,48325.33,49133.14,3110.79,27978035.05,1375.05,14034.96,4.99,5.05
215,?,?,?,?,?,?,?,5.05,?
216,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,49272.86,3127.41,2014655.06,2125.06,1011.47,?,5.06
218,3037.01,47942.81,48742.34,3127.38,3933925.12,2075.12,1978.83,5.06,5.12
219,3084.81,48306.55,49124.78,3168.23,1099415.10,1145.10,556.35,5.12,5.10
220,3128.68,48862.88,49700.18,3190.86,5244285.07,2305.07,2662.82,5.10,5.07
221,3163.87,49125.36,49994.77,3206.86,6489925.03,2215.03,3261.00,5.07,5.03
222,?,?,?,?,?,?,?,5.03,?
223,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,50476.37,3225.79,2176455.03,2135.03,1088.67,?,5.03
225,3202.74,49747.66,50646.05,3233.22,380884.98,444.98,191.07,5.03,4.98
226,3253.52,50223.95,51152.95,3271.49,1743965.00,615.00,870.61,4.98,5.00
227,?,?,?,?,?,?,?,5.00,?
228,3239.52,49976.48,50906.11,3253.28,1505735.03,1515.03,756.27,?,5.03
229,?,?,?,?,?,?,?,5.03,?
230,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,50713.14,3237.31,1007895.05,815.05,507.98,?,5.05
232,3180.64,49162.16,50077.30,3210.57,1623595.04,305.04,820.03,5.05,5.04
233,3168.92,49128.05,50032.45,3221.87,1933955.04,815.04,969.42,5.04,5.04
234,3209.11,49846.48,50780.47,3260.69,1344015.04,365.04,673.44,5.04,5.04
235,3231.44,49895.10,50836.47,3260.35,4090875.04,905.04,2052.10,5.04,5.04
236,?,?,?,?,?,?,?,5.04,?
237,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,50756.86,3255.45,1294385.04,265.04,648.41,?,5.04
239,3147.92,48833.58,49731.02,3197.48,1372694.99,484.99,687.74,5.04,4.99
240,3091.84,48537.65,49421.50,3183.87,3464725.00,495.00,1735.53,4.99,5.00
241,3095.55,48676.45,49569.11,3204.20,1558405.00,245.00,780.78,5.00,5.00
242,3087.13,48871.98,49771.98,3196.27,1047965.00,385.00,524.92,5.00,5.00
243,?,?,?,?,?,?,?,5.00,?
244,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,50099.55,3230.20,3212495.02,525.02,1607.35,?,5.02
246,3139.25,48968.87,49861.54,3226.75,1923884.90,874.90,952.52,5.02,4.90
247,3092.12,47919.09,48781.63,3174.71,939915.00,475.00,470.44,4.90,5.00
248,2958.80,45830.66,46598.42,3061.25,3148434.99,714.99,1576.88,5.00,4.99
249,3043.50,46717.04,47514.09,3142.61,1180715.00,395.00,589.44,4.99,5.00
250,?,?,?,?,?,?,?,5.00,?
251,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,48651.54,3199.68,878895.05,435.05,440.60,?,5.05
253,3166.39,48961.51,49839.90,3256.85,9522605.20,1525.20,4812.88,5.05,5.20
254,3194.64,49437.02,50312.63,3285.29,2050975.09,1325.09,1032.28,5.20,5.09
255,3213.18,49771.55,50644.38,3303.55,830425.04,515.04,416.66,5.09,5.04
256,3183.67,49348.61,50196.31,3285.49,9387165.08,815.08,4714.01,5.04,5.08
257,?,?,?,?,?,?,?,5.08,?
258,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,49741.35,3260.05,713845.07,395.07,358.11,?,5.07
260,3156.03,49434.46,50258.11,3286.61,1336615.03,695.03,668.07,5.07,5.03
261,3157.83,49413.33,50227.43,3277.41,18838905.00,485.00,9456.21,5.03,5.00
262,3222.54,50300.53,51171.25,3316.59,12638405.00,555.00,6319.24,5.00,5.00
263,3229.62,50308.19,51202.75,3316.08,1307615.01,375.01,655.16,5.00,5.01
264,?,?,?,?,?,?,?,5.01,?
265,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,50869.00,3291.57,2404045.03,255.03,1207.24,?,5.03
267,3194.37,49979.47,50887.67,3275.67,671545.00,295.00,336.99,5.03,5.00
268,3236.84,50301.69,51221.45,3299.72,5615945.00,65.00,2819.17,5.00,5.00
269,3290.09,50936.34,51846.54,3336.44,2999945.03,195.03,1505.88,5.00,5.03
270,3296.37,50819.81,51704.53,3352.18,3563445.03,255.03,1788.50,5.03,5.03
271,?,?,?,?,?,?,?,5.03,?
272,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,51191.50,3349.29,4032755.00,135.00,2020.43,?,5.00
274,3315.88,50782.48,51691.24,3351.68,2664205.00,185.00,1332.09,5.00,5.00
275,3320.03,50803.40,51709.58,3364.40,7752605.00,385.00,3875.72,5.00,5.00
276,3338.30,50982.03,51911.61,3383.62,12087655.04,535.04,6068.21,5.00,5.04
277,3322.87,50601.24,51511.63,3381.52,2990005.02,335.02,1497.95,5.04,5.02
278,?,?,?,?,?,?,?,5.02,?
279,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,51239.47,3383.60,7236135.02,495.02,3624.94,?,5.02
281,3285.49,50137.88,51021.26,3368.14,13617205.08,325.08,6877.02,5.02,5.08
282,3299.43,50335.02,51215.99,3379.96,2963425.09,255.09,1505.29,5.08,5.09
283,3371.00,51806.83,52744.48,3454.41,8407045.10,505.10,4271.64,5.09,5.10
284,3402.39,52230.47,53193.87,3477.04,10203365.09,405.09,5182.43,5.10,5.09
285,?,?,?,?,?,?,?,5.09,?
286,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,53498.97,3508.85,6140605.10,525.10,3107.55,?,5.10
288,3490.38,52590.73,53588.87,3544.07,4798515.05,1055.05,2414.00,5.10,5.05
289,3511.41,52861.41,53918.41,3548.14,8625945.20,685.20,4358.09,5.05,5.20
290,3514.54,52573.59,53571.90,3572.96,7551255.07,1505.07,3880.16,5.20,5.07
291,3452.12,52587.24,53572.92,3535.97,3443265.20,785.20,1770.19,5.07,5.20
292,?,?,?,?,?,?,?,5.20,?
293,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,54903.39,3606.06,1009595.13,1125.13,521.11,?,5.13
295,3534.57,53781.81,54818.06,3615.60,5999745.19,1135.19,3124.11,5.13,5.19
296,3522.13,53389.74,54433.41,3596.10,570805.20,1045.20,295.42,5.19,5.20
297,3563.56,53994.46,55063.75,3637.76,498225.16,655.16,258.88,5.20,5.16
298,3567.78,53887.13,55023.42,3651.19,5817315.18,715.18,2996.55,5.16,5.18
299,?,?,?,?,?,?,?,5.18,?
300,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,55362.19,3660.45,355915.18,725.18,183.68,?,5.18
302,3572.51,54536.95,55688.45,3688.57,227135.16,375.16,116.70,5.18,5.16
303,3531.31,54095.32,55240.01,3660.80,12365125.30,2165.30,6491.50,5.16,5.30
304,3488.69,53607.86,54734.18,3628.73,557115.27,955.27,294.35,5.30,5.27
305,?,?,?,?,?,?,?,5.27,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,55121.60,3668.56,48433,71,256.18,?,5.31
309,3493.80,53504.47,54600.05,3645.18,289223,84,1543.29,5.31,5.33
310,3512.17,53924.01,55035.36,3650.27,173753,93,930.44,5.33,5.45
340,3118.097704907077,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
