%310
@RELATION PLORBIS00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
120,2550.91,44162.18,44653.34,2704.84,035.15,035.15,0.00,35.15,35.15
121,?,?,?,?,?,?,?,35.15,?
122,2543.60,43991.51,44466.89,2695.22,035.15,035.15,0.00,?,35.15
123,?,?,?,?,?,?,?,35.15,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,2568.68,44541.73,45060.80,2714.72,11234.40,334.40,3.85,?,34.40
127,2587.84,44742.22,45244.29,2733.96,3770734.40,2034.40,1282.45,34.40,34.40
128,2610.73,45117.94,45647.76,2752.14,844934.40,3834.40,287.18,34.40,34.40
129,2630.10,44943.16,45475.08,2760.20,51333.86,433.86,17.41,34.40,33.86
130,2654.43,44895.35,45408.06,2769.85,1181333.50,1233.50,395.90,33.86,33.50
131,?,?,?,?,?,?,?,33.50,?
132,?,?,?,?,?,?,?,?,?
133,2678.95,45207.84,45746.01,2790.62,10609034.00,2434.00,3501.89,?,34.00
134,2713.50,45771.11,46336.62,2822.41,1294234.00,5934.00,435.81,34.00,34.00
135,2720.73,46102.42,46676.61,2848.38,237235.00,2435.00,82.13,34.00,35.00
136,2740.12,45992.03,46581.16,2871.70,63634.60,534.60,21.96,35.00,34.60
137,2751.78,46078.68,46646.58,2885.19,437235.70,6235.70,152.08,34.60,35.70
138,?,?,?,?,?,?,?,35.70,?
139,?,?,?,?,?,?,?,?,?
140,2788.61,46041.35,46615.31,2921.95,324135.80,5435.80,115.82,?,35.80
141,2759.55,45851.80,46439.10,2893.12,38035.96,935.96,13.77,35.80,35.96
142,2771.55,45933.66,46529.96,2912.70,99036.00,1336.00,35.58,35.96,36.00
143,2756.32,45687.76,46311.26,2894.53,593636.99,7136.99,216.15,36.00,36.99
144,2776.52,46145.44,46783.61,2929.62,648836.20,3336.20,234.66,36.99,36.20
145,?,?,?,?,?,?,?,36.20,?
146,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,47957.54,2976.83,4092136.29,1136.29,1481.22,?,36.29
148,2829.62,47579.87,48258.02,2997.81,307336.05,736.05,111.52,36.29,36.05
149,2809.70,47476.64,48138.07,3000.58,26335.73,135.73,9.40,36.05,35.73
150,?,?,?,?,?,?,?,35.73,?
151,2812.75,47806.34,48503.87,2994.25,2452436.05,1036.05,884.06,?,36.05
152,?,?,?,?,?,?,?,36.05,?
153,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,47868.36,2970.24,69236.10,836.10,24.60,?,36.10
155,2837.22,47620.68,48323.88,2998.79,42036.88,536.88,15.16,36.10,36.88
156,2888.79,47805.94,48513.29,3026.87,4575836.05,2136.05,1660.67,36.88,36.05
157,2875.78,47573.66,48259.19,3020.15,828636.70,2536.70,301.27,36.05,36.70
158,2886.30,48209.65,48918.37,3044.38,17037.20,537.20,6.28,36.70,37.20
159,?,?,?,?,?,?,?,37.20,?
160,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,49207.65,3065.91,1076236.90,1736.90,396.94,?,36.90
162,2931.48,48324.52,49050.96,3074.89,4103538.78,4438.78,1515.71,36.90,38.78
163,2943.65,48383.93,49098.70,3098.83,75337.90,1537.90,28.63,38.78,37.90
164,2925.31,48152.82,48890.47,3089.32,342837.85,2437.85,128.25,37.90,37.85
165,2942.25,48273.42,49057.66,3092.65,62637.80,637.80,23.71,37.85,37.80
166,?,?,?,?,?,?,?,37.80,?
167,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,48917.56,3100.24,4138838.30,6238.30,1556.64,?,38.30
169,2979.55,48119.72,48891.04,3120.39,39938.30,338.30,15.24,38.30,38.30
170,2974.95,47743.10,48509.84,3122.21,84938.01,1938.01,32.29,38.30,38.01
171,2905.31,45870.00,46587.68,3038.18,4138638.05,3538.05,1569.24,38.01,38.05
172,2844.16,44732.92,45456.77,3001.68,612238.00,1338.00,232.24,38.05,38.00
173,?,?,?,?,?,?,?,38.00,?
174,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,45531.46,2990.89,571937.99,7437.99,214.98,?,37.99
176,2821.05,44966.09,45672.10,2999.31,135437.00,1937.00,50.38,37.99,37.00
177,2807.75,44893.99,45601.51,2972.55,1684536.60,3136.60,616.54,37.00,36.60
178,2736.47,43667.37,44326.49,2915.58,652535.70,3835.70,232.57,36.60,35.70
179,2776.93,44747.79,45442.51,2948.80,622035.75,1935.75,222.30,35.70,35.75
180,?,?,?,?,?,?,?,35.75,?
181,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,45461.06,2963.91,78235.13,1335.13,27.79,?,35.13
183,2832.22,45533.94,46254.71,2981.48,628235.29,3635.29,221.14,35.13,35.29
184,2815.62,45184.98,45899.36,2971.57,67335.25,1435.25,23.44,35.29,35.25
185,2833.65,45613.75,46344.42,2988.19,287835.30,2535.30,101.21,35.25,35.30
186,2823.50,45110.89,45805.34,2977.06,233934.50,2634.50,80.92,35.30,34.50
187,?,?,?,?,?,?,?,34.50,?
188,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,45172.40,2948.16,197734.39,1334.39,68.01,?,34.39
190,2753.06,44342.23,44969.23,2924.69,1097033.90,1833.90,373.20,34.39,33.90
191,2792.18,45068.55,45727.71,2962.09,1738432.65,6532.65,582.07,33.90,32.65
192,2830.11,45712.72,46390.36,2992.86,5686033.49,35333.49,1859.81,32.65,33.49
193,2859.48,46150.78,46839.89,3017.66,161232.00,2932.00,51.53,33.49,32.00
194,?,?,?,?,?,?,?,32.00,?
195,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,46922.43,3022.70,564332.00,3932.00,180.50,?,32.00
197,2865.65,46155.10,46860.35,3017.11,1814531.99,431.99,578.82,32.00,31.99
198,2869.34,46287.08,47003.76,3021.27,17262132.60,4332.60,5607.93,31.99,32.60
199,2886.09,46221.23,46919.83,3023.16,16131533.79,4233.79,5368.27,32.60,33.79
200,2881.70,46399.74,47120.88,3019.85,2190433.50,1333.50,744.65,33.79,33.50
201,?,?,?,?,?,?,?,33.50,?
202,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,47075.43,3021.70,101733.50,1033.50,33.79,?,33.50
204,2908.96,46714.43,47454.90,3029.97,313733.60,1333.60,105.38,33.50,33.60
205,2923.77,46835.98,47575.74,3050.63,4454034.00,2034.00,1514.24,33.60,34.00
206,2914.72,46713.02,47446.69,3036.16,67733.75,933.75,22.85,34.00,33.75
207,2886.24,46258.91,46981.22,3015.00,253533.80,1533.80,85.51,33.75,33.80
208,?,?,?,?,?,?,?,33.80,?
209,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,47214.30,3032.94,133034.00,1034.00,44.98,?,34.00
211,2928.38,46663.41,47398.08,3038.42,977734.59,4134.59,332.92,34.00,34.59
212,2924.02,46925.65,47676.43,3046.08,345634.49,3134.49,119.20,34.59,34.49
213,2945.73,47370.81,48147.76,3060.17,497835.00,2235.00,173.95,34.49,35.00
214,3020.01,48325.33,49133.14,3110.79,580835.60,3035.60,207.95,35.00,35.60
215,?,?,?,?,?,?,?,35.60,?
216,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,49272.86,3127.41,254635.98,2635.98,91.23,?,35.98
218,3037.01,47942.81,48742.34,3127.38,935.90,335.90,0.32,35.98,35.90
219,3084.81,48306.55,49124.78,3168.23,68136.00,1036.00,24.38,35.90,36.00
220,3128.68,48862.88,49700.18,3190.86,74136.19,1336.19,26.71,36.00,36.19
221,3163.87,49125.36,49994.77,3206.86,167035.99,935.99,60.10,36.19,35.99
222,?,?,?,?,?,?,?,35.99,?
223,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,50476.37,3225.79,21135.99,635.99,7.59,?,35.99
225,3202.74,49747.66,50646.05,3233.22,189135.57,635.57,68.10,35.99,35.57
226,3253.52,50223.95,51152.95,3271.49,81435.80,535.80,29.14,35.57,35.80
227,?,?,?,?,?,?,?,35.80,?
228,3239.52,49976.48,50906.11,3253.28,7635.90,235.90,2.73,?,35.90
229,?,?,?,?,?,?,?,35.90,?
230,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,50713.14,3237.31,185835.31,1535.31,66.04,?,35.31
232,3180.64,49162.16,50077.30,3210.57,84435.29,1035.29,29.51,35.31,35.29
233,3168.92,49128.05,50032.45,3221.87,23035.50,735.50,8.13,35.29,35.50
234,3209.11,49846.48,50780.47,3260.69,235234.95,2134.95,82.11,35.50,34.95
235,3231.44,49895.10,50836.47,3260.35,947534.99,3934.99,327.70,34.95,34.99
236,?,?,?,?,?,?,?,34.99,?
237,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,50756.86,3255.45,271234.92,2234.92,93.79,?,34.92
239,3147.92,48833.58,49731.02,3197.48,5063734.78,434.78,1740.13,34.92,34.78
240,3091.84,48537.65,49421.50,3183.87,216834.30,1534.30,74.38,34.78,34.30
241,3095.55,48676.45,49569.11,3204.20,372932.81,13932.81,123.35,34.30,32.81
242,3087.13,48871.98,49771.98,3196.27,345333.30,3333.30,114.52,32.81,33.30
243,?,?,?,?,?,?,?,33.30,?
244,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,50099.55,3230.20,120334.49,1734.49,40.72,?,34.49
246,3139.25,48968.87,49861.54,3226.75,13003933.01,633.01,4421.33,34.49,33.01
247,3092.12,47919.09,48781.63,3174.71,15416034.20,2034.20,5241.86,33.01,34.20
248,2958.80,45830.66,46598.42,3061.25,56533.10,833.10,18.88,34.20,33.10
249,3043.50,46717.04,47514.09,3142.61,4242434.49,4434.49,1438.62,33.10,34.49
250,?,?,?,?,?,?,?,34.49,?
251,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,48651.54,3199.68,29434.79,534.79,10.19,?,34.79
253,3166.39,48961.51,49839.90,3256.85,1570234.70,2334.70,546.53,34.79,34.70
254,3194.64,49437.02,50312.63,3285.29,71034.90,834.90,24.74,34.70,34.90
255,3213.18,49771.55,50644.38,3303.55,89634.40,1734.40,30.96,34.90,34.40
256,3183.67,49348.61,50196.31,3285.49,47434.50,934.50,16.38,34.40,34.50
257,?,?,?,?,?,?,?,34.50,?
258,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,49741.35,3260.05,80733.99,1633.99,27.61,?,33.99
260,3156.03,49434.46,50258.11,3286.61,14534.70,634.70,5.01,33.99,34.70
261,3157.83,49413.33,50227.43,3277.41,221234.36,1234.36,76.30,34.70,34.36
262,3222.54,50300.53,51171.25,3316.59,31857934.51,1634.51,10947.82,34.36,34.51
263,3229.62,50308.19,51202.75,3316.08,209334.00,2834.00,71.24,34.51,34.00
264,?,?,?,?,?,?,?,34.00,?
265,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,50869.00,3291.57,73533.92,1733.92,25.21,?,33.92
267,3194.37,49979.47,50887.67,3275.67,262934.00,1634.00,89.31,33.92,34.00
268,3236.84,50301.69,51221.45,3299.72,75334.80,1234.80,26.16,34.00,34.80
269,3290.09,50936.34,51846.54,3336.44,264835.81,2035.81,93.51,34.80,35.81
270,3296.37,50819.81,51704.53,3352.18,115635.50,1235.50,41.28,35.81,35.50
271,?,?,?,?,?,?,?,35.50,?
272,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,51191.50,3349.29,917035.48,1435.48,327.90,?,35.48
274,3315.88,50782.48,51691.24,3351.68,2992234.88,834.88,1062.12,35.48,34.88
275,3320.03,50803.40,51709.58,3364.40,8265135.50,2035.50,2908.98,34.88,35.50
276,3338.30,50982.03,51911.61,3383.62,11018035.60,1235.60,3879.47,35.50,35.60
277,3322.87,50601.24,51511.63,3381.52,4480135.51,1435.51,1588.35,35.60,35.51
278,?,?,?,?,?,?,?,35.51,?
279,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,51239.47,3383.60,213436.50,2436.50,77.74,?,36.50
281,3285.49,50137.88,51021.26,3368.14,446836.55,2736.55,164.00,36.50,36.55
282,3299.43,50335.02,51215.99,3379.96,133537.00,837.00,49.25,36.55,37.00
283,3371.00,51806.83,52744.48,3454.41,470037.25,2937.25,175.77,37.00,37.25
284,3402.39,52230.47,53193.87,3477.04,321537.92,1637.92,121.23,37.25,37.92
285,?,?,?,?,?,?,?,37.92,?
286,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,53498.97,3508.85,1898438.00,4338.00,720.69,?,38.00
288,3490.38,52590.73,53588.87,3544.07,5816039.10,3039.10,2219.48,38.00,39.10
289,3511.41,52861.41,53918.41,3548.14,141139.73,2539.73,55.13,39.10,39.73
290,3514.54,52573.59,53571.90,3572.96,318739.98,5439.98,126.29,39.73,39.98
291,3452.12,52587.24,53572.92,3535.97,221639.99,1739.99,88.27,39.98,39.99
292,?,?,?,?,?,?,?,39.99,?
293,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,54903.39,3606.06,579341.17,5041.17,233.94,?,41.17
295,3534.57,53781.81,54818.06,3615.60,2445742.00,3642.00,1025.83,41.17,42.00
296,3522.13,53389.74,54433.41,3596.10,216341.99,2641.99,89.83,42.00,41.99
297,3563.56,53994.46,55063.75,3637.76,250841.91,3441.91,104.74,41.99,41.91
298,3567.78,53887.13,55023.42,3651.19,30041.99,441.99,12.60,41.91,41.99
299,?,?,?,?,?,?,?,41.99,?
300,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,55362.19,3660.45,220642.00,2042.00,92.78,?,42.00
302,3572.51,54536.95,55688.45,3688.57,314843.19,2443.19,134.32,42.00,43.19
303,3531.31,54095.32,55240.01,3660.80,272041.50,841.50,116.90,43.19,41.50
304,3488.69,53607.86,54734.18,3628.73,177742.20,2442.20,74.75,41.50,42.20
305,?,?,?,?,?,?,?,42.20,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,55121.60,3668.56,952,10,40.18,?,42.50
309,3493.80,53504.47,54600.05,3645.18,9691,16,416.18,42.50,43.00
310,3512.17,53924.01,55035.36,3650.27,2584,28,106.95,43.00,41.88
340,3118.097704907077,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
