%310
@RELATION PLLUBAW00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,1031310.70,530.70,72.10,?,0.70
3,10554.18,48222.72,48505.50,2832.46,839980.71,470.71,58.80,0.70,0.71
4,10519.33,47888.16,48143.94,2814.73,1250700.70,490.70,88.10,0.71,0.70
5,?,?,?,?,?,?,?,0.70,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,402370.70,270.70,27.82,?,0.70
8,10500.71,47379.63,47624.67,2790.64,625330.67,290.67,42.59,0.70,0.67
9,10503.06,47407.28,47668.58,2784.62,605500.69,200.69,40.98,0.67,0.69
10,10496.80,47546.91,47798.66,2800.96,478780.69,280.69,32.70,0.69,0.69
11,10595.04,47440.80,47690.97,2815.88,217330.69,170.69,14.94,0.69,0.69
12,?,?,?,?,?,?,?,0.69,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,1482780.69,510.69,102.74,?,0.69
15,10638.06,47086.54,47346.41,2817.16,1330000.68,550.68,90.95,0.69,0.68
16,10673.05,47521.39,47794.60,2825.40,526760.69,220.69,35.82,0.68,0.69
17,10767.29,47661.37,47936.81,2848.09,791780.67,320.67,53.59,0.69,0.67
18,10903.93,47813.69,48104.67,2864.72,622500.68,280.68,42.33,0.67,0.68
19,?,?,?,?,?,?,?,0.68,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,626680.69,300.69,42.97,?,0.69
22,11073.63,47872.80,48127.89,2892.80,773530.68,260.68,52.59,0.69,0.68
23,11071.80,47733.24,47999.21,2890.57,585550.69,270.69,39.83,0.68,0.69
24,11108.21,47942.04,48203.43,2898.85,512710.68,160.68,34.86,0.69,0.68
25,11174.05,47613.95,47851.99,2897.93,547070.68,220.68,36.94,0.68,0.68
26,?,?,?,?,?,?,?,0.68,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,1617290.70,640.70,110.60,?,0.70
29,11165.66,47328.40,47565.10,2878.58,25080140.84,7010.84,1959.87,0.70,0.84
30,11183.61,46917.19,47113.08,2876.68,16692530.80,4580.80,1382.94,0.84,0.80
31,11245.80,46840.15,47011.43,2880.57,7245490.83,2240.83,600.88,0.80,0.83
32,11241.00,46945.58,47121.08,2883.81,10597870.88,2840.88,913.12,0.83,0.88
33,?,?,?,?,?,?,?,0.88,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,16330310.83,4560.83,1434.78,?,0.83
36,11060.84,46674.78,46862.43,2843.49,3365550.84,1240.84,279.83,0.83,0.84
37,10953.57,46149.14,46341.54,2811.05,2075400.83,880.83,170.13,0.84,0.83
38,10950.03,46329.66,46512.72,2815.91,926940.83,490.83,75.95,0.83,0.83
39,10986.53,46741.54,46931.40,2825.70,5849950.86,1900.86,492.82,0.83,0.86
40,?,?,?,?,?,?,?,0.86,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,3208840.86,1140.86,279.44,?,0.86
43,10981.98,46399.26,46564.61,2821.25,2163940.83,750.83,182.81,0.86,0.83
44,11022.58,46406.74,46569.81,2825.02,2850010.85,1040.85,242.62,0.83,0.85
45,11017.48,46211.54,46360.51,2825.15,3006210.84,1090.84,255.16,0.85,0.84
46,11071.18,46370.13,46523.63,2838.22,1032490.85,310.85,87.17,0.84,0.85
47,?,?,?,?,?,?,?,0.85,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,21407860.96,5860.96,1984.74,?,0.96
50,11119.72,46490.89,46652.19,2843.90,6540910.91,2210.91,613.12,0.96,0.91
51,11014.53,46051.76,46198.42,2831.71,7245920.92,2240.92,676.09,0.91,0.92
52,10948.88,45879.90,46050.52,2801.83,3246340.93,1290.93,296.54,0.92,0.93
53,10985.79,45948.12,46124.82,2817.57,11646390.95,2970.95,1119.01,0.93,0.95
54,?,?,?,?,?,?,?,0.95,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,4174610.96,1360.96,398.97,?,0.96
57,10972.28,45868.35,46065.85,2831.16,2361910.94,1050.94,220.75,0.96,0.94
58,11039.20,46241.92,46459.99,2855.69,12549681.01,3301.01,1239.11,0.94,1.01
59,11052.03,46280.36,46510.83,2865.27,7856881.03,2311.03,804.25,1.01,1.03
60,11010.83,46341.14,46622.90,2859.05,6718051.00,2211.00,665.18,1.03,1.00
61,?,?,?,?,?,?,?,1.00,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,6236830.98,2090.98,619.01,?,0.98
64,10997.33,46676.09,47001.38,2868.06,3784320.97,1480.97,369.93,0.98,0.97
65,11042.47,46762.65,47090.49,2872.90,7623270.95,2710.95,723.23,0.97,0.95
66,11042.08,46745.26,47060.66,2873.49,33917071.13,7131.13,3528.94,0.95,1.13
67,11119.06,47074.39,47436.21,2906.74,35428821.18,9421.18,4164.90,1.13,1.18
68,?,?,?,?,?,?,?,1.18,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,14980601.19,4951.19,1811.35,?,1.19
71,11150.86,47010.40,47340.43,2911.38,9079841.17,3291.17,1064.40,1.19,1.17
72,11194.08,46888.37,47235.72,2901.67,38839871.35,10691.35,4950.76,1.17,1.35
73,11231.22,47223.68,47606.16,2912.13,25758551.29,7811.29,3387.38,1.35,1.29
74,11228.39,47125.93,47522.10,2909.77,20080391.30,4881.30,2678.46,1.29,1.30
75,?,?,?,?,?,?,?,1.30,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,6356341.29,2461.29,816.09,?,1.29
78,11135.62,46029.35,46473.62,2868.24,7290231.28,2301.28,932.13,1.29,1.28
79,11168.63,46068.24,46511.62,2874.75,25530911.37,8101.37,3514.70,1.28,1.37
80,11069.03,45580.47,46017.88,2833.61,9326081.33,3791.33,1267.41,1.37,1.33
81,10908.77,45066.18,45473.08,2800.67,10394231.35,3621.35,1384.35,1.33,1.35
82,?,?,?,?,?,?,?,1.35,?
83,?,?,?,?,?,?,?,?,?
