%310
@RELATION PLELEKT00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,1718.26,48389.84,2835.52,32648.85,218.85,28.71,?,8.85
3,783.15,48222.72,1714.83,48505.50,2832.46,57029.30,399.30,52.33,8.85,9.30
4,781.69,47888.16,1719.23,48143.94,2814.73,28249.30,229.30,26.19,9.30,9.30
5,?,?,?,?,?,?,?,?,9.30,?
6,?,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,1719.82,47820.24,2793.31,37909.15,199.15,34.87,?,9.15
8,780.70,47379.63,1714.18,47624.67,2790.64,25669.05,239.05,23.24,9.15,9.05
9,784.82,47407.28,1722.98,47668.58,2784.62,41219.05,119.05,37.12,9.05,9.05
10,788.85,47546.91,1717.51,47798.66,2800.96,1259.05,49.05,1.13,9.05,9.05
11,795.36,47440.80,1761.65,47690.97,2815.88,16749.32,229.32,15.28,9.05,9.32
12,?,?,?,?,?,?,?,?,9.32,?
13,?,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,1787.10,47724.95,2820.74,45179.21,219.21,41.70,?,9.21
15,794.59,47086.54,1789.24,47346.41,2817.16,2509.21,69.21,2.30,9.21,9.21
16,796.34,47521.39,1813.57,47794.60,2825.40,48069.25,229.25,44.36,9.21,9.25
17,803.56,47661.37,1796.76,47936.81,2848.09,44899.30,169.30,41.50,9.25,9.30
18,807.72,47813.69,1830.45,48104.67,2864.72,81669.75,349.75,79.77,9.30,9.75
19,?,?,?,?,?,?,?,?,9.75,?
20,?,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,1829.00,48184.37,2890.14,1245010.20,8110.20,126.24,?,10.20
22,808.23,47872.80,1822.02,48127.89,2892.80,341110.20,2710.20,34.91,10.20,10.20
23,808.40,47733.24,1819.73,47999.21,2890.57,193110.19,2710.19,19.62,10.20,10.19
24,811.80,47942.04,1794.79,48203.43,2898.85,154410.05,2110.05,15.50,10.19,10.05
25,812.99,47613.95,1818.33,47851.99,2897.93,16919.93,199.93,16.77,10.05,9.93
26,?,?,?,?,?,?,?,?,9.93,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,1811.61,47553.14,2886.17,14589.86,169.86,14.37,?,9.86
29,815.93,47328.40,1804.79,47565.10,2878.58,15509.80,239.80,14.86,9.86,9.80
30,815.59,46917.19,1825.50,47113.08,2876.68,809.73,49.73,0.78,9.80,9.73
31,817.14,46840.15,1817.11,47011.43,2880.57,2509.91,99.91,2.46,9.73,9.91
32,818.68,46945.58,1834.26,47121.08,2883.81,12329.90,129.90,12.22,9.91,9.90
33,?,?,?,?,?,?,?,?,9.90,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,1819.69,46735.25,2856.17,19769.70,199.70,19.21,?,9.70
36,816.68,46674.78,1784.50,46862.43,2843.49,198289.50,589.50,181.96,9.70,9.50
37,813.75,46149.14,1779.66,46341.54,2811.05,13849.45,139.45,13.12,9.50,9.45
38,811.13,46329.66,1758.77,46512.72,2815.91,224709.50,359.50,213.90,9.45,9.50
39,813.77,46741.54,1769.71,46931.40,2825.70,117879.50,269.50,112.05,9.50,9.50
40,?,?,?,?,?,?,?,?,9.50,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1762.40,46988.04,2826.84,18059.70,149.70,17.28,?,9.70
43,817.32,46399.26,1785.06,46564.61,2821.25,37219.99,339.99,36.42,9.70,9.99
44,817.35,46406.74,1780.69,46569.81,2825.02,362810.20,2910.20,36.87,9.99,10.20
45,818.81,46211.54,1783.79,46360.51,2825.15,487510.39,3410.39,50.53,10.20,10.39
46,826.73,46370.13,1804.96,46523.63,2838.22,397910.45,2610.45,41.49,10.39,10.45
47,?,?,?,?,?,?,?,?,10.45,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1814.39,46665.39,2848.48,562210.60,2410.60,59.44,?,10.60
50,832.30,46490.89,1821.72,46652.19,2843.90,45010.51,1110.51,4.76,10.60,10.51
51,830.62,46051.76,1809.28,46198.42,2831.71,72610.49,710.49,7.62,10.51,10.49
