%310
@RELATION WIG-BUDOW
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,4972.01,1718.26
3,13391.36,3100.57,3100.57,3.1005,3.1005,17507.27,1714.83
4,13435.21,3101.66,3101.66,3.1700,3.1700,5135.90,1719.23
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,3932.71,1719.82
8,13328.85,3091.81,3091.81,3.1457,3.1457,6243.71,1714.18
9,13390.51,3105.81,3105.81,3.1516,3.1516,2902.38,1722.98
10,13471.22,3121.76,3121.76,3.1121,3.1121,4257.36,1717.51
11,13488.43,3125.64,3125.64,3.0890,3.0890,3711.76,1761.65
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,3569.43,1787.10
15,13534.89,3110.78,3110.78,3.0750,3.0750,3984.07,1789.24
16,13511.23,3117.54,3117.54,3.1097,3.1097,3819.20,1813.57
17,13596.02,3136.00,3136.00,3.0853,3.0853,5341.18,1796.76
18,13649.70,3134.71,3134.71,3.0925,3.0925,6665.78,1830.45
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,4826.41,1829.00
22,13712.21,3143.18,3143.18,3.1341,3.1341,2687.21,1822.02
23,13779.33,3153.67,3153.67,3.1195,3.1195,5726.68,1819.73
24,13825.33,3130.38,3130.38,3.1503,3.1503,6203.46,1794.79
25,13895.98,3149.71,3149.71,3.1186,3.1186,6764.24,1818.33
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,2566.94,1811.61
29,13954.42,3153.66,3153.66,3.1229,3.1229,2128.54,1804.79
30,13910.42,3142.31,3142.31,3.0938,3.0938,3828.42,1825.50
31,13860.58,3142.13,3142.13,3.0874,3.0874,4146.36,1817.11
32,14009.79,3179.10,3179.10,3.0744,3.0744,5433.15,1834.26
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,2869.65,1819.69
36,13979.30,3171.58,3171.58,3.0831,3.0831,5149.65,1784.50
37,13986.52,3168.48,3168.48,3.0868,3.0868,6890.60,1779.66
38,13944.05,3165.13,3165.13,3.0886,3.0886,4384.11,1758.77
39,13992.97,3193.87,3193.87,3.1056,3.1056,8464.28,1769.71
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,2836.14,1762.40
43,14018.70,3186.49,3186.49,3.1159,3.1159,4219.43,1785.06
44,13982.91,3196.88,3196.88,3.1012,3.1012,5363.01,1780.69
45,13973.39,3198.66,3198.66,3.1209,3.1209,2956.51,1783.79
46,13981.76,3192.03,3192.03,3.1398,3.1398,5629.66,1804.96
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,5844.07,1814.39
50,14035.67,3213.59,3213.59,3.1360,3.1360,10918.06,1821.72
51,13927.54,3164.41,3164.41,3.1002,3.1002,6602.06,1809.28
52,13880.62,3131.49,3131.49,3.1633,3.1633,3601.16,1812.57
53,14000.57,3161.82,3161.82,3.1443,3.1443,3644.89,1826.84
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,5019.96,1850.28
57,13900.13,3129.65,3129.65,3.1733,3.1733,3736.87,1831.29
58,14075.37,3162.26,3162.26,3.1841,3.1841,2572.92,1848.22
59,14054.49,3160.19,3160.19,3.1679,3.1679,4493.21,1866.67
60,14089.66,3169.74,3169.74,3.1769,3.1769,3871.20,1880.05
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,2912.75,1870.04
64,14253.77,3224.13,3224.13,3.1665,3.1665,2185.69,1867.84
65,14296.24,3222.36,3222.36,3.1660,3.1660,5004.76,1848.50
66,14329.49,3232.09,3232.09,3.1808,3.1808,2805.51,1870.22
67,14397.07,3244.37,3244.37,3.1690,3.1690,9110.90,1871.59
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,4153.38,1873.37
71,14450.06,3242.32,3242.32,3.1887,3.1887,6582.25,1865.43
72,14455.28,3245.12,3245.12,3.1863,3.1863,3970.75,1864.62
73,14539.14,3258.93,3258.93,3.2000,3.2000,5192.41,1848.14
74,14514.11,3249.07,3249.07,3.1868,3.1868,7383.50,1849.89
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,3042.91,1834.95
78,14455.82,3229.10,3229.10,3.2055,3.2055,10065.33,1794.48
79,14511.73,3254.19,3254.19,3.2169,3.2169,6025.22,1801.52
80,14421.49,3222.60,3222.60,3.2387,3.2387,6265.92,1769.42
81,14512.03,3245.00,3245.00,3.2361,3.2361,7899.63,1707.83
82,?,?,?,?,?,?,?
83,?,?,?,?,?,?,?
84,14447.75,3235.30,3235.30,3.1950,3.1950,8867.93,1660.44
85,14559.65,3252.48,3252.48,3.2427,3.2427,10345.34,1648.36
86,14526.16,3256.52,3256.52,3.2635,3.2635,5997.34,1653.10
87,14578.54,3267.52,3267.52,3.2773,3.2773,10786.74,1677.23
88,?,?,?,3.2590,3.2590,?,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,14572.85,3239.17,3239.17,?,?,?,?
92,14662.01,3254.86,3254.86,3.2552,3.2552,4205.83,1656.40
93,14550.35,3218.60,3218.60,3.2693,3.2693,5354.42,1620.82
94,14606.11,3224.98,3224.98,3.2750,3.2750,4578.08,1588.07
95,14565.25,3203.86,3203.86,3.2358,3.2358,3554.31,1585.00
96,?,?,?,?,?,?,?
97,?,?,?,?,?,?,?
98,14613.48,3222.25,3222.25,3.1893,3.1893,7599.72,1584.03
99,14673.46,3237.86,3237.86,3.1696,3.1696,15379.82,1600.11
100,14802.24,3297.25,3297.25,3.1405,3.1405,5625.35,1609.16
101,14865.14,3300.16,3300.16,3.1382,3.1382,2836.98,1647.89
102,14865.06,3294.95,3294.95,3.1537,3.1537,3289.25,1602.65
103,?,?,?,?,?,?,?
104,?,?,?,?,?,?,?
105,14599.20,3216.49,3216.49,3.1502,3.1502,1819.97,1590.14
106,14756.78,3264.63,3264.63,3.1559,3.1559,?,?
107,14618.59,3204.67,3204.67,3.1159,3.1159,4119.31,1578.30
108,14537.14,3166.36,3166.36,3.1529,3.1529,5475.60,1582.90
109,14547.51,3206.06,3206.06,3.1409,3.1409,2825.23,1551.70
110,?,?,?,?,?,?,?
111,?,?,?,?,?,?,?
112,14567.17,3233.55,3233.55,3.1448,3.1448,1668.26,1572.53
113,14719.46,3269.33,3269.33,3.1811,3.1811,3265.15,1577.62
114,14676.30,3269.65,3269.65,3.1823,3.1823,4960.23,1568.91
115,14700.80,3289.99,3289.99,3.1792,3.1792,1250.37,1578.90
116,14712.55,3279.26,3279.26,3.1943,3.1943,1208.99,1567.21
117,?,?,?,?,?,?,?
118,?,?,?,?,?,?,?
119,14818.75,3307.02,3307.02,3.1712,3.1712,2445.89,1568.27
120,14839.80,3328.79,3328.79,3.1721,3.1721,2740.24,1577.58
121,14700.95,3299.13,3299.13,?,?,?,?
122,14831.58,3340.62,3340.62,3.1492,3.1492,1655.51,1593.50
123,14973.96,3378.63,3378.63,?,?,?,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,14968.89,3392.97,3392.97,3.1646,3.1646,2272.11,1610.11
127,15056.20,3396.63,3396.63,3.1767,3.1767,4405.93,1618.85
128,15105.12,3413.27,3413.27,3.1609,3.1609,3916.13,1640.06
129,15082.62,3409.17,3409.17,3.1392,3.1392,1895.44,1640.84
130,15118.49,3436.58,3436.58,3.1861,3.1861,2376.67,1627.28
131,?,?,?,?,?,?,?
132,?,?,?,?,?,?,?
133,15091.68,3438.79,3438.79,3.2051,3.2051,7440.24,1680.51
134,15215.25,3462.61,3462.61,3.1998,3.1998,3736.57,1669.79
135,15275.69,3471.62,3471.62,3.2340,3.2340,3001.09,1662.38
136,15233.22,3465.24,3465.24,3.2521,3.2521,2778.83,1668.63
137,15354.40,3498.97,3498.97,3.2520,3.2520,10672.00,1720.89
138,?,?,?,?,?,?,?
139,?,?,?,?,?,?,?
140,15335.28,3496.43,3496.43,3.2380,3.2380,5877.23,1720.79
141,15387.58,3502.12,3502.12,3.2490,3.2490,2439.92,1715.41
142,15307.17,3463.30,3463.30,3.2322,3.2322,5066.46,1721.17
143,15294.50,3459.42,3459.42,3.2587,3.2587,2506.41,1700.24
144,15303.10,3459.14,3459.14,3.2400,3.2400,4343.66,1717.23
145,?,?,?,?,?,?,?
146,?,?,?,?,?,?,?
147,?,?,?,3.2416,3.2416,15862.52,1770.93
148,15409.39,3488.89,3488.89,3.2465,3.2465,6131.65,1794.53
149,15302.80,3467.52,3467.52,3.2831,3.2831,12238.31,1826.11
150,15324.53,3491.30,3491.30,?,?,?,?
151,15115.57,3455.91,3455.91,3.2953,3.2953,8687.99,1832.70
152,?,?,?,?,?,?,?
153,?,?,?,?,?,?,?
154,15254.03,3465.37,3465.37,3.2865,3.2865,6854.39,1796.86
155,15177.54,3445.26,3445.26,3.2524,3.2524,3873.07,1812.04
156,14960.59,3401.48,3401.48,3.2421,3.2421,5553.36,1846.56
157,15040.62,3424.05,3424.05,3.2564,3.2564,17131.30,1856.88
158,15248.12,3469.22,3469.22,3.2545,3.2545,6725.68,1849.90
159,?,?,?,?,?,?,?
160,?,?,?,?,?,?,?
161,15238.59,3473.77,3473.77,3.2210,3.2210,14747.12,1856.85
162,15122.02,3436.95,3436.95,3.2201,3.2201,6435.15,1866.45
163,14995.23,3400.43,3400.43,3.2002,3.2002,16082.02,1901.79
164,15176.08,3445.36,3445.36,3.2000,3.2000,12144.40,1913.84
165,15070.18,3423.56,3423.56,3.1654,3.1654,11551.70,1917.53
166,?,?,?,?,?,?,?
167,?,?,?,?,?,?,?
168,15179.85,3452.13,3452.13,3.1719,3.1719,32474.64,1911.93
169,15318.23,3482.18,3482.18,3.1682,3.1682,3910.59,1917.62
170,15112.19,3443.20,3443.20,3.1777,3.1777,7909.20,1923.19
171,14758.32,3364.64,3364.64,3.2693,3.2693,8666.54,1891.03
172,14799.40,3357.25,3357.25,3.2743,3.2743,5845.00,1879.16
173,?,?,?,?,?,?,?
174,?,?,?,?,?,?,?
175,14659.56,3320.76,3320.76,3.3137,3.3137,3441.45,1899.94
176,14760.31,3347.89,3347.89,3.2840,3.2840,2132.25,1919.70
177,14910.14,3376.22,3376.22,3.3239,3.3239,7062.76,1923.12
178,15024.49,3401.86,3401.86,3.3241,3.3241,8789.91,1881.89
179,14909.60,3403.25,3403.25,3.3175,3.3175,9603.88,1851.41
180,?,?,?,?,?,?,?
181,?,?,?,?,?,?,?
182,14974.96,3434.49,3434.49,3.3210,3.3210,24810.40,1835.70
183,14932.41,3433.40,3433.40,3.3222,3.3222,15014.63,1831.78
184,14988.55,3443.67,3443.67,3.3516,3.3516,7596.97,1823.41
185,?,?,?,3.3246,3.3246,6279.32,1818.75
186,15135.84,3479.38,3479.38,3.3245,3.3245,9377.29,1805.32
187,?,?,?,?,?,?,?
188,?,?,?,?,?,?,?
189,15224.69,3484.83,3484.83,3.3576,3.3576,3407.24,1768.95
190,15300.34,3504.26,3504.26,3.3588,3.3588,6778.25,1782.40
191,15291.66,3520.76,3520.76,3.3724,3.3724,2086.31,1817.53
192,15460.92,3578.30,3578.30,3.3225,3.3225,4373.35,1810.46
193,15464.30,3600.08,3600.08,3.3201,3.3201,2894.76,1837.14
194,?,?,?,?,?,?,?
195,?,?,?,?,?,?,?
196,15484.26,3607.49,3607.49,3.2955,3.2955,2521.36,1814.28
197,15451.85,3598.50,3598.50,3.2735,3.2735,4056.50,1823.37
198,15470.52,3610.00,3610.00,3.2410,3.2410,6250.22,1818.62
199,15548.54,3611.28,3611.28,3.2362,3.2362,4975.26,1819.97
200,15543.74,3587.61,3587.61,3.2348,3.2348,3903.03,1818.57
201,?,?,?,?,?,?,?
202,?,?,?,?,?,?,?
203,15545.55,3600.39,3600.39,3.2142,3.2142,10621.49,1824.40
204,15567.74,3579.27,3579.27,3.2001,3.2001,13079.99,1824.74
205,15542.24,3579.60,3579.60,3.1800,3.1800,17998.96,1835.56
206,15555.61,3605.19,3605.19,3.2143,3.2143,1519.32,1829.12
