%310
@RELATION PLINDKP00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
26,?,?,?,?,?,?,?,?,36.00,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,3735.07,47553.14,2886.17,5037.69,137.69,1.88,?,37.69
29,815.93,47328.40,3714.68,47565.10,2878.58,037.69,037.69,0.00,37.69,37.69
30,815.59,46917.19,3756.63,47113.08,2876.68,037.69,037.69,0.00,37.69,37.69
31,817.14,46840.15,3809.65,47011.43,2880.57,2737.20,337.20,1.01,37.69,37.20
32,818.68,46945.58,3793.66,47121.08,2883.81,137.00,137.00,0.04,37.20,37.00
33,?,?,?,?,?,?,?,?,37.00,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,3715.56,46735.25,2856.17,24135.90,335.90,8.66,?,35.90
36,816.68,46674.78,3715.75,46862.43,2843.49,035.90,035.90,0.00,35.90,35.90
37,813.75,46149.14,3658.81,46341.54,2811.05,2135.70,235.70,0.75,35.90,35.70
38,811.13,46329.66,3691.32,46512.72,2815.91,5734.50,334.50,2.03,35.70,34.50
39,813.77,46741.54,3696.69,46931.40,2825.70,34534.50,534.50,11.82,34.50,34.50
40,?,?,?,?,?,?,?,?,34.50,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,3695.92,46988.04,2826.84,5034.50,134.50,1.73,?,34.50
43,817.32,46399.26,3702.31,46564.61,2821.25,5133.27,433.27,1.70,34.50,33.27
44,817.35,46406.74,3714.64,46569.81,2825.02,19933.28,533.28,6.62,33.27,33.28
45,818.81,46211.54,3733.52,46360.51,2825.15,6834.00,334.00,2.31,33.28,34.00
46,826.73,46370.13,3763.34,46523.63,2838.22,3034.00,334.00,1.02,34.00,34.00
47,?,?,?,?,?,?,?,?,34.00,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,3757.44,46665.39,2848.48,21834.79,234.79,7.58,?,34.79
50,832.30,46490.89,3763.52,46652.19,2843.90,38534.50,534.50,13.36,34.79,34.50
51,830.62,46051.76,3745.72,46198.42,2831.71,2735.00,335.00,0.95,34.50,35.00
52,823.32,45879.90,3760.90,46050.52,2801.83,2135.00,235.00,0.74,35.00,35.00
53,826.66,45948.12,3733.92,46124.82,2817.57,435.00,235.00,0.14,35.00,35.00
54,?,?,?,?,?,?,?,?,35.00,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,3698.83,46487.05,2840.57,3735.50,335.50,1.30,?,35.50
57,828.81,45868.35,3687.46,46065.85,2831.16,035.50,035.50,0.00,35.50,35.50
58,836.69,46241.92,3723.24,46459.99,2855.69,135.50,135.50,0.04,35.50,35.50
59,844.08,46280.36,3694.46,46510.83,2865.27,135.50,135.50,0.04,35.50,35.50
60,842.02,46341.14,3596.60,46622.90,2859.05,20135.50,335.50,7.14,35.50,35.50
61,?,?,?,?,?,?,?,?,35.50,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,3528.81,46454.13,2860.68,5835.49,335.49,2.07,?,35.49
64,845.88,46676.09,3522.56,47001.38,2868.06,10635.20,335.20,3.76,35.49,35.20
65,849.88,46762.65,3541.17,47090.49,2872.90,21834.80,234.80,7.59,35.20,34.80
66,855.99,46745.26,3558.65,47060.66,2873.49,13535.00,535.00,4.72,34.80,35.00
67,861.67,47074.39,3529.57,47436.21,2906.74,235.50,235.50,0.07,35.00,35.50
68,?,?,?,?,?,?,?,?,35.50,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,3595.74,47269.75,2914.24,32134.89,334.89,11.21,?,34.89
71,866.79,47010.40,3613.57,47340.43,2911.38,11434.50,234.50,3.93,34.89,34.50
72,872.90,46888.37,3595.65,47235.72,2901.67,12934.50,434.50,4.45,34.50,34.50
73,871.52,47223.68,3593.14,47606.16,2912.13,8134.50,234.50,2.79,34.50,34.50
74,873.21,47125.93,3575.34,47522.10,2909.77,8834.50,434.50,3.03,34.50,34.50
75,?,?,?,?,?,?,?,?,34.50,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,3531.93,47094.18,2900.59,14934.39,334.39,5.13,?,34.39
78,864.73,46029.35,3446.97,46473.62,2868.24,134.39,134.39,0.03,34.39,34.39
79,862.97,46068.24,3416.12,46511.62,2874.75,034.39,034.39,0.00,34.39,34.39
80,850.86,45580.47,3320.24,46017.88,2833.61,134.30,134.30,0.03,34.39,34.30
81,845.32,45066.18,3327.55,45473.08,2800.67,18934.00,734.00,6.48,34.30,34.00
82,?,?,?,?,?,?,?,?,34.00,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,3387.98,44946.32,2780.21,73834.40,534.40,25.39,?,34.40
85,830.80,44724.88,3369.87,45119.16,2774.13,034.40,034.40,0.00,34.40,34.40
86,835.51,45247.90,3430.06,45644.09,2785.46,034.40,034.40,0.00,34.40,34.40
87,839.42,45147.57,3478.60,45528.85,2797.31,33734.40,534.40,11.24,34.40,34.40
88,?,?,?,?,?,?,?,?,34.40,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,3523.68,45679.51,2814.33,5935.15,235.15,2.07,?,35.15
93,828.79,44604.61,3482.18,44940.36,2769.02,1635.49,435.49,0.57,35.15,35.49
94,824.35,44623.89,3486.55,44980.62,2766.19,135.49,135.49,0.04,35.49,35.49
95,819.73,44597.66,3479.32,44960.02,2760.91,135.49,135.49,0.04,35.49,35.49
96,?,?,?,?,?,?,?,?,35.49,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,3450.97,44963.96,2764.28,1534.50,234.50,0.52,?,34.50
99,815.74,44725.03,3474.49,45096.35,2767.26,135.89,135.89,0.04,34.50,35.89
100,820.16,45091.63,3463.81,45495.34,2780.21,035.89,035.89,0.00,35.89,35.89
101,824.04,45688.48,3504.28,46131.66,2794.43,10134.50,234.50,3.49,35.89,34.50
102,819.29,45525.92,3481.04,45960.10,2783.53,5534.00,234.00,1.87,34.50,34.00
103,?,?,?,?,?,?,?,?,34.00,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,3368.83,45167.65,2754.91,133.65,133.65,0.03,?,33.65
106,?,?,?,?,?,?,?,?,33.65,?
107,796.68,43916.24,3195.69,44404.81,2705.88,19432.91,332.91,6.49,?,32.91
108,787.39,43364.70,3142.65,43850.06,2695.55,37732.76,632.76,12.39,32.91,32.76
109,783.37,43447.75,2992.95,43993.98,2685.57,55131.60,631.60,17.45,32.76,31.60
110,?,?,?,?,?,?,?,?,31.60,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,3007.40,43892.82,2660.28,031.60,031.60,0.00,?,31.60
113,769.16,43159.57,3011.64,43707.88,2624.40,031.60,031.60,0.00,31.60,31.60
114,769.82,43356.73,3012.77,43908.95,2636.70,2431.00,131.00,0.74,31.60,31.00
115,774.88,43482.18,2993.56,44027.03,2658.57,22631.00,431.00,6.83,31.00,31.00
116,777.86,43665.21,3051.09,44226.06,2669.93,231.00,231.00,0.06,31.00,31.00
117,?,?,?,?,?,?,?,?,31.00,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,3107.87,44420.22,2685.14,15631.60,231.60,4.92,?,31.60
120,784.81,44162.18,3270.96,44653.34,2704.84,031.60,031.60,0.00,31.60,31.60
121,?,?,?,?,?,?,?,?,31.60,?
122,787.45,43991.51,3273.77,44466.89,2695.22,031.60,031.60,0.00,?,31.60
123,?,?,?,?,?,?,?,?,31.60,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,3221.83,45060.80,2714.72,031.60,031.60,0.00,?,31.60
127,793.09,44742.22,3278.44,45244.29,2733.96,1531.10,131.10,0.47,31.60,31.10
128,798.10,45117.94,3274.88,45647.76,2752.14,2032.54,132.54,0.65,31.10,32.54
129,800.71,44943.16,3287.31,45475.08,2760.20,032.54,032.54,0.00,32.54,32.54
130,800.42,44895.35,3305.97,45408.06,2769.85,132.50,132.50,0.03,32.54,32.50
131,?,?,?,?,?,?,?,?,32.50,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,3331.03,45746.01,2790.62,132.50,132.50,0.03,?,32.50
134,804.49,45771.11,3344.63,46336.62,2822.41,36832.50,532.50,11.95,32.50,32.50
135,802.28,46102.42,3424.41,46676.61,2848.38,032.50,032.50,0.00,32.50,32.50
136,806.45,45992.03,3377.14,46581.16,2871.70,132.50,132.50,0.03,32.50,32.50
137,810.69,46078.68,3435.39,46646.58,2885.19,75531.80,531.80,24.22,32.50,31.80
138,?,?,?,?,?,?,?,?,31.80,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,3466.14,46615.31,2921.95,031.80,031.80,0.00,?,31.80
141,819.76,45851.80,3392.40,46439.10,2893.12,131.91,131.91,0.03,31.80,31.91
142,818.82,45933.66,3344.53,46529.96,2912.70,031.91,031.91,0.00,31.91,31.91
143,814.69,45687.76,3276.68,46311.26,2894.53,10031.80,231.80,3.18,31.91,31.80
144,820.11,46145.44,3277.81,46783.61,2929.62,60132.00,232.00,19.23,31.80,32.00
145,?,?,?,?,?,?,?,?,32.00,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,3325.92,47957.54,2976.83,1132.69,232.69,0.36,?,32.69
148,838.40,47579.87,3377.00,48258.02,2997.81,032.69,032.69,0.00,32.69,32.69
149,842.72,47476.64,3410.78,48138.07,3000.58,5532.00,132.00,1.76,32.69,32.00
150,?,?,?,?,?,?,?,?,32.00,?
151,841.72,47806.34,3339.97,48503.87,2994.25,16831.80,231.80,5.34,?,31.80
152,?,?,?,?,?,?,?,?,31.80,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,3252.24,47868.36,2970.24,1031.80,131.80,0.32,?,31.80
155,854.67,47620.68,3283.47,48323.88,2998.79,531.80,131.80,0.16,31.80,31.80
156,859.35,47805.94,3301.92,48513.29,3026.87,81632.00,732.00,26.39,31.80,32.00
157,864.95,47573.66,3301.52,48259.19,3020.15,9533.60,533.60,3.15,32.00,33.60
158,866.67,48209.65,3325.43,48918.37,3044.38,54035.01,535.01,18.58,33.60,35.01
159,?,?,?,?,?,?,?,?,35.01,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,3341.26,49207.65,3065.91,26036.00,436.00,9.15,?,36.00
162,870.60,48324.52,3317.02,49050.96,3074.89,18736.86,636.86,6.71,36.00,36.86
163,878.91,48383.93,3337.95,49098.70,3098.83,38236.59,2536.59,14.12,36.86,36.59
164,877.48,48152.82,3294.79,48890.47,3089.32,3237.00,837.00,1.18,36.59,37.00
165,880.65,48273.42,3261.51,49057.66,3092.65,10137.00,637.00,3.68,37.00,37.00
166,?,?,?,?,?,?,?,?,37.00,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3221.03,48917.56,3100.24,21435.90,435.90,7.69,?,35.90
169,886.71,48119.72,3243.93,48891.04,3120.39,137.00,137.00,0.04,35.90,37.00
170,885.25,47743.10,3245.92,48509.84,3122.21,4636.00,1536.00,1.66,37.00,36.00
171,864.38,45870.00,3150.91,46587.68,3038.18,036.00,036.00,0.00,36.00,36.00
172,855.18,44732.92,3055.25,45456.77,3001.68,51636.20,936.20,18.25,36.00,36.20
173,?,?,?,?,?,?,?,?,36.20,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,3144.77,45531.46,2990.89,10836.00,1136.00,3.89,?,36.00
176,863.23,44966.09,3152.21,45672.10,2999.31,4736.00,1036.00,1.69,36.00,36.00
177,858.05,44893.99,3120.81,45601.51,2972.55,1036.00,1036.00,0.36,36.00,36.00
178,847.97,43667.37,3067.07,44326.49,2915.58,2436.00,1236.00,0.86,36.00,36.00
179,848.08,44747.79,3103.44,45442.51,2948.80,1236.00,1236.00,0.43,36.00,36.00
180,?,?,?,?,?,?,?,?,36.00,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,3106.66,45461.06,2963.91,35533.83,633.83,12.57,?,33.83
183,853.37,45533.94,3110.28,46254.71,2981.48,033.83,033.83,0.00,33.83,33.83
184,850.45,45184.98,3116.57,45899.36,2971.57,536.00,536.00,0.18,33.83,36.00
185,855.94,45613.75,3145.35,46344.42,2988.19,736.00,736.00,0.25,36.00,36.00
186,851.88,45110.89,3176.37,45805.34,2977.06,236.00,236.00,0.07,36.00,36.00
187,?,?,?,?,?,?,?,?,36.00,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,3202.26,45172.40,2948.16,236.00,236.00,0.07,?,36.00
190,842.60,44342.23,3223.44,44969.23,2924.69,136.00,136.00,0.04,36.00,36.00
191,844.03,45068.55,3278.06,45727.71,2962.09,236.00,236.00,0.07,36.00,36.00
192,845.84,45712.72,3306.79,46390.36,2992.86,136.00,136.00,0.04,36.00,36.00
193,849.99,46150.78,3344.00,46839.89,3017.66,136.00,136.00,0.04,36.00,36.00
194,?,?,?,?,?,?,?,?,36.00,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3318.87,46922.43,3022.70,10836.00,936.00,3.75,?,36.00
197,847.84,46155.10,3320.24,46860.35,3017.11,236.00,236.00,0.07,36.00,36.00
198,845.85,46287.08,3333.09,47003.76,3021.27,136.00,136.00,0.04,36.00,36.00
199,845.70,46221.23,3389.39,46919.83,3023.16,236.00,236.00,0.07,36.00,36.00
200,848.06,46399.74,3370.14,47120.88,3019.85,3836.00,336.00,1.37,36.00,36.00
201,?,?,?,?,?,?,?,?,36.00,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3363.21,47075.43,3021.70,6036.00,336.00,2.16,?,36.00
204,852.44,46714.43,3398.88,47454.90,3029.97,5136.00,236.00,1.84,36.00,36.00
205,858.02,46835.98,3451.39,47575.74,3050.63,5536.00,336.00,1.98,36.00,36.00
206,858.31,46713.02,3417.55,47446.69,3036.16,8936.00,236.00,3.20,36.00,36.00
207,858.83,46258.91,3376.81,46981.22,3015.00,036.00,036.00,0.00,36.00,36.00
208,?,?,?,?,?,?,?,?,36.00,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3407.34,47214.30,3032.94,036.00,036.00,0.00,?,36.00
211,870.15,46663.41,3422.75,47398.08,3038.42,036.00,036.00,0.00,36.00,36.00
212,878.25,46925.65,3384.71,47676.43,3046.08,21036.45,136.45,7.65,36.00,36.45
213,881.30,47370.81,3341.99,48147.76,3060.17,123837.00,1837.00,46.24,36.45,37.00
214,884.10,48325.33,3426.64,49133.14,3110.79,41937.30,537.30,15.61,37.00,37.30
215,?,?,?,?,?,?,?,?,37.30,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3483.43,49272.86,3127.41,17937.50,937.50,6.70,?,37.50
218,891.86,47942.81,3486.01,48742.34,3127.38,3437.40,1737.40,1.27,37.50,37.40
219,898.91,48306.55,3527.25,49124.78,3168.23,6137.40,437.40,2.28,37.40,37.40
220,903.85,48862.88,3579.17,49700.18,3190.86,237.90,137.90,0.08,37.40,37.90
221,909.96,49125.36,3499.45,49994.77,3206.86,103338.60,1438.60,39.51,37.90,38.60
222,?,?,?,?,?,?,?,?,38.60,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3519.19,50476.37,3225.79,50440.30,740.30,19.63,?,40.30
225,922.16,49747.66,3538.38,50646.05,3233.22,29340.00,440.00,11.67,40.30,40.00
226,928.58,50223.95,3530.29,51152.95,3271.49,140.30,140.30,0.04,40.00,40.30
227,?,?,?,?,?,?,?,?,40.30,?
228,928.83,49976.48,3459.16,50906.11,3253.28,10040.50,1940.50,4.05,?,40.50
229,?,?,?,?,?,?,?,?,40.50,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3428.34,50713.14,3237.31,140.50,140.50,0.04,?,40.50
232,914.58,49162.16,3400.95,50077.30,3210.57,22740.49,640.49,9.01,40.50,40.49
233,920.30,49128.05,3447.66,50032.45,3221.87,040.49,040.49,0.00,40.49,40.49
234,931.73,49846.48,3478.42,50780.47,3260.69,76443.00,1543.00,31.89,40.49,43.00
235,930.27,49895.10,3467.02,50836.47,3260.35,107243.00,1243.00,46.15,43.00,43.00
236,?,?,?,?,?,?,?,?,43.00,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3495.18,50756.86,3255.45,17041.88,841.88,7.29,?,41.88
239,921.40,48833.58,3423.51,49731.02,3197.48,244.10,244.10,0.09,41.88,44.10
240,919.00,48537.65,3384.22,49421.50,3183.87,10343.50,343.50,4.38,44.10,43.50
241,924.88,48676.45,3385.51,49569.11,3204.20,143.80,143.80,0.04,43.50,43.80
242,925.91,48871.98,3363.18,49771.98,3196.27,26343.49,343.49,11.30,43.80,43.49
243,?,?,?,?,?,?,?,?,43.49,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3393.26,50099.55,3230.20,243.19,243.19,0.09,?,43.19
246,926.93,48968.87,3405.95,49861.54,3226.75,45343.10,943.10,18.96,43.19,43.10
247,918.91,47919.09,3338.86,48781.63,3174.71,2543.10,343.10,1.08,43.10,43.10
248,890.19,45830.66,3280.10,46598.42,3061.25,18142.00,242.00,7.55,43.10,42.00
249,902.70,46717.04,3320.52,47514.09,3142.61,342.00,342.00,0.13,42.00,42.00
250,?,?,?,?,?,?,?,?,42.00,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3374.64,48651.54,3199.68,20743.50,843.50,8.77,?,43.50
253,931.39,48961.51,3449.10,49839.90,3256.85,243.50,243.50,0.09,43.50,43.50
254,934.25,49437.02,3502.00,50312.63,3285.29,113944.20,1144.20,49.67,43.50,44.20
255,943.52,49771.55,3561.86,50644.38,3303.55,268144.20,1344.20,118.45,44.20,44.20
256,948.06,49348.61,3556.85,50196.31,3285.49,1844.23,144.23,0.80,44.20,44.23
257,?,?,?,?,?,?,?,?,44.23,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3498.14,49741.35,3260.05,2244.23,144.23,0.97,?,44.23
260,960.97,49434.46,3583.06,50258.11,3286.61,35244.20,744.20,15.57,44.23,44.20
261,957.28,49413.33,3581.84,50227.43,3277.41,10144.25,244.25,4.43,44.20,44.25
262,963.32,50300.53,3605.94,51171.25,3316.59,244.29,244.29,0.09,44.25,44.29
263,962.49,50308.19,3585.84,51202.75,3316.08,20242.35,542.35,8.60,44.29,42.35
264,?,?,?,?,?,?,?,?,42.35,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3517.39,50869.00,3291.57,142.25,142.25,0.04,?,42.25
267,957.44,49979.47,3512.70,50887.67,3275.67,5143.31,243.31,2.21,42.25,43.31
268,961.02,50301.69,3515.41,51221.45,3299.72,1042.32,142.32,0.42,43.31,42.32
269,969.92,50936.34,3538.09,51846.54,3336.44,9444.07,444.07,4.14,42.32,44.07
270,977.10,50819.81,3532.05,51704.53,3352.18,2243.98,343.98,0.94,44.07,43.98
271,?,?,?,?,?,?,?,?,43.98,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3494.36,51191.50,3349.29,19042.55,542.55,8.09,?,42.55
274,984.17,50782.48,3499.03,51691.24,3351.68,143.95,143.95,0.04,42.55,43.95
275,987.01,50803.40,3513.56,51709.58,3364.40,20442.47,642.47,8.74,43.95,42.47
276,988.62,50982.03,3525.92,51911.61,3383.62,24743.50,443.50,10.74,42.47,43.50
277,992.25,50601.24,3510.90,51511.63,3381.52,171143.50,1043.50,72.74,43.50,43.50
278,?,?,?,?,?,?,?,?,43.50,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3501.94,51239.47,3383.60,100142.40,1042.40,42.45,?,42.40
281,993.38,50137.88,3519.36,51021.26,3368.14,64942.35,1742.35,27.44,42.40,42.35
282,996.97,50335.02,3561.38,51215.99,3379.96,18141.97,241.97,7.60,42.35,41.97
283,1011.15,51806.83,3648.78,52744.48,3454.41,96641.00,1541.00,39.45,41.97,41.00
284,1024.81,52230.47,3656.01,53193.87,3477.04,102640.80,1140.80,42.06,41.00,40.80
285,?,?,?,?,?,?,?,?,40.80,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3648.47,53498.97,3508.85,77540.00,1540.00,31.04,?,40.00
288,1039.64,52590.73,3614.40,53588.87,3544.07,88640.65,2040.65,36.02,40.00,40.65
289,1036.86,52861.41,3568.21,53918.41,3548.14,16440.75,640.75,6.68,40.65,40.75
290,1049.92,52573.59,3637.13,53571.90,3572.96,116840.15,1340.15,46.74,40.75,40.15
291,1051.86,52587.24,3669.50,53572.92,3535.97,3439.08,639.08,1.33,40.15,39.08
292,?,?,?,?,?,?,?,?,39.08,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3737.21,54903.39,3606.06,187837.62,1137.62,73.16,?,37.62
295,1078.51,53781.81,3771.51,54818.06,3615.60,379640.45,3140.45,153.39,37.62,40.45
296,1074.66,53389.74,3696.25,54433.41,3596.10,296639.01,2339.01,116.67,40.45,39.01
297,1083.34,53994.46,3739.61,55063.75,3637.76,10339.50,439.50,4.06,39.01,39.50
298,1095.80,53887.13,3516.88,55023.42,3651.19,7839.95,439.95,3.07,39.50,39.95
299,?,?,?,?,?,?,?,?,39.95,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3427.82,55362.19,3660.45,56639.28,1139.28,22.58,?,39.28
302,1114.63,54536.95,3478.84,55688.45,3688.57,63739.00,939.00,24.92,39.28,39.00
303,1107.62,54095.32,3394.12,55240.01,3660.80,41339.05,1039.05,16.18,39.00,39.05
304,1109.36,53607.86,3362.26,54734.18,3628.73,12439.09,439.09,4.85,39.05,39.09
305,?,?,?,?,?,?,?,?,39.09,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3422.88,55121.60,3668.56,499,7,19.52,?,39.09
309,1101.37,53504.47,3437.50,54600.05,3645.18,1997,16,76.42,39.09,38.60
310,1106.35,53924.01,3426.03,55035.36,3650.27,178,5,6.84,38.60,38.01
340,991.5027484429278,45857.110734846676,2864.893371122059,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2842.611796073331,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2820.330221024603,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2753.4854958784194,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2619.796045586054,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
