%310
@RELATION PLSTLPF00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
147,47277.10,47957.54,2976.83,5103614.29,1414.29,729.69,?,14.29
148,47579.87,48258.02,2997.81,135414.29,814.29,18.98,14.29,14.29
149,47476.64,48138.07,3000.58,3114.33,114.33,0.44,14.29,14.33
150,?,?,?,?,?,?,14.33,?
151,47806.34,48503.87,2994.25,5666214.25,414.25,807.43,?,14.25
152,?,?,?,?,?,?,14.25,?
153,?,?,?,?,?,?,?,?
154,47175.79,47868.36,2970.24,014.25,014.25,0.00,?,14.25
155,47620.68,48323.88,2998.79,1051314.65,1214.65,153.91,14.25,14.65
156,47805.94,48513.29,3026.87,2495514.97,1914.97,373.72,14.65,14.97
157,47573.66,48259.19,3020.15,200015.00,515.00,30.00,14.97,15.00
158,48209.65,48918.37,3044.38,349915.40,615.40,53.83,15.00,15.40
159,?,?,?,?,?,?,15.40,?
160,?,?,?,?,?,?,?,?
161,48495.01,49207.65,3065.91,2157015.50,815.50,330.34,?,15.50
162,48324.52,49050.96,3074.89,5006515.60,315.60,771.01,15.50,15.60
163,48383.93,49098.70,3098.83,6684215.11,1815.11,1041.88,15.60,15.11
164,48152.82,48890.47,3089.32,173915.44,915.44,26.56,15.11,15.44
165,48273.42,49057.66,3092.65,72315.30,1115.30,11.10,15.44,15.30
166,?,?,?,?,?,?,15.30,?
167,?,?,?,?,?,?,?,?
168,48131.61,48917.56,3100.24,5136915.30,815.30,785.67,?,15.30
169,48119.72,48891.04,3120.39,9964215.29,1415.29,1534.48,15.30,15.29
170,47743.10,48509.84,3122.21,450115.40,1015.40,69.16,15.29,15.40
171,45870.00,46587.68,3038.18,2432615.70,2315.70,378.37,15.40,15.70
172,44732.92,45456.77,3001.68,3106015.70,1215.70,487.16,15.70,15.70
173,?,?,?,?,?,?,15.70,?
174,?,?,?,?,?,?,?,?
175,44824.62,45531.46,2990.89,562915.80,615.80,88.90,?,15.80
176,44966.09,45672.10,2999.31,416015.80,1315.80,66.01,15.80,15.80
177,44893.99,45601.51,2972.55,015.80,015.80,0.00,15.80,15.80
178,43667.37,44326.49,2915.58,54715.99,415.99,8.72,15.80,15.99
179,44747.79,45442.51,2948.80,364816.27,1216.27,58.95,15.99,16.27
180,?,?,?,?,?,?,16.27,?
181,?,?,?,?,?,?,?,?
182,44769.00,45461.06,2963.91,8916.26,416.26,1.45,?,16.26
183,45533.94,46254.71,2981.48,346716.20,816.20,55.96,16.26,16.20
184,45184.98,45899.36,2971.57,55616.10,416.10,8.90,16.20,16.10
185,45613.75,46344.42,2988.19,17116.00,216.00,2.73,16.10,16.00
186,45110.89,45805.34,2977.06,73716.19,716.19,11.83,16.00,16.19
187,?,?,?,?,?,?,16.19,?
188,?,?,?,?,?,?,?,?
189,44534.34,45172.40,2948.16,54415.72,315.72,8.70,?,15.72
190,44342.23,44969.23,2924.69,50015.99,315.99,8.00,15.72,15.99
191,45068.55,45727.71,2962.09,68815.86,815.86,10.99,15.99,15.86
192,45712.72,46390.36,2992.86,015.86,015.86,0.00,15.86,15.86
193,46150.78,46839.89,3017.66,5816.10,216.10,0.93,15.86,16.10
194,?,?,?,?,?,?,16.10,?
195,?,?,?,?,?,?,?,?
196,46218.05,46922.43,3022.70,84115.99,615.99,13.38,?,15.99
197,46155.10,46860.35,3017.11,132016.04,416.04,21.15,15.99,16.04
198,46287.08,47003.76,3021.27,40016.00,116.00,6.40,16.04,16.00
199,46221.23,46919.83,3023.16,65015.90,415.90,10.32,16.00,15.90
200,46399.74,47120.88,3019.85,015.90,015.90,0.00,15.90,15.90
201,?,?,?,?,?,?,15.90,?
202,?,?,?,?,?,?,?,?
203,46361.70,47075.43,3021.70,20015.90,215.90,3.18,?,15.90
204,46714.43,47454.90,3029.97,177714.70,1114.70,28.09,15.90,14.70
205,46835.98,47575.74,3050.63,56815.70,915.70,8.85,14.70,15.70
206,46713.02,47446.69,3036.16,79415.70,615.70,12.45,15.70,15.70
207,46258.91,46981.22,3015.00,100015.89,615.89,15.30,15.70,15.89
208,?,?,?,?,?,?,15.89,?
209,?,?,?,?,?,?,?,?
210,46480.62,47214.30,3032.94,89215.89,815.89,14.08,?,15.89
211,46663.41,47398.08,3038.42,40015.88,215.88,6.35,15.89,15.88
212,46925.65,47676.43,3046.08,157815.87,715.87,24.76,15.88,15.87
213,47370.81,48147.76,3060.17,42215.85,615.85,6.53,15.87,15.85
214,48325.33,49133.14,3110.79,9915.30,115.30,1.51,15.85,15.30
215,?,?,?,?,?,?,15.30,?
216,?,?,?,?,?,?,?,?
217,48458.44,49272.86,3127.41,47115.68,715.68,7.21,?,15.68
218,47942.81,48742.34,3127.38,70115.30,515.30,10.68,15.68,15.30
219,48306.55,49124.78,3168.23,324515.70,1415.70,50.77,15.30,15.70
220,48862.88,49700.18,3190.86,792415.78,3215.78,125.35,15.70,15.78
221,49125.36,49994.77,3206.86,4145215.77,615.77,655.02,15.78,15.77
222,?,?,?,?,?,?,15.77,?
223,?,?,?,?,?,?,?,?
224,49580.16,50476.37,3225.79,200015.90,215.90,31.80,?,15.90
225,49747.66,50646.05,3233.22,3805615.90,2415.90,604.93,15.90,15.90
226,50223.95,51152.95,3271.49,1591015.90,615.90,252.96,15.90,15.90
227,?,?,?,?,?,?,15.90,?
228,49976.48,50906.11,3253.28,165316.23,1016.23,26.62,?,16.23
229,?,?,?,?,?,?,16.23,?
230,?,?,?,?,?,?,?,?
231,49772.46,50713.14,3237.31,45716.23,516.23,7.47,?,16.23
232,49162.16,50077.30,3210.57,74616.20,716.20,12.05,16.23,16.20
233,49128.05,50032.45,3221.87,28816.20,216.20,4.67,16.20,16.20
234,49846.48,50780.47,3260.69,534216.20,2216.20,86.62,16.20,16.20
235,49895.10,50836.47,3260.35,3889017.00,3117.00,636.13,16.20,17.00
236,?,?,?,?,?,?,17.00,?
237,?,?,?,?,?,?,?,?
238,49818.48,50756.86,3255.45,128017.00,1217.00,21.77,?,17.00
239,48833.58,49731.02,3197.48,4631816.87,716.87,787.39,17.00,16.87
240,48537.65,49421.50,3183.87,78616.66,616.66,13.18,16.87,16.66
241,48676.45,49569.11,3204.20,016.66,016.66,0.00,16.66,16.66
242,48871.98,49771.98,3196.27,245816.66,2316.66,40.80,16.66,16.66
243,?,?,?,?,?,?,16.66,?
244,?,?,?,?,?,?,?,?
245,49187.22,50099.55,3230.20,60416.32,916.32,10.02,?,16.32
246,48968.87,49861.54,3226.75,111616.28,1016.28,18.17,16.32,16.28
247,47919.09,48781.63,3174.71,753016.70,5816.70,123.84,16.28,16.70
248,45830.66,46598.42,3061.25,327316.63,1916.63,53.79,16.70,16.63
249,46717.04,47514.09,3142.61,691516.65,2516.65,112.10,16.63,16.65
250,?,?,?,?,?,?,16.65,?
251,?,?,?,?,?,?,?,?
252,47808.90,48651.54,3199.68,5665816.65,1716.65,925.78,?,16.65
253,48961.51,49839.90,3256.85,9904917.55,5017.55,1751.81,16.65,17.55
254,49437.02,50312.63,3285.29,2855817.60,2717.60,501.13,17.55,17.60
255,49771.55,50644.38,3303.55,117117.65,817.65,20.66,17.60,17.65
256,49348.61,50196.31,3285.49,49217.69,417.69,8.71,17.65,17.69
257,?,?,?,?,?,?,17.69,?
258,?,?,?,?,?,?,?,?
259,48917.85,49741.35,3260.05,12217.36,417.36,2.14,?,17.36
260,49434.46,50258.11,3286.61,1889817.50,1817.50,323.33,17.36,17.50
261,49413.33,50227.43,3277.41,11617.49,417.49,2.03,17.50,17.49
262,50300.53,51171.25,3316.59,248917.50,1317.50,44.09,17.49,17.50
263,50308.19,51202.75,3316.08,817.50,317.50,0.14,17.50,17.50
264,?,?,?,?,?,?,17.50,?
265,?,?,?,?,?,?,?,?
266,49955.87,50869.00,3291.57,1017.26,117.26,0.17,?,17.26
267,49979.47,50887.67,3275.67,23517.31,517.31,4.08,17.26,17.31
268,50301.69,51221.45,3299.72,017.31,017.31,0.00,17.31,17.31
269,50936.34,51846.54,3336.44,405517.45,1017.45,70.80,17.31,17.45
270,50819.81,51704.53,3352.18,3917.37,217.37,0.68,17.45,17.37
271,?,?,?,?,?,?,17.37,?
272,?,?,?,?,?,?,?,?
273,50301.85,51191.50,3349.29,38717.22,317.22,6.66,?,17.22
274,50782.48,51691.24,3351.68,54617.58,717.58,9.66,17.22,17.58
275,50803.40,51709.58,3364.40,017.58,017.58,0.00,17.58,17.58
276,50982.03,51911.61,3383.62,133417.50,1117.50,23.48,17.58,17.50
277,50601.24,51511.63,3381.52,1447519.92,5319.92,271.03,17.50,19.92
278,?,?,?,?,?,?,19.92,?
279,?,?,?,?,?,?,?,?
280,50338.71,51239.47,3383.60,2830519.30,2319.30,547.45,?,19.30
281,50137.88,51021.26,3368.14,591519.01,1519.01,112.35,19.30,19.01
282,50335.02,51215.99,3379.96,235319.39,1319.39,45.32,19.01,19.39
283,51806.83,52744.48,3454.41,3871620.00,2020.00,768.03,19.39,20.00
284,52230.47,53193.87,3477.04,1348721.70,4421.70,285.76,20.00,21.70
285,?,?,?,?,?,?,21.70,?
286,?,?,?,?,?,?,?,?
287,52520.91,53498.97,3508.85,25121.90,621.90,5.50,?,21.90
288,52590.73,53588.87,3544.07,712421.85,3921.85,157.74,21.90,21.85
289,52861.41,53918.41,3548.14,85022.48,622.48,18.73,21.85,22.48
290,52573.59,53571.90,3572.96,529322.75,2422.75,118.34,22.48,22.75
291,52587.24,53572.92,3535.97,103422.50,1722.50,23.03,22.75,22.50
292,?,?,?,?,?,?,22.50,?
293,?,?,?,?,?,?,?,?
294,53853.55,54903.39,3606.06,1395222.15,2022.15,307.34,?,22.15
295,53781.81,54818.06,3615.60,1579822.15,2522.15,347.56,22.15,22.15
296,53389.74,54433.41,3596.10,143122.35,1222.35,32.05,22.15,22.35
297,53994.46,55063.75,3637.76,5096321.90,1221.90,1116.59,22.35,21.90
298,53887.13,55023.42,3651.19,6273422.00,2422.00,1380.01,21.90,22.00
299,?,?,?,?,?,?,22.00,?
300,?,?,?,?,?,?,?,?
301,54180.04,55362.19,3660.45,138522.18,822.18,30.47,?,22.18
302,54536.95,55688.45,3688.57,2944122.77,5222.77,664.73,22.18,22.77
303,54095.32,55240.01,3660.80,260322.65,1322.65,58.64,22.77,22.65
304,53607.86,54734.18,3628.73,11529122.54,1222.54,2599.20,22.65,22.54
305,?,?,?,?,?,?,22.54,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,53989.37,55121.60,3668.56,101105,7,2279.84,?,22.55
309,53504.47,54600.05,3645.18,126005,11,2834.92,22.55,22.35
310,53924.01,55035.36,3650.27,117635,28,2645.54,22.35,22.88
340,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
