%310
@RELATION PLJHMDL00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
38,811.13,46329.66,1379.50,46512.72,2815.91,336140.31,220.31,10.32,0.31,0.31
39,813.77,46741.54,1389.85,46931.40,2825.70,320000.31,160.31,9.78,0.31,0.31
40,?,?,?,?,?,?,?,?,0.31,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1393.28,46988.04,2826.84,524730.31,220.31,15.99,?,0.31
43,817.32,46399.26,1383.89,46564.61,2821.25,777910.30,270.30,23.00,0.31,0.30
44,817.35,46406.74,1354.82,46569.81,2825.02,718140.31,290.31,21.24,0.30,0.31
45,818.81,46211.54,1313.43,46360.51,2825.15,612600.29,190.29,17.87,0.31,0.29
46,826.73,46370.13,1349.87,46523.63,2838.22,491780.29,200.29,13.78,0.29,0.29
47,?,?,?,?,?,?,?,?,0.29,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1365.73,46665.39,2848.48,262970.30,140.30,7.64,?,0.30
50,832.30,46490.89,1352.40,46652.19,2843.90,2331390.28,410.28,65.48,0.30,0.28
51,830.62,46051.76,1342.16,46198.42,2831.71,2742550.28,370.28,76.61,0.28,0.28
52,823.32,45879.90,1322.82,46050.52,2801.83,757010.28,260.28,20.65,0.28,0.28
53,826.66,45948.12,1345.82,46124.82,2817.57,267670.28,170.28,7.27,0.28,0.28
54,?,?,?,?,?,?,?,?,0.28,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1357.55,46487.05,2840.57,985060.29,290.29,27.59,?,0.29
57,828.81,45868.35,1359.10,46065.85,2831.16,413810.29,120.29,11.59,0.29,0.29
58,836.69,46241.92,1359.06,46459.99,2855.69,370080.29,120.29,10.19,0.29,0.29
59,844.08,46280.36,1354.30,46510.83,2865.27,266820.29,130.29,7.74,0.29,0.29
60,842.02,46341.14,1347.19,46622.90,2859.05,142470.29,100.29,4.01,0.29,0.29
61,?,?,?,?,?,?,?,?,0.29,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1363.77,46454.13,2860.68,1820980.29,220.29,51.18,?,0.29
64,845.88,46676.09,1397.73,47001.38,2868.06,11950.29,80.29,0.34,0.29,0.29
65,849.88,46762.65,1387.52,47090.49,2872.90,453010.29,120.29,12.69,0.29,0.29
66,855.99,46745.26,1372.44,47060.66,2873.49,197510.29,130.29,5.60,0.29,0.29
67,861.67,47074.39,1370.33,47436.21,2906.74,764810.30,220.30,22.14,0.29,0.30
68,?,?,?,?,?,?,?,?,0.30,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1396.97,47269.75,2914.24,29981190.43,3060.43,1120.12,?,0.43
71,866.79,47010.40,1423.31,47340.43,2911.38,51391420.51,9050.51,2691.13,0.43,0.51
72,872.90,46888.37,1423.72,47235.72,2901.67,11376580.49,2690.49,555.57,0.51,0.49
73,871.52,47223.68,1436.51,47606.16,2912.13,5693420.46,1910.46,260.22,0.49,0.46
74,873.21,47125.93,1431.31,47522.10,2909.77,10178600.43,1780.43,452.94,0.46,0.43
75,?,?,?,?,?,?,?,?,0.43,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1419.01,47094.18,2900.59,5296370.43,1070.43,230.62,?,0.43
78,864.73,46029.35,1400.23,46473.62,2868.24,3052510.43,760.43,128.85,0.43,0.43
79,862.97,46068.24,1396.66,46511.62,2874.75,17029590.39,2380.39,677.42,0.43,0.39
80,850.86,45580.47,1372.60,46017.88,2833.61,2077950.39,550.39,80.90,0.39,0.39
81,845.32,45066.18,1354.95,45473.08,2800.67,5754570.38,1040.38,213.75,0.39,0.38
82,?,?,?,?,?,?,?,?,0.38,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1336.25,44946.32,2780.21,9982820.40,2120.40,402.92,?,0.40
85,830.80,44724.88,1334.81,45119.16,2774.13,5019300.38,1170.38,188.44,0.40,0.38
86,835.51,45247.90,1332.17,45644.09,2785.46,2759420.41,590.41,107.01,0.38,0.41
87,839.42,45147.57,1335.61,45528.85,2797.31,1125080.41,440.41,45.06,0.41,0.41
88,?,?,?,?,?,?,?,?,0.41,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1342.68,45679.51,2814.33,3219420.41,650.41,133.82,?,0.41
93,828.79,44604.61,1315.67,44940.36,2769.02,2296210.41,430.41,91.94,0.41,0.41
94,824.35,44623.89,1312.91,44980.62,2766.19,534230.41,300.41,21.61,0.41,0.41
95,819.73,44597.66,1319.91,44960.02,2760.91,600430.41,230.41,24.58,0.41,0.41
96,?,?,?,?,?,?,?,?,0.41,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1329.86,44963.96,2764.28,939300.40,370.40,37.71,?,0.40
99,815.74,44725.03,1322.63,45096.35,2767.26,417920.39,210.39,16.43,0.40,0.39
100,820.16,45091.63,1341.74,45495.34,2780.21,1043200.40,340.40,40.33,0.39,0.40
101,824.04,45688.48,1350.66,46131.66,2794.43,1807210.39,410.39,68.87,0.40,0.39
102,819.29,45525.92,1356.50,45960.10,2783.53,1624360.37,530.37,59.81,0.39,0.37
103,?,?,?,?,?,?,?,?,0.37,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1314.18,45167.65,2754.91,1016100.37,390.37,36.85,?,0.37
106,?,?,?,?,?,?,?,?,0.37,?
107,796.68,43916.24,1291.19,44404.81,2705.88,533240.37,230.37,19.47,?,0.37
108,787.39,43364.70,1280.02,43850.06,2695.55,1289470.36,420.36,45.51,0.37,0.36
109,783.37,43447.75,1280.06,43993.98,2685.57,131570.35,120.35,4.64,0.36,0.35
110,?,?,?,?,?,?,?,?,0.35,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1292.08,43892.82,2660.28,1151420.38,310.38,42.29,?,0.38
113,769.16,43159.57,1277.53,43707.88,2624.40,3339050.35,890.35,117.89,0.38,0.35
114,769.82,43356.73,1283.16,43908.95,2636.70,2168440.34,550.34,73.38,0.35,0.34
115,774.88,43482.18,1295.48,44027.03,2658.57,151740.35,120.35,5.19,0.34,0.35
116,777.86,43665.21,1299.40,44226.06,2669.93,350510.36,240.36,12.20,0.35,0.36
117,?,?,?,?,?,?,?,?,0.36,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1311.59,44420.22,2685.14,4188940.38,910.38,160.05,?,0.38
120,784.81,44162.18,1303.66,44653.34,2704.84,1432040.38,390.38,53.88,0.38,0.38
121,?,?,?,?,?,?,?,?,0.38,?
122,787.45,43991.51,1274.69,44466.89,2695.22,833810.38,320.38,31.01,?,0.38
123,?,?,?,?,?,?,?,?,0.38,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1283.84,45060.80,2714.72,641580.38,250.38,23.78,?,0.38
127,793.09,44742.22,1301.78,45244.29,2733.96,897580.38,330.38,34.20,0.38,0.38
128,798.10,45117.94,1318.36,45647.76,2752.14,410920.38,220.38,15.60,0.38,0.38
129,800.71,44943.16,1323.45,45475.08,2760.20,885080.38,300.38,33.17,0.38,0.38
130,800.42,44895.35,1326.21,45408.06,2769.85,4928090.41,970.41,192.35,0.38,0.41
131,?,?,?,?,?,?,?,?,0.41,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1330.79,45746.01,2790.62,3863990.42,750.42,160.79,?,0.42
134,804.49,45771.11,1313.36,46336.62,2822.41,1749630.45,500.45,75.77,0.42,0.45
135,802.28,46102.42,1324.54,46676.61,2848.38,3004520.43,650.43,129.33,0.45,0.43
136,806.45,45992.03,1332.96,46581.16,2871.70,389500.44,170.44,16.59,0.43,0.44
137,810.69,46078.68,1345.72,46646.58,2885.19,1553250.44,400.44,67.39,0.44,0.44
138,?,?,?,?,?,?,?,?,0.44,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1341.55,46615.31,2921.95,979840.44,350.44,42.55,?,0.44
141,819.76,45851.80,1351.99,46439.10,2893.12,1053250.46,330.46,46.69,0.44,0.46
142,818.82,45933.66,1344.81,46529.96,2912.70,1404410.44,340.44,61.93,0.46,0.44
143,814.69,45687.76,1350.88,46311.26,2894.53,1563130.43,480.43,66.16,0.44,0.43
144,820.11,46145.44,1393.25,46783.61,2929.62,164020.44,130.44,7.06,0.43,0.44
145,?,?,?,?,?,?,?,?,0.44,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1431.34,47957.54,2976.83,1710070.46,480.46,77.35,?,0.46
148,838.40,47579.87,1444.94,48258.02,2997.81,2343700.48,600.48,110.65,0.46,0.48
149,842.72,47476.64,1464.18,48138.07,3000.58,6205370.50,1170.50,306.12,0.48,0.50
150,?,?,?,?,?,?,?,?,0.50,?
151,841.72,47806.34,1471.74,48503.87,2994.25,4184320.50,720.50,212.52,?,0.50
152,?,?,?,?,?,?,?,?,0.50,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1461.53,47868.36,2970.24,5827770.51,1020.51,296.35,?,0.51
155,854.67,47620.68,1476.35,48323.88,2998.79,7190510.55,940.55,378.88,0.51,0.55
156,859.35,47805.94,1489.88,48513.29,3026.87,4554630.56,980.56,253.70,0.55,0.56
157,864.95,47573.66,1469.75,48259.19,3020.15,6782580.55,1260.55,368.41,0.56,0.55
158,866.67,48209.65,1514.93,48918.37,3044.38,3456500.55,750.55,188.06,0.55,0.55
159,?,?,?,?,?,?,?,?,0.55,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1524.65,49207.65,3065.91,7516640.50,1450.50,394.45,?,0.50
162,870.60,48324.52,1551.97,49050.96,3074.89,6518930.53,1120.53,330.93,0.50,0.53
163,878.91,48383.93,1598.45,49098.70,3098.83,4891410.56,860.56,266.12,0.53,0.56
164,877.48,48152.82,1595.96,48890.47,3089.32,5231820.56,1230.56,299.93,0.56,0.56
165,880.65,48273.42,1585.79,49057.66,3092.65,2427510.55,670.55,133.75,0.56,0.55
166,?,?,?,?,?,?,?,?,0.55,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1583.00,48917.56,3100.24,2112340.54,600.54,113.39,?,0.54
169,886.71,48119.72,1588.25,48891.04,3120.39,1543050.54,460.54,81.79,0.54,0.54
170,885.25,47743.10,1571.15,48509.84,3122.21,1925800.52,520.52,100.19,0.54,0.52
171,864.38,45870.00,1544.23,46587.68,3038.18,3421500.48,1250.48,167.22,0.52,0.48
172,855.18,44732.92,1507.70,45456.77,3001.68,1887310.47,470.47,87.96,0.48,0.47
173,?,?,?,?,?,?,?,?,0.47,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1501.45,45531.46,2990.89,1710730.49,600.49,81.42,?,0.49
176,863.23,44966.09,1503.06,45672.10,2999.31,1386570.50,470.50,70.55,0.49,0.50
177,858.05,44893.99,1492.93,45601.51,2972.55,1029770.49,320.49,49.59,0.50,0.49
178,847.97,43667.37,1472.46,44326.49,2915.58,1039660.48,430.48,50.32,0.49,0.48
179,848.08,44747.79,1476.14,45442.51,2948.80,600340.50,280.50,29.26,0.48,0.50
180,?,?,?,?,?,?,?,?,0.50,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1492.65,45461.06,2963.91,1492220.50,530.50,73.95,?,0.50
183,853.37,45533.94,1495.04,46254.71,2981.48,364930.50,160.50,18.19,0.50,0.50
184,850.45,45184.98,1487.37,45899.36,2971.57,150700.51,130.51,7.54,0.50,0.51
185,855.94,45613.75,1499.27,46344.42,2988.19,463110.51,220.51,23.55,0.51,0.51
186,851.88,45110.89,1482.20,45805.34,2977.06,299410.51,260.51,15.23,0.51,0.51
187,?,?,?,?,?,?,?,?,0.51,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1474.90,45172.40,2948.16,218650.51,170.51,10.97,?,0.51
190,842.60,44342.23,1456.02,44969.23,2924.69,2238580.49,660.49,107.01,0.51,0.49
191,844.03,45068.55,1468.88,45727.71,2962.09,251800.49,200.49,12.34,0.49,0.49
192,845.84,45712.72,1484.29,46390.36,2992.86,309230.49,130.49,15.07,0.49,0.49
193,849.99,46150.78,1481.99,46839.89,3017.66,215230.49,170.49,10.38,0.49,0.49
194,?,?,?,?,?,?,?,?,0.49,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1489.11,46922.43,3022.70,154240.49,160.49,7.44,?,0.49
197,847.84,46155.10,1489.88,46860.35,3017.11,69100.49,100.49,3.32,0.49,0.49
198,845.85,46287.08,1499.74,47003.76,3021.27,2523400.45,570.45,115.54,0.49,0.45
199,845.70,46221.23,1491.54,46919.83,3023.16,1852670.44,610.44,80.65,0.45,0.44
200,848.06,46399.74,1495.90,47120.88,3019.85,1157320.44,450.44,50.05,0.44,0.44
201,?,?,?,?,?,?,?,?,0.44,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1484.19,47075.43,3021.70,573500.45,280.45,25.29,?,0.45
204,852.44,46714.43,1494.62,47454.90,3029.97,1246700.45,460.45,56.10,0.45,0.45
205,858.02,46835.98,1489.09,47575.74,3050.63,142700.45,140.45,6.42,0.45,0.45
206,858.31,46713.02,1474.03,47446.69,3036.16,555210.45,180.45,24.74,0.45,0.45
207,858.83,46258.91,1469.58,46981.22,3015.00,523400.45,240.45,22.98,0.45,0.45
208,?,?,?,?,?,?,?,?,0.45,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1481.47,47214.30,3032.94,193000.45,110.45,8.65,?,0.45
211,870.15,46663.41,1464.82,47398.08,3038.42,580600.46,180.46,26.57,0.45,0.46
212,878.25,46925.65,1472.71,47676.43,3046.08,2180060.46,620.46,101.22,0.46,0.46
213,881.30,47370.81,1481.84,48147.76,3060.17,851370.47,300.47,39.29,0.46,0.47
214,884.10,48325.33,1499.33,49133.14,3110.79,1120300.49,500.49,53.31,0.47,0.49
215,?,?,?,?,?,?,?,?,0.49,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1492.08,49272.86,3127.41,696030.50,290.50,34.14,?,0.50
218,891.86,47942.81,1487.96,48742.34,3127.38,1443470.50,360.50,70.73,0.50,0.50
219,898.91,48306.55,1495.92,49124.78,3168.23,1040400.49,320.49,51.01,0.50,0.49
220,903.85,48862.88,1508.03,49700.18,3190.86,561190.48,310.48,27.37,0.49,0.48
221,909.96,49125.36,1513.10,49994.77,3206.86,210190.50,200.50,10.31,0.48,0.50
222,?,?,?,?,?,?,?,?,0.50,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1510.53,50476.37,3225.79,669900.52,320.52,34.13,?,0.52
225,922.16,49747.66,1507.50,50646.05,3233.22,1183670.52,410.52,61.81,0.52,0.52
226,928.58,50223.95,1512.82,51152.95,3271.49,1025920.51,390.51,53.57,0.52,0.51
227,?,?,?,?,?,?,?,?,0.51,?
228,928.83,49976.48,1502.62,50906.11,3253.28,1296370.54,490.54,69.05,?,0.54
229,?,?,?,?,?,?,?,?,0.54,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1499.73,50713.14,3237.31,8952370.51,2430.51,484.98,?,0.51
232,914.58,49162.16,1472.26,50077.30,3210.57,2455410.52,760.52,122.66,0.51,0.52
233,920.30,49128.05,1477.77,50032.45,3221.87,1405200.51,470.51,70.86,0.52,0.51
234,931.73,49846.48,1471.70,50780.47,3260.69,3034010.49,830.49,147.27,0.51,0.49
235,930.27,49895.10,1463.61,50836.47,3260.35,1907830.49,430.49,91.38,0.49,0.49
236,?,?,?,?,?,?,?,?,0.49,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1468.33,50756.86,3255.45,3924940.48,610.48,189.90,?,0.48
239,921.40,48833.58,1447.65,49731.02,3197.48,2420730.47,500.47,112.90,0.48,0.47
240,919.00,48537.65,1440.74,49421.50,3183.87,1528720.48,350.48,70.88,0.47,0.48
241,924.88,48676.45,1465.81,49569.11,3204.20,2280780.47,590.47,105.91,0.48,0.47
242,925.91,48871.98,1440.79,49771.98,3196.27,1555580.48,420.48,73.69,0.47,0.48
243,?,?,?,?,?,?,?,?,0.48,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1458.21,50099.55,3230.20,839380.49,260.49,40.16,?,0.49
246,926.93,48968.87,1451.26,49861.54,3226.75,2031120.47,530.47,95.44,0.49,0.47
247,918.91,47919.09,1426.01,48781.63,3174.71,1444650.45,540.45,65.49,0.47,0.45
248,890.19,45830.66,1364.15,46598.42,3061.25,1853690.44,680.44,79.89,0.45,0.44
249,902.70,46717.04,1375.61,47514.09,3142.61,628050.44,250.44,27.02,0.44,0.44
250,?,?,?,?,?,?,?,?,0.44,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1385.20,48651.54,3199.68,1885730.44,600.44,82.80,?,0.44
253,931.39,48961.51,1408.19,49839.90,3256.85,2281330.44,540.44,102.45,0.44,0.44
254,934.25,49437.02,1422.23,50312.63,3285.29,1235830.45,490.45,54.45,0.44,0.45
255,943.52,49771.55,1436.34,50644.38,3303.55,883380.45,190.45,38.87,0.45,0.45
256,948.06,49348.61,1425.63,50196.31,3285.49,376090.45,120.45,16.72,0.45,0.45
257,?,?,?,?,?,?,?,?,0.45,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1415.04,49741.35,3260.05,4047350.43,870.43,174.17,?,0.43
260,960.97,49434.46,1419.82,50258.11,3286.61,803130.45,290.45,35.03,0.43,0.45
261,957.28,49413.33,1427.60,50227.43,3277.41,802050.45,200.45,36.05,0.45,0.45
262,963.32,50300.53,1430.45,51171.25,3316.59,1362220.45,360.45,61.25,0.45,0.45
263,962.49,50308.19,1424.93,51202.75,3316.08,312640.45,150.45,13.79,0.45,0.45
264,?,?,?,?,?,?,?,?,0.45,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1413.29,50869.00,3291.57,1556330.44,350.44,69.18,?,0.44
267,957.44,49979.47,1407.11,50887.67,3275.67,1744720.43,470.43,74.47,0.44,0.43
268,961.02,50301.69,1417.72,51221.45,3299.72,1530220.45,370.45,66.64,0.43,0.45
269,969.92,50936.34,1433.07,51846.54,3336.44,2731140.45,580.45,121.49,0.45,0.45
270,977.10,50819.81,1443.45,51704.53,3352.18,1484770.44,280.44,65.39,0.45,0.44
271,?,?,?,?,?,?,?,?,0.44,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1435.33,51191.50,3349.29,1441030.45,390.45,63.58,?,0.45
274,984.17,50782.48,1430.56,51691.24,3351.68,5090450.48,1350.48,243.41,0.45,0.48
275,987.01,50803.40,1447.48,51709.58,3364.40,4360050.48,870.48,207.94,0.48,0.48
276,988.62,50982.03,1455.40,51911.61,3383.62,4378090.48,700.48,209.57,0.48,0.48
277,992.25,50601.24,1444.69,51511.63,3381.52,4945960.47,1020.47,232.22,0.48,0.47
278,?,?,?,?,?,?,?,?,0.47,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1445.73,51239.47,3383.60,4854630.46,980.46,219.42,?,0.46
281,993.38,50137.88,1430.85,51021.26,3368.14,4213310.44,920.44,183.40,0.46,0.44
282,996.97,50335.02,1441.04,51215.99,3379.96,1017280.43,420.43,43.62,0.44,0.43
283,1011.15,51806.83,1467.04,52744.48,3454.41,980440.44,320.44,42.52,0.43,0.44
284,1024.81,52230.47,1480.78,53193.87,3477.04,1752150.45,490.45,78.30,0.44,0.45
285,?,?,?,?,?,?,?,?,0.45,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1494.80,53498.97,3508.85,3288260.47,700.47,150.47,?,0.47
288,1039.64,52590.73,1502.66,53588.87,3544.07,1696810.46,470.46,78.35,0.47,0.46
289,1036.86,52861.41,1515.16,53918.41,3548.14,4579200.47,880.47,211.92,0.46,0.47
290,1049.92,52573.59,1562.31,53571.90,3572.96,8787720.49,1260.49,426.82,0.47,0.49
291,1051.86,52587.24,1560.66,53572.92,3535.97,5030570.50,1030.50,247.95,0.49,0.50
292,?,?,?,?,?,?,?,?,0.50,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1567.16,54903.39,3606.06,7580580.52,1390.52,385.30,?,0.52
295,1078.51,53781.81,1553.89,54818.06,3615.60,7170800.50,1300.50,364.50,0.52,0.50
296,1074.66,53389.74,1546.62,54433.41,3596.10,4650890.49,840.49,228.22,0.50,0.49
297,1083.34,53994.46,1547.05,55063.75,3637.76,4698580.52,1050.52,236.42,0.49,0.52
298,1095.80,53887.13,1563.80,55023.42,3651.19,21343980.56,4040.56,1183.18,0.52,0.56
299,?,?,?,?,?,?,?,?,0.56,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1561.20,55362.19,3660.45,11362850.58,2090.58,654.71,?,0.58
302,1114.63,54536.95,1571.77,55688.45,3688.57,15588150.59,2690.59,933.50,0.58,0.59
303,1107.62,54095.32,1565.67,55240.01,3660.80,6629250.57,1570.57,382.95,0.59,0.57
304,1109.36,53607.86,1550.39,54734.18,3628.73,7115320.58,1390.58,409.72,0.57,0.58
305,?,?,?,?,?,?,?,?,0.58,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1576.65,55121.60,3668.56,381418,96,218.17,?,0.58
309,1101.37,53504.47,1569.20,54600.05,3645.18,361287,82,208.73,0.58,0.58
310,1106.35,53924.01,1574.21,55035.36,3650.27,487524,125,283.46,0.58,0.60
340,991.5027484429278,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
