%310
@RELATION WIG-Ukrain
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,5729.61,655.99
3,13391.36,3100.57,3100.57,3.1005,3.1005,4229.92,659.22
4,13435.21,3101.66,3101.66,3.1700,3.1700,6177.35,659.66
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,6043.69,664.98
8,13328.85,3091.81,3091.81,3.1457,3.1457,14393.04,651.77
9,13390.51,3105.81,3105.81,3.1516,3.1516,20794.37,642.33
10,13471.22,3121.76,3121.76,3.1121,3.1121,12576.37,647.24
11,13488.43,3125.64,3125.64,3.0890,3.0890,14765.74,647.67
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,10051.82,651.93
15,13534.89,3110.78,3110.78,3.0750,3.0750,7495.08,644.64
16,13511.23,3117.54,3117.54,3.1097,3.1097,6422.81,640.73
17,13596.02,3136.00,3136.00,3.0853,3.0853,12586.48,640.90
18,13649.70,3134.71,3134.71,3.0925,3.0925,8563.11,644.20
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,8473.57,666.88
22,13712.21,3143.18,3143.18,3.1341,3.1341,5516.25,663.88
23,13779.33,3153.67,3153.67,3.1195,3.1195,8943.12,668.05
24,13825.33,3130.38,3130.38,3.1503,3.1503,24078.28,676.98
25,13895.98,3149.71,3149.71,3.1186,3.1186,9639.98,683.43
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,8115.43,679.81
29,13954.42,3153.66,3153.66,3.1229,3.1229,13936.41,677.30
30,13910.42,3142.31,3142.31,3.0938,3.0938,14123.94,684.31
31,13860.58,3142.13,3142.13,3.0874,3.0874,17719.81,695.13
32,14009.79,3179.10,3179.10,3.0744,3.0744,6908.20,705.85
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,5777.47,690.38
36,13979.30,3171.58,3171.58,3.0831,3.0831,4403.95,690.91
37,13986.52,3168.48,3168.48,3.0868,3.0868,8367.72,684.73
38,13944.05,3165.13,3165.13,3.0886,3.0886,8043.39,685.63
39,13992.97,3193.87,3193.87,3.1056,3.1056,3371.10,688.18
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,10290.26,692.59
43,14018.70,3186.49,3186.49,3.1159,3.1159,7026.79,695.72
44,13982.91,3196.88,3196.88,3.1012,3.1012,7413.27,699.94
45,13973.39,3198.66,3198.66,3.1209,3.1209,8037.66,697.58
46,13981.76,3192.03,3192.03,3.1398,3.1398,12481.30,699.68
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,13910.46,692.23
50,14035.67,3213.59,3213.59,3.1360,3.1360,7365.31,688.79
51,13927.54,3164.41,3164.41,3.1002,3.1002,6146.94,691.19
52,13880.62,3131.49,3131.49,3.1633,3.1633,11322.21,695.38
53,14000.57,3161.82,3161.82,3.1443,3.1443,7553.16,691.47
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,4331.49,689.27
57,13900.13,3129.65,3129.65,3.1733,3.1733,5146.08,683.96
58,14075.37,3162.26,3162.26,3.1841,3.1841,4803.10,693.27
59,14054.49,3160.19,3160.19,3.1679,3.1679,18183.60,679.75
60,14089.66,3169.74,3169.74,3.1769,3.1769,15260.42,657.50
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,14277.67,648.15
64,14253.77,3224.13,3224.13,3.1665,3.1665,23321.33,647.20
65,14296.24,3222.36,3222.36,3.1660,3.1660,13715.54,649.88
66,14329.49,3232.09,3232.09,3.1808,3.1808,11421.85,649.59
67,14397.07,3244.37,3244.37,3.1690,3.1690,12448.23,646.21
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,5127.23,656.52
71,14450.06,3242.32,3242.32,3.1887,3.1887,12031.28,657.11
72,14455.28,3245.12,3245.12,3.1863,3.1863,4322.07,649.87
73,14539.14,3258.93,3258.93,3.2000,3.2000,13303.00,652.77
74,14514.11,3249.07,3249.07,3.1868,3.1868,40156.80,650.12
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,7450.53,642.07
78,14455.82,3229.10,3229.10,3.2055,3.2055,6982.78,625.05
79,14511.73,3254.19,3254.19,3.2169,3.2169,10640.56,617.32
80,14421.49,3222.60,3222.60,3.2387,3.2387,12707.44,603.42
81,14512.03,3245.00,3245.00,3.2361,3.2361,5046.87,602.64
82,?,?,?,?,?,?,?
83,?,?,?,?,?,?,?
84,14447.75,3235.30,3235.30,3.1950,3.1950,10004.30,610.77
85,14559.65,3252.48,3252.48,3.2427,3.2427,5737.40,604.42
86,14526.16,3256.52,3256.52,3.2635,3.2635,8256.52,614.79
87,14578.54,3267.52,3267.52,3.2773,3.2773,9503.64,621.25
88,?,?,?,3.2590,3.2590,?,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,14572.85,3239.17,3239.17,?,?,?,?
92,14662.01,3254.86,3254.86,3.2552,3.2552,6704.14,628.76
93,14550.35,3218.60,3218.60,3.2693,3.2693,16229.00,621.11
94,14606.11,3224.98,3224.98,3.2750,3.2750,9900.17,623.25
95,14565.25,3203.86,3203.86,3.2358,3.2358,5624.91,620.80
96,?,?,?,?,?,?,?
97,?,?,?,?,?,?,?
98,14613.48,3222.25,3222.25,3.1893,3.1893,10883.42,615.44
99,14673.46,3237.86,3237.86,3.1696,3.1696,6726.50,621.62
100,14802.24,3297.25,3297.25,3.1405,3.1405,8292.40,619.65
101,14865.14,3300.16,3300.16,3.1382,3.1382,3770.51,622.06
102,14865.06,3294.95,3294.95,3.1537,3.1537,6544.84,611.17
103,?,?,?,?,?,?,?
104,?,?,?,?,?,?,?
105,14599.20,3216.49,3216.49,3.1502,3.1502,8534.31,583.53
106,14756.78,3264.63,3264.63,3.1559,3.1559,?,?
107,14618.59,3204.67,3204.67,3.1159,3.1159,10946.48,551.85
108,14537.14,3166.36,3166.36,3.1529,3.1529,24628.81,525.87
109,14547.51,3206.06,3206.06,3.1409,3.1409,27970.38,494.89
110,?,?,?,?,?,?,?
111,?,?,?,?,?,?,?
112,14567.17,3233.55,3233.55,3.1448,3.1448,6379.09,499.59
113,14719.46,3269.33,3269.33,3.1811,3.1811,9996.03,495.90
114,14676.30,3269.65,3269.65,3.1823,3.1823,10882.27,495.38
115,14700.80,3289.99,3289.99,3.1792,3.1792,5378.14,493.11
116,14712.55,3279.26,3279.26,3.1943,3.1943,12008.47,507.38
117,?,?,?,?,?,?,?
118,?,?,?,?,?,?,?
119,14818.75,3307.02,3307.02,3.1712,3.1712,8903.05,518.93
120,14839.80,3328.79,3328.79,3.1721,3.1721,15565.82,545.94
121,14700.95,3299.13,3299.13,?,?,?,?
122,14831.58,3340.62,3340.62,3.1492,3.1492,19225.09,548.06
123,14973.96,3378.63,3378.63,?,?,?,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,14968.89,3392.97,3392.97,3.1646,3.1646,4639.56,539.59
127,15056.20,3396.63,3396.63,3.1767,3.1767,6932.39,548.22
128,15105.12,3413.27,3413.27,3.1609,3.1609,12867.27,549.11
129,15082.62,3409.17,3409.17,3.1392,3.1392,15576.99,548.84
