%310
@RELATION PLESSYS00030
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,55122.65,32.65,14.39,?,2.65
3,783.15,48222.72,48505.50,2832.46,311202.65,52.65,81.24,2.65,2.65
4,781.69,47888.16,48143.94,2814.73,02.65,02.65,0.00,2.65,2.65
5,?,?,?,?,?,?,?,2.65,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,302.67,12.67,0.08,?,2.67
8,780.70,47379.63,47624.67,2790.64,1562332.59,82.59,401.59,2.67,2.59
9,784.82,47407.28,47668.58,2784.62,6067452.60,92.60,1577.54,2.59,2.60
10,788.85,47546.91,47798.66,2800.96,36352.66,112.66,9.57,2.60,2.66
11,795.36,47440.80,47690.97,2815.88,3012.67,22.67,0.79,2.66,2.67
12,?,?,?,?,?,?,?,2.67,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,29992.68,42.68,8.03,?,2.68
15,794.59,47086.54,47346.41,2817.16,71712.66,52.66,18.79,2.68,2.66
16,796.34,47521.39,47794.60,2825.40,658022.60,52.60,171.21,2.66,2.60
17,803.56,47661.37,47936.81,2848.09,733792.77,112.77,196.90,2.60,2.77
18,807.72,47813.69,48104.67,2864.72,247922.88,92.88,69.96,2.77,2.88
19,?,?,?,?,?,?,?,2.88,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,59282.97,102.97,17.24,?,2.97
22,808.23,47872.80,48127.89,2892.80,33792.96,52.96,9.91,2.97,2.96
23,808.40,47733.24,47999.21,2890.57,164612.97,172.97,49.18,2.96,2.97
24,811.80,47942.04,48203.43,2898.85,02.97,02.97,0.00,2.97,2.97
25,812.99,47613.95,47851.99,2897.93,13302.96,12.96,3.94,2.97,2.96
26,?,?,?,?,?,?,?,2.96,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,169442.97,42.97,50.29,?,2.97
29,815.93,47328.40,47565.10,2878.58,3002.97,12.97,0.89,2.97,2.97
30,815.59,46917.19,47113.08,2876.68,02.97,02.97,0.00,2.97,2.97
31,817.14,46840.15,47011.43,2880.57,207482.94,152.94,59.08,2.97,2.94
32,818.68,46945.58,47121.08,2883.81,02.94,02.94,0.00,2.94,2.94
33,?,?,?,?,?,?,?,2.94,?
34,?,?,?,?,?,?,?,?,?
