%310
@RELATION WIG-CHEMIA
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,10003.21,9921.97
3,13391.36,3100.57,3100.57,3.1005,3.1005,14505.85,10094.78
4,13435.21,3101.66,3101.66,3.1700,3.1700,9228.16,9912.60
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,9255.95,9708.44
8,13328.85,3091.81,3091.81,3.1457,3.1457,10163.73,9581.95
9,13390.51,3105.81,3105.81,3.1516,3.1516,13807.45,9438.60
10,13471.22,3121.76,3121.76,3.1121,3.1121,109471.25,9519.41
11,13488.43,3125.64,3125.64,3.0890,3.0890,12566.01,9661.37
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,16355.19,9632.92
15,13534.89,3110.78,3110.78,3.0750,3.0750,21096.95,9589.82
16,13511.23,3117.54,3117.54,3.1097,3.1097,9011.33,9585.67
17,13596.02,3136.00,3136.00,3.0853,3.0853,11098.66,9526.50
18,13649.70,3134.71,3134.71,3.0925,3.0925,20178.28,9467.33
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,21044.99,9638.58
22,13712.21,3143.18,3143.18,3.1341,3.1341,16352.73,9637.10
23,13779.33,3153.67,3153.67,3.1195,3.1195,7774.89,9571.26
24,13825.33,3130.38,3130.38,3.1503,3.1503,13220.47,9616.48
25,13895.98,3149.71,3149.71,3.1186,3.1186,9385.22,9584.27
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,7369.89,9637.97
29,13954.42,3153.66,3153.66,3.1229,3.1229,9178.18,9721.66
30,13910.42,3142.31,3142.31,3.0938,3.0938,14068.38,9698.23
31,13860.58,3142.13,3142.13,3.0874,3.0874,15440.51,9542.35
32,14009.79,3179.10,3179.10,3.0744,3.0744,9251.83,9526.98
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,11291.99,9517.92
36,13979.30,3171.58,3171.58,3.0831,3.0831,15909.23,9446.50
37,13986.52,3168.48,3168.48,3.0868,3.0868,17348.77,9305.49
38,13944.05,3165.13,3165.13,3.0886,3.0886,22807.66,9489.91
39,13992.97,3193.87,3193.87,3.1056,3.1056,13587.51,9518.26
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,8248.96,9597.24
43,14018.70,3186.49,3186.49,3.1159,3.1159,42521.41,9702.97
44,13982.91,3196.88,3196.88,3.1012,3.1012,27652.83,9817.76
45,13973.39,3198.66,3198.66,3.1209,3.1209,10502.64,9811.89
46,13981.76,3192.03,3192.03,3.1398,3.1398,17205.58,9866.63
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,160751.09,9871.08
50,14035.67,3213.59,3213.59,3.1360,3.1360,52245.29,9780.83
51,13927.54,3164.41,3164.41,3.1002,3.1002,13123.03,9838.05
52,13880.62,3131.49,3131.49,3.1633,3.1633,20221.48,9932.48
53,14000.57,3161.82,3161.82,3.1443,3.1443,11915.53,9704.15
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,8029.82,9576.77
57,13900.13,3129.65,3129.65,3.1733,3.1733,10093.10,9547.24
58,14075.37,3162.26,3162.26,3.1841,3.1841,12891.11,9722.11
59,14054.49,3160.19,3160.19,3.1679,3.1679,34666.08,9823.79
60,14089.66,3169.74,3169.74,3.1769,3.1769,15179.21,9993.64
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,28172.57,10073.42
64,14253.77,3224.13,3224.13,3.1665,3.1665,38425.47,10416.27
65,14296.24,3222.36,3222.36,3.1660,3.1660,36775.63,10491.07
66,14329.49,3232.09,3232.09,3.1808,3.1808,7051.01,10479.30
67,14397.07,3244.37,3244.37,3.1690,3.1690,12136.59,10535.58
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,9656.94,10499.60
71,14450.06,3242.32,3242.32,3.1887,3.1887,15786.14,10580.90
72,14455.28,3245.12,3245.12,3.1863,3.1863,64819.42,10501.20
73,14539.14,3258.93,3258.93,3.2000,3.2000,21104.52,10836.58
74,14514.11,3249.07,3249.07,3.1868,3.1868,41504.30,10913.82
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,23983.75,10865.80
78,14455.82,3229.10,3229.10,3.2055,3.2055,10652.65,10702.74
79,14511.73,3254.19,3254.19,3.2169,3.2169,13847.22,10683.02
80,14421.49,3222.60,3222.60,3.2387,3.2387,54262.19,10554.19
81,14512.03,3245.00,3245.00,3.2361,3.2361,16310.75,10306.40
82,?,?,?,?,?,?,?
83,?,?,?,?,?,?,?
84,14447.75,3235.30,3235.30,3.1950,3.1950,13354.84,10342.38
85,14559.65,3252.48,3252.48,3.2427,3.2427,27328.15,10319.48
86,14526.16,3256.52,3256.52,3.2635,3.2635,23008.91,10341.58
87,14578.54,3267.52,3267.52,3.2773,3.2773,28959.07,10595.39
88,?,?,?,3.2590,3.2590,?,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,14572.85,3239.17,3239.17,?,?,?,?
92,14662.01,3254.86,3254.86,3.2552,3.2552,9943.13,10595.87
93,14550.35,3218.60,3218.60,3.2693,3.2693,13419.83,10645.19
94,14606.11,3224.98,3224.98,3.2750,3.2750,48743.31,10460.97
95,14565.25,3203.86,3203.86,3.2358,3.2358,23973.29,10423.31
96,?,?,?,?,?,?,?
97,?,?,?,?,?,?,?
98,14613.48,3222.25,3222.25,3.1893,3.1893,22179.30,10270.10
99,14673.46,3237.86,3237.86,3.1696,3.1696,11850.42,10412.67
100,14802.24,3297.25,3297.25,3.1405,3.1405,35339.79,10494.99
101,14865.14,3300.16,3300.16,3.1382,3.1382,38078.10,10648.88
102,14865.06,3294.95,3294.95,3.1537,3.1537,16750.19,10614.24
103,?,?,?,?,?,?,?
104,?,?,?,?,?,?,?
105,14599.20,3216.49,3216.49,3.1502,3.1502,7516.67,10486.88
106,14756.78,3264.63,3264.63,3.1559,3.1559,?,?
107,14618.59,3204.67,3204.67,3.1159,3.1159,19987.75,10627.33
108,14537.14,3166.36,3166.36,3.1529,3.1529,21919.73,10704.33
109,14547.51,3206.06,3206.06,3.1409,3.1409,17801.66,10719.60
110,?,?,?,?,?,?,?
111,?,?,?,?,?,?,?
112,14567.17,3233.55,3233.55,3.1448,3.1448,13868.71,10213.85
113,14719.46,3269.33,3269.33,3.1811,3.1811,20006.61,9813.23
114,14676.30,3269.65,3269.65,3.1823,3.1823,12790.94,9933.87
115,14700.80,3289.99,3289.99,3.1792,3.1792,10241.17,10156.84
116,14712.55,3279.26,3279.26,3.1943,3.1943,9810.62,9960.38
117,?,?,?,?,?,?,?
118,?,?,?,?,?,?,?
119,14818.75,3307.02,3307.02,3.1712,3.1712,8598.35,10119.66
120,14839.80,3328.79,3328.79,3.1721,3.1721,13537.37,10327.12
121,14700.95,3299.13,3299.13,?,?,?,?
122,14831.58,3340.62,3340.62,3.1492,3.1492,9245.06,10199.83
123,14973.96,3378.63,3378.63,?,?,?,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,14968.89,3392.97,3392.97,3.1646,3.1646,14085.24,10547.79
127,15056.20,3396.63,3396.63,3.1767,3.1767,11036.30,10764.75
128,15105.12,3413.27,3413.27,3.1609,3.1609,7018.25,10692.40
129,15082.62,3409.17,3409.17,3.1392,3.1392,10576.10,10818.99
130,15118.49,3436.58,3436.58,3.1861,3.1861,6349.65,10812.81
131,?,?,?,?,?,?,?
132,?,?,?,?,?,?,?
133,15091.68,3438.79,3438.79,3.2051,3.2051,6033.65,11002.66
134,15215.25,3462.61,3462.61,3.1998,3.1998,12553.72,11320.93
135,15275.69,3471.62,3471.62,3.2340,3.2340,15615.30,11640.58
136,15233.22,3465.24,3465.24,3.2521,3.2521,20182.28,11874.57
137,15354.40,3498.97,3498.97,3.2520,3.2520,19433.95,12285.70
138,?,?,?,?,?,?,?
139,?,?,?,?,?,?,?
140,15335.28,3496.43,3496.43,3.2380,3.2380,17827.72,12890.24
141,15387.58,3502.12,3502.12,3.2490,3.2490,21550.27,11937.41
142,15307.17,3463.30,3463.30,3.2322,3.2322,24611.85,12156.68
143,15294.50,3459.42,3459.42,3.2587,3.2587,20408.83,12028.07
144,15303.10,3459.14,3459.14,3.2400,3.2400,16881.70,12670.35
145,?,?,?,?,?,?,?
146,?,?,?,?,?,?,?
147,?,?,?,3.2416,3.2416,14955.13,13018.65
148,15409.39,3488.89,3488.89,3.2465,3.2465,19579.57,13075.98
149,15302.80,3467.52,3467.52,3.2831,3.2831,20464.39,12791.27
150,15324.53,3491.30,3491.30,?,?,?,?
151,15115.57,3455.91,3455.91,3.2953,3.2953,57837.19,12426.82
152,?,?,?,?,?,?,?
153,?,?,?,?,?,?,?
154,15254.03,3465.37,3465.37,3.2865,3.2865,12490.72,12346.79
155,15177.54,3445.26,3445.26,3.2524,3.2524,14925.32,12522.54
156,14960.59,3401.48,3401.48,3.2421,3.2421,10455.57,12796.52
157,15040.62,3424.05,3424.05,3.2564,3.2564,16334.84,12589.61
158,15248.12,3469.22,3469.22,3.2545,3.2545,9436.64,12578.53
159,?,?,?,?,?,?,?
160,?,?,?,?,?,?,?
161,15238.59,3473.77,3473.77,3.2210,3.2210,30989.29,12454.09
162,15122.02,3436.95,3436.95,3.2201,3.2201,16496.63,12316.06
163,14995.23,3400.43,3400.43,3.2002,3.2002,18317.76,12215.25
164,15176.08,3445.36,3445.36,3.2000,3.2000,21325.40,12106.61
165,15070.18,3423.56,3423.56,3.1654,3.1654,22262.59,12265.92
166,?,?,?,?,?,?,?
167,?,?,?,?,?,?,?
168,15179.85,3452.13,3452.13,3.1719,3.1719,20287.06,12332.08
169,15318.23,3482.18,3482.18,3.1682,3.1682,15941.07,12392.87
170,15112.19,3443.20,3443.20,3.1777,3.1777,10920.34,12303.21
171,14758.32,3364.64,3364.64,3.2693,3.2693,34586.87,11713.08
172,14799.40,3357.25,3357.25,3.2743,3.2743,67271.60,11246.46
173,?,?,?,?,?,?,?
174,?,?,?,?,?,?,?
175,14659.56,3320.76,3320.76,3.3137,3.3137,10644.85,10985.94
