%310
@RELATION PLPRCHK00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,968350.24,170.24,23.52,?,0.24
3,783.15,48222.72,48505.50,2832.46,747310.25,110.25,17.95,0.24,0.25
4,781.69,47888.16,48143.94,2814.73,1100.25,20.25,0.03,0.25,0.25
5,?,?,?,?,?,?,?,0.25,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,1340940.24,270.24,30.97,?,0.24
8,780.70,47379.63,47624.67,2790.64,293110.24,50.24,6.82,0.24,0.24
9,784.82,47407.28,47668.58,2784.62,869760.25,160.25,20.79,0.24,0.25
10,788.85,47546.91,47798.66,2800.96,2717360.25,400.25,68.25,0.25,0.25
11,795.36,47440.80,47690.97,2815.88,265020.26,120.26,6.66,0.25,0.26
12,?,?,?,?,?,?,?,0.26,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,2132850.24,200.24,51.51,?,0.24
15,794.59,47086.54,47346.41,2817.16,533900.24,150.24,12.93,0.24,0.24
16,796.34,47521.39,47794.60,2825.40,50000.25,60.25,1.21,0.24,0.25
17,803.56,47661.37,47936.81,2848.09,1201250.25,180.25,29.05,0.25,0.25
18,807.72,47813.69,48104.67,2864.72,1304230.25,300.25,31.43,0.25,0.25
19,?,?,?,?,?,?,?,0.25,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,457600.24,100.24,10.90,?,0.24
22,808.23,47872.80,48127.89,2892.80,303300.24,130.24,7.09,0.24,0.24
23,808.40,47733.24,47999.21,2890.57,589570.25,90.25,14.17,0.24,0.25
24,811.80,47942.04,48203.43,2898.85,109430.25,100.25,2.70,0.25,0.25
25,812.99,47613.95,47851.99,2897.93,166330.25,140.25,4.06,0.25,0.25
26,?,?,?,?,?,?,?,0.25,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,666770.25,180.25,16.02,?,0.25
29,815.93,47328.40,47565.10,2878.58,188600.24,100.24,4.53,0.25,0.24
