%310
@RELATION PLZRWZW00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,1718.26,48389.84,2835.52,654891.30,321.30,84.74,?,1.30
3,783.15,48222.72,1714.83,48505.50,2832.46,1599941.30,491.30,208.39,1.30,1.30
4,781.69,47888.16,1719.23,48143.94,2814.73,445901.32,511.32,58.80,1.30,1.32
5,?,?,?,?,?,?,?,?,1.32,?
6,?,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,1719.82,47820.24,2793.31,81081.30,101.30,10.53,?,1.30
8,780.70,47379.63,1714.18,47624.67,2790.64,1333321.33,741.33,178.99,1.30,1.33
9,784.82,47407.28,1722.98,47668.58,2784.62,1266901.35,321.35,170.79,1.33,1.35
10,788.85,47546.91,1717.51,47798.66,2800.96,204241.37,211.37,27.73,1.35,1.37
11,795.36,47440.80,1761.65,47690.97,2815.88,2765551.41,1691.41,394.48,1.37,1.41
12,?,?,?,?,?,?,?,?,1.41,?
13,?,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,1787.10,47724.95,2820.74,582391.46,581.46,84.55,?,1.46
15,794.59,47086.54,1789.24,47346.41,2817.16,726751.45,421.45,105.44,1.46,1.45
16,796.34,47521.39,1813.57,47794.60,2825.40,988171.39,891.39,136.22,1.45,1.39
17,803.56,47661.37,1796.76,47936.81,2848.09,274611.37,121.37,37.61,1.39,1.37
18,807.72,47813.69,1830.45,48104.67,2864.72,148681.39,151.39,20.67,1.37,1.39
19,?,?,?,?,?,?,?,?,1.39,?
20,?,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,1829.00,48184.37,2890.14,244661.41,211.41,34.07,?,1.41
22,808.23,47872.80,1822.02,48127.89,2892.80,1835101.53,1071.53,270.89,1.41,1.53
23,808.40,47733.24,1819.73,47999.21,2890.57,3835321.59,1541.59,598.51,1.53,1.59
24,811.80,47942.04,1794.79,48203.43,2898.85,219091.53,281.53,33.83,1.59,1.53
25,812.99,47613.95,1818.33,47851.99,2897.93,189061.57,221.57,29.39,1.53,1.57
26,?,?,?,?,?,?,?,?,1.57,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,1811.61,47553.14,2886.17,548161.55,321.55,85.97,?,1.55
29,815.93,47328.40,1804.79,47565.10,2878.58,178421.56,231.56,27.65,1.55,1.56
30,815.59,46917.19,1825.50,47113.08,2876.68,707651.55,211.55,109.46,1.56,1.55
31,817.14,46840.15,1817.11,47011.43,2880.57,3501.57,11.57,0.55,1.55,1.57
32,818.68,46945.58,1834.26,47121.08,2883.81,207931.53,281.53,31.99,1.57,1.53
33,?,?,?,?,?,?,?,?,1.53,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,1819.69,46735.25,2856.17,247411.49,321.49,36.99,?,1.49
36,816.68,46674.78,1784.50,46862.43,2843.49,118981.50,321.50,17.59,1.49,1.50
37,813.75,46149.14,1779.66,46341.54,2811.05,65041.49,101.49,9.58,1.50,1.49
38,811.13,46329.66,1758.77,46512.72,2815.91,97311.48,131.48,14.27,1.49,1.48
39,813.77,46741.54,1769.71,46931.40,2825.70,494131.47,331.47,72.95,1.48,1.47
40,?,?,?,?,?,?,?,?,1.47,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1762.40,46988.04,2826.84,183351.51,191.51,27.53,?,1.51
43,817.32,46399.26,1785.06,46564.61,2821.25,64981.54,111.54,9.74,1.51,1.54
44,817.35,46406.74,1780.69,46569.81,2825.02,1254781.58,891.58,198.04,1.54,1.58
45,818.81,46211.54,1783.79,46360.51,2825.15,48351.55,101.55,7.46,1.58,1.55
46,826.73,46370.13,1804.96,46523.63,2838.22,123731.56,121.56,19.06,1.55,1.56
47,?,?,?,?,?,?,?,?,1.56,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1814.39,46665.39,2848.48,630521.59,341.59,100.85,?,1.59
50,832.30,46490.89,1821.72,46652.19,2843.90,1579871.64,951.64,259.47,1.59,1.64
51,830.62,46051.76,1809.28,46198.42,2831.71,1583671.69,751.69,264.92,1.64,1.69
52,823.32,45879.90,1812.57,46050.52,2801.83,1935831.66,561.66,317.45,1.69,1.66
53,826.66,45948.12,1826.84,46124.82,2817.57,536511.69,351.69,90.43,1.66,1.69
54,?,?,?,?,?,?,?,?,1.69,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1850.28,46487.05,2840.57,1284111.74,971.74,222.54,?,1.74
57,828.81,45868.35,1831.29,46065.85,2831.16,496161.73,491.73,85.23,1.74,1.73
58,836.69,46241.92,1848.22,46459.99,2855.69,181651.75,281.75,31.55,1.73,1.75
59,844.08,46280.36,1866.67,46510.83,2865.27,261981.78,401.78,46.21,1.75,1.78
60,842.02,46341.14,1880.05,46622.90,2859.05,454321.76,241.76,78.68,1.78,1.76
61,?,?,?,?,?,?,?,?,1.76,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1870.04,46454.13,2860.68,3709861.52,2191.52,580.73,?,1.52
64,845.88,46676.09,1867.84,47001.38,2868.06,2486761.42,1751.42,361.22,1.52,1.42
65,849.88,46762.65,1848.50,47090.49,2872.90,2191141.33,1551.33,297.30,1.42,1.33
66,855.99,46745.26,1870.22,47060.66,2873.49,1723671.34,991.34,233.86,1.33,1.34
67,861.67,47074.39,1871.59,47436.21,2906.74,1053641.32,941.32,139.10,1.34,1.32
68,?,?,?,?,?,?,?,?,1.32,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1873.37,47269.75,2914.24,847461.28,721.28,110.25,?,1.28
71,866.79,47010.40,1865.43,47340.43,2911.38,2985441.19,1861.19,369.81,1.28,1.19
72,872.90,46888.37,1864.62,47235.72,2901.67,6784711.24,1921.24,829.59,1.19,1.24
73,871.52,47223.68,1848.14,47606.16,2912.13,955841.27,461.27,121.10,1.24,1.27
74,873.21,47125.93,1849.89,47522.10,2909.77,844021.25,351.25,105.54,1.27,1.25
75,?,?,?,?,?,?,?,?,1.25,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1834.95,47094.18,2900.59,809451.19,581.19,98.33,?,1.19
78,864.73,46029.35,1794.48,46473.62,2868.24,2196791.17,761.17,257.62,1.19,1.17
79,862.97,46068.24,1801.52,46511.62,2874.75,2765221.14,701.14,313.66,1.17,1.14
80,850.86,45580.47,1769.42,46017.88,2833.61,870701.13,211.13,98.96,1.14,1.13
81,845.32,45066.18,1707.83,45473.08,2800.67,601741.14,371.14,68.20,1.13,1.14
82,?,?,?,?,?,?,?,?,1.14,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1660.44,44946.32,2780.21,1163161.15,211.15,133.37,?,1.15
85,830.80,44724.88,1648.36,45119.16,2774.13,549191.15,321.15,62.86,1.15,1.15
86,835.51,45247.90,1653.10,45644.09,2785.46,101031.17,141.17,11.72,1.15,1.17
87,839.42,45147.57,1677.23,45528.85,2797.31,11841.17,41.17,1.38,1.17,1.17
88,?,?,?,?,?,?,?,?,1.17,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1656.40,45679.51,2814.33,66701.17,81.17,7.67,?,1.17
93,828.79,44604.61,1620.82,44940.36,2769.02,1546881.16,651.16,175.51,1.17,1.16
94,824.35,44623.89,1588.07,44980.62,2766.19,454721.16,231.16,51.57,1.16,1.16
95,819.73,44597.66,1585.00,44960.02,2760.91,1703721.13,301.13,192.92,1.16,1.13
96,?,?,?,?,?,?,?,?,1.13,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1584.03,44963.96,2764.28,223561.18,191.18,25.85,?,1.18
99,815.74,44725.03,1600.11,45096.35,2767.26,29551.16,61.16,3.44,1.18,1.16
100,820.16,45091.63,1609.16,45495.34,2780.21,1231821.16,151.16,141.51,1.16,1.16
101,824.04,45688.48,1647.89,46131.66,2794.43,146481.14,201.14,16.78,1.16,1.14
102,819.29,45525.92,1602.65,45960.10,2783.53,742551.20,541.20,87.25,1.14,1.20
103,?,?,?,?,?,?,?,?,1.20,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1590.14,45167.65,2754.91,247611.21,211.21,30.23,?,1.21
106,?,?,?,?,?,?,?,?,1.21,?
107,796.68,43916.24,1578.30,44404.81,2705.88,263191.15,211.15,30.54,?,1.15
108,787.39,43364.70,1582.90,43850.06,2695.55,2186311.08,561.08,241.55,1.15,1.08
109,783.37,43447.75,1551.70,43993.98,2685.57,2383471.09,291.09,254.78,1.08,1.09
110,?,?,?,?,?,?,?,?,1.09,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1572.53,43892.82,2660.28,75841.13,61.13,8.57,?,1.13
113,769.16,43159.57,1577.62,43707.88,2624.40,232181.15,291.15,26.33,1.13,1.15
114,769.82,43356.73,1568.91,43908.95,2636.70,219871.15,211.15,24.93,1.15,1.15
115,774.88,43482.18,1578.90,44027.03,2658.57,167821.15,161.15,19.26,1.15,1.15
116,777.86,43665.21,1567.21,44226.06,2669.93,96921.12,171.12,10.97,1.15,1.12
117,?,?,?,?,?,?,?,?,1.12,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1568.27,44420.22,2685.14,486011.13,141.13,54.79,?,1.13
120,784.81,44162.18,1577.58,44653.34,2704.84,1014211.16,321.16,115.11,1.13,1.16
121,?,?,?,?,?,?,?,?,1.16,?
122,787.45,43991.51,1593.50,44466.89,2695.22,73391.16,101.16,8.36,?,1.16
123,?,?,?,?,?,?,?,?,1.16,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1610.11,45060.80,2714.72,411781.13,191.13,46.38,?,1.13
127,793.09,44742.22,1618.85,45244.29,2733.96,139761.16,131.16,15.86,1.13,1.16
128,798.10,45117.94,1640.06,45647.76,2752.14,43051.14,41.14,4.91,1.16,1.14
129,800.71,44943.16,1640.84,45475.08,2760.20,219771.13,121.13,24.84,1.14,1.13
130,800.42,44895.35,1627.28,45408.06,2769.85,291251.15,121.15,33.46,1.13,1.15
131,?,?,?,?,?,?,?,?,1.15,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1680.51,45746.01,2790.62,82421.16,121.16,9.50,?,1.16
134,804.49,45771.11,1669.79,46336.62,2822.41,143911.15,141.15,16.47,1.16,1.15
135,802.28,46102.42,1662.38,46676.61,2848.38,1065821.20,421.20,124.75,1.15,1.20
136,806.45,45992.03,1668.63,46581.16,2871.70,211281.23,201.23,25.88,1.20,1.23
137,810.69,46078.68,1720.89,46646.58,2885.19,528541.24,341.24,65.39,1.23,1.24
138,?,?,?,?,?,?,?,?,1.24,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1720.79,46615.31,2921.95,1736901.29,871.29,224.19,?,1.29
