%310
@RELATION PLTRFRM00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,128796.50,3096.50,123.12,?,96.50
3,10554.18,48222.72,48505.50,2832.46,94095.20,2595.20,89.72,96.50,95.20
4,10519.33,47888.16,48143.94,2814.73,277895.00,1995.00,263.90,95.20,95.00
5,?,?,?,?,?,?,?,95.00,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,24294.70,794.70,22.93,?,94.70
8,10500.71,47379.63,47624.67,2790.64,302095.00,2895.00,286.46,94.70,95.00
9,10503.06,47407.28,47668.58,2784.62,76094.55,794.55,72.19,95.00,94.55
10,10496.80,47546.91,47798.66,2800.96,214294.20,1794.20,203.22,94.55,94.20
11,10595.04,47440.80,47690.97,2815.88,124792.20,2892.20,116.56,94.20,92.20
12,?,?,?,?,?,?,?,92.20,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,97791.90,2791.90,89.94,?,91.90
15,10638.06,47086.54,47346.41,2817.16,117592.90,1792.90,108.19,91.90,92.90
16,10673.05,47521.39,47794.60,2825.40,320192.00,4192.00,290.46,92.90,92.00
17,10767.29,47661.37,47936.81,2848.09,151991.10,3091.10,139.50,92.00,91.10
18,10903.93,47813.69,48104.67,2864.72,97793.60,2093.60,91.21,91.10,93.60
19,?,?,?,?,?,?,?,93.60,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,174894.35,1894.35,164.86,?,94.35
22,11073.63,47872.80,48127.89,2892.80,1993298.00,9298.00,1923.30,94.35,98.00
23,11071.80,47733.24,47999.21,2890.57,258597.00,4997.00,249.32,98.00,97.00
24,11108.21,47942.04,48203.43,2898.85,13847101.90,128101.90,1378.84,97.00,101.90
25,11174.05,47613.95,47851.99,2897.93,26199106.90,131106.90,2774.27,101.90,106.90
26,?,?,?,?,?,?,?,106.90,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,10295108.00,85108.00,1102.25,?,108.00
29,11165.66,47328.40,47565.10,2878.58,9725106.80,59106.80,1052.24,108.00,106.80
30,11183.61,46917.19,47113.08,2876.68,6886105.00,61105.00,724.91,106.80,105.00
31,11245.80,46840.15,47011.43,2880.57,1516108.50,33108.50,162.92,105.00,108.50
32,11241.00,46945.58,47121.08,2883.81,4249113.90,77113.90,469.11,108.50,113.90
33,?,?,?,?,?,?,?,113.90,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,6419116.80,166116.80,742.50,?,116.80
36,11060.84,46674.78,46862.43,2843.49,7107117.00,179117.00,834.59,116.80,117.00
37,10953.57,46149.14,46341.54,2811.05,2334117.00,73117.00,273.60,117.00,117.00
38,10950.03,46329.66,46512.72,2815.91,2540118.00,52118.00,297.37,117.00,118.00
39,10986.53,46741.54,46931.40,2825.70,1956117.00,52117.00,229.52,118.00,117.00
40,?,?,?,?,?,?,?,117.00,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,2725117.00,61117.00,320.24,?,117.00
43,10981.98,46399.26,46564.61,2821.25,10029125.20,291125.20,1247.74,117.00,125.20
44,11022.58,46406.74,46569.81,2825.02,24366137.90,675137.90,3284.54,125.20,137.90
45,11017.48,46211.54,46360.51,2825.15,13676134.70,425134.70,1867.12,137.90,134.70
46,11071.18,46370.13,46523.63,2838.22,13716144.80,329144.80,1926.01,134.70,144.80
47,?,?,?,?,?,?,?,144.80,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,16030146.00,432146.00,2361.78,?,146.00
50,11119.72,46490.89,46652.19,2843.90,14637139.40,464139.40,2056.88,146.00,139.40
51,11014.53,46051.76,46198.42,2831.71,12406132.00,468132.00,1667.14,139.40,132.00
52,10948.88,45879.90,46050.52,2801.83,29216128.00,822128.00,3738.50,132.00,128.00
53,10985.79,45948.12,46124.82,2817.57,10910132.00,192132.00,1436.43,128.00,132.00
54,?,?,?,?,?,?,?,132.00,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,11054134.40,207134.40,1492.40,?,134.40
57,10972.28,45868.35,46065.85,2831.16,6458132.70,92132.70,854.82,134.40,132.70
58,11039.20,46241.92,46459.99,2855.69,3570134.00,84134.00,476.18,132.70,134.00
59,11052.03,46280.36,46510.83,2865.27,2672136.70,117136.70,361.99,134.00,136.70
60,11010.83,46341.14,46622.90,2859.05,1693136.90,93136.90,232.68,136.70,136.90
61,?,?,?,?,?,?,?,136.90,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,2798135.20,83135.20,380.18,?,135.20
64,10997.33,46676.09,47001.38,2868.06,3086136.40,86136.40,417.15,135.20,136.40
65,11042.47,46762.65,47090.49,2872.90,1918138.70,90138.70,264.30,136.40,138.70
66,11042.08,46745.26,47060.66,2873.49,8314144.90,257144.90,1181.08,138.70,144.90
67,11119.06,47074.39,47436.21,2906.74,5653144.80,166144.80,823.56,144.90,144.80
68,?,?,?,?,?,?,?,144.80,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,2275142.60,111142.60,325.40,?,142.60
71,11150.86,47010.40,47340.43,2911.38,5546145.00,111145.00,801.46,142.60,145.00
72,11194.08,46888.37,47235.72,2901.67,4349148.40,130148.40,638.80,145.00,148.40
