%310
@RELATION PLINSTL00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
49,830.85,46508.27,1814.39,46665.39,2848.48,327730.59,30.59,18.68,?,0.59
50,832.30,46490.89,1821.72,46652.19,2843.90,25180.59,30.59,1.49,0.59,0.59
51,830.62,46051.76,1809.28,46198.42,2831.71,1100.58,20.58,0.06,0.59,0.58
52,823.32,45879.90,1812.57,46050.52,2801.83,84000.57,40.57,4.79,0.58,0.57
53,826.66,45948.12,1826.84,46124.82,2817.57,20050.59,30.59,1.18,0.57,0.59
54,?,?,?,?,?,?,?,?,0.59,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1850.28,46487.05,2840.57,1530.59,30.59,0.09,?,0.59
57,828.81,45868.35,1831.29,46065.85,2831.16,500.60,10.60,0.03,0.59,0.60
58,836.69,46241.92,1848.22,46459.99,2855.69,900.58,20.58,0.05,0.60,0.58
59,844.08,46280.36,1866.67,46510.83,2865.27,500.60,10.60,0.03,0.58,0.60
60,842.02,46341.14,1880.05,46622.90,2859.05,47530.59,50.59,2.82,0.60,0.59
61,?,?,?,?,?,?,?,?,0.59,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1870.04,46454.13,2860.68,23820.59,50.59,1.34,?,0.59
64,845.88,46676.09,1867.84,47001.38,2868.06,12050.55,50.55,0.67,0.59,0.55
65,849.88,46762.65,1848.50,47090.49,2872.90,149640.60,130.60,8.38,0.55,0.60
66,855.99,46745.26,1870.22,47060.66,2873.49,900.56,30.56,0.05,0.60,0.56
67,861.67,47074.39,1871.59,47436.21,2906.74,379350.60,190.60,22.84,0.56,0.60
68,?,?,?,?,?,?,?,?,0.60,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1873.37,47269.75,2914.24,90590.62,50.62,5.44,?,0.62
71,866.79,47010.40,1865.43,47340.43,2911.38,23320.62,60.62,1.40,0.62,0.62
72,872.90,46888.37,1864.62,47235.72,2901.67,21850.60,90.60,1.31,0.62,0.60
73,871.52,47223.68,1848.14,47606.16,2912.13,297900.65,200.65,18.77,0.60,0.65
74,873.21,47125.93,1849.89,47522.10,2909.77,141530.62,80.62,8.73,0.65,0.62
75,?,?,?,?,?,?,?,?,0.62,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1834.95,47094.18,2900.59,144230.62,210.62,8.75,?,0.62
78,864.73,46029.35,1794.48,46473.62,2868.24,159520.62,40.62,9.89,0.62,0.62
79,862.97,46068.24,1801.52,46511.62,2874.75,84840.63,60.63,5.27,0.62,0.63
80,850.86,45580.47,1769.42,46017.88,2833.61,1000.63,10.63,0.06,0.63,0.63
81,845.32,45066.18,1707.83,45473.08,2800.67,445090.57,200.57,25.14,0.63,0.57
82,?,?,?,?,?,?,?,?,0.57,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1660.44,44946.32,2780.21,168500.54,110.54,9.11,?,0.54
85,830.80,44724.88,1648.36,45119.16,2774.13,38150.57,40.57,2.10,0.54,0.57
86,835.51,45247.90,1653.10,45644.09,2785.46,60830.58,40.58,3.49,0.57,0.58
87,839.42,45147.57,1677.23,45528.85,2797.31,50.61,10.61,0.00,0.58,0.61
88,?,?,?,?,?,?,?,?,0.61,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1656.40,45679.51,2814.33,167890.56,80.56,9.53,?,0.56
93,828.79,44604.61,1620.82,44940.36,2769.02,3720.56,30.56,0.21,0.56,0.56
94,824.35,44623.89,1588.07,44980.62,2766.19,140150.50,100.50,7.12,0.56,0.50
95,819.73,44597.66,1585.00,44960.02,2760.91,51020.55,100.55,2.52,0.50,0.55
96,?,?,?,?,?,?,?,?,0.55,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1584.03,44963.96,2764.28,152270.52,80.52,7.92,?,0.52
99,815.74,44725.03,1600.11,45096.35,2767.26,130670.48,90.48,6.14,0.52,0.48
100,820.16,45091.63,1609.16,45495.34,2780.21,15550.48,30.48,0.72,0.48,0.48
101,824.04,45688.48,1647.89,46131.66,2794.43,122730.51,110.51,6.12,0.48,0.51
102,819.29,45525.92,1602.65,45960.10,2783.53,13510.50,30.50,0.65,0.51,0.50
103,?,?,?,?,?,?,?,?,0.50,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1590.14,45167.65,2754.91,25250.52,40.52,1.14,?,0.52
106,?,?,?,?,?,?,?,?,0.52,?
107,796.68,43916.24,1578.30,44404.81,2705.88,172510.43,160.43,7.74,?,0.43
108,787.39,43364.70,1582.90,43850.06,2695.55,225040.42,150.42,9.31,0.43,0.42
109,783.37,43447.75,1551.70,43993.98,2685.57,10250.42,30.42,0.47,0.42,0.42
110,?,?,?,?,?,?,?,?,0.42,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1572.53,43892.82,2660.28,432290.35,160.35,16.45,?,0.35
113,769.16,43159.57,1577.62,43707.88,2624.40,38820.35,60.35,1.37,0.35,0.35
114,769.82,43356.73,1568.91,43908.95,2636.70,500.36,10.36,0.02,0.35,0.36
115,774.88,43482.18,1578.90,44027.03,2658.57,500.37,10.37,0.02,0.36,0.37
116,777.86,43665.21,1567.21,44226.06,2669.93,100.37,10.37,0.00,0.37,0.37
117,?,?,?,?,?,?,?,?,0.37,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1568.27,44420.22,2685.14,437380.30,160.30,14.20,?,0.30
120,784.81,44162.18,1577.58,44653.34,2704.84,112640.32,120.32,3.54,0.30,0.32
121,?,?,?,?,?,?,?,?,0.32,?
122,787.45,43991.51,1593.50,44466.89,2695.22,40050.32,50.32,1.25,?,0.32
123,?,?,?,?,?,?,?,?,0.32,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1610.11,45060.80,2714.72,13100.31,30.31,0.41,?,0.31
127,793.09,44742.22,1618.85,45244.29,2733.96,28660.30,50.30,0.86,0.31,0.30
128,798.10,45117.94,1640.06,45647.76,2752.14,160.30,20.30,0.00,0.30,0.30
129,800.71,44943.16,1640.84,45475.08,2760.20,113130.35,90.35,3.54,0.30,0.35
130,800.42,44895.35,1627.28,45408.06,2769.85,65970.35,70.35,2.31,0.35,0.35
131,?,?,?,?,?,?,?,?,0.35,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1680.51,45746.01,2790.62,50.35,10.35,0.00,?,0.35
134,804.49,45771.11,1669.79,46336.62,2822.41,13330.35,50.35,0.45,0.35,0.35
135,802.28,46102.42,1662.38,46676.61,2848.38,10.35,10.35,0.00,0.35,0.35
136,806.45,45992.03,1668.63,46581.16,2871.70,106010.35,40.35,3.71,0.35,0.35
137,810.69,46078.68,1720.89,46646.58,2885.19,20100.36,20.36,0.72,0.35,0.36
138,?,?,?,?,?,?,?,?,0.36,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1720.79,46615.31,2921.95,100100.38,50.38,3.80,?,0.38
141,819.76,45851.80,1715.41,46439.10,2893.12,100.38,10.38,0.00,0.38,0.38
142,818.82,45933.66,1721.17,46529.96,2912.70,4000.39,30.39,0.15,0.38,0.39
143,814.69,45687.76,1700.24,46311.26,2894.53,100.38,10.38,0.00,0.39,0.38
144,820.11,46145.44,1717.23,46783.61,2929.62,17090.38,50.38,0.65,0.38,0.38
145,?,?,?,?,?,?,?,?,0.38,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1770.93,47957.54,2976.83,101940.38,90.38,3.95,?,0.38
148,838.40,47579.87,1794.53,48258.02,2997.81,58000.41,70.41,2.23,0.38,0.41
149,842.72,47476.64,1826.11,48138.07,3000.58,200920.43,100.43,8.06,0.41,0.43
150,?,?,?,?,?,?,?,?,0.43,?
151,841.72,47806.34,1832.70,48503.87,2994.25,30000.43,40.43,1.29,?,0.43
152,?,?,?,?,?,?,?,?,0.43,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1796.86,47868.36,2970.24,55910.45,70.45,2.44,?,0.45
155,854.67,47620.68,1812.04,48323.88,2998.79,50.45,10.45,0.00,0.45,0.45
156,859.35,47805.94,1846.56,48513.29,3026.87,46870.43,70.43,1.97,0.45,0.43
157,864.95,47573.66,1856.88,48259.19,3020.15,10.43,10.43,0.00,0.43,0.43
158,866.67,48209.65,1849.90,48918.37,3044.38,100.43,10.43,0.00,0.43,0.43
159,?,?,?,?,?,?,?,?,0.43,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1856.85,49207.65,3065.91,100.43,10.43,0.00,?,0.43
162,870.60,48324.52,1866.45,49050.96,3074.89,1000.44,10.44,0.04,0.43,0.44
163,878.91,48383.93,1901.79,49098.70,3098.83,23200.41,30.41,0.96,0.44,0.41
164,877.48,48152.82,1913.84,48890.47,3089.32,466100.47,260.47,21.24,0.41,0.47
165,880.65,48273.42,1917.53,49057.66,3092.65,1132590.54,630.54,60.05,0.47,0.54
166,?,?,?,?,?,?,?,?,0.54,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1911.93,48917.56,3100.24,55000.55,70.55,2.95,?,0.55
169,886.71,48119.72,1917.62,48891.04,3120.39,229590.52,90.52,12.15,0.55,0.52
170,885.25,47743.10,1923.19,48509.84,3122.21,30630.55,70.55,1.69,0.52,0.55
171,864.38,45870.00,1891.03,46587.68,3038.18,268630.51,80.51,13.72,0.55,0.51
172,855.18,44732.92,1879.16,45456.77,3001.68,274410.41,140.41,11.42,0.51,0.41
173,?,?,?,?,?,?,?,?,0.41,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1899.94,45531.46,2990.89,13500.42,30.42,0.57,?,0.42
176,863.23,44966.09,1919.70,45672.10,2999.31,124500.46,30.46,5.73,0.42,0.46
177,858.05,44893.99,1923.12,45601.51,2972.55,26450.50,80.50,1.32,0.46,0.50
178,847.97,43667.37,1881.89,44326.49,2915.58,61900.50,40.50,3.10,0.50,0.50
179,848.08,44747.79,1851.41,45442.51,2948.80,55130.50,80.50,2.62,0.50,0.50
180,?,?,?,?,?,?,?,?,0.50,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1835.70,45461.06,2963.91,31100.45,40.45,1.40,?,0.45
183,853.37,45533.94,1831.78,46254.71,2981.48,155820.42,50.42,6.98,0.45,0.42
184,850.45,45184.98,1823.41,45899.36,2971.57,88090.42,60.42,3.70,0.42,0.42
185,855.94,45613.75,1818.75,46344.42,2988.19,15050.44,30.44,0.66,0.42,0.44
186,851.88,45110.89,1805.32,45805.34,2977.06,283060.41,120.41,11.38,0.44,0.41
187,?,?,?,?,?,?,?,?,0.41,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1768.95,45172.40,2948.16,9700.41,40.41,0.40,?,0.41
190,842.60,44342.23,1782.40,44969.23,2924.69,50.41,10.41,0.00,0.41,0.41
191,844.03,45068.55,1817.53,45727.71,2962.09,34180.42,40.42,1.43,0.41,0.42
192,845.84,45712.72,1810.46,46390.36,2992.86,3310.39,40.39,0.14,0.42,0.39
193,849.99,46150.78,1837.14,46839.89,3017.66,120220.42,70.42,5.16,0.39,0.42
194,?,?,?,?,?,?,?,?,0.42,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1814.28,46922.43,3022.70,33720.44,30.44,1.47,?,0.44
197,847.84,46155.10,1823.37,46860.35,3017.11,13010.44,20.44,0.57,0.44,0.44
198,845.85,46287.08,1818.62,47003.76,3021.27,11910.44,20.44,0.52,0.44,0.44
199,845.70,46221.23,1819.97,46919.83,3023.16,124390.44,80.44,5.06,0.44,0.44
200,848.06,46399.74,1818.57,47120.88,3019.85,2400.49,10.49,0.12,0.44,0.49
201,?,?,?,?,?,?,?,?,0.49,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1824.40,47075.43,3021.70,152430.44,70.44,6.51,?,0.44
204,852.44,46714.43,1824.74,47454.90,3029.97,10100.47,20.47,0.47,0.44,0.47
205,858.02,46835.98,1835.56,47575.74,3050.63,50.47,10.47,0.00,0.47,0.47
206,858.31,46713.02,1829.12,47446.69,3036.16,2150.45,20.45,0.10,0.47,0.45
207,858.83,46258.91,1830.71,46981.22,3015.00,15100.42,20.42,0.63,0.45,0.42
208,?,?,?,?,?,?,?,?,0.42,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1842.00,47214.30,3032.94,8500.42,20.42,0.36,?,0.42
211,870.15,46663.41,1839.88,47398.08,3038.42,672170.46,430.46,31.11,0.42,0.46
212,878.25,46925.65,1831.05,47676.43,3046.08,210730.46,140.46,9.61,0.46,0.46
213,881.30,47370.81,1808.90,48147.76,3060.17,9670.47,30.47,0.45,0.46,0.47
214,884.10,48325.33,1853.85,49133.14,3110.79,332850.52,160.52,16.76,0.47,0.52
215,?,?,?,?,?,?,?,?,0.52,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1867.91,49272.86,3127.41,459930.56,170.56,24.88,?,0.56
218,891.86,47942.81,1866.84,48742.34,3127.38,196010.57,120.57,10.98,0.56,0.57
219,898.91,48306.55,1881.25,49124.78,3168.23,945920.57,190.57,52.92,0.57,0.57
220,903.85,48862.88,1886.72,49700.18,3190.86,9560.55,60.55,0.53,0.57,0.55
221,909.96,49125.36,1893.84,49994.77,3206.86,65570.55,70.55,3.61,0.55,0.55
222,?,?,?,?,?,?,?,?,0.55,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1919.56,50476.37,3225.79,50.57,10.57,0.00,?,0.57
225,922.16,49747.66,1936.51,50646.05,3233.22,34990.56,60.56,1.86,0.57,0.56
226,928.58,50223.95,1962.38,51152.95,3271.49,22550.56,70.56,1.20,0.56,0.56
227,?,?,?,?,?,?,?,?,0.56,?
228,928.83,49976.48,1966.79,50906.11,3253.28,2820.54,40.54,0.14,?,0.54
229,?,?,?,?,?,?,?,?,0.54,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1945.70,50713.14,3237.31,53080.54,30.54,2.71,?,0.54
232,914.58,49162.16,1917.73,50077.30,3210.57,2060.53,30.53,0.11,0.54,0.53
233,920.30,49128.05,1916.46,50032.45,3221.87,50.53,10.53,0.00,0.53,0.53
234,931.73,49846.48,1919.07,50780.47,3260.69,10050.52,20.52,0.52,0.53,0.52
235,930.27,49895.10,1931.18,50836.47,3260.35,38560.51,40.51,1.90,0.52,0.51
236,?,?,?,?,?,?,?,?,0.51,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1930.40,50756.86,3255.45,100.53,10.53,0.01,?,0.53
239,921.40,48833.58,1906.94,49731.02,3197.48,68970.50,70.50,3.39,0.53,0.50
240,919.00,48537.65,1893.65,49421.50,3183.87,199760.48,50.48,9.59,0.50,0.48
241,924.88,48676.45,1898.85,49569.11,3204.20,29290.52,30.52,1.54,0.48,0.52
242,925.91,48871.98,1888.37,49771.98,3196.27,13980.50,20.50,0.70,0.52,0.50
243,?,?,?,?,?,?,?,?,0.50,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1867.21,50099.55,3230.20,600.51,20.51,0.03,?,0.51
246,926.93,48968.87,1863.87,49861.54,3226.75,100.52,10.52,0.01,0.51,0.52
247,918.91,47919.09,1824.69,48781.63,3174.71,2870.50,30.50,0.15,0.52,0.50
248,890.19,45830.66,1761.23,46598.42,3061.25,217090.46,80.46,10.05,0.50,0.46
249,902.70,46717.04,1820.13,47514.09,3142.61,30510.47,60.47,1.39,0.46,0.47
250,?,?,?,?,?,?,?,?,0.47,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1848.42,48651.54,3199.68,11100.46,30.46,0.51,?,0.46
253,931.39,48961.51,1921.50,49839.90,3256.85,100.49,10.49,0.00,0.46,0.49
254,934.25,49437.02,1935.28,50312.63,3285.29,100.49,20.49,0.00,0.49,0.49
255,943.52,49771.55,1981.13,50644.38,3303.55,2100.49,30.49,0.10,0.49,0.49
256,948.06,49348.61,1986.17,50196.31,3285.49,71470.45,60.45,3.33,0.49,0.45
257,?,?,?,?,?,?,?,?,0.45,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1997.16,49741.35,3260.05,41700.47,40.47,1.91,?,0.47
260,960.97,49434.46,1994.79,50258.11,3286.61,50.47,10.47,0.00,0.47,0.47
261,957.28,49413.33,1985.11,50227.43,3277.41,305520.43,90.43,13.41,0.47,0.43
262,963.32,50300.53,2000.89,51171.25,3316.59,165980.48,120.48,7.46,0.43,0.48
263,962.49,50308.19,2005.00,51202.75,3316.08,101510.47,30.47,4.57,0.48,0.47
264,?,?,?,?,?,?,?,?,0.47,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1988.08,50869.00,3291.57,50100.47,30.47,2.35,?,0.47
267,957.44,49979.47,1972.58,50887.67,3275.67,403150.50,160.50,19.66,0.47,0.50
268,961.02,50301.69,1979.81,51221.45,3299.72,89420.48,120.48,4.35,0.50,0.48
269,969.92,50936.34,1986.14,51846.54,3336.44,191750.45,110.45,8.88,0.48,0.45
270,977.10,50819.81,1999.08,51704.53,3352.18,8100.45,30.45,0.36,0.45,0.45
271,?,?,?,?,?,?,?,?,0.45,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,2010.06,51191.50,3349.29,3000.45,10.45,0.14,?,0.45
274,984.17,50782.48,2007.69,51691.24,3351.68,30.48,10.48,0.00,0.45,0.48
275,987.01,50803.40,2016.99,51709.58,3364.40,32260.45,40.45,1.43,0.48,0.45
276,988.62,50982.03,2073.65,51911.61,3383.62,175040.44,110.44,7.85,0.45,0.44
277,992.25,50601.24,2097.98,51511.63,3381.52,259230.48,80.48,12.44,0.44,0.48
278,?,?,?,?,?,?,?,?,0.48,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,2120.60,51239.47,3383.60,182370.48,70.48,8.77,?,0.48
281,993.38,50137.88,2131.10,51021.26,3368.14,10500.48,20.48,0.50,0.48,0.48
282,996.97,50335.02,2126.57,51215.99,3379.96,20060.49,30.49,0.97,0.48,0.49
283,1011.15,51806.83,2150.38,52744.48,3454.41,9100.46,30.46,0.43,0.49,0.46
284,1024.81,52230.47,2175.63,53193.87,3477.04,96660.49,80.49,4.73,0.46,0.49
285,?,?,?,?,?,?,?,?,0.49,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,2196.86,53498.97,3508.85,30050.49,20.49,1.47,?,0.49
288,1039.64,52590.73,2249.42,53588.87,3544.07,61850.47,80.47,2.91,0.49,0.47
289,1036.86,52861.41,2267.93,53918.41,3548.14,20100.49,20.49,0.98,0.47,0.49
290,1049.92,52573.59,2280.53,53571.90,3572.96,20350.46,30.46,0.98,0.49,0.46
291,1051.86,52587.24,2320.78,53572.92,3535.97,50500.49,20.49,2.47,0.46,0.49
292,?,?,?,?,?,?,?,?,0.49,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,2342.90,54903.39,3606.06,493120.48,90.48,23.29,?,0.48
295,1078.51,53781.81,2351.77,54818.06,3615.60,531540.45,120.45,24.39,0.48,0.45
296,1074.66,53389.74,2357.93,54433.41,3596.10,1750.48,20.48,0.08,0.45,0.48
297,1083.34,53994.46,2411.97,55063.75,3637.76,36370.46,70.46,1.70,0.48,0.46
298,1095.80,53887.13,2452.72,55023.42,3651.19,590760.49,80.49,28.15,0.46,0.49
299,?,?,?,?,?,?,?,?,0.49,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,2458.33,55362.19,3660.45,98420.47,60.47,4.72,?,0.47
302,1114.63,54536.95,2476.37,55688.45,3688.57,55120.47,50.47,2.59,0.47,0.47
303,1107.62,54095.32,2472.94,55240.01,3660.80,80190.48,40.48,3.85,0.47,0.48
304,1109.36,53607.86,2475.98,54734.18,3628.73,8670.49,10.49,0.42,0.48,0.49
305,?,?,?,?,?,?,?,?,0.49,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,2482.39,55121.60,3668.56,5,1,0.00,?,0.49
309,1101.37,53504.47,2450.55,54600.05,3645.18,9010,5,4.37,0.49,0.48
310,1106.35,53924.01,2477.66,55035.36,3650.27,15100,6,7.33,0.48,0.48
340,991.5027484429278,45857.110734846676,2077.6816212987255,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2130.4556810728736,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2183.229740847022,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2341.551920169468,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2658.1962788143587,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
