%310
@RELATION PLSWMED00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,889510.61,370.61,53.79,?,0.61
99,815.74,44725.03,45096.35,511760.60,220.60,30.69,0.61,0.60
100,820.16,45091.63,45495.34,954100.61,360.61,57.40,0.60,0.61
101,824.04,45688.48,46131.66,8086940.64,2400.64,520.27,0.61,0.64
102,819.29,45525.92,45960.10,3270790.67,1100.67,216.84,0.64,0.67
103,?,?,?,?,?,?,0.67,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,733530.64,330.64,47.28,?,0.64
106,?,?,?,?,?,?,0.64,?
107,796.68,43916.24,44404.81,1752200.60,680.60,107.84,?,0.60
108,787.39,43364.70,43850.06,1750600.59,620.59,103.66,0.60,0.59
109,783.37,43447.75,43993.98,99090.60,60.60,5.89,0.59,0.60
110,?,?,?,?,?,?,0.60,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,431010.59,100.59,25.51,?,0.59
113,769.16,43159.57,43707.88,498640.60,140.60,29.91,0.59,0.60
114,769.82,43356.73,43908.95,552060.60,230.60,32.87,0.60,0.60
115,774.88,43482.18,44027.03,926560.60,420.60,53.50,0.60,0.60
116,777.86,43665.21,44226.06,252690.60,180.60,14.93,0.60,0.60
117,?,?,?,?,?,?,0.60,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,127710.60,130.60,7.56,?,0.60
120,784.81,44162.18,44653.34,91160.59,70.59,5.31,0.60,0.59
121,?,?,?,?,?,?,0.59,?
122,787.45,43991.51,44466.89,115000.59,70.59,6.73,?,0.59
123,?,?,?,?,?,?,0.59,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,668970.59,210.59,38.43,?,0.59
127,793.09,44742.22,45244.29,214210.59,140.59,12.38,0.59,0.59
128,798.10,45117.94,45647.76,411390.58,130.58,23.67,0.59,0.58
129,800.71,44943.16,45475.08,553620.58,210.58,32.14,0.58,0.58
130,800.42,44895.35,45408.06,942770.60,340.60,55.56,0.58,0.60
131,?,?,?,?,?,?,0.60,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,478460.61,310.61,28.91,?,0.61
134,804.49,45771.11,46336.62,1872370.63,630.63,114.69,0.61,0.63
135,802.28,46102.42,46676.61,2199110.63,600.63,139.46,0.63,0.63
136,806.45,45992.03,46581.16,906730.62,390.62,55.35,0.63,0.62
137,810.69,46078.68,46646.58,529420.62,240.62,32.42,0.62,0.62
138,?,?,?,?,?,?,0.62,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,920750.60,440.60,55.98,?,0.60
141,819.76,45851.80,46439.10,1264970.60,400.60,74.98,0.60,0.60
142,818.82,45933.66,46529.96,386570.59,190.59,22.81,0.60,0.59
143,814.69,45687.76,46311.26,585930.59,250.59,33.96,0.59,0.59
144,820.11,46145.44,46783.61,286000.59,150.59,16.63,0.59,0.59
145,?,?,?,?,?,?,0.59,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,461930.59,200.59,26.80,?,0.59
148,838.40,47579.87,48258.02,5275820.64,2000.64,332.87,0.59,0.64
149,842.72,47476.64,48138.07,2521700.63,810.63,159.32,0.64,0.63
150,?,?,?,?,?,?,0.63,?
151,841.72,47806.34,48503.87,796810.62,310.62,48.99,?,0.62
152,?,?,?,?,?,?,0.62,?
153,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,326320.62,160.62,20.20,?,0.62
155,854.67,47620.68,48323.88,1104910.62,470.62,67.91,0.62,0.62
156,859.35,47805.94,48513.29,980640.63,510.63,61.85,0.62,0.63
157,864.95,47573.66,48259.19,1031060.64,380.64,66.19,0.63,0.64
158,866.67,48209.65,48918.37,364650.64,190.64,23.26,0.64,0.64
159,?,?,?,?,?,?,0.64,?
160,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,896650.65,210.65,57.16,?,0.65
162,870.60,48324.52,49050.96,400590.63,190.63,25.60,0.65,0.63
163,878.91,48383.93,49098.70,5661740.67,1380.67,379.42,0.63,0.67
164,877.48,48152.82,48890.47,4829370.65,930.65,319.61,0.67,0.65
165,880.65,48273.42,49057.66,457510.66,290.66,30.06,0.65,0.66
166,?,?,?,?,?,?,0.66,?
167,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,369340.65,210.65,24.28,?,0.65
169,886.71,48119.72,48891.04,1508720.65,440.65,95.77,0.65,0.65
170,885.25,47743.10,48509.84,722710.63,250.63,45.63,0.65,0.63
171,864.38,45870.00,46587.68,1645000.60,720.60,99.58,0.63,0.60
172,855.18,44732.92,45456.77,1294270.59,690.59,75.82,0.60,0.59
173,?,?,?,?,?,?,0.59,?
174,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,730590.58,330.58,43.03,?,0.58
176,863.23,44966.09,45672.10,916260.60,590.60,53.35,0.58,0.60
177,858.05,44893.99,45601.51,1074750.60,390.60,62.52,0.60,0.60
178,847.97,43667.37,44326.49,293840.59,150.59,17.21,0.60,0.59
179,848.08,44747.79,45442.51,579830.59,270.59,33.39,0.59,0.59
180,?,?,?,?,?,?,0.59,?
181,?,?,?,?,?,?,?,?
182,848.80,44769.00,45461.06,964410.60,300.60,57.34,?,0.60
183,853.37,45533.94,46254.71,459620.59,240.59,27.51,0.60,0.59
184,850.45,45184.98,45899.36,271610.60,150.60,16.04,0.59,0.60
185,855.94,45613.75,46344.42,5000.60,10.60,0.30,0.60,0.60
186,851.88,45110.89,45805.34,364870.61,170.61,21.96,0.60,0.61
187,?,?,?,?,?,?,0.61,?
188,?,?,?,?,?,?,?,?
189,849.30,44534.34,45172.40,101230.61,120.61,6.08,?,0.61
190,842.60,44342.23,44969.23,601340.59,210.59,35.47,0.61,0.59
191,844.03,45068.55,45727.71,694610.59,270.59,40.14,0.59,0.59
192,845.84,45712.72,46390.36,659450.59,260.59,38.23,0.59,0.59
193,849.99,46150.78,46839.89,523210.59,230.59,30.44,0.59,0.59
194,?,?,?,?,?,?,0.59,?
195,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,2314950.60,550.60,139.19,?,0.60
197,847.84,46155.10,46860.35,264610.61,130.61,15.86,0.60,0.61
198,845.85,46287.08,47003.76,60220.61,20.61,3.62,0.61,0.61
199,845.70,46221.23,46919.83,526520.59,250.59,31.20,0.61,0.59
200,848.06,46399.74,47120.88,651280.58,220.58,37.95,0.59,0.58
201,?,?,?,?,?,?,0.58,?
202,?,?,?,?,?,?,?,?
203,849.27,46361.70,47075.43,2480190.59,880.59,150.79,?,0.59
204,852.44,46714.43,47454.90,1799370.59,470.59,104.55,0.59,0.59
205,858.02,46835.98,47575.74,1336790.58,330.58,77.82,0.59,0.58
206,858.31,46713.02,47446.69,248080.59,80.59,14.40,0.58,0.59
207,858.83,46258.91,46981.22,708920.60,240.60,41.49,0.59,0.60
208,?,?,?,?,?,?,0.60,?
209,?,?,?,?,?,?,?,?
210,862.18,46480.62,47214.30,157320.60,90.60,9.28,?,0.60
211,870.15,46663.41,47398.08,42100.59,30.59,2.44,0.60,0.59
212,878.25,46925.65,47676.43,316470.59,150.59,18.36,0.59,0.59
213,881.30,47370.81,48147.76,342010.59,170.59,20.06,0.59,0.59
214,884.10,48325.33,49133.14,243780.59,150.59,14.17,0.59,0.59
215,?,?,?,?,?,?,0.59,?
216,?,?,?,?,?,?,?,?
217,891.59,48458.44,49272.86,456750.60,200.60,26.88,?,0.60
218,891.86,47942.81,48742.34,461500.59,150.59,26.84,0.60,0.59
219,898.91,48306.55,49124.78,67170.59,70.59,3.96,0.59,0.59
220,903.85,48862.88,49700.18,346590.59,170.59,20.36,0.59,0.59
221,909.96,49125.36,49994.77,561170.59,300.59,32.59,0.59,0.59
222,?,?,?,?,?,?,0.59,?
223,?,?,?,?,?,?,?,?
224,918.93,49580.16,50476.37,316820.59,150.59,18.50,?,0.59
225,922.16,49747.66,50646.05,647090.59,270.59,37.78,0.59,0.59
226,928.58,50223.95,51152.95,567860.59,150.59,32.94,0.59,0.59
227,?,?,?,?,?,?,0.59,?
228,928.83,49976.48,50906.11,3582060.61,940.61,214.67,?,0.61
229,?,?,?,?,?,?,0.61,?
230,?,?,?,?,?,?,?,?
231,919.57,49772.46,50713.14,1889420.60,530.60,113.12,?,0.60
232,914.58,49162.16,50077.30,1576490.58,490.58,92.01,0.60,0.58
233,920.30,49128.05,50032.45,1054810.59,340.59,61.97,0.58,0.59
234,931.73,49846.48,50780.47,9305530.68,2420.68,593.70,0.59,0.68
235,930.27,49895.10,50836.47,5957030.63,1580.63,388.35,0.68,0.63
236,?,?,?,?,?,?,0.63,?
237,?,?,?,?,?,?,?,?
238,927.73,49818.48,50756.86,4533990.63,1100.63,292.58,?,0.63
239,921.40,48833.58,49731.02,2450380.59,890.59,150.48,0.63,0.59
240,919.00,48537.65,49421.50,960100.60,330.60,57.08,0.59,0.60
241,924.88,48676.45,49569.11,329230.61,150.61,19.87,0.60,0.61
242,925.91,48871.98,49771.98,325560.61,130.61,19.66,0.61,0.61
243,?,?,?,?,?,?,0.61,?
244,?,?,?,?,?,?,?,?
245,929.89,49187.22,50099.55,1860650.61,470.61,113.60,?,0.61
246,926.93,48968.87,49861.54,715080.61,150.61,42.77,0.61,0.61
247,918.91,47919.09,48781.63,376240.60,190.60,22.28,0.61,0.60
248,890.19,45830.66,46598.42,3412710.56,1100.56,191.50,0.60,0.56
249,902.70,46717.04,47514.09,1138250.57,470.57,64.39,0.56,0.57
250,?,?,?,?,?,?,0.57,?
251,?,?,?,?,?,?,?,?
252,916.76,47808.90,48651.54,379220.57,250.57,21.71,?,0.57
253,931.39,48961.51,49839.90,1176230.58,390.58,68.65,0.57,0.58
254,934.25,49437.02,50312.63,392990.59,210.59,22.92,0.58,0.59
255,943.52,49771.55,50644.38,112000.59,130.59,6.57,0.59,0.59
256,948.06,49348.61,50196.31,347980.58,200.58,20.21,0.59,0.58
257,?,?,?,?,?,?,0.58,?
258,?,?,?,?,?,?,?,?
259,956.00,48917.85,49741.35,366790.58,200.58,21.05,?,0.58
260,960.97,49434.46,50258.11,953360.57,460.57,54.05,0.58,0.57
261,957.28,49413.33,50227.43,280890.57,200.57,15.90,0.57,0.57
262,963.32,50300.53,51171.25,166520.58,130.58,9.52,0.57,0.58
263,962.49,50308.19,51202.75,207540.57,120.57,11.84,0.58,0.57
264,?,?,?,?,?,?,0.57,?
265,?,?,?,?,?,?,?,?
266,959.46,49955.87,50869.00,612370.57,290.57,34.32,?,0.57
267,957.44,49979.47,50887.67,172400.56,140.56,9.69,0.57,0.56
268,961.02,50301.69,51221.45,901500.55,220.55,50.21,0.56,0.55
269,969.92,50936.34,51846.54,1143680.54,550.54,62.56,0.55,0.54
270,977.10,50819.81,51704.53,1704630.54,560.54,90.06,0.54,0.54
271,?,?,?,?,?,?,0.54,?
272,?,?,?,?,?,?,?,?
273,983.39,50301.85,51191.50,288190.54,140.54,15.56,?,0.54
274,984.17,50782.48,51691.24,248340.54,110.54,13.37,0.54,0.54
275,987.01,50803.40,51709.58,1108240.53,360.53,59.30,0.54,0.53
276,988.62,50982.03,51911.61,287950.54,160.54,15.23,0.53,0.54
277,992.25,50601.24,51511.63,534540.53,140.53,28.43,0.54,0.53
278,?,?,?,?,?,?,0.53,?
279,?,?,?,?,?,?,?,?
280,995.75,50338.71,51239.47,231390.53,100.53,12.15,?,0.53
281,993.38,50137.88,51021.26,626360.54,200.54,33.15,0.53,0.54
282,996.97,50335.02,51215.99,480010.54,150.54,25.33,0.54,0.54
283,1011.15,51806.83,52744.48,625010.54,280.54,32.98,0.54,0.54
284,1024.81,52230.47,53193.87,824960.53,380.53,43.42,0.54,0.53
285,?,?,?,?,?,?,0.53,?
286,?,?,?,?,?,?,?,?
287,1029.64,52520.91,53498.97,2560190.51,820.51,130.25,?,0.51
288,1039.64,52590.73,53588.87,1041880.52,350.52,52.79,0.51,0.52
289,1036.86,52861.41,53918.41,1056680.51,290.51,54.67,0.52,0.51
290,1049.92,52573.59,53571.90,405740.53,260.53,20.91,0.51,0.53
291,1051.86,52587.24,53572.92,773410.52,220.52,40.22,0.53,0.52
292,?,?,?,?,?,?,0.52,?
293,?,?,?,?,?,?,?,?
294,1066.25,53853.55,54903.39,575840.52,250.52,30.04,?,0.52
295,1078.51,53781.81,54818.06,179130.52,80.52,9.35,0.52,0.52
296,1074.66,53389.74,54433.41,1792860.54,570.54,95.84,0.52,0.54
297,1083.34,53994.46,55063.75,5169930.57,1610.57,291.71,0.54,0.57
298,1095.80,53887.13,55023.42,1013930.57,300.57,57.74,0.57,0.57
299,?,?,?,?,?,?,0.57,?
300,?,?,?,?,?,?,?,?
301,1105.65,54180.04,55362.19,1265210.55,410.55,69.56,?,0.55
302,1114.63,54536.95,55688.45,295580.55,170.55,16.27,0.55,0.55
303,1107.62,54095.32,55240.01,1523860.52,520.52,80.91,0.55,0.52
304,1109.36,53607.86,54734.18,587180.53,270.53,30.75,0.52,0.53
305,?,?,?,?,?,?,0.53,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,1108.16,53989.37,55121.60,56873,23,29.54,?,0.53
309,1101.37,53504.47,54600.05,98009,39,51.60,0.53,0.53
310,1106.35,53924.01,55035.36,25485,15,13.30,0.53,0.53
340,991.5027484429278,45857.110734846676,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,50321.45475349891,?,?,?,?,?,? 
