%310
@RELATION PLWADEX00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,184210.67,2210.67,19.81,?,10.67
3,783.15,48222.72,48505.50,2832.46,1111.10,311.10,0.12,10.67,11.10
4,781.69,47888.16,48143.94,2814.73,5911.10,311.10,0.65,11.10,11.10
5,?,?,?,?,?,?,?,11.10,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,104611.22,2711.22,11.33,?,11.22
8,780.70,47379.63,47624.67,2790.64,14110.94,1510.94,1.54,11.22,10.94
9,784.82,47407.28,47668.58,2784.62,70010.41,1310.41,7.30,10.94,10.41
10,788.85,47546.91,47798.66,2800.96,1010.26,210.26,0.10,10.41,10.26
11,795.36,47440.80,47690.97,2815.88,1010.30,310.30,0.10,10.26,10.30
12,?,?,?,?,?,?,?,10.30,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,93610.39,710.39,9.73,?,10.39
15,794.59,47086.54,47346.41,2817.16,79510.10,910.10,8.07,10.39,10.10
16,796.34,47521.39,47794.60,2825.40,4510.10,710.10,0.45,10.10,10.10
17,803.56,47661.37,47936.81,2848.09,8169.75,69.75,7.97,10.10,9.75
18,807.72,47813.69,48104.67,2864.72,4649.60,239.60,4.48,9.75,9.60
19,?,?,?,?,?,?,?,9.60,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,919.60,49.60,0.88,?,9.60
22,808.23,47872.80,48127.89,2892.80,159.63,29.63,0.14,9.60,9.63
23,808.40,47733.24,47999.21,2890.57,7069.75,169.75,6.88,9.63,9.75
24,811.80,47942.04,48203.43,2898.85,159.75,59.75,0.15,9.75,9.75
25,812.99,47613.95,47851.99,2897.93,369.75,89.75,0.35,9.75,9.75
26,?,?,?,?,?,?,?,9.75,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,178610.60,1910.60,17.08,?,10.60
29,815.93,47328.40,47565.10,2878.58,270610.90,2410.90,29.43,10.60,10.90
30,815.59,46917.19,47113.08,2876.68,587310.85,3010.85,63.12,10.90,10.85
31,817.14,46840.15,47011.43,2880.57,1010.95,210.95,0.11,10.85,10.95
32,818.68,46945.58,47121.08,2883.81,53910.55,910.55,5.61,10.95,10.55
33,?,?,?,?,?,?,?,10.55,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,510.55,110.55,0.05,?,10.55
36,816.68,46674.78,46862.43,2843.49,1010.40,210.40,0.10,10.55,10.40
37,813.75,46149.14,46341.54,2811.05,10957210.53,910.53,1139.55,10.40,10.53
38,811.13,46329.66,46512.72,2815.91,1510.54,410.54,0.16,10.53,10.54
39,813.77,46741.54,46931.40,2825.70,1510.40,310.40,0.16,10.54,10.40
40,?,?,?,?,?,?,?,10.40,?
41,?,?,?,?,?,?,?,?,?
