%310
@RELATION WIG20TR
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,425729.84,3791.86
3,13391.36,3100.57,3100.57,3.1005,3.1005,525297.87,3794.96
4,13435.21,3101.66,3101.66,3.1700,3.1700,772867.43,3756.50
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,658408.81,3722.95
8,13328.85,3091.81,3091.81,3.1457,3.1457,633038.35,3700.06
9,13390.51,3105.81,3105.81,3.1516,3.1516,532977.08,3707.22
10,13471.22,3121.76,3121.76,3.1121,3.1121,831450.92,3715.93
11,13488.43,3125.64,3125.64,3.0890,3.0890,446000.65,3693.27
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,708954.16,3696.46
15,13534.89,3110.78,3110.78,3.0750,3.0750,789612.27,3656.43
16,13511.23,3117.54,3117.54,3.1097,3.1097,924496.34,3703.70
17,13596.02,3136.00,3136.00,3.0853,3.0853,557073.65,3706.60
18,13649.70,3134.71,3134.71,3.0925,3.0925,512710.89,3713.78
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,356415.32,3716.00
22,13712.21,3143.18,3143.18,3.1341,3.1341,577733.24,3705.79
23,13779.33,3153.67,3153.67,3.1195,3.1195,1424322.40,3693.93
24,13825.33,3130.38,3130.38,3.1503,3.1503,1237460.63,3708.72
25,13895.98,3149.71,3149.71,3.1186,3.1186,780285.97,3670.73
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,600083.18,3640.67
29,13954.42,3153.66,3153.66,3.1229,3.1229,561039.79,3644.80
30,13910.42,3142.31,3142.31,3.0938,3.0938,1647720.89,3604.07
31,13860.58,3142.13,3142.13,3.0874,3.0874,1486248.73,3599.17
32,14009.79,3179.10,3179.10,3.0744,3.0744,620684.29,3608.45
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,799059.58,3565.92
36,13979.30,3171.58,3171.58,3.0831,3.0831,639054.95,3588.33
37,13986.52,3168.48,3168.48,3.0868,3.0868,778340.88,3545.34
38,13944.05,3165.13,3165.13,3.0886,3.0886,727054.61,3562.63
39,13992.97,3193.87,3193.87,3.1056,3.1056,655128.38,3603.02
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,391888.22,3606.56
43,14018.70,3186.49,3186.49,3.1159,3.1159,857993.30,3567.01
44,13982.91,3196.88,3196.88,3.1012,3.1012,510746.53,3568.06
45,13973.39,3198.66,3198.66,3.1209,3.1209,591913.84,3546.62
46,13981.76,3192.03,3192.03,3.1398,3.1398,485652.54,3562.89
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,367314.45,3574.99
50,14035.67,3213.59,3213.59,3.1360,3.1360,503365.18,3576.69
51,13927.54,3164.41,3164.41,3.1002,3.1002,584611.50,3527.55
52,13880.62,3131.49,3131.49,3.1633,3.1633,815244.48,3517.90
53,14000.57,3161.82,3161.82,3.1443,3.1443,472196.97,3519.01
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,624672.83,3544.53
57,13900.13,3129.65,3129.65,3.1733,3.1733,678005.95,3506.49
58,14075.37,3162.26,3162.26,3.1841,3.1841,691085.24,3537.96
59,14054.49,3160.19,3160.19,3.1679,3.1679,1032442.51,3540.33
60,14089.66,3169.74,3169.74,3.1769,3.1769,950408.08,3541.56
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,601019.77,3521.50
64,14253.77,3224.13,3224.13,3.1665,3.1665,753622.79,3577.40
65,14296.24,3222.36,3222.36,3.1660,3.1660,850284.49,3582.71
66,14329.49,3232.09,3232.09,3.1808,3.1808,494314.75,3573.10
67,14397.07,3244.37,3244.37,3.1690,3.1690,652553.50,3596.20
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,446381.73,3579.59
71,14450.06,3242.32,3242.32,3.1887,3.1887,438552.77,3584.20
72,14455.28,3245.12,3245.12,3.1863,3.1863,890259.89,3572.01
73,14539.14,3258.93,3258.93,3.2000,3.2000,915059.13,3607.96
74,14514.11,3249.07,3249.07,3.1868,3.1868,1964127.90,3589.85
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,706129.14,3543.06
78,14455.82,3229.10,3229.10,3.2055,3.2055,579515.21,3496.92
79,14511.73,3254.19,3254.19,3.2169,3.2169,781046.67,3497.89
80,14421.49,3222.60,3222.60,3.2387,3.2387,725825.67,3459.21
81,14512.03,3245.00,3245.00,3.2361,3.2361,842468.46,3421.95
82,?,?,?,?,?,?,?
83,?,?,?,?,?,?,?
84,14447.75,3235.30,3235.30,3.1950,3.1950,647412.65,3377.86
85,14559.65,3252.48,3252.48,3.2427,3.2427,669797.31,3397.98
86,14526.16,3256.52,3256.52,3.2635,3.2635,475335.94,3443.98
87,14578.54,3267.52,3267.52,3.2773,3.2773,517128.56,3422.02
88,?,?,?,3.2590,3.2590,?,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,14572.85,3239.17,3239.17,?,?,?,?
92,14662.01,3254.86,3254.86,3.2552,3.2552,458112.56,3430.12
93,14550.35,3218.60,3218.60,3.2693,3.2693,668543.18,3373.48
