%310
@RELATION PLGUARD00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-INFO NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,1136.16,48389.84,2835.52,2953542.04,2412.04,597.18,?,2.04
3,10554.18,48222.72,1132.73,48505.50,2832.46,1038012.05,862.05,212.53,2.04,2.05
4,10519.33,47888.16,1123.30,48143.94,2814.73,597942.02,572.02,120.95,2.05,2.02
5,?,?,?,?,?,?,?,?,2.02,?
6,?,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,1117.54,47820.24,2793.31,1078802.08,892.08,222.01,?,2.08
8,10500.71,47379.63,1107.35,47624.67,2790.64,1685312.04,842.04,345.18,2.08,2.04
9,10503.06,47407.28,1113.00,47668.58,2784.62,1713692.00,1062.00,344.47,2.04,2.00
10,10496.80,47546.91,1127.31,47798.66,2800.96,1096671.96,1051.96,217.18,2.00,1.96
11,10595.04,47440.80,1133.34,47690.97,2815.88,5972341.79,3091.79,1112.71,1.96,1.79
12,?,?,?,?,?,?,?,?,1.79,?
13,?,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,1138.05,47724.95,2820.74,4767851.78,2691.78,852.76,?,1.78
15,10638.06,47086.54,1131.14,47346.41,2817.16,2959491.77,1441.77,526.73,1.78,1.77
16,10673.05,47521.39,1130.24,47794.60,2825.40,1808461.78,1591.78,322.88,1.77,1.78
17,10767.29,47661.37,1132.34,47936.81,2848.09,2129921.80,1941.80,386.11,1.78,1.80
18,10903.93,47813.69,1144.65,48104.67,2864.72,2405901.84,2171.84,447.02,1.80,1.84
19,?,?,?,?,?,?,?,?,1.84,?
20,?,?,?,?,?,?,?,?,?,?
