%310
@RELATION sWIG80
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
95,14565.25,3203.86,3203.86,3.2358,3.2358,25015.89,10803.99
96,?,?,?,?,?,?,?
97,?,?,?,?,?,?,?
98,14613.48,3222.25,3222.25,3.1893,3.1893,31718.24,10819.93
99,14673.46,3237.86,3237.86,3.1696,3.1696,33293.34,10820.89
100,14802.24,3297.25,3297.25,3.1405,3.1405,29380.63,10845.27
101,14865.14,3300.16,3300.16,3.1382,3.1382,35121.42,10908.65
102,14865.06,3294.95,3294.95,3.1537,3.1537,42108.81,10807.45
103,?,?,?,?,?,?,?
104,?,?,?,?,?,?,?
105,14599.20,3216.49,3216.49,3.1502,3.1502,20382.16,10663.67
106,14756.78,3264.63,3264.63,3.1559,3.1559,?,?
107,14618.59,3204.67,3204.67,3.1159,3.1159,43356.40,10431.02
108,14537.14,3166.36,3166.36,3.1529,3.1529,39838.89,10415.53
109,14547.51,3206.06,3206.06,3.1409,3.1409,35460.21,10373.60
110,?,?,?,?,?,?,?
111,?,?,?,?,?,?,?
112,14567.17,3233.55,3233.55,3.1448,3.1448,20555.43,10335.77
113,14719.46,3269.33,3269.33,3.1811,3.1811,28195.05,10282.22
114,14676.30,3269.65,3269.65,3.1823,3.1823,25638.00,10264.95
115,14700.80,3289.99,3289.99,3.1792,3.1792,17898.79,10327.20
116,14712.55,3279.26,3279.26,3.1943,3.1943,23412.29,10407.26
117,?,?,?,?,?,?,?
118,?,?,?,?,?,?,?
119,14818.75,3307.02,3307.02,3.1712,3.1712,18001.08,10465.41
120,14839.80,3328.79,3328.79,3.1721,3.1721,15198.01,10511.46
121,14700.95,3299.13,3299.13,?,?,?,?
122,14831.58,3340.62,3340.62,3.1492,3.1492,12119.91,10554.34
123,14973.96,3378.63,3378.63,?,?,?,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,14968.89,3392.97,3392.97,3.1646,3.1646,15688.69,10605.72
127,15056.20,3396.63,3396.63,3.1767,3.1767,33250.19,10618.63
128,15105.12,3413.27,3413.27,3.1609,3.1609,21819.57,10692.81
129,15082.62,3409.17,3409.17,3.1392,3.1392,26465.97,10714.80
130,15118.49,3436.58,3436.58,3.1861,3.1861,30084.19,10758.03
131,?,?,?,?,?,?,?
132,?,?,?,?,?,?,?
133,15091.68,3438.79,3438.79,3.2051,3.2051,25761.43,10762.74
134,15215.25,3462.61,3462.61,3.1998,3.1998,28362.55,10819.27
135,15275.69,3471.62,3471.62,3.2340,3.2340,40080.90,10913.18
136,15233.22,3465.24,3465.24,3.2521,3.2521,40063.02,10976.80
137,15354.40,3498.97,3498.97,3.2520,3.2520,39887.69,10991.63
138,?,?,?,?,?,?,?
139,?,?,?,?,?,?,?
140,15335.28,3496.43,3496.43,3.2380,3.2380,37495.32,11070.23
141,15387.58,3502.12,3502.12,3.2490,3.2490,45759.27,11089.17
142,15307.17,3463.30,3463.30,3.2322,3.2322,37459.50,11082.19
143,15294.50,3459.42,3459.42,3.2587,3.2587,41954.46,11050.12
144,15303.10,3459.14,3459.14,3.2400,3.2400,77949.95,11130.47
145,?,?,?,?,?,?,?
146,?,?,?,?,?,?,?
147,?,?,?,3.2416,3.2416,53417.10,11329.88
148,15409.39,3488.89,3488.89,3.2465,3.2465,50186.40,11439.53
149,15302.80,3467.52,3467.52,3.2831,3.2831,42274.39,11434.08
150,15324.53,3491.30,3491.30,?,?,?,?
151,15115.57,3455.91,3455.91,3.2953,3.2953,49912.83,11518.87
152,?,?,?,?,?,?,?
153,?,?,?,?,?,?,?
154,15254.03,3465.37,3465.37,3.2865,3.2865,46042.60,11428.58
155,15177.54,3445.26,3445.26,3.2524,3.2524,29762.97,11527.78
156,14960.59,3401.48,3401.48,3.2421,3.2421,48509.24,11566.33
157,15040.62,3424.05,3424.05,3.2564,3.2564,46797.25,11598.90
158,15248.12,3469.22,3469.22,3.2545,3.2545,57495.67,11721.20
159,?,?,?,?,?,?,?
160,?,?,?,?,?,?,?
161,15238.59,3473.77,3473.77,3.2210,3.2210,47484.24,11855.82
162,15122.02,3436.95,3436.95,3.2201,3.2201,44958.89,11906.69
163,14995.23,3400.43,3400.43,3.2002,3.2002,40540.40,12044.12
164,15176.08,3445.36,3445.36,3.2000,3.2000,37633.65,11997.09
165,15070.18,3423.56,3423.56,3.1654,3.1654,37893.18,11980.74
166,?,?,?,?,?,?,?
167,?,?,?,?,?,?,?
168,15179.85,3452.13,3452.13,3.1719,3.1719,53241.74,11950.70
169,15318.23,3482.18,3482.18,3.1682,3.1682,53583.89,12001.25
170,15112.19,3443.20,3443.20,3.1777,3.1777,41130.97,11995.61
171,14758.32,3364.64,3364.64,3.2693,3.2693,51933.17,11755.38
172,14799.40,3357.25,3357.25,3.2743,3.2743,24921.23,11698.05
173,?,?,?,?,?,?,?
174,?,?,?,?,?,?,?
175,14659.56,3320.76,3320.76,3.3137,3.3137,25964.82,11694.70
176,14760.31,3347.89,3347.89,3.2840,3.2840,28341.13,11846.22
177,14910.14,3376.22,3376.22,3.3239,3.3239,25121.55,11772.39
178,15024.49,3401.86,3401.86,3.3241,3.3241,34220.23,11665.86
179,14909.60,3403.25,3403.25,3.3175,3.3175,28934.82,11716.43
180,?,?,?,?,?,?,?
181,?,?,?,?,?,?,?
182,14974.96,3434.49,3434.49,3.3210,3.3210,29391.88,11756.83
183,14932.41,3433.40,3433.40,3.3222,3.3222,22939.90,11805.57
184,14988.55,3443.67,3443.67,3.3516,3.3516,22102.32,11736.24
185,?,?,?,3.3246,3.3246,26414.17,11820.50
186,15135.84,3479.38,3479.38,3.3245,3.3245,32272.32,11822.63
187,?,?,?,?,?,?,?
188,?,?,?,?,?,?,?
189,15224.69,3484.83,3484.83,3.3576,3.3576,19571.33,11711.98
190,15300.34,3504.26,3504.26,3.3588,3.3588,35025.76,11610.73
191,15291.66,3520.76,3520.76,3.3724,3.3724,14826.53,11643.94
192,15460.92,3578.30,3578.30,3.3225,3.3225,38333.17,11739.32
193,15464.30,3600.08,3600.08,3.3201,3.3201,23555.62,11784.60
194,?,?,?,?,?,?,?
195,?,?,?,?,?,?,?
196,15484.26,3607.49,3607.49,3.2955,3.2955,30388.56,11770.78
197,15451.85,3598.50,3598.50,3.2735,3.2735,29839.57,11753.20
198,15470.52,3610.00,3610.00,3.2410,3.2410,27720.25,11768.81
199,15548.54,3611.28,3611.28,3.2362,3.2362,27651.18,11813.42
200,15543.74,3587.61,3587.61,3.2348,3.2348,29645.77,11837.95
201,?,?,?,?,?,?,?
202,?,?,?,?,?,?,?
203,15545.55,3600.39,3600.39,3.2142,3.2142,16137.69,11864.19
204,15567.74,3579.27,3579.27,3.2001,3.2001,23936.77,11905.16
205,15542.24,3579.60,3579.60,3.1800,3.1800,28272.89,11975.99
206,15555.61,3605.19,3605.19,3.2143,3.2143,22714.42,11939.68
207,15558.83,3613.16,3613.16,3.1831,3.1831,36208.03,11930.54
208,?,?,?,?,?,?,?
209,?,?,?,?,?,?,?
210,15521.97,3599.14,3599.14,3.1859,3.1859,19026.91,11917.93
211,15520.59,3616.47,3616.47,3.1798,3.1798,38114.92,11914.45
212,15499.54,3626.37,3626.37,3.1929,3.1929,38991.98,11934.08
213,15628.02,3675.74,3675.74,3.1961,3.1961,23485.27,12025.60
214,15658.36,3689.59,3689.59,3.2201,3.2201,50122.50,12096.51
215,?,?,?,?,?,?,?
216,?,?,?,?,?,?,?
217,15612.13,3692.95,3692.95,3.1771,3.1771,29218.35,12181.61
218,15518.74,3665.77,3665.77,3.1744,3.1744,34026.86,12213.07
219,15470.67,3654.01,3654.01,3.1725,3.1725,49249.90,12294.72
220,15498.32,3669.12,3669.12,3.1503,3.1503,44933.19,12425.78
221,15425.51,3660.11,3660.11,3.1336,3.1336,36384.47,12524.35
222,?,?,?,?,?,?,?
223,?,?,?,?,?,?,?
224,15419.68,3669.95,3669.95,3.1510,3.1510,52790.06,12613.68
225,15451.01,3684.44,3684.44,3.1489,3.1489,59070.91,12783.95
226,15337.66,3669.27,3669.27,3.1643,3.1643,65116.41,12961.14
227,15112.19,3606.12,3606.12,?,?,?,?
228,15081.47,3602.78,3602.78,3.1665,3.1665,28705.77,12933.31
229,?,?,?,?,?,?,?
230,?,?,?,?,?,?,?
231,15010.74,3589.09,3589.09,3.1873,3.1873,40900.16,12877.73
232,15002.99,3613.59,3613.59,3.1761,3.1761,27568.62,12831.52
233,14897.55,3599.79,3599.79,3.1698,3.1698,30898.42,12826.21
234,14963.74,3638.71,3638.71,3.1811,3.1811,38390.51,12985.38
235,15010.51,3657.79,3657.79,3.1673,3.1673,42187.77,13050.37
236,?,?,?,?,?,?,?
237,?,?,?,?,?,?,?
238,14946.46,3657.57,3657.57,3.1658,3.1658,40007.17,13056.86
239,14776.13,3578.52,3578.52,3.1849,3.1849,34976.72,12781.02
240,14824.51,3593.35,3593.35,3.1840,3.1840,30940.05,12706.26
241,14840.95,3620.30,3620.30,3.2269,3.2269,27410.11,12801.41
242,14810.31,3589.87,3589.87,3.2209,3.2209,30182.16,12801.04
243,?,?,?,?,?,?,?
244,?,?,?,?,?,?,?
245,?,?,?,3.2164,3.2164,41261.64,12870.44
246,14833.96,3612.61,3612.61,3.2433,3.2433,33968.77,12843.19
247,14930.87,3649.04,3649.04,3.2387,3.2387,32559.80,12637.81
248,14937.48,3658.78,3658.78,3.2463,3.2463,49737.15,12178.22
249,14922.50,3660.01,3660.01,3.2732,3.2732,31464.59,12457.22
250,?,?,?,?,?,?,?
251,?,?,?,?,?,?,?
252,15063.12,3706.18,3706.18,3.2357,3.2357,38255.71,12726.39
253,15191.06,3729.02,3729.02,3.2181,3.2181,42521.60,12962.91
254,15326.60,3725.01,3725.01,3.1955,3.1955,34864.57,12983.95
255,15300.64,3715.97,3715.97,3.1782,3.1782,44277.49,13011.41
256,15376.06,3722.18,3722.18,3.1696,3.1696,47198.57,12998.59
257,?,?,?,?,?,?,?
258,?,?,?,?,?,?,?
259,15494.78,3717.85,3717.85,3.1435,3.1435,34916.55,13003.37
260,15529.73,3745.70,3745.70,3.1552,3.1552,30407.25,13085.22
261,15676.94,3783.64,3783.64,3.1689,3.1689,42112.62,13049.76
262,15636.55,3789.38,3789.38,3.0833,3.0833,43541.50,13124.47
263,15451.09,3774.73,3774.73,3.1152,3.1152,80192.89,13140.38
264,?,?,?,?,?,?,?
265,?,?,?,?,?,?,?
266,15401.38,3765.29,3765.29,3.1260,3.1260,25678.62,13089.15
267,15334.59,3768.25,3768.25,3.1338,3.1338,48278.81,13131.43
268,15273.26,3761.10,3761.10,3.1234,3.1234,68886.92,13114.91
269,15328.30,3787.43,3787.43,3.1277,3.1277,59779.70,13233.88
270,15258.24,3781.59,3781.59,3.1328,3.1328,61397.14,13346.97
271,?,?,?,?,?,?,?
272,?,?,?,?,?,?,?
273,15129.67,3771.48,3771.48,3.1227,3.1227,53533.84,13314.68
274,15191.70,3817.98,3817.98,3.1170,3.1170,36701.78,13338.19
275,15133.14,3815.02,3815.02,3.1212,3.1212,46090.33,13386.01
276,14996.48,3774.34,3774.34,3.0951,3.0951,84075.37,13476.11
277,15072.58,3807.75,3807.75,3.0902,3.0902,58146.60,13513.64
278,?,?,?,?,?,?,?
279,?,?,?,?,?,?,?
280,14936.24,3770.38,3770.38,3.0976,3.0976,27670.16,13477.58
281,14776.53,3694.83,3694.83,3.0873,3.0873,34861.68,13399.64
282,14802.98,3677.78,3677.78,3.1057,3.1057,32100.74,13361.98
283,15126.07,3760.75,3760.75,3.0994,3.0994,70093.99,13589.27
284,15237.11,3791.87,3791.87,3.0850,3.0850,46354.27,13638.56
285,?,?,?,?,?,?,?
286,?,?,?,?,?,?,?
287,15301.26,3815.28,3815.28,3.0936,3.0936,46153.22,13701.85
288,15168.01,3794.01,3794.01,3.0893,3.0893,65569.45,13824.94
289,15373.83,3839.43,3839.43,3.0854,3.0854,61927.16,13886.79
290,15371.65,3863.15,3863.15,3.0625,3.0625,92254.37,14155.74
291,15399.65,3914.28,3914.28,3.0506,3.0506,59507.21,14253.72
292,?,?,?,?,?,?,?
293,?,?,?,?,?,?,?
294,15392.20,3920.05,3920.05,3.0620,3.0620,59799.24,14459.56
295,15467.66,3929.57,3929.57,3.0564,3.0564,60457.33,14512.68
296,15413.33,3907.07,3907.07,3.0385,3.0385,43953.71,14327.32
297,15509.21,3928.96,3928.96,3.0323,3.0323,45435.86,14572.10
298,15570.28,3943.36,3943.36,3.0326,3.0326,65333.75,14753.57
299,?,?,?,?,?,?,?
300,?,?,?,?,?,?,?
301,15568.93,3940.13,3940.13,3.0271,3.0271,64809.99,14896.01
302,15680.35,3952.34,3952.34,3.0436,3.0436,71745.18,14994.44
303,15618.76,3930.62,3930.62,3.0433,3.0433,79265.73,14942.82
304,15545.75,3919.71,3919.71,3.0507,3.0507,80572.49,14928.63
305,15615.55,3922.04,3922.04,?,?,?,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,15619.64,3943.52,3943.52,3.0436,3.0436,70888.52,15023.33
309,15630.45,3941.67,3941.67,3.0981,3.0981,53862.62,14877.29
310,15733.62,3928.06,3928.06,3.0896,3.0896,36533.93,14860.69
340,15773.258690459654,3955.732892747954,3006.5164887559176,3.242646836230678,4.274749244608683,?,?
370,15916.432538019446,4014.2969659541477,3038.5361136515453,3.243445977637349,4.281527215426011,?,?
400,16059.606385579236,4072.8610391603415,3070.555738547173,3.2442451190440202,4.288305186243338,?,?
490,16489.127928258607,4248.553258778922,3166.614613234056,3.2466425432640333,4.308639098695322,?,?
670,17348.17101361735,4599.937698016085,3358.7323626078214,3.2514373917040587,4.349306923599286,?,?
