%310
@RELATION PLMGLAN00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,508643.00,4943.00,221.71,?,43.00
3,10554.18,48222.72,48505.50,2832.46,201142.96,2242.96,85.15,43.00,42.96
4,10519.33,47888.16,48143.94,2814.73,125042.00,1142.00,53.23,42.96,42.00
5,?,?,?,?,?,?,?,42.00,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,31542.00,1142.00,13.20,?,42.00
8,10500.71,47379.63,47624.67,2790.64,3413842.03,1142.03,1434.22,42.00,42.03
9,10503.06,47407.28,47668.58,2784.62,12242.73,942.73,5.17,42.03,42.73
10,10496.80,47546.91,47798.66,2800.96,110342.99,2042.99,47.30,42.73,42.99
11,10595.04,47440.80,47690.97,2815.88,42143.25,1543.25,18.13,42.99,43.25
12,?,?,?,?,?,?,?,43.25,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,1750843.35,1943.35,752.94,?,43.35
15,10638.06,47086.54,47346.41,2817.16,2836743.00,843.00,1219.89,43.35,43.00
16,10673.05,47521.39,47794.60,2825.40,143.25,143.25,0.04,43.00,43.25
17,10767.29,47661.37,47936.81,2848.09,115343.39,643.39,49.59,43.25,43.39
18,10903.93,47813.69,48104.67,2864.72,43943.50,1143.50,18.96,43.39,43.50
19,?,?,?,?,?,?,?,43.50,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,278043.50,1643.50,120.15,?,43.50
22,11073.63,47872.80,48127.89,2892.80,181143.90,1643.90,79.40,43.50,43.90
23,11071.80,47733.24,47999.21,2890.57,52043.20,1743.20,22.66,43.90,43.20
24,11108.21,47942.04,48203.43,2898.85,6844.20,344.20,3.01,43.20,44.20
25,11174.05,47613.95,47851.99,2897.93,15044.00,544.00,6.54,44.20,44.00
26,?,?,?,?,?,?,?,44.00,?
27,?,?,?,?,?,?,?,?,?
