%310
@RELATION PLCPTLP00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,344161.45,331.45,49.19,?,1.45
3,783.15,48222.72,48505.50,246051.40,191.40,34.60,1.45,1.40
4,781.69,47888.16,48143.94,644161.40,341.40,91.19,1.40,1.40
5,?,?,?,?,?,?,1.40,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,98531.46,151.46,14.13,?,1.46
8,780.70,47379.63,47624.67,149201.50,241.50,22.05,1.46,1.50
9,784.82,47407.28,47668.58,46201.48,81.48,6.81,1.50,1.48
10,788.85,47546.91,47798.66,3441.47,31.47,0.49,1.48,1.47
11,795.36,47440.80,47690.97,158511.48,121.48,22.56,1.47,1.48
12,?,?,?,?,?,?,1.48,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,141961.48,201.48,20.40,?,1.48
15,794.59,47086.54,47346.41,22701.49,71.49,3.24,1.48,1.49
16,796.34,47521.39,47794.60,404161.53,311.53,59.85,1.49,1.53
17,803.56,47661.37,47936.81,115001.54,81.54,17.56,1.53,1.54
18,807.72,47813.69,48104.67,155121.55,171.55,24.14,1.54,1.55
19,?,?,?,?,?,?,1.55,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,84341.57,81.57,13.04,?,1.57
22,808.23,47872.80,48127.89,264271.62,271.62,41.53,1.57,1.62
23,808.40,47733.24,47999.21,116071.66,181.66,19.08,1.62,1.66
24,811.80,47942.04,48203.43,851611.73,721.73,146.46,1.66,1.73
25,812.99,47613.95,47851.99,1094401.85,811.85,196.09,1.73,1.85
26,?,?,?,?,?,?,1.85,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,284841.70,251.70,49.94,?,1.70
29,815.93,47328.40,47565.10,215871.71,171.71,36.57,1.70,1.71
30,815.59,46917.19,47113.08,401921.66,271.66,68.40,1.71,1.66
31,817.14,46840.15,47011.43,223161.69,151.69,37.34,1.66,1.69
32,818.68,46945.58,47121.08,51721.73,21.73,8.85,1.69,1.73
33,?,?,?,?,?,?,1.73,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,268291.61,221.61,43.27,?,1.61
36,816.68,46674.78,46862.43,289071.69,201.69,47.74,1.61,1.69
37,813.75,46149.14,46341.54,140161.62,161.62,22.99,1.69,1.62
38,811.13,46329.66,46512.72,525891.60,371.60,82.65,1.62,1.60
39,813.77,46741.54,46931.40,102701.64,151.64,16.33,1.60,1.64
40,?,?,?,?,?,?,1.64,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,42051.64,61.64,6.77,?,1.64
43,817.32,46399.26,46564.61,46221.61,91.61,7.45,1.64,1.61
44,817.35,46406.74,46569.81,862241.43,781.43,127.29,1.61,1.43
45,818.81,46211.54,46360.51,275711.40,251.40,39.46,1.43,1.40
46,826.73,46370.13,46523.63,354271.45,411.45,49.87,1.40,1.45
47,?,?,?,?,?,?,1.45,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,736321.33,681.33,100.23,?,1.33
50,832.30,46490.89,46652.19,264731.36,201.36,35.04,1.33,1.36
51,830.62,46051.76,46198.42,635471.33,441.33,82.75,1.36,1.33
52,823.32,45879.90,46050.52,386321.33,301.33,49.56,1.33,1.33
53,826.66,45948.12,46124.82,345851.32,351.32,45.21,1.33,1.32
54,?,?,?,?,?,?,1.32,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,190741.35,231.35,25.74,?,1.35
57,828.81,45868.35,46065.85,43691.30,51.30,5.71,1.35,1.30
58,836.69,46241.92,46459.99,58831.36,271.36,7.77,1.30,1.36
59,844.08,46280.36,46510.83,99901.35,101.35,13.17,1.36,1.35
60,842.02,46341.14,46622.90,687341.28,461.28,87.82,1.35,1.28
61,?,?,?,?,?,?,1.28,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2041311.13,1571.13,238.87,?,1.13
64,845.88,46676.09,47001.38,690001.17,691.17,79.57,1.13,1.17
65,849.88,46762.65,47090.49,1234761.20,771.20,143.69,1.17,1.20
66,855.99,46745.26,47060.66,515951.23,371.23,62.28,1.20,1.23
67,861.67,47074.39,47436.21,437901.17,351.17,52.45,1.23,1.17
68,?,?,?,?,?,?,1.17,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,439321.24,311.24,53.77,?,1.24
71,866.79,47010.40,47340.43,765361.36,751.36,99.88,1.24,1.36
72,872.90,46888.37,47235.72,420771.39,391.39,57.11,1.36,1.39
73,871.52,47223.68,47606.16,588871.47,501.47,83.60,1.39,1.47
74,873.21,47125.93,47522.10,402831.40,451.40,59.14,1.47,1.40
75,?,?,?,?,?,?,1.40,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,119431.33,101.33,16.18,?,1.33
78,864.73,46029.35,46473.62,232781.34,231.34,31.65,1.33,1.34
79,862.97,46068.24,46511.62,310101.31,231.31,40.57,1.34,1.31
80,850.86,45580.47,46017.88,389871.28,381.28,50.11,1.31,1.28
81,845.32,45066.18,45473.08,87201.28,61.28,10.98,1.28,1.28
82,?,?,?,?,?,?,1.28,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,37701.28,91.28,4.95,?,1.28
85,830.80,44724.88,45119.16,44241.25,61.25,5.62,1.28,1.25
86,835.51,45247.90,45644.09,65591.27,61.27,8.29,1.25,1.27
87,839.42,45147.57,45528.85,85711.25,101.25,10.81,1.27,1.25
88,?,?,?,?,?,?,1.25,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,20101.26,41.26,2.55,?,1.26
93,828.79,44604.61,44940.36,30901.24,61.24,3.84,1.26,1.24
94,824.35,44623.89,44980.62,525661.29,191.29,63.52,1.24,1.29
95,819.73,44597.66,44960.02,15211.31,31.31,1.96,1.29,1.31
96,?,?,?,?,?,?,1.31,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,20841.28,61.28,2.71,?,1.28
99,815.74,44725.03,45096.35,91951.31,101.31,12.09,1.28,1.31
100,820.16,45091.63,45495.34,278511.32,211.32,36.78,1.31,1.32
101,824.04,45688.48,46131.66,248661.32,261.32,33.13,1.32,1.32
102,819.29,45525.92,45960.10,52001.32,51.32,6.65,1.32,1.32
103,?,?,?,?,?,?,1.32,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,135811.24,101.24,16.97,?,1.24
106,?,?,?,?,?,?,1.24,?
