%310
@RELATION PLIMPXM00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,574293.50,593.50,201.74,?,3.50
3,10554.18,48222.72,48505.50,2832.46,676493.55,1163.55,236.16,3.50,3.55
4,10519.33,47888.16,48143.94,2814.73,568453.47,1063.47,197.27,3.55,3.47
5,?,?,?,?,?,?,?,3.47,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,203183.43,493.43,70.01,?,3.43
8,10500.71,47379.63,47624.67,2790.64,753243.38,1033.38,254.81,3.43,3.38
9,10503.06,47407.28,47668.58,2784.62,759313.42,603.42,259.22,3.38,3.42
10,10496.80,47546.91,47798.66,2800.96,166763.41,383.41,57.09,3.42,3.41
11,10595.04,47440.80,47690.97,2815.88,245693.43,363.43,83.94,3.41,3.43
12,?,?,?,?,?,?,?,3.43,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,612663.36,1103.36,207.32,?,3.36
15,10638.06,47086.54,47346.41,2817.16,247513.32,613.32,82.96,3.36,3.32
16,10673.05,47521.39,47794.60,2825.40,354563.36,503.36,118.16,3.32,3.36
17,10767.29,47661.37,47936.81,2848.09,766483.36,543.36,259.92,3.36,3.36
18,10903.93,47813.69,48104.67,2864.72,2158363.50,1503.50,737.78,3.36,3.50
19,?,?,?,?,?,?,?,3.50,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1968163.62,2033.62,706.49,?,3.62
22,11073.63,47872.80,48127.89,2892.80,3529593.65,1433.65,1275.35,3.62,3.65
23,11071.80,47733.24,47999.21,2890.57,2124423.65,1763.65,772.21,3.65,3.65
24,11108.21,47942.04,48203.43,2898.85,829073.66,1743.66,302.52,3.65,3.66
25,11174.05,47613.95,47851.99,2897.93,1270283.73,1543.73,473.88,3.66,3.73
26,?,?,?,?,?,?,?,3.73,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,547833.72,813.72,202.45,?,3.72
29,11165.66,47328.40,47565.10,2878.58,926593.67,493.67,340.24,3.72,3.67
30,11183.61,46917.19,47113.08,2876.68,1246003.58,933.58,452.81,3.67,3.58
31,11245.80,46840.15,47011.43,2880.57,2349583.61,533.61,849.01,3.58,3.61
32,11241.00,46945.58,47121.08,2883.81,420763.52,703.52,149.32,3.61,3.52
33,?,?,?,?,?,?,?,3.52,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,1166793.60,1583.60,419.02,?,3.60
36,11060.84,46674.78,46862.43,2843.49,848833.51,913.51,300.52,3.60,3.51
37,10953.57,46149.14,46341.54,2811.05,836103.40,1263.40,287.51,3.51,3.40
38,10950.03,46329.66,46512.72,2815.91,2799763.31,2943.31,927.80,3.40,3.31
39,10986.53,46741.54,46931.40,2825.70,3767523.27,1963.27,1234.26,3.31,3.27
40,?,?,?,?,?,?,?,3.27,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,652263.31,863.31,216.39,?,3.31
43,10981.98,46399.26,46564.61,2821.25,2215153.21,1633.21,713.37,3.31,3.21
44,11022.58,46406.74,46569.81,2825.02,5191033.13,2943.13,1628.27,3.21,3.13
45,11017.48,46211.54,46360.51,2825.15,3745293.19,1793.19,1189.24,3.13,3.19
46,11071.18,46370.13,46523.63,2838.22,536793.25,793.25,173.73,3.19,3.25
47,?,?,?,?,?,?,?,3.25,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,527853.27,633.27,172.56,?,3.27
50,11119.72,46490.89,46652.19,2843.90,1890743.22,1553.22,608.73,3.27,3.22
51,11014.53,46051.76,46198.42,2831.71,3951503.27,1123.27,1291.75,3.22,3.27
52,10948.88,45879.90,46050.52,2801.83,418253.23,463.23,133.77,3.27,3.23
53,10985.79,45948.12,46124.82,2817.57,514773.20,523.20,164.61,3.23,3.20
54,?,?,?,?,?,?,?,3.20,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,492343.22,463.22,158.04,?,3.22
57,10972.28,45868.35,46065.85,2831.16,422183.18,643.18,135.09,3.22,3.18
58,11039.20,46241.92,46459.99,2855.69,578913.20,923.20,184.50,3.18,3.20
