%310
@RELATION PLCELPD00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
23,808.40,47733.24,1466.26,47999.21,2890.57,05.47,05.47,0.00,5.47,5.47
24,811.80,47942.04,1462.14,48203.43,2898.85,505.47,15.47,0.27,5.47,5.47
25,812.99,47613.95,1453.75,47851.99,2897.93,25565.47,65.47,14.03,5.47,5.47
26,?,?,?,?,?,?,?,?,5.47,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,1428.40,47553.14,2886.17,504.95,14.95,0.25,?,4.95
29,815.93,47328.40,1414.71,47565.10,2878.58,98815.94,65.94,54.31,4.95,5.94
30,815.59,46917.19,1409.63,47113.08,2876.68,3305.90,35.90,1.95,5.94,5.90
31,817.14,46840.15,1412.77,47011.43,2880.57,05.90,05.90,0.00,5.90,5.90
32,818.68,46945.58,1424.75,47121.08,2883.81,8095.92,45.92,4.78,5.90,5.92
33,?,?,?,?,?,?,?,?,5.92,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,1376.74,46735.25,2856.17,62376.00,116.00,37.13,?,6.00
36,816.68,46674.78,1376.05,46862.43,2843.49,137215.55,195.55,77.73,6.00,5.55
37,813.75,46149.14,1368.56,46341.54,2811.05,19425.55,55.55,10.77,5.55,5.55
38,811.13,46329.66,1379.50,46512.72,2815.91,05.55,05.55,0.00,5.55,5.55
39,813.77,46741.54,1389.85,46931.40,2825.70,19824.99,124.99,9.71,5.55,4.99
40,?,?,?,?,?,?,?,?,4.99,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1393.28,46988.04,2826.84,2515.10,35.10,1.28,?,5.10
43,817.32,46399.26,1383.89,46564.61,2821.25,05.10,05.10,0.00,5.10,5.10
44,817.35,46406.74,1354.82,46569.81,2825.02,05.10,05.10,0.00,5.10,5.10
45,818.81,46211.54,1313.43,46360.51,2825.15,05.10,05.10,0.00,5.10,5.10
46,826.73,46370.13,1349.87,46523.63,2838.22,55.13,15.13,0.03,5.10,5.13
47,?,?,?,?,?,?,?,?,5.13,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1365.73,46665.39,2848.48,05.13,05.13,0.00,?,5.13
50,832.30,46490.89,1352.40,46652.19,2843.90,05.13,05.13,0.00,5.13,5.13
51,830.62,46051.76,1342.16,46198.42,2831.71,10005.10,45.10,5.10,5.13,5.10
52,823.32,45879.90,1322.82,46050.52,2801.83,05.10,05.10,0.00,5.10,5.10
53,826.66,45948.12,1345.82,46124.82,2817.57,05.10,05.10,0.00,5.10,5.10
54,?,?,?,?,?,?,?,?,5.10,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1357.55,46487.05,2840.57,05.10,05.10,0.00,?,5.10
57,828.81,45868.35,1359.10,46065.85,2831.16,6284.98,34.98,2.92,5.10,4.98
58,836.69,46241.92,1359.06,46459.99,2855.69,04.98,04.98,0.00,4.98,4.98
59,844.08,46280.36,1354.30,46510.83,2865.27,22354.97,44.97,11.11,4.98,4.97
60,842.02,46341.14,1347.19,46622.90,2859.05,11394.98,44.98,5.68,4.97,4.98
61,?,?,?,?,?,?,?,?,4.98,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1363.77,46454.13,2860.68,04.98,04.98,0.00,?,4.98
64,845.88,46676.09,1397.73,47001.38,2868.06,6214.80,44.80,2.80,4.98,4.80
65,849.88,46762.65,1387.52,47090.49,2872.90,16044.65,154.65,7.09,4.80,4.65
66,855.99,46745.26,1372.44,47060.66,2873.49,3924.62,44.62,1.66,4.65,4.62
67,861.67,47074.39,1370.33,47436.21,2906.74,04.62,04.62,0.00,4.62,4.62
68,?,?,?,?,?,?,?,?,4.62,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1396.97,47269.75,2914.24,2354.64,24.64,1.06,?,4.64
71,866.79,47010.40,1423.31,47340.43,2911.38,104.95,14.95,0.05,4.64,4.95
72,872.90,46888.37,1423.72,47235.72,2901.67,04.95,04.95,0.00,4.95,4.95
73,871.52,47223.68,1436.51,47606.16,2912.13,04.95,04.95,0.00,4.95,4.95
74,873.21,47125.93,1431.31,47522.10,2909.77,04.95,04.95,0.00,4.95,4.95
75,?,?,?,?,?,?,?,?,4.95,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1419.01,47094.18,2900.59,04.95,04.95,0.00,?,4.95
78,864.73,46029.35,1400.23,46473.62,2868.24,04.95,04.95,0.00,4.95,4.95
79,862.97,46068.24,1396.66,46511.62,2874.75,04.95,04.95,0.00,4.95,4.95
80,850.86,45580.47,1372.60,46017.88,2833.61,04.95,04.95,0.00,4.95,4.95
81,845.32,45066.18,1354.95,45473.08,2800.67,04.95,04.95,0.00,4.95,4.95
82,?,?,?,?,?,?,?,?,4.95,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1336.25,44946.32,2780.21,04.95,04.95,0.00,?,4.95
85,830.80,44724.88,1334.81,45119.16,2774.13,04.95,04.95,0.00,4.95,4.95
86,835.51,45247.90,1332.17,45644.09,2785.46,274.65,14.65,0.13,4.95,4.65
87,839.42,45147.57,1335.61,45528.85,2797.31,45754.95,124.95,22.77,4.65,4.95
88,?,?,?,?,?,?,?,?,4.95,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1342.68,45679.51,2814.33,35494.46,74.46,16.47,?,4.46
93,828.79,44604.61,1315.67,44940.36,2769.02,4514.87,24.87,2.05,4.46,4.87
94,824.35,44623.89,1312.91,44980.62,2766.19,20004.95,14.95,9.90,4.87,4.95
95,819.73,44597.66,1319.91,44960.02,2760.91,504.90,24.90,0.22,4.95,4.90
96,?,?,?,?,?,?,?,?,4.90,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1329.86,44963.96,2764.28,1614.77,24.77,0.71,?,4.77
99,815.74,44725.03,1322.63,45096.35,2767.26,161583.24,313.24,56.24,4.77,3.24
100,820.16,45091.63,1341.74,45495.34,2780.21,70843.29,363.29,22.55,3.24,3.29
101,824.04,45688.48,1350.66,46131.66,2794.43,7763.20,53.20,2.48,3.29,3.20
102,819.29,45525.92,1356.50,45960.10,2783.53,7253.30,43.30,2.36,3.20,3.30
103,?,?,?,?,?,?,?,?,3.30,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1314.18,45167.65,2754.91,03.30,03.30,0.00,?,3.30
106,?,?,?,?,?,?,?,?,3.30,?
107,796.68,43916.24,1291.19,44404.81,2705.88,6613.00,93.00,2.10,?,3.00
108,787.39,43364.70,1280.02,43850.06,2695.55,342.45,52.45,0.09,3.00,2.45
109,783.37,43447.75,1280.06,43993.98,2685.57,26402.51,12.51,6.63,2.45,2.51
110,?,?,?,?,?,?,?,?,2.51,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1292.08,43892.82,2660.28,15012.25,72.25,3.55,?,2.25
113,769.16,43159.57,1277.53,43707.88,2624.40,12972.25,92.25,3.28,2.25,2.25
114,769.82,43356.73,1283.16,43908.95,2636.70,4002.47,32.47,0.99,2.25,2.47
115,774.88,43482.18,1295.48,44027.03,2658.57,50022.80,52.80,15.26,2.47,2.80
116,777.86,43665.21,1299.40,44226.06,2669.93,50162.82,72.82,15.55,2.80,2.82
117,?,?,?,?,?,?,?,?,2.82,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1311.59,44420.22,2685.14,02.82,02.82,0.00,?,2.82
120,784.81,44162.18,1303.66,44653.34,2704.84,02.82,02.82,0.00,2.82,2.82
121,?,?,?,?,?,?,?,?,2.82,?
122,787.45,43991.51,1274.69,44466.89,2695.22,309963.05,103.05,93.25,?,3.05
123,?,?,?,?,?,?,?,?,3.05,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1283.84,45060.80,2714.72,03.05,03.05,0.00,?,3.05
127,793.09,44742.22,1301.78,45244.29,2733.96,03.05,03.05,0.00,3.05,3.05
128,798.10,45117.94,1318.36,45647.76,2752.14,85363.29,133.29,26.53,3.05,3.29
129,800.71,44943.16,1323.45,45475.08,2760.20,03.29,03.29,0.00,3.29,3.29
130,800.42,44895.35,1326.21,45408.06,2769.85,3923.11,43.11,1.22,3.29,3.11
131,?,?,?,?,?,?,?,?,3.11,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1330.79,45746.01,2790.62,03.11,03.11,0.00,?,3.11
134,804.49,45771.11,1313.36,46336.62,2822.41,53.29,13.29,0.02,3.11,3.29
135,802.28,46102.42,1324.54,46676.61,2848.38,1202.80,12.80,0.34,3.29,2.80
136,806.45,45992.03,1332.96,46581.16,2871.70,82983.45,213.45,27.72,2.80,3.45
137,810.69,46078.68,1345.72,46646.58,2885.19,7403.45,33.45,2.55,3.45,3.45
138,?,?,?,?,?,?,?,?,3.45,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1341.55,46615.31,2921.95,1023.30,33.30,0.33,?,3.30
141,819.76,45851.80,1351.99,46439.10,2893.12,5033.35,33.35,1.66,3.30,3.35
142,818.82,45933.66,1344.81,46529.96,2912.70,03.35,03.35,0.00,3.35,3.35
143,814.69,45687.76,1350.88,46311.26,2894.53,03.35,03.35,0.00,3.35,3.35
144,820.11,46145.44,1393.25,46783.61,2929.62,03.35,03.35,0.00,3.35,3.35
145,?,?,?,?,?,?,?,?,3.35,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1431.34,47957.54,2976.83,593.04,23.04,0.18,?,3.04
148,838.40,47579.87,1444.94,48258.02,2997.81,7002.98,32.98,2.12,3.04,2.98
149,842.72,47476.64,1464.18,48138.07,3000.58,2502.98,12.98,0.75,2.98,2.98
150,?,?,?,?,?,?,?,?,2.98,?
151,841.72,47806.34,1471.74,48503.87,2994.25,02.98,02.98,0.00,?,2.98
152,?,?,?,?,?,?,?,?,2.98,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1461.53,47868.36,2970.24,02.98,02.98,0.00,?,2.98
155,854.67,47620.68,1476.35,48323.88,2998.79,02.98,02.98,0.00,2.98,2.98
156,859.35,47805.94,1489.88,48513.29,3026.87,02.98,02.98,0.00,2.98,2.98
157,864.95,47573.66,1469.75,48259.19,3020.15,02.98,02.98,0.00,2.98,2.98
158,866.67,48209.65,1514.93,48918.37,3044.38,3403.00,13.00,1.02,2.98,3.00
159,?,?,?,?,?,?,?,?,3.00,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1524.65,49207.65,3065.91,03.00,03.00,0.00,?,3.00
162,870.60,48324.52,1551.97,49050.96,3074.89,633.01,13.01,0.19,3.00,3.01
163,878.91,48383.93,1598.45,49098.70,3098.83,3322.85,22.85,0.95,3.01,2.85
164,877.48,48152.82,1595.96,48890.47,3089.32,02.85,02.85,0.00,2.85,2.85
165,880.65,48273.42,1585.79,49057.66,3092.65,02.85,02.85,0.00,2.85,2.85
166,?,?,?,?,?,?,?,?,2.85,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1583.00,48917.56,3100.24,02.85,02.85,0.00,?,2.85
169,886.71,48119.72,1588.25,48891.04,3120.39,1003.00,13.00,0.30,2.85,3.00
170,885.25,47743.10,1571.15,48509.84,3122.21,5633.00,33.00,1.69,3.00,3.00
171,864.38,45870.00,1544.23,46587.68,3038.18,253.00,13.00,0.08,3.00,3.00
172,855.18,44732.92,1507.70,45456.77,3001.68,03.00,03.00,0.00,3.00,3.00
173,?,?,?,?,?,?,?,?,3.00,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1501.45,45531.46,2990.89,03.00,03.00,0.00,?,3.00
176,863.23,44966.09,1503.06,45672.10,2999.31,03.00,03.00,0.00,3.00,3.00
177,858.05,44893.99,1492.93,45601.51,2972.55,03.00,03.00,0.00,3.00,3.00
178,847.97,43667.37,1472.46,44326.49,2915.58,03.00,03.00,0.00,3.00,3.00
179,848.08,44747.79,1476.14,45442.51,2948.80,1003.01,13.01,0.30,3.00,3.01
180,?,?,?,?,?,?,?,?,3.01,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1492.65,45461.06,2963.91,2002.90,12.90,0.58,?,2.90
183,853.37,45533.94,1495.04,46254.71,2981.48,02.90,02.90,0.00,2.90,2.90
184,850.45,45184.98,1487.37,45899.36,2971.57,02.90,02.90,0.00,2.90,2.90
185,855.94,45613.75,1499.27,46344.42,2988.19,9002.90,32.90,2.57,2.90,2.90
186,851.88,45110.89,1482.20,45805.34,2977.06,02.90,02.90,0.00,2.90,2.90
187,?,?,?,?,?,?,?,?,2.90,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1474.90,45172.40,2948.16,02.90,02.90,0.00,?,2.90
190,842.60,44342.23,1456.02,44969.23,2924.69,02.90,02.90,0.00,2.90,2.90
191,844.03,45068.55,1468.88,45727.71,2962.09,02.90,02.90,0.00,2.90,2.90
192,845.84,45712.72,1484.29,46390.36,2992.86,02.90,02.90,0.00,2.90,2.90
193,849.99,46150.78,1481.99,46839.89,3017.66,02.90,02.90,0.00,2.90,2.90
194,?,?,?,?,?,?,?,?,2.90,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1489.11,46922.43,3022.70,02.90,02.90,0.00,?,2.90
197,847.84,46155.10,1489.88,46860.35,3017.11,02.90,02.90,0.00,2.90,2.90
198,845.85,46287.08,1499.74,47003.76,3021.27,02.90,02.90,0.00,2.90,2.90
199,845.70,46221.23,1491.54,46919.83,3023.16,6002.80,42.80,1.62,2.90,2.80
200,848.06,46399.74,1495.90,47120.88,3019.85,1002.60,12.60,0.26,2.80,2.60
201,?,?,?,?,?,?,?,?,2.60,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1484.19,47075.43,3021.70,502.65,12.65,0.13,?,2.65
204,852.44,46714.43,1494.62,47454.90,3029.97,4002.60,12.60,1.04,2.65,2.60
205,858.02,46835.98,1489.09,47575.74,3050.63,02.60,02.60,0.00,2.60,2.60
206,858.31,46713.02,1474.03,47446.69,3036.16,02.60,02.60,0.00,2.60,2.60
207,858.83,46258.91,1469.58,46981.22,3015.00,02.60,02.60,0.00,2.60,2.60
208,?,?,?,?,?,?,?,?,2.60,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1481.47,47214.30,3032.94,02.60,02.60,0.00,?,2.60
211,870.15,46663.41,1464.82,47398.08,3038.42,912.60,12.60,0.24,2.60,2.60
212,878.25,46925.65,1472.71,47676.43,3046.08,02.60,02.60,0.00,2.60,2.60
213,881.30,47370.81,1481.84,48147.76,3060.17,02.60,02.60,0.00,2.60,2.60
214,884.10,48325.33,1499.33,49133.14,3110.79,02.60,02.60,0.00,2.60,2.60
215,?,?,?,?,?,?,?,?,2.60,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1492.08,49272.86,3127.41,02.60,02.60,0.00,?,2.60
218,891.86,47942.81,1487.96,48742.34,3127.38,02.60,02.60,0.00,2.60,2.60
219,898.91,48306.55,1495.92,49124.78,3168.23,02.60,02.60,0.00,2.60,2.60
220,903.85,48862.88,1508.03,49700.18,3190.86,4372.85,52.85,1.22,2.60,2.85
221,909.96,49125.36,1513.10,49994.77,3206.86,02.85,02.85,0.00,2.85,2.85
222,?,?,?,?,?,?,?,?,2.85,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1510.53,50476.37,3225.79,02.85,02.85,0.00,?,2.85
225,922.16,49747.66,1507.50,50646.05,3233.22,4902.90,32.90,1.42,2.85,2.90
226,928.58,50223.95,1512.82,51152.95,3271.49,02.90,02.90,0.00,2.90,2.90
227,?,?,?,?,?,?,?,?,2.90,?
228,928.83,49976.48,1502.62,50906.11,3253.28,02.90,02.90,0.00,?,2.90
229,?,?,?,?,?,?,?,?,2.90,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1499.73,50713.14,3237.31,02.90,02.90,0.00,?,2.90
232,914.58,49162.16,1472.26,50077.30,3210.57,02.90,02.90,0.00,2.90,2.90
233,920.30,49128.05,1477.77,50032.45,3221.87,02.90,02.90,0.00,2.90,2.90
234,931.73,49846.48,1471.70,50780.47,3260.69,02.90,02.90,0.00,2.90,2.90
235,930.27,49895.10,1463.61,50836.47,3260.35,02.90,02.90,0.00,2.90,2.90
236,?,?,?,?,?,?,?,?,2.90,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1468.33,50756.86,3255.45,02.90,02.90,0.00,?,2.90
239,921.40,48833.58,1447.65,49731.02,3197.48,5003.04,13.04,1.52,2.90,3.04
240,919.00,48537.65,1440.74,49421.50,3183.87,03.04,03.04,0.00,3.04,3.04
241,924.88,48676.45,1465.81,49569.11,3204.20,1503.04,13.04,0.46,3.04,3.04
242,925.91,48871.98,1440.79,49771.98,3196.27,03.04,03.04,0.00,3.04,3.04
243,?,?,?,?,?,?,?,?,3.04,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1458.21,50099.55,3230.20,03.04,03.04,0.00,?,3.04
246,926.93,48968.87,1451.26,49861.54,3226.75,03.04,03.04,0.00,3.04,3.04
247,918.91,47919.09,1426.01,48781.63,3174.71,03.04,03.04,0.00,3.04,3.04
248,890.19,45830.66,1364.15,46598.42,3061.25,23.00,13.00,0.01,3.04,3.00
249,902.70,46717.04,1375.61,47514.09,3142.61,03.00,03.00,0.00,3.00,3.00
250,?,?,?,?,?,?,?,?,3.00,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1385.20,48651.54,3199.68,03.00,03.00,0.00,?,3.00
253,931.39,48961.51,1408.19,49839.90,3256.85,03.00,03.00,0.00,3.00,3.00
254,934.25,49437.02,1422.23,50312.63,3285.29,10002.70,42.70,2.70,3.00,2.70
255,943.52,49771.55,1436.34,50644.38,3303.55,7002.71,22.71,1.90,2.70,2.71
256,948.06,49348.61,1425.63,50196.31,3285.49,692.72,12.72,0.19,2.71,2.72
257,?,?,?,?,?,?,?,?,2.72,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1415.04,49741.35,3260.05,02.72,02.72,0.00,?,2.72
260,960.97,49434.46,1419.82,50258.11,3286.61,02.72,02.72,0.00,2.72,2.72
261,957.28,49413.33,1427.60,50227.43,3277.41,02.72,02.72,0.00,2.72,2.72
262,963.32,50300.53,1430.45,51171.25,3316.59,38062.93,142.93,9.70,2.72,2.93
263,962.49,50308.19,1424.93,51202.75,3316.08,12.90,12.90,0.00,2.93,2.90
264,?,?,?,?,?,?,?,?,2.90,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1413.29,50869.00,3291.57,22.90,12.90,0.01,?,2.90
267,957.44,49979.47,1407.11,50887.67,3275.67,45982.60,92.60,12.02,2.90,2.60
268,961.02,50301.69,1417.72,51221.45,3299.72,175852.35,392.35,42.59,2.60,2.35
269,969.92,50936.34,1433.07,51846.54,3336.44,42.25,12.25,0.01,2.35,2.25
270,977.10,50819.81,1443.45,51704.53,3352.18,02.25,02.25,0.00,2.25,2.25
271,?,?,?,?,?,?,?,?,2.25,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1435.33,51191.50,3349.29,02.25,02.25,0.00,?,2.25
274,984.17,50782.48,1430.56,51691.24,3351.68,402.25,12.25,0.09,2.25,2.25
275,987.01,50803.40,1447.48,51709.58,3364.40,602.50,32.50,0.14,2.25,2.50
276,988.62,50982.03,1455.40,51911.61,3383.62,32002.74,42.74,8.77,2.50,2.74
277,992.25,50601.24,1444.69,51511.63,3381.52,28002.90,32.90,8.13,2.74,2.90
278,?,?,?,?,?,?,?,?,2.90,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1445.73,51239.47,3383.60,02.90,02.90,0.00,?,2.90
281,993.38,50137.88,1430.85,51021.26,3368.14,02.90,02.90,0.00,2.90,2.90
282,996.97,50335.02,1441.04,51215.99,3379.96,02.90,02.90,0.00,2.90,2.90
283,1011.15,51806.83,1467.04,52744.48,3454.41,02.90,02.90,0.00,2.90,2.90
284,1024.81,52230.47,1480.78,53193.87,3477.04,33402.55,52.55,8.55,2.90,2.55
285,?,?,?,?,?,?,?,?,2.55,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1494.80,53498.97,3508.85,502.55,12.55,0.13,?,2.55
288,1039.64,52590.73,1502.66,53588.87,3544.07,62.60,12.60,0.02,2.55,2.60
289,1036.86,52861.41,1515.16,53918.41,3548.14,16882.43,22.43,4.11,2.60,2.43
290,1049.92,52573.59,1562.31,53571.90,3572.96,33452.32,52.32,7.73,2.43,2.32
291,1051.86,52587.24,1560.66,53572.92,3535.97,22492.34,32.34,5.28,2.32,2.34
292,?,?,?,?,?,?,?,?,2.34,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1567.16,54903.39,3606.06,68232.26,142.26,15.74,?,2.26
295,1078.51,53781.81,1553.89,54818.06,3615.60,33152.11,102.11,7.14,2.26,2.11
296,1074.66,53389.74,1546.62,54433.41,3596.10,4702.11,32.11,1.00,2.11,2.11
297,1083.34,53994.46,1547.05,55063.75,3637.76,23002.18,62.18,5.05,2.11,2.18
298,1095.80,53887.13,1563.80,55023.42,3651.19,52052.20,112.20,11.35,2.18,2.20
299,?,?,?,?,?,?,?,?,2.20,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1561.20,55362.19,3660.45,50002.15,22.15,10.75,?,2.15
302,1114.63,54536.95,1571.77,55688.45,3688.57,11202.14,72.14,2.40,2.15,2.14
303,1107.62,54095.32,1565.67,55240.01,3660.80,20732.20,32.20,4.56,2.14,2.20
304,1109.36,53607.86,1550.39,54734.18,3628.73,992.20,12.20,0.22,2.20,2.20
305,?,?,?,?,?,?,?,?,2.20,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1576.65,55121.60,3668.56,1823,5,4.11,?,2.30
309,1101.37,53504.47,1569.20,54600.05,3645.18,1244,5,2.92,2.30,2.35
310,1106.35,53924.01,1574.21,55035.36,3650.27,1000,1,2.45,2.35,2.45
340,991.5027484429278,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
