%310
@RELATION PLTELL000023
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,55110.17,610.17,5.49,?,10.17
3,783.15,48222.72,48505.50,2832.46,243310.19,1110.19,24.78,10.17,10.19
4,781.69,47888.16,48143.94,2814.73,22710.00,510.00,2.22,10.19,10.00
5,?,?,?,?,?,?,?,10.00,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,22869.94,129.94,22.14,?,9.94
8,780.70,47379.63,47624.67,2790.64,19.80,19.80,0.01,9.94,9.80
9,784.82,47407.28,47668.58,2784.62,19.80,19.80,0.01,9.80,9.80
10,788.85,47546.91,47798.66,2800.96,1609.70,49.70,1.55,9.80,9.70
11,795.36,47440.80,47690.97,2815.88,69.70,29.70,0.06,9.70,9.70
12,?,?,?,?,?,?,?,9.70,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,1109.64,19.64,1.06,?,9.64
15,794.59,47086.54,47346.41,2817.16,13889.23,119.23,12.87,9.64,9.23
16,796.34,47521.39,47794.60,2825.40,1419.29,39.29,1.30,9.23,9.29
17,803.56,47661.37,47936.81,2848.09,5489.50,119.50,5.05,9.29,9.50
18,807.72,47813.69,48104.67,2864.72,19099.51,129.51,17.99,9.50,9.51
19,?,?,?,?,?,?,?,9.51,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,61319.20,209.20,56.66,?,9.20
22,808.23,47872.80,48127.89,2892.80,11689.19,99.19,10.88,9.20,9.19
23,808.40,47733.24,47999.21,2890.57,18849.00,139.00,16.76,9.19,9.00
24,811.80,47942.04,48203.43,2898.85,57189.20,269.20,52.32,9.00,9.20
25,812.99,47613.95,47851.99,2897.93,98149.20,239.20,90.29,9.20,9.20
26,?,?,?,?,?,?,?,9.20,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,5719.19,109.19,5.25,?,9.19
29,815.93,47328.40,47565.10,2878.58,24159.10,79.10,21.98,9.19,9.10
30,815.59,46917.19,47113.08,2876.68,2399.19,39.19,2.20,9.10,9.19
31,817.14,46840.15,47011.43,2880.57,519.14,29.14,0.47,9.19,9.14
32,818.68,46945.58,47121.08,2883.81,25019.15,39.15,22.88,9.14,9.15
33,?,?,?,?,?,?,?,9.15,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,85859.30,179.30,79.83,?,9.30
36,816.68,46674.78,46862.43,2843.49,302439.30,109.30,281.43,9.30,9.30
37,813.75,46149.14,46341.54,2811.05,9209.30,59.30,8.48,9.30,9.30
38,811.13,46329.66,46512.72,2815.91,6309.20,39.20,5.80,9.30,9.20
39,813.77,46741.54,46931.40,2825.70,679.15,49.15,0.62,9.20,9.15
40,?,?,?,?,?,?,?,9.15,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,14999.12,109.12,13.96,?,9.12
43,817.32,46399.26,46564.61,2821.25,11008.90,78.90,9.84,9.12,8.90
44,817.35,46406.74,46569.81,2825.02,4158.90,68.90,3.69,8.90,8.90
45,818.81,46211.54,46360.51,2825.15,17978.90,88.90,15.82,8.90,8.90
46,826.73,46370.13,46523.63,2838.22,5859.00,69.00,5.14,8.90,9.00
47,?,?,?,?,?,?,?,9.00,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,8769.00,39.00,7.93,?,9.00
50,832.30,46490.89,46652.19,2843.90,5059.00,49.00,4.55,9.00,9.00
51,830.62,46051.76,46198.42,2831.71,1039.00,19.00,0.93,9.00,9.00
52,823.32,45879.90,46050.52,2801.83,1509.00,29.00,1.35,9.00,9.00
53,826.66,45948.12,46124.82,2817.57,9719.00,59.00,8.74,9.00,9.00
54,?,?,?,?,?,?,?,9.00,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,21689.00,119.00,19.19,?,9.00
57,828.81,45868.35,46065.85,2831.16,173529.35,999.35,165.47,9.00,9.35
58,836.69,46241.92,46459.99,2855.69,72319.30,379.30,67.83,9.35,9.30
59,844.08,46280.36,46510.83,2865.27,5739.30,49.30,5.31,9.30,9.30
60,842.02,46341.14,46622.90,2859.05,29949.30,179.30,27.31,9.30,9.30
61,?,?,?,?,?,?,?,9.30,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,12439.29,109.29,11.43,?,9.29
64,845.88,46676.09,47001.38,2868.06,61429.14,169.14,55.38,9.29,9.14
65,849.88,46762.65,47090.49,2872.90,33699.17,199.17,30.83,9.14,9.17
66,855.99,46745.26,47060.66,2873.49,69919.40,309.40,64.73,9.17,9.40
67,861.67,47074.39,47436.21,2906.74,17579.45,119.45,16.53,9.40,9.45
68,?,?,?,?,?,?,?,9.45,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,11519.45,159.45,10.70,?,9.45
71,866.79,47010.40,47340.43,2911.38,21429.50,99.50,20.23,9.45,9.50
72,872.90,46888.37,47235.72,2901.67,4909.54,39.54,4.66,9.50,9.54
