%310
@RELATION PLRAFAK00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,204458.40,558.40,171.39,?,8.40
3,10554.18,48222.72,48505.50,2832.46,216068.55,368.55,182.64,8.40,8.55
4,10519.33,47888.16,48143.94,2814.73,263558.42,728.42,223.56,8.55,8.42
5,?,?,?,?,?,?,?,8.42,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,141198.50,338.50,119.32,?,8.50
8,10500.71,47379.63,47624.67,2790.64,63078.50,308.50,53.24,8.50,8.50
9,10503.06,47407.28,47668.58,2784.62,166178.53,648.53,141.82,8.50,8.53
10,10496.80,47546.91,47798.66,2800.96,59418.50,248.50,50.62,8.53,8.50
11,10595.04,47440.80,47690.97,2815.88,885189.00,1869.00,779.35,8.50,9.00
12,?,?,?,?,?,?,?,9.00,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,645999.13,1339.13,588.05,?,9.13
15,10638.06,47086.54,47346.41,2817.16,1101939.16,1209.16,1005.75,9.13,9.16
16,10673.05,47521.39,47794.60,2825.40,392409.24,859.24,359.82,9.16,9.24
17,10767.29,47661.37,47936.81,2848.09,419419.50,1319.50,397.21,9.24,9.50
18,10903.93,47813.69,48104.67,2864.72,609499.70,1379.70,583.17,9.50,9.70
19,?,?,?,?,?,?,?,9.70,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,292079.70,949.70,284.78,?,9.70
22,11073.63,47872.80,48127.89,2892.80,1146759.12,2079.12,1076.95,9.70,9.12
23,11071.80,47733.24,47999.21,2890.57,772748.99,1988.99,687.16,9.12,8.99
24,11108.21,47942.04,48203.43,2898.85,2059488.99,5618.99,1888.63,8.99,8.99
25,11174.05,47613.95,47851.99,2897.93,353838.89,1198.89,318.32,8.99,8.89
26,?,?,?,?,?,?,?,8.89,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,173978.84,858.84,153.52,?,8.84
29,11165.66,47328.40,47565.10,2878.58,220018.85,878.85,193.75,8.84,8.85
30,11183.61,46917.19,47113.08,2876.68,123828.94,558.94,109.91,8.85,8.94
31,11245.80,46840.15,47011.43,2880.57,154178.92,628.92,136.24,8.94,8.92
32,11241.00,46945.58,47121.08,2883.81,101568.90,418.90,89.92,8.92,8.90
33,?,?,?,?,?,?,?,8.90,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,232528.76,808.76,206.02,?,8.76
36,11060.84,46674.78,46862.43,2843.49,1116028.35,2868.35,936.71,8.76,8.35
37,10953.57,46149.14,46341.54,2811.05,820098.03,2648.03,674.19,8.35,8.03
38,10950.03,46329.66,46512.72,2815.91,811827.94,2447.94,642.08,8.03,7.94
39,10986.53,46741.54,46931.40,2825.70,1223097.93,1617.93,974.97,7.94,7.93
40,?,?,?,?,?,?,?,7.93,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,706138.07,1618.07,570.66,?,8.07
43,10981.98,46399.26,46564.61,2821.25,372397.95,1167.95,298.98,8.07,7.95
44,11022.58,46406.74,46569.81,2825.02,271327.77,987.77,213.42,7.95,7.77
45,11017.48,46211.54,46360.51,2825.15,383497.68,1107.68,294.82,7.77,7.68
46,11071.18,46370.13,46523.63,2838.22,393097.70,1137.70,303.15,7.68,7.70
47,?,?,?,?,?,?,?,7.70,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,749317.80,1827.80,583.60,?,7.80
50,11119.72,46490.89,46652.19,2843.90,2298598.00,5168.00,1876.42,7.80,8.00
51,11014.53,46051.76,46198.42,2831.71,1578347.90,1697.90,1253.03,8.00,7.90
52,10948.88,45879.90,46050.52,2801.83,810847.58,2517.58,618.26,7.90,7.58
53,10985.79,45948.12,46124.82,2817.57,528757.57,1617.57,398.90,7.58,7.57
54,?,?,?,?,?,?,?,7.57,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,352147.66,857.66,269.22,?,7.66
57,10972.28,45868.35,46065.85,2831.16,381887.65,1147.65,289.10,7.66,7.65
58,11039.20,46241.92,46459.99,2855.69,283147.80,1117.80,219.54,7.65,7.80
59,11052.03,46280.36,46510.83,2865.27,270307.90,1187.90,213.77,7.80,7.90
60,11010.83,46341.14,46622.90,2859.05,482388.07,1838.07,390.05,7.90,8.07
61,?,?,?,?,?,?,?,8.07,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,287118.02,1498.02,231.75,?,8.02
64,10997.33,46676.09,47001.38,2868.06,1328728.10,898.10,1075.88,8.02,8.10
65,11042.47,46762.65,47090.49,2872.90,493418.14,1238.14,405.29,8.10,8.14
66,11042.08,46745.26,47060.66,2873.49,312708.09,1058.09,253.71,8.14,8.09
67,11119.06,47074.39,47436.21,2906.74,352438.00,1088.00,280.27,8.09,8.00
68,?,?,?,?,?,?,?,8.00,?
