%310
@RELATION PLMSZKO00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,3718.83,48389.84,2835.52,101144.31,254.31,43.71,?,4.31
3,783.15,48222.72,3696.13,48505.50,2832.46,27624.30,124.30,11.92,4.31,4.30
4,781.69,47888.16,3651.18,48143.94,2814.73,218704.19,424.19,92.38,4.30,4.19
5,?,?,?,?,?,?,?,?,4.19,?
6,?,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,3642.19,47820.24,2793.31,282894.11,584.11,116.26,?,4.11
8,780.70,47379.63,3576.33,47624.67,2790.64,387054.16,374.16,159.51,4.11,4.16
9,784.82,47407.28,3508.84,47668.58,2784.62,242574.15,404.15,100.75,4.16,4.15
10,788.85,47546.91,3558.48,47798.66,2800.96,177584.21,264.21,74.82,4.15,4.21
11,795.36,47440.80,3558.82,47690.97,2815.88,143804.22,274.22,61.09,4.21,4.22
12,?,?,?,?,?,?,?,?,4.22,?
13,?,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,3578.44,47724.95,2820.74,98784.23,164.23,41.72,?,4.23
15,794.59,47086.54,3558.20,47346.41,2817.16,242114.23,264.23,102.09,4.23,4.23
16,796.34,47521.39,3558.19,47794.60,2825.40,50694.30,114.30,21.72,4.23,4.30
17,803.56,47661.37,3543.16,47936.81,2848.09,115384.34,324.34,49.99,4.30,4.34
18,807.72,47813.69,3562.92,48104.67,2864.72,16484.32,74.32,7.11,4.34,4.32
19,?,?,?,?,?,?,?,?,4.32,?
20,?,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,3699.59,48184.37,2890.14,21504.29,64.29,9.29,?,4.29
22,808.23,47872.80,3655.10,48127.89,2892.80,49294.30,154.30,21.15,4.29,4.30
23,808.40,47733.24,3659.94,47999.21,2890.57,74304.28,104.28,31.79,4.30,4.28
24,811.80,47942.04,3700.17,48203.43,2898.85,197204.35,304.35,85.99,4.28,4.35
25,812.99,47613.95,3718.94,47851.99,2897.93,100314.36,164.36,43.70,4.35,4.36
26,?,?,?,?,?,?,?,?,4.36,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,3735.07,47553.14,2886.17,86994.33,224.33,37.91,?,4.33
29,815.93,47328.40,3714.68,47565.10,2878.58,47844.28,164.28,20.43,4.33,4.28
30,815.59,46917.19,3756.63,47113.08,2876.68,13854.28,94.28,5.93,4.28,4.28
31,817.14,46840.15,3809.65,47011.43,2880.57,3124.30,34.30,1.34,4.28,4.30
32,818.68,46945.58,3793.66,47121.08,2883.81,170894.29,114.29,72.57,4.30,4.29
33,?,?,?,?,?,?,?,?,4.29,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,3715.56,46735.25,2856.17,154564.28,274.28,65.87,?,4.28
36,816.68,46674.78,3715.75,46862.43,2843.49,70144.34,124.34,30.18,4.28,4.34
37,813.75,46149.14,3658.81,46341.54,2811.05,183174.36,144.36,79.07,4.34,4.36
38,811.13,46329.66,3691.32,46512.72,2815.91,14884.30,64.30,6.41,4.36,4.30
39,813.77,46741.54,3696.69,46931.40,2825.70,278184.34,114.34,119.59,4.30,4.34
40,?,?,?,?,?,?,?,?,4.34,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,3695.92,46988.04,2826.84,91304.29,194.29,39.05,?,4.29
43,817.32,46399.26,3702.31,46564.61,2821.25,19954.20,94.20,8.38,4.29,4.20
44,817.35,46406.74,3714.64,46569.81,2825.02,58574.16,174.16,24.39,4.20,4.16
45,818.81,46211.54,3733.52,46360.51,2825.15,66134.28,154.28,27.43,4.16,4.28
46,826.73,46370.13,3763.34,46523.63,2838.22,31804.22,154.22,13.42,4.28,4.22
47,?,?,?,?,?,?,?,?,4.22,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,3757.44,46665.39,2848.48,91724.25,194.25,39.09,?,4.25
50,832.30,46490.89,3763.52,46652.19,2843.90,31234.29,144.29,13.41,4.25,4.29
51,830.62,46051.76,3745.72,46198.42,2831.71,103084.35,174.35,44.68,4.29,4.35
52,823.32,45879.90,3760.90,46050.52,2801.83,241684.36,334.36,104.80,4.35,4.36
53,826.66,45948.12,3733.92,46124.82,2817.57,59454.36,154.36,25.92,4.36,4.36
54,?,?,?,?,?,?,?,?,4.36,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,3698.83,46487.05,2840.57,446914.51,664.51,200.14,?,4.51
57,828.81,45868.35,3687.46,46065.85,2831.16,276454.54,274.54,124.55,4.51,4.54
58,836.69,46241.92,3723.24,46459.99,2855.69,34714.49,114.49,15.48,4.54,4.49
59,844.08,46280.36,3694.46,46510.83,2865.27,25634.45,84.45,11.36,4.49,4.45
60,842.02,46341.14,3596.60,46622.90,2859.05,137314.45,134.45,60.49,4.45,4.45
61,?,?,?,?,?,?,?,?,4.45,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,3528.81,46454.13,2860.68,39004.45,54.45,17.35,?,4.45
64,845.88,46676.09,3522.56,47001.38,2868.06,63154.51,114.51,28.41,4.45,4.51
65,849.88,46762.65,3541.17,47090.49,2872.90,567254.73,794.73,265.10,4.51,4.73
66,855.99,46745.26,3558.65,47060.66,2873.49,762485.00,1085.00,375.75,4.73,5.00
67,861.67,47074.39,3529.57,47436.21,2906.74,594895.05,905.05,299.35,5.00,5.05
68,?,?,?,?,?,?,?,?,5.05,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,3595.74,47269.75,2914.24,386274.95,664.95,194.46,?,4.95
71,866.79,47010.40,3613.57,47340.43,2911.38,366494.99,534.99,180.76,4.95,4.99
72,872.90,46888.37,3595.65,47235.72,2901.67,738414.90,284.90,361.89,4.99,4.90
73,871.52,47223.68,3593.14,47606.16,2912.13,151944.99,224.99,75.44,4.90,4.99
74,873.21,47125.93,3575.34,47522.10,2909.77,62675.00,115.00,31.28,4.99,5.00
75,?,?,?,?,?,?,?,?,5.00,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,3531.93,47094.18,2900.59,144935.00,175.00,72.29,?,5.00
78,864.73,46029.35,3446.97,46473.62,2868.24,298525.00,265.00,149.21,5.00,5.00
79,862.97,46068.24,3416.12,46511.62,2874.75,265505.00,335.00,132.51,5.00,5.00
80,850.86,45580.47,3320.24,46017.88,2833.61,164285.00,285.00,81.77,5.00,5.00
81,845.32,45066.18,3327.55,45473.08,2800.67,821885.00,1115.00,400.03,5.00,5.00
82,?,?,?,?,?,?,?,?,5.00,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,3387.98,44946.32,2780.21,183185.00,325.00,91.46,?,5.00
85,830.80,44724.88,3369.87,45119.16,2774.13,330615.00,435.00,164.31,5.00,5.00
86,835.51,45247.90,3430.06,45644.09,2785.46,399785.00,605.00,198.88,5.00,5.00
87,839.42,45147.57,3478.60,45528.85,2797.31,445535.22,615.22,232.02,5.00,5.22
88,?,?,?,?,?,?,?,?,5.22,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,3523.68,45679.51,2814.33,169145.17,325.17,89.32,?,5.17
93,828.79,44604.61,3482.18,44940.36,2769.02,116965.06,295.06,59.65,5.17,5.06
94,824.35,44623.89,3486.55,44980.62,2766.19,94014.94,204.94,47.12,5.06,4.94
95,819.73,44597.66,3479.32,44960.02,2760.91,187894.78,394.78,90.18,4.94,4.78
96,?,?,?,?,?,?,?,?,4.78,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,3450.97,44963.96,2764.28,235704.84,514.84,112.09,?,4.84
99,815.74,44725.03,3474.49,45096.35,2767.26,71044.76,294.76,34.23,4.84,4.76
100,820.16,45091.63,3463.81,45495.34,2780.21,39884.76,144.76,19.08,4.76,4.76
101,824.04,45688.48,3504.28,46131.66,2794.43,38134.79,114.79,18.22,4.76,4.79
102,819.29,45525.92,3481.04,45960.10,2783.53,36214.85,164.85,17.42,4.79,4.85
103,?,?,?,?,?,?,?,?,4.85,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,3368.83,45167.65,2754.91,93004.71,194.71,43.81,?,4.71
106,?,?,?,?,?,?,?,?,4.71,?
107,796.68,43916.24,3195.69,44404.81,2705.88,1170584.40,894.40,520.81,?,4.40
108,787.39,43364.70,3142.65,43850.06,2695.55,502554.18,494.18,216.60,4.40,4.18
109,783.37,43447.75,2992.95,43993.98,2685.57,160084.22,254.22,67.58,4.18,4.22
110,?,?,?,?,?,?,?,?,4.22,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,3007.40,43892.82,2660.28,125914.26,254.26,53.06,?,4.26
113,769.16,43159.57,3011.64,43707.88,2624.40,200784.32,204.32,85.25,4.26,4.32
114,769.82,43356.73,3012.77,43908.95,2636.70,232394.25,364.25,98.43,4.32,4.25
115,774.88,43482.18,2993.56,44027.03,2658.57,77234.20,204.20,32.67,4.25,4.20
116,777.86,43665.21,3051.09,44226.06,2669.93,187134.34,194.34,80.35,4.20,4.34
117,?,?,?,?,?,?,?,?,4.34,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,3107.87,44420.22,2685.14,181044.25,224.25,77.08,?,4.25
120,784.81,44162.18,3270.96,44653.34,2704.84,224504.24,194.24,94.67,4.25,4.24
121,?,?,?,?,?,?,?,?,4.24,?
122,787.45,43991.51,3273.77,44466.89,2695.22,163894.25,94.25,69.41,?,4.25
123,?,?,?,?,?,?,?,?,4.25,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,3221.83,45060.80,2714.72,415724.23,414.23,176.01,?,4.23
127,793.09,44742.22,3278.44,45244.29,2733.96,70224.28,174.28,29.75,4.23,4.28
128,798.10,45117.94,3274.88,45647.76,2752.14,305244.30,184.30,130.54,4.28,4.30
129,800.71,44943.16,3287.31,45475.08,2760.20,226584.42,304.42,100.15,4.30,4.42
130,800.42,44895.35,3305.97,45408.06,2769.85,581754.60,574.60,265.81,4.42,4.60
131,?,?,?,?,?,?,?,?,4.60,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,3331.03,45746.01,2790.62,274234.60,264.60,126.63,?,4.60
134,804.49,45771.11,3344.63,46336.62,2822.41,82464.62,154.62,37.94,4.60,4.62
135,802.28,46102.42,3424.41,46676.61,2848.38,124974.51,244.51,57.34,4.62,4.51
136,806.45,45992.03,3377.14,46581.16,2871.70,301914.49,554.49,131.02,4.51,4.49
137,810.69,46078.68,3435.39,46646.58,2885.19,133264.50,244.50,59.23,4.49,4.50
138,?,?,?,?,?,?,?,?,4.50,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,3466.14,46615.31,2921.95,10714.48,74.48,4.82,?,4.48
141,819.76,45851.80,3392.40,46439.10,2893.12,1068084.53,214.53,480.86,4.48,4.53
142,818.82,45933.66,3344.53,46529.96,2912.70,7004.55,44.55,3.19,4.53,4.55
143,814.69,45687.76,3276.68,46311.26,2894.53,1075324.44,224.44,477.63,4.55,4.44
144,820.11,46145.44,3277.81,46783.61,2929.62,136104.60,164.60,62.07,4.44,4.60
145,?,?,?,?,?,?,?,?,4.60,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,3325.92,47957.54,2976.83,63824.70,214.70,29.53,?,4.70
148,838.40,47579.87,3377.00,48258.02,2997.81,135284.74,314.74,63.94,4.70,4.74
149,842.72,47476.64,3410.78,48138.07,3000.58,84954.81,174.81,40.26,4.74,4.81
150,?,?,?,?,?,?,?,?,4.81,?
151,841.72,47806.34,3339.97,48503.87,2994.25,4034.78,34.78,1.93,?,4.78
152,?,?,?,?,?,?,?,?,4.78,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,3252.24,47868.36,2970.24,234634.50,444.50,107.95,?,4.50
155,854.67,47620.68,3283.47,48323.88,2998.79,497204.35,804.35,220.32,4.50,4.35
156,859.35,47805.94,3301.92,48513.29,3026.87,1251514.44,574.44,547.47,4.35,4.44
