%310
@RELATION PLCHMDW00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,821080.19,140.19,14.94,?,0.19
3,783.15,48222.72,48505.50,131680.18,80.18,2.37,0.19,0.18
4,781.69,47888.16,48143.94,1841940.19,280.19,33.19,0.18,0.19
5,?,?,?,?,?,?,0.19,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,690950.19,110.19,12.79,?,0.19
8,780.70,47379.63,47624.67,248390.19,60.19,4.72,0.19,0.19
9,784.82,47407.28,47668.58,4842140.19,440.19,87.36,0.19,0.19
10,788.85,47546.91,47798.66,2406140.19,170.19,44.36,0.19,0.19
11,795.36,47440.80,47690.97,11558530.19,1260.19,219.65,0.19,0.19
12,?,?,?,?,?,?,0.19,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,5825670.19,480.19,108.04,?,0.19
15,794.59,47086.54,47346.41,1666770.19,100.19,31.67,0.19,0.19
16,796.34,47521.39,47794.60,190260.19,90.19,3.43,0.19,0.19
17,803.56,47661.37,47936.81,1279560.19,160.19,23.88,0.19,0.19
18,807.72,47813.69,48104.67,1024540.19,110.19,19.40,0.19,0.19
19,?,?,?,?,?,?,0.19,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2404210.19,250.19,45.45,?,0.19
22,808.23,47872.80,48127.89,5896240.19,850.19,112.15,0.19,0.19
23,808.40,47733.24,47999.21,27585360.20,2390.20,560.07,0.19,0.20
24,811.80,47942.04,48203.43,7732400.20,520.20,154.40,0.20,0.20
25,812.99,47613.95,47851.99,3062830.20,490.20,61.36,0.20,0.20
26,?,?,?,?,?,?,0.20,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2138860.19,230.19,42.32,?,0.19
29,815.93,47328.40,47565.10,2939690.19,270.19,56.02,0.19,0.19
30,815.59,46917.19,47113.08,2623200.19,390.19,49.84,0.19,0.19
31,817.14,46840.15,47011.43,958810.19,120.19,18.22,0.19,0.19
32,818.68,46945.58,47121.08,2099360.20,230.20,39.99,0.19,0.20
33,?,?,?,?,?,?,0.20,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,1251340.19,210.19,23.78,?,0.19
36,816.68,46674.78,46862.43,621000.18,140.18,11.33,0.19,0.18
37,813.75,46149.14,46341.54,282400.18,90.18,5.11,0.18,0.18
38,811.13,46329.66,46512.72,5235020.18,490.18,94.24,0.18,0.18
39,813.77,46741.54,46931.40,1085770.19,150.19,19.55,0.18,0.19
40,?,?,?,?,?,?,0.19,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,376610.19,70.19,6.99,?,0.19
43,817.32,46399.26,46564.61,764460.18,120.18,13.76,0.19,0.18
44,817.35,46406.74,46569.81,4220560.19,390.19,75.97,0.18,0.19
45,818.81,46211.54,46360.51,960050.19,170.19,17.28,0.19,0.19
46,826.73,46370.13,46523.63,1356320.18,230.18,24.41,0.19,0.18
47,?,?,?,?,?,?,0.18,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,829570.17,210.17,14.79,?,0.17
50,832.30,46490.89,46652.19,822810.18,170.18,14.82,0.17,0.18
51,830.62,46051.76,46198.42,127780.18,20.18,2.30,0.18,0.18
52,823.32,45879.90,46050.52,144410.18,30.18,2.60,0.18,0.18
53,826.66,45948.12,46124.82,844810.18,120.18,15.21,0.18,0.18
54,?,?,?,?,?,?,0.18,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,314900.18,50.18,5.67,?,0.18
57,828.81,45868.35,46065.85,1789110.18,320.18,30.42,0.18,0.18
58,836.69,46241.92,46459.99,814830.18,140.18,13.95,0.18,0.18
59,844.08,46280.36,46510.83,264900.18,50.18,4.60,0.18,0.18
60,842.02,46341.14,46622.90,37110.18,30.18,0.64,0.18,0.18
61,?,?,?,?,?,?,0.18,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,488930.18,110.18,8.57,?,0.18
64,845.88,46676.09,47001.38,1742820.17,280.17,29.98,0.18,0.17
65,849.88,46762.65,47090.49,986070.18,190.18,16.83,0.17,0.18
66,855.99,46745.26,47060.66,1626100.18,200.18,27.72,0.18,0.18
67,861.67,47074.39,47436.21,820000.17,110.17,14.06,0.18,0.17
68,?,?,?,?,?,?,0.17,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,1495610.18,270.18,25.48,?,0.18
71,866.79,47010.40,47340.43,3691190.18,530.18,66.29,0.18,0.18
72,872.90,46888.37,47235.72,1631960.18,310.18,29.48,0.18,0.18
73,871.52,47223.68,47606.16,1688510.18,320.18,30.39,0.18,0.18
74,873.21,47125.93,47522.10,764370.18,110.18,13.53,0.18,0.18
75,?,?,?,?,?,?,0.18,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,360620.18,80.18,6.14,?,0.18
78,864.73,46029.35,46473.62,425510.18,120.18,7.24,0.18,0.18
79,862.97,46068.24,46511.62,13250.18,20.18,0.23,0.18,0.18
80,850.86,45580.47,46017.88,921600.18,180.18,15.67,0.18,0.18
81,845.32,45066.18,45473.08,3371020.17,550.17,55.89,0.18,0.17
82,?,?,?,?,?,?,0.17,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2302020.16,190.16,38.44,?,0.16
85,830.80,44724.88,45119.16,4295740.16,440.16,66.06,0.16,0.16
86,835.51,45247.90,45644.09,602650.17,160.17,9.64,0.16,0.17
87,839.42,45147.57,45528.85,1251370.17,180.17,20.03,0.17,0.17
88,?,?,?,?,?,?,0.17,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2226490.16,260.16,35.60,?,0.16
93,828.79,44604.61,44940.36,1627680.16,260.16,24.73,0.16,0.16
94,824.35,44623.89,44980.62,2156900.15,340.15,32.37,0.16,0.15
95,819.73,44597.66,44960.02,1400970.16,230.16,21.33,0.15,0.16
96,?,?,?,?,?,?,0.16,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,337590.16,60.16,5.24,?,0.16
99,815.74,44725.03,45096.35,621240.15,100.15,9.44,0.16,0.15
100,820.16,45091.63,45495.34,305000.15,80.15,4.68,0.15,0.15
101,824.04,45688.48,46131.66,388550.16,100.16,5.76,0.15,0.16
102,819.29,45525.92,45960.10,343750.15,100.15,4.99,0.16,0.15
103,?,?,?,?,?,?,0.15,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,482930.14,80.14,6.81,?,0.14
106,?,?,?,?,?,?,0.14,?
107,796.68,43916.24,44404.81,279350.15,80.15,4.19,?,0.15
108,787.39,43364.70,43850.06,170000.15,40.15,2.53,0.15,0.15
109,783.37,43447.75,43993.98,11020.15,20.15,0.16,0.15,0.15
110,?,?,?,?,?,?,0.15,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,664010.14,110.14,9.30,?,0.14
113,769.16,43159.57,43707.88,280000.14,90.14,3.92,0.14,0.14
114,769.82,43356.73,43908.95,671790.13,160.13,8.78,0.14,0.13
115,774.88,43482.18,44027.03,650510.13,110.13,8.46,0.13,0.13
116,777.86,43665.21,44226.06,1929520.14,260.14,24.11,0.13,0.14
117,?,?,?,?,?,?,0.14,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,546600.12,120.12,7.03,?,0.12
120,784.81,44162.18,44653.34,4156750.15,610.15,59.95,0.12,0.15
121,?,?,?,?,?,?,0.15,?
122,787.45,43991.51,44466.89,615500.15,120.15,9.21,?,0.15
123,?,?,?,?,?,?,0.15,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,1130540.14,160.14,15.88,?,0.14
127,793.09,44742.22,45244.29,533240.13,110.13,7.29,0.14,0.13
128,798.10,45117.94,45647.76,556020.14,80.14,7.79,0.13,0.14
129,800.71,44943.16,45475.08,124050.14,30.14,1.77,0.14,0.14
130,800.42,44895.35,45408.06,11000.14,20.14,0.14,0.14,0.14
131,?,?,?,?,?,?,0.14,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,33000.14,40.14,0.44,?,0.14
134,804.49,45771.11,46336.62,160530.15,30.15,2.25,0.14,0.15
135,802.28,46102.42,46676.61,33200.15,10.15,0.50,0.15,0.15
136,806.45,45992.03,46581.16,162000.15,80.15,2.27,0.15,0.15
