%310
@RELATION PLABCDT00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
53,45948.12,46124.82,2817.57,121462.42,152.42,29.36,2.41,2.42
54,?,?,?,?,?,?,2.42,?
55,?,?,?,?,?,?,?,?
56,46286.28,46487.05,2840.57,118122.41,152.41,28.35,?,2.41
57,45868.35,46065.85,2831.16,54472.41,62.41,13.12,2.41,2.41
58,46241.92,46459.99,2855.69,143142.42,132.42,34.61,2.41,2.42
59,46280.36,46510.83,2865.27,419392.46,392.46,102.48,2.42,2.46
60,46341.14,46622.90,2859.05,32302.46,122.46,7.94,2.46,2.46
61,?,?,?,?,?,?,2.46,?
62,?,?,?,?,?,?,?,?
63,46137.70,46454.13,2860.68,448052.48,402.48,108.82,?,2.48
64,46676.09,47001.38,2868.06,264852.41,422.41,64.56,2.48,2.41
65,46762.65,47090.49,2872.90,260352.40,312.40,63.12,2.41,2.40
66,46745.26,47060.66,2873.49,225652.41,222.41,54.09,2.40,2.41
67,47074.39,47436.21,2906.74,498162.52,612.52,124.63,2.41,2.52
68,?,?,?,?,?,?,2.52,?
69,?,?,?,?,?,?,?,?
70,46933.03,47269.75,2914.24,610602.55,692.55,156.70,?,2.55
71,47010.40,47340.43,2911.38,241752.52,332.52,60.87,2.55,2.52
72,46888.37,47235.72,2901.67,39702.51,102.51,9.92,2.52,2.51
73,47223.68,47606.16,2912.13,81922.51,202.51,20.57,2.51,2.51
74,47125.93,47522.10,2909.77,286912.51,222.51,71.99,2.51,2.51
75,?,?,?,?,?,?,2.51,?
76,?,?,?,?,?,?,?,?
77,46668.41,47094.18,2900.59,80102.48,142.48,19.77,?,2.48
78,46029.35,46473.62,2868.24,284762.45,292.45,70.65,2.48,2.45
79,46068.24,46511.62,2874.75,52302.43,152.43,12.79,2.45,2.43
80,45580.47,46017.88,2833.61,1242202.24,1552.24,280.49,2.43,2.24
81,45066.18,45473.08,2800.67,436132.16,722.16,94.21,2.24,2.16
82,?,?,?,?,?,?,2.16,?
83,?,?,?,?,?,?,?,?
84,44585.10,44946.32,2780.21,330522.16,412.16,72.70,?,2.16
85,44724.88,45119.16,2774.13,121282.25,212.25,27.02,2.16,2.25
86,45247.90,45644.09,2785.46,136712.25,142.25,30.58,2.25,2.25
87,45147.57,45528.85,2797.31,202432.24,332.24,44.40,2.25,2.24
88,?,?,?,?,?,?,2.24,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,45304.74,45679.51,2814.33,581622.27,302.27,130.53,?,2.27
93,44604.61,44940.36,2769.02,454722.18,492.18,99.09,2.27,2.18
94,44623.89,44980.62,2766.19,668772.28,712.28,151.88,2.18,2.28
95,44597.66,44960.02,2760.91,470302.32,562.32,108.61,2.28,2.32
96,?,?,?,?,?,?,2.32,?
97,?,?,?,?,?,?,?,?
98,44590.97,44963.96,2764.28,594892.31,692.31,138.68,?,2.31
99,44725.03,45096.35,2767.26,676692.39,1012.39,159.43,2.31,2.39
100,45091.63,45495.34,2780.21,1437622.49,1162.49,354.15,2.39,2.49
101,45688.48,46131.66,2794.43,347392.46,592.46,86.85,2.49,2.46
102,45525.92,45960.10,2783.53,324932.44,442.44,78.38,2.46,2.44
103,?,?,?,?,?,?,2.44,?
104,?,?,?,?,?,?,?,?
105,44724.14,45167.65,2754.91,468512.30,572.30,108.33,?,2.30
106,?,?,?,?,?,?,2.30,?
107,43916.24,44404.81,2705.88,494052.38,332.38,116.33,?,2.38
108,43364.70,43850.06,2695.55,197902.37,402.37,46.21,2.38,2.37
109,43447.75,43993.98,2685.57,308612.48,412.48,74.47,2.37,2.48
110,?,?,?,?,?,?,2.48,?
111,?,?,?,?,?,?,?,?
112,43360.30,43892.82,2660.28,563452.37,462.37,132.56,?,2.37
113,43159.57,43707.88,2624.40,179412.39,192.39,42.53,2.37,2.39
114,43356.73,43908.95,2636.70,432392.41,222.41,102.76,2.39,2.41
115,43482.18,44027.03,2658.57,375492.48,492.48,91.92,2.41,2.48
116,43665.21,44226.06,2669.93,14464902.45,1472.45,3547.43,2.48,2.45
117,?,?,?,?,?,?,2.45,?
118,?,?,?,?,?,?,?,?
119,43882.16,44420.22,2685.14,261462.41,212.41,64.02,?,2.41
120,44162.18,44653.34,2704.84,3057662.54,602.54,756.73,2.41,2.54
121,?,?,?,?,?,?,2.54,?
122,43991.51,44466.89,2695.22,110382.53,262.53,27.88,?,2.53
123,?,?,?,?,?,?,2.53,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,44541.73,45060.80,2714.72,1088852.77,1172.77,286.73,?,2.77
127,44742.22,45244.29,2733.96,321752.74,562.74,88.00,2.77,2.74
128,45117.94,45647.76,2752.14,171632.71,462.71,46.10,2.74,2.71
129,44943.16,45475.08,2760.20,804732.79,1112.79,224.33,2.71,2.79
130,44895.35,45408.06,2769.85,446402.84,662.84,125.99,2.79,2.84
131,?,?,?,?,?,?,2.84,?
132,?,?,?,?,?,?,?,?
133,45207.84,45746.01,2790.62,659642.88,662.88,187.91,?,2.88
134,45771.11,46336.62,2822.41,2900373.03,2083.03,863.99,2.88,3.03
135,46102.42,46676.61,2848.38,1007533.00,743.00,303.75,3.03,3.00
136,45992.03,46581.16,2871.70,1401243.04,1073.04,422.06,3.00,3.04
137,46078.68,46646.58,2885.19,1343853.10,643.10,412.09,3.04,3.10
138,?,?,?,?,?,?,3.10,?
139,?,?,?,?,?,?,?,?
140,46041.35,46615.31,2921.95,6540333.13,1553.13,2046.84,?,3.13
141,45851.80,46439.10,2893.12,3448383.15,1323.15,1073.32,3.13,3.15
142,45933.66,46529.96,2912.70,2379083.20,443.20,759.20,3.15,3.20
143,45687.76,46311.26,2894.53,4001083.27,963.27,1287.34,3.20,3.27
144,46145.44,46783.61,2929.62,3313863.20,393.20,1076.66,3.27,3.20
145,?,?,?,?,?,?,3.20,?
146,?,?,?,?,?,?,?,?
147,47277.10,47957.54,2976.83,2260983.16,1933.16,691.42,?,3.16
148,47579.87,48258.02,2997.81,616933.18,913.18,193.75,3.16,3.18
149,47476.64,48138.07,3000.58,292683.15,423.15,91.03,3.18,3.15
150,?,?,?,?,?,?,3.15,?
151,47806.34,48503.87,2994.25,251893.08,443.08,78.09,?,3.08
152,?,?,?,?,?,?,3.08,?
153,?,?,?,?,?,?,?,?
154,47175.79,47868.36,2970.24,66753.03,243.03,20.36,?,3.03
155,47620.68,48323.88,2998.79,1286553.16,773.16,404.97,3.03,3.16
156,47805.94,48513.29,3026.87,196753.16,263.16,62.52,3.16,3.16
157,47573.66,48259.19,3020.15,55503.12,143.12,17.42,3.16,3.12
158,48209.65,48918.37,3044.38,490753.18,253.18,154.28,3.12,3.18
159,?,?,?,?,?,?,3.18,?
160,?,?,?,?,?,?,?,?
161,48495.01,49207.65,3065.91,223943.17,353.17,70.41,?,3.17
162,48324.52,49050.96,3074.89,260043.20,563.20,83.66,3.17,3.20
163,48383.93,49098.70,3098.83,495463.34,723.34,163.21,3.20,3.34
164,48152.82,48890.47,3089.32,334703.25,363.25,109.92,3.34,3.25
165,48273.42,49057.66,3092.65,121553.27,273.27,39.73,3.25,3.27
166,?,?,?,?,?,?,3.27,?
167,?,?,?,?,?,?,?,?
168,48131.61,48917.56,3100.24,115273.30,293.30,37.61,?,3.30
169,48119.72,48891.04,3120.39,139923.22,333.22,45.26,3.30,3.22
170,47743.10,48509.84,3122.21,1080953.30,623.30,355.65,3.22,3.30
171,45870.00,46587.68,3038.18,817993.12,1363.12,257.74,3.30,3.12
172,44732.92,45456.77,3001.68,510783.05,613.05,158.38,3.12,3.05
173,?,?,?,?,?,?,3.05,?
174,?,?,?,?,?,?,?,?
175,44824.62,45531.46,2990.89,149933.07,233.07,45.70,?,3.07
176,44966.09,45672.10,2999.31,229393.08,393.08,70.81,3.07,3.08
177,44893.99,45601.51,2972.55,840003.09,1233.09,250.46,3.08,3.09
178,43667.37,44326.49,2915.58,174812.97,362.97,53.17,3.09,2.97
179,44747.79,45442.51,2948.80,805733.17,863.17,254.36,2.97,3.17
180,?,?,?,?,?,?,3.17,?
181,?,?,?,?,?,?,?,?
182,44769.00,45461.06,2963.91,664093.22,963.22,212.53,?,3.22
183,45533.94,46254.71,2981.48,1313923.30,953.30,431.73,3.22,3.30
184,45184.98,45899.36,2971.57,3001533.33,823.33,989.64,3.30,3.33
185,45613.75,46344.42,2988.19,3567793.34,683.34,1177.28,3.33,3.34
186,45110.89,45805.34,2977.06,639373.30,243.30,210.45,3.34,3.30
187,?,?,?,?,?,?,3.30,?
188,?,?,?,?,?,?,?,?
189,44534.34,45172.40,2948.16,2010803.30,253.30,663.88,?,3.30
190,44342.23,44969.23,2924.69,992813.39,683.39,332.93,3.30,3.39
191,45068.55,45727.71,2962.09,460343.40,453.40,155.84,3.39,3.40
192,45712.72,46390.36,2992.86,2330703.48,1383.48,808.98,3.40,3.48
193,46150.78,46839.89,3017.66,513483.41,1013.41,177.28,3.48,3.41
194,?,?,?,?,?,?,3.41,?
195,?,?,?,?,?,?,?,?
196,46218.05,46922.43,3022.70,193353.43,223.43,66.73,?,3.43
197,46155.10,46860.35,3017.11,271033.47,283.47,93.54,3.43,3.47
198,46287.08,47003.76,3021.27,1558863.44,553.44,530.14,3.47,3.44
199,46221.23,46919.83,3023.16,7005623.44,503.44,2381.98,3.44,3.44
200,46399.74,47120.88,3019.85,2580233.44,183.44,877.33,3.44,3.44
201,?,?,?,?,?,?,3.44,?
202,?,?,?,?,?,?,?,?
203,46361.70,47075.43,3021.70,2847643.40,373.40,967.71,?,3.40
204,46714.43,47454.90,3029.97,2801403.42,323.42,952.24,3.40,3.42
205,46835.98,47575.74,3050.63,2701133.40,273.40,918.97,3.42,3.40
206,46713.02,47446.69,3036.16,103893.40,143.40,35.24,3.40,3.40
207,46258.91,46981.22,3015.00,70913.40,173.40,23.98,3.40,3.40
208,?,?,?,?,?,?,3.40,?
209,?,?,?,?,?,?,?,?
210,46480.62,47214.30,3032.94,215573.39,463.39,72.54,?,3.39
211,46663.41,47398.08,3038.42,469193.26,903.26,154.08,3.39,3.26
212,46925.65,47676.43,3046.08,793613.20,1273.20,251.46,3.26,3.20
213,47370.81,48147.76,3060.17,732103.38,763.38,240.75,3.20,3.38
214,48325.33,49133.14,3110.79,282453.36,413.36,94.98,3.38,3.36
215,?,?,?,?,?,?,3.36,?
216,?,?,?,?,?,?,?,?
217,48458.44,49272.86,3127.41,2356603.33,963.33,783.72,?,3.33
218,47942.81,48742.34,3127.38,858473.31,643.31,285.55,3.33,3.31
219,48306.55,49124.78,3168.23,1654893.28,1123.28,545.49,3.31,3.28
220,48862.88,49700.18,3190.86,888783.34,843.34,293.69,3.28,3.34
221,49125.36,49994.77,3206.86,422093.27,593.27,138.57,3.34,3.27
222,?,?,?,?,?,?,3.27,?
223,?,?,?,?,?,?,?,?
224,49580.16,50476.37,3225.79,701453.30,773.30,229.84,?,3.30
225,49747.66,50646.05,3233.22,1773953.33,1933.33,586.66,3.30,3.33
226,50223.95,51152.95,3271.49,1268923.33,973.33,420.61,3.33,3.33
227,?,?,?,?,?,?,3.33,?
228,49976.48,50906.11,3253.28,794923.31,593.31,262.62,?,3.31
229,?,?,?,?,?,?,3.31,?
230,?,?,?,?,?,?,?,?
231,49772.46,50713.14,3237.31,1672473.30,1013.30,555.81,?,3.30
232,49162.16,50077.30,3210.57,6276943.58,2213.58,2145.95,3.30,3.58
233,49128.05,50032.45,3221.87,13562423.99,5293.99,5301.74,3.58,3.99
234,49846.48,50780.47,3260.69,1453983.99,1723.99,569.94,3.99,3.99
235,49895.10,50836.47,3260.35,1044974.13,1594.13,429.68,3.99,4.13
236,?,?,?,?,?,?,4.13,?
237,?,?,?,?,?,?,?,?
238,49818.48,50756.86,3255.45,971884.11,1134.11,405.21,?,4.11
239,48833.58,49731.02,3197.48,1284274.05,1364.05,513.70,4.11,4.05
240,48537.65,49421.50,3183.87,1589544.05,1974.05,648.65,4.05,4.05
241,48676.45,49569.11,3204.20,1258084.15,1294.15,521.11,4.05,4.15
242,48871.98,49771.98,3196.27,1410274.07,764.07,570.62,4.15,4.07
243,?,?,?,?,?,?,4.07,?
244,?,?,?,?,?,?,?,?
245,49187.22,50099.55,3230.20,765154.10,1134.10,312.97,?,4.10
246,48968.87,49861.54,3226.75,1109974.26,1344.26,461.56,4.10,4.26
247,47919.09,48781.63,3174.71,2460594.33,2254.33,1047.15,4.26,4.33
248,45830.66,46598.42,3061.25,3062104.08,2504.08,1235.06,4.33,4.08
249,46717.04,47514.09,3142.61,871534.08,834.08,357.36,4.08,4.08
250,?,?,?,?,?,?,4.08,?
251,?,?,?,?,?,?,?,?
252,47808.90,48651.54,3199.68,397734.12,474.12,163.33,?,4.12
253,48961.51,49839.90,3256.85,783324.21,944.21,328.39,4.12,4.21
254,49437.02,50312.63,3285.29,612694.29,944.29,260.45,4.21,4.29
255,49771.55,50644.38,3303.55,3592344.42,4114.42,1597.55,4.29,4.42
256,49348.61,50196.31,3285.49,852384.35,1434.35,369.35,4.42,4.35
257,?,?,?,?,?,?,4.35,?
258,?,?,?,?,?,?,?,?
259,48917.85,49741.35,3260.05,584764.30,1034.30,250.70,?,4.30
260,49434.46,50258.11,3286.61,459414.30,704.30,197.13,4.30,4.30
261,49413.33,50227.43,3277.41,370034.28,564.28,158.51,4.30,4.28
262,50300.53,51171.25,3316.59,544734.25,924.25,232.95,4.28,4.25
263,50308.19,51202.75,3316.08,557004.29,964.29,233.73,4.25,4.29
264,?,?,?,?,?,?,4.29,?
265,?,?,?,?,?,?,?,?
266,49955.87,50869.00,3291.57,307804.22,664.22,130.08,?,4.22
267,49979.47,50887.67,3275.67,1002744.06,1894.06,410.11,4.22,4.06
268,50301.69,51221.45,3299.72,1126524.07,2014.07,446.64,4.06,4.07
269,50936.34,51846.54,3336.44,930894.10,974.10,377.79,4.07,4.10
270,50819.81,51704.53,3352.18,693214.15,824.15,286.14,4.10,4.15
271,?,?,?,?,?,?,4.15,?
272,?,?,?,?,?,?,?,?
273,50301.85,51191.50,3349.29,248394.10,414.10,101.15,?,4.10
274,50782.48,51691.24,3351.68,321864.06,414.06,130.42,4.10,4.06
275,50803.40,51709.58,3364.40,183234.11,434.11,74.53,4.06,4.11
276,50982.03,51911.61,3383.62,936344.20,1044.20,391.60,4.11,4.20
277,50601.24,51511.63,3381.52,206914.25,394.25,86.22,4.20,4.25
278,?,?,?,?,?,?,4.25,?
279,?,?,?,?,?,?,?,?
280,50338.71,51239.47,3383.60,251234.17,424.17,105.30,?,4.17
281,50137.88,51021.26,3368.14,142804.11,284.11,58.87,4.17,4.11
282,50335.02,51215.99,3379.96,200574.12,324.12,82.47,4.11,4.12
283,51806.83,52744.48,3454.41,619474.13,434.13,255.32,4.12,4.13
284,52230.47,53193.87,3477.04,498654.06,614.06,204.32,4.13,4.06
285,?,?,?,?,?,?,4.06,?
286,?,?,?,?,?,?,?,?
287,52520.91,53498.97,3508.85,463593.97,953.97,184.60,?,3.97
288,52590.73,53588.87,3544.07,421134.03,634.03,169.50,3.97,4.03
289,52861.41,53918.41,3548.14,544274.00,654.00,217.81,4.03,4.00
290,52573.59,53571.90,3572.96,558714.00,564.00,223.19,4.00,4.00
291,52587.24,53572.92,3535.97,210193.99,493.99,83.33,4.00,3.99
292,?,?,?,?,?,?,3.99,?
293,?,?,?,?,?,?,?,?
294,53853.55,54903.39,3606.06,613974.00,574.00,245.74,?,4.00
295,53781.81,54818.06,3615.60,1114244.00,614.00,445.45,4.00,4.00
296,53389.74,54433.41,3596.10,182993.94,523.94,72.67,4.00,3.94
297,53994.46,55063.75,3637.76,2030233.90,1293.90,807.27,3.94,3.90
298,53887.13,55023.42,3651.19,843703.86,1183.86,327.94,3.90,3.86
299,?,?,?,?,?,?,3.86,?
300,?,?,?,?,?,?,?,?
301,54180.04,55362.19,3660.45,1978464.15,1734.15,792.83,?,4.15
302,54536.95,55688.45,3688.57,436504.14,824.14,181.82,4.15,4.14
303,54095.32,55240.01,3660.80,528444.10,704.10,216.20,4.14,4.10
304,53607.86,54734.18,3628.73,292354.15,414.15,120.49,4.10,4.15
305,?,?,?,?,?,?,4.15,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,53989.37,55121.60,3668.56,123464,171,528.63,?,4.34
309,53504.47,54600.05,3645.18,100917,135,435.21,4.34,4.25
310,53924.01,55035.36,3650.27,111854,143,483.52,4.25,4.35
340,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
