%310
@RELATION PLKRK0000010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
123,?,?,?,?,?,?,?,61.50,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,2568.68,44541.73,45060.80,2714.72,799361.96,4761.96,495.33,?,61.96
127,2587.84,44742.22,45244.29,2733.96,191062.33,4062.33,118.77,61.96,62.33
128,2610.73,45117.94,45647.76,2752.14,997765.00,12865.00,642.02,62.33,65.00
129,2630.10,44943.16,45475.08,2760.20,1818067.10,15667.10,1209.99,65.00,67.10
130,2654.43,44895.35,45408.06,2769.85,1367966.60,18566.60,911.13,67.10,66.60
131,?,?,?,?,?,?,?,66.60,?
132,?,?,?,?,?,?,?,?,?
133,2678.95,45207.84,45746.01,2790.62,3556368.39,22968.39,2404.34,?,68.39
134,2713.50,45771.11,46336.62,2822.41,1270467.70,11667.70,854.48,68.39,67.70
135,2720.73,46102.42,46676.61,2848.38,1648467.70,11967.70,1120.02,67.70,67.70
136,2740.12,45992.03,46581.16,2871.70,391867.70,7467.70,264.84,67.70,67.70
137,2751.78,46078.68,46646.58,2885.19,7197266.31,20766.31,4768.59,67.70,66.31
138,?,?,?,?,?,?,?,66.31,?
139,?,?,?,?,?,?,?,?,?
140,2788.61,46041.35,46615.31,2921.95,511966.50,4766.50,338.62,?,66.50
141,2759.55,45851.80,46439.10,2893.12,879167.50,6667.50,591.65,66.50,67.50
142,2771.55,45933.66,46529.96,2912.70,1716669.00,8369.00,1174.89,67.50,69.00
143,2756.32,45687.76,46311.26,2894.53,1756669.00,14169.00,1206.23,69.00,69.00
144,2776.52,46145.44,46783.61,2929.62,42194466.35,22066.35,27888.28,69.00,66.35
145,?,?,?,?,?,?,?,66.35,?
146,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,47957.54,2976.83,1208067.00,4867.00,810.84,?,67.00
148,2829.62,47579.87,48258.02,2997.81,3513666.60,11266.60,2334.83,67.00,66.60
149,2809.70,47476.64,48138.07,3000.58,3410364.30,22064.30,2192.35,66.60,64.30
150,?,?,?,?,?,?,?,64.30,?
151,2812.75,47806.34,48503.87,2994.25,11564162.70,27262.70,7241.35,?,62.70
152,?,?,?,?,?,?,?,62.70,?
153,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,47868.36,2970.24,534964.90,7964.90,340.33,?,64.90
155,2837.22,47620.68,48323.88,2998.79,809165.10,11565.10,533.02,64.90,65.10
156,2888.79,47805.94,48513.29,3026.87,1162264.80,7164.80,753.67,65.10,64.80
157,2875.78,47573.66,48259.19,3020.15,1075564.91,14764.91,702.77,64.80,64.91
158,2886.30,48209.65,48918.37,3044.38,1313565.20,19565.20,859.89,64.91,65.20
159,?,?,?,?,?,?,?,65.20,?
160,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,49207.65,3065.91,10881866.00,6566.00,7181.23,?,66.00
162,2931.48,48324.52,49050.96,3074.89,425966.40,8266.40,280.35,66.00,66.40
163,2943.65,48383.93,49098.70,3098.83,204065.90,3965.90,134.65,66.40,65.90
164,2925.31,48152.82,48890.47,3089.32,171766.20,4866.20,113.36,65.90,66.20
165,2942.25,48273.42,49057.66,3092.65,1030966.50,6366.50,683.60,66.20,66.50
166,?,?,?,?,?,?,?,66.50,?
167,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,48917.56,3100.24,5728865.30,4365.30,3807.66,?,65.30
169,2979.55,48119.72,48891.04,3120.39,503166.49,8066.49,327.46,65.30,66.49
170,2974.95,47743.10,48509.84,3122.21,4786465.05,8265.05,3150.89,66.49,65.05
171,2905.31,45870.00,46587.68,3038.18,812863.31,7863.31,520.02,65.05,63.31
172,2844.16,44732.92,45456.77,3001.68,1386964.00,7464.00,880.75,63.31,64.00
173,?,?,?,?,?,?,?,64.00,?
174,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,45531.46,2990.89,1509162.50,5962.50,944.71,?,62.50
176,2821.05,44966.09,45672.10,2999.31,1396562.53,5562.53,874.05,62.50,62.53
177,2807.75,44893.99,45601.51,2972.55,537463.98,5363.98,335.66,62.53,63.98
178,2736.47,43667.37,44326.49,2915.58,1191461.25,6161.25,739.30,63.98,61.25
179,2776.93,44747.79,45442.51,2948.80,1380561.83,10061.83,853.59,61.25,61.83
180,?,?,?,?,?,?,?,61.83,?
181,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,45461.06,2963.91,1274063.00,3963.00,802.36,?,63.00
183,2832.22,45533.94,46254.71,2981.48,1504562.83,6362.83,950.11,63.00,62.83
184,2815.62,45184.98,45899.36,2971.57,294063.00,4363.00,184.81,62.83,63.00
185,2833.65,45613.75,46344.42,2988.19,281062.81,2162.81,176.80,63.00,62.81
186,2823.50,45110.89,45805.34,2977.06,73763.00,1463.00,46.26,62.81,63.00
187,?,?,?,?,?,?,?,63.00,?
188,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,45172.40,2948.16,1068963.00,3963.00,669.55,?,63.00
190,2753.06,44342.23,44969.23,2924.69,296562.75,1162.75,186.68,63.00,62.75
191,2792.18,45068.55,45727.71,2962.09,45562.50,1262.50,28.42,62.75,62.50
192,2830.11,45712.72,46390.36,2992.86,717164.50,2864.50,451.64,62.50,64.50
193,2859.48,46150.78,46839.89,3017.66,4623263.71,4063.71,3002.74,64.50,63.71
194,?,?,?,?,?,?,?,63.71,?
195,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,46922.43,3022.70,8640864.80,12764.80,5597.66,?,64.80
197,2865.65,46155.10,46860.35,3017.11,355365.00,3965.00,231.74,64.80,65.00
198,2869.34,46287.08,47003.76,3021.27,1377766.00,3766.00,908.06,65.00,66.00
199,2886.09,46221.23,46919.83,3023.16,38965.90,1565.90,25.55,66.00,65.90
200,2881.70,46399.74,47120.88,3019.85,34365.45,1165.45,22.58,65.90,65.45
201,?,?,?,?,?,?,?,65.45,?
202,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,47075.43,3021.70,31466.00,1266.00,20.59,?,66.00
204,2908.96,46714.43,47454.90,3029.97,3362866.00,2366.00,2218.94,66.00,66.00
205,2923.77,46835.98,47575.74,3050.63,121565.94,2665.94,79.77,66.00,65.94
206,2914.72,46713.02,47446.69,3036.16,200965.00,3265.00,130.05,65.94,65.00
207,2886.24,46258.91,46981.22,3015.00,245865.00,2665.00,157.62,65.00,65.00
208,?,?,?,?,?,?,?,65.00,?
209,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,47214.30,3032.94,285765.50,3565.50,186.58,?,65.50
211,2928.38,46663.41,47398.08,3038.42,4311664.91,1564.91,2815.46,65.50,64.91
212,2924.02,46925.65,47676.43,3046.08,652765.30,2065.30,425.90,64.91,65.30
213,2945.73,47370.81,48147.76,3060.17,58465.01,2165.01,37.96,65.30,65.01
214,3020.01,48325.33,49133.14,3110.79,3764665.25,4265.25,2455.70,65.01,65.25
215,?,?,?,?,?,?,?,65.25,?
216,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,49272.86,3127.41,371066.50,5866.50,244.73,?,66.50
218,3037.01,47942.81,48742.34,3127.38,427066.55,4066.55,283.81,66.50,66.55
219,3084.81,48306.55,49124.78,3168.23,447867.85,6267.85,302.02,66.55,67.85
220,3128.68,48862.88,49700.18,3190.86,1485668.80,7568.80,1021.97,67.85,68.80
221,3163.87,49125.36,49994.77,3206.86,157868.50,2768.50,108.24,68.80,68.50
222,?,?,?,?,?,?,?,68.50,?
223,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,50476.37,3225.79,565768.50,3968.50,384.61,?,68.50
225,3202.74,49747.66,50646.05,3233.22,751368.90,5068.90,516.90,68.50,68.90
226,3253.52,50223.95,51152.95,3271.49,465368.85,4468.85,320.65,68.90,68.85
227,?,?,?,?,?,?,?,68.85,?
228,3239.52,49976.48,50906.11,3253.28,94768.74,1668.74,64.56,?,68.74
229,?,?,?,?,?,?,?,68.74,?
230,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,50713.14,3237.31,651866.98,6666.98,439.62,?,66.98
232,3180.64,49162.16,50077.30,3210.57,1325266.00,6566.00,870.39,66.98,66.00
233,3168.92,49128.05,50032.45,3221.87,1711465.99,3465.99,1129.67,66.00,65.99
234,3209.11,49846.48,50780.47,3260.69,1149266.30,3166.30,755.59,65.99,66.30
235,3231.44,49895.10,50836.47,3260.35,235466.51,4566.51,157.59,66.30,66.51
236,?,?,?,?,?,?,?,66.51,?
237,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,50756.86,3255.45,155166.00,1866.00,102.40,?,66.00
239,3147.92,48833.58,49731.02,3197.48,300465.60,3765.60,198.11,66.00,65.60
240,3091.84,48537.65,49421.50,3183.87,2188765.23,1965.23,1434.51,65.60,65.23
241,3095.55,48676.45,49569.11,3204.20,132465.62,2065.62,86.30,65.23,65.62
242,3087.13,48871.98,49771.98,3196.27,184766.00,2066.00,120.63,65.62,66.00
243,?,?,?,?,?,?,?,66.00,?
244,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,50099.55,3230.20,1004769.56,13869.56,696.72,?,69.56
246,3139.25,48968.87,49861.54,3226.75,1032368.50,12468.50,725.70,69.56,68.50
247,3092.12,47919.09,48781.63,3174.71,178767.80,5667.80,121.45,68.50,67.80
248,2958.80,45830.66,46598.42,3061.25,1266965.99,15765.99,815.48,67.80,65.99
249,3043.50,46717.04,47514.09,3142.61,1221967.23,5767.23,811.15,65.99,67.23
250,?,?,?,?,?,?,?,67.23,?
251,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,48651.54,3199.68,306567.51,5067.51,207.84,?,67.51
253,3166.39,48961.51,49839.90,3256.85,158368.79,3168.79,108.28,67.51,68.79
254,3194.64,49437.02,50312.63,3285.29,3476669.60,7269.60,2430.20,68.79,69.60
255,3213.18,49771.55,50644.38,3303.55,644270.13,3070.13,455.79,69.60,70.13
256,3183.67,49348.61,50196.31,3285.49,331070.51,3170.51,233.65,70.13,70.51
257,?,?,?,?,?,?,?,70.51,?
258,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,49741.35,3260.05,2112771.00,4971.00,1499.63,?,71.00
260,3156.03,49434.46,50258.11,3286.61,192771.80,4071.80,137.62,71.00,71.80
261,3157.83,49413.33,50227.43,3277.41,2669771.96,2771.96,1920.75,71.80,71.96
262,3222.54,50300.53,51171.25,3316.59,609372.50,5672.50,443.75,71.96,72.50
263,3229.62,50308.19,51202.75,3316.08,686671.05,5871.05,495.82,72.50,71.05
264,?,?,?,?,?,?,?,71.05,?
265,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,50869.00,3291.57,4528172.17,2872.17,3271.28,?,72.17
267,3194.37,49979.47,50887.67,3275.67,550771.00,5071.00,397.44,72.17,71.00
268,3236.84,50301.69,51221.45,3299.72,146771.99,1471.99,104.20,71.00,71.99
269,3290.09,50936.34,51846.54,3336.44,548973.00,6273.00,399.06,71.99,73.00
270,3296.37,50819.81,51704.53,3352.18,395773.99,6773.99,295.14,73.00,73.99
271,?,?,?,?,?,?,?,73.99,?
272,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,51191.50,3349.29,678073.50,5273.50,500.61,?,73.50
274,3315.88,50782.48,51691.24,3351.68,1040873.60,5173.60,765.29,73.50,73.60
275,3320.03,50803.40,51709.58,3364.40,159873.00,4373.00,117.02,73.60,73.00
276,3338.30,50982.03,51911.61,3383.62,355773.50,5573.50,260.70,73.00,73.50
277,3322.87,50601.24,51511.63,3381.52,176573.35,3573.35,129.08,73.50,73.35
278,?,?,?,?,?,?,?,73.35,?
279,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,51239.47,3383.60,117373.40,1673.40,85.82,?,73.40
281,3285.49,50137.88,51021.26,3368.14,160873.40,1773.40,117.90,73.40,73.40
282,3299.43,50335.02,51215.99,3379.96,93472.22,2972.22,67.49,73.40,72.22
283,3371.00,51806.83,52744.48,3454.41,2572173.20,5073.20,1882.75,72.22,73.20
284,3402.39,52230.47,53193.87,3477.04,233273.60,3973.60,171.28,73.20,73.60
285,?,?,?,?,?,?,?,73.60,?
286,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,53498.97,3508.85,159873.60,2773.60,117.54,?,73.60
288,3490.38,52590.73,53588.87,3544.07,1661673.90,6473.90,1227.93,73.60,73.90
289,3511.41,52861.41,53918.41,3548.14,729874.30,5674.30,542.00,73.90,74.30
290,3514.54,52573.59,53571.90,3572.96,4454475.79,5975.79,3347.85,74.30,75.79
291,3452.12,52587.24,53572.92,3535.97,4685781.00,18381.00,3721.73,75.79,81.00
292,?,?,?,?,?,?,?,81.00,?
293,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,54903.39,3606.06,1624181.00,7881.00,1312.03,?,81.00
295,3534.57,53781.81,54818.06,3615.60,2074582.30,3982.30,1705.22,81.00,82.30
296,3522.13,53389.74,54433.41,3596.10,323983.00,3383.00,265.45,82.30,83.00
297,3563.56,53994.46,55063.75,3637.76,1057285.99,5185.99,890.41,83.00,85.99
298,3567.78,53887.13,55023.42,3651.19,2341687.50,7387.50,2059.53,85.99,87.50
299,?,?,?,?,?,?,?,87.50,?
300,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,55362.19,3660.45,368688.50,5388.50,326.01,?,88.50
302,3572.51,54536.95,55688.45,3688.57,913288.50,6088.50,811.67,88.50,88.50
303,3531.31,54095.32,55240.01,3660.80,851784.00,14084.00,728.69,88.50,84.00
304,3488.69,53607.86,54734.18,3628.73,365382.31,11182.31,302.09,84.00,82.31
305,?,?,?,?,?,?,?,82.31,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,55121.60,3668.56,58740,171,5006.98,?,86.52
309,3493.80,53504.47,54600.05,3645.18,6740,122,570.07,86.52,84.00
310,3512.17,53924.01,55035.36,3650.27,21742,40,1828.88,84.00,84.95
340,3118.097704907077,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
