%310
@RELATION PLINCLT00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,763911.07,611.07,77.06,?,1.07
3,783.15,48222.72,48505.50,568801.03,481.03,58.28,1.07,1.03
4,781.69,47888.16,48143.94,256551.02,261.02,25.78,1.03,1.02
5,?,?,?,?,?,?,1.02,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,85341.02,241.02,8.63,?,1.02
8,780.70,47379.63,47624.67,334281.00,291.00,33.22,1.02,1.00
9,784.82,47407.28,47668.58,188901.00,351.00,18.84,1.00,1.00
10,788.85,47546.91,47798.66,91481.00,191.00,9.09,1.00,1.00
11,795.36,47440.80,47690.97,982891.02,711.02,99.01,1.00,1.02
12,?,?,?,?,?,?,1.02,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,321791.00,271.00,32.19,?,1.00
15,794.59,47086.54,47346.41,501280.96,400.96,48.79,1.00,0.96
16,796.34,47521.39,47794.60,246460.96,260.96,23.62,0.96,0.96
17,803.56,47661.37,47936.81,6505041.09,4161.09,676.42,0.96,1.09
18,807.72,47813.69,48104.67,2123831.07,1831.07,228.28,1.09,1.07
19,?,?,?,?,?,?,1.07,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2888921.07,1841.07,313.16,?,1.07
22,808.23,47872.80,48127.89,865751.07,561.07,92.04,1.07,1.07
23,808.40,47733.24,47999.21,2023731.15,971.15,220.59,1.07,1.15
24,811.80,47942.04,48203.43,3623381.15,1661.15,410.85,1.15,1.15
25,812.99,47613.95,47851.99,728621.15,711.15,84.42,1.15,1.15
26,?,?,?,?,?,?,1.15,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,900521.07,561.07,98.96,?,1.07
29,815.93,47328.40,47565.10,356641.10,281.10,38.83,1.07,1.10
30,815.59,46917.19,47113.08,496061.06,251.06,53.44,1.10,1.06
31,817.14,46840.15,47011.43,697111.11,351.11,75.09,1.06,1.11
32,818.68,46945.58,47121.08,42671.11,111.11,4.74,1.11,1.11
33,?,?,?,?,?,?,1.11,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,75181.11,171.11,8.28,?,1.11
36,816.68,46674.78,46862.43,128491.07,131.07,13.88,1.11,1.07
37,813.75,46149.14,46341.54,27211.07,91.07,2.91,1.07,1.07
38,811.13,46329.66,46512.72,1091511.13,541.13,120.29,1.07,1.13
39,813.77,46741.54,46931.40,1588781.12,1061.12,178.91,1.13,1.12
40,?,?,?,?,?,?,1.12,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,231061.15,231.15,26.20,?,1.15
43,817.32,46399.26,46564.61,63641.15,131.15,7.32,1.15,1.15
44,817.35,46406.74,46569.81,1143331.08,751.08,124.81,1.15,1.08
45,818.81,46211.54,46360.51,455401.10,241.10,47.67,1.08,1.10
46,826.73,46370.13,46523.63,74001.09,151.09,7.94,1.10,1.09
47,?,?,?,?,?,?,1.09,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,138161.09,131.09,14.87,?,1.09
50,832.30,46490.89,46652.19,399361.04,191.04,42.83,1.09,1.04
51,830.62,46051.76,46198.42,200781.05,231.05,20.66,1.04,1.05
52,823.32,45879.90,46050.52,4118941.04,271.04,427.73,1.05,1.04
53,826.66,45948.12,46124.82,862331.07,291.07,90.04,1.04,1.07
54,?,?,?,?,?,?,1.07,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,87001.05,141.05,9.08,?,1.05
57,828.81,45868.35,46065.85,392641.01,321.01,39.75,1.05,1.01
58,836.69,46241.92,46459.99,574501.01,511.01,56.85,1.01,1.01
59,844.08,46280.36,46510.83,205201.04,321.04,20.82,1.01,1.04
60,842.02,46341.14,46622.90,47521.03,91.03,4.88,1.04,1.03
61,?,?,?,?,?,?,1.03,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,140991.05,121.05,14.76,?,1.05
64,845.88,46676.09,47001.38,258011.09,311.09,27.27,1.05,1.09
65,849.88,46762.65,47090.49,63321.06,111.06,6.75,1.09,1.06
66,855.99,46745.26,47060.66,147351.08,121.08,15.75,1.06,1.08
67,861.67,47074.39,47436.21,52981.08,81.08,5.62,1.08,1.08
68,?,?,?,?,?,?,1.08,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,870621.01,591.01,88.29,?,1.01
71,866.79,47010.40,47340.43,51921.05,181.05,5.32,1.01,1.05
72,872.90,46888.37,47235.72,907241.05,481.05,94.24,1.05,1.05
73,871.52,47223.68,47606.16,334041.08,261.08,35.22,1.05,1.08
74,873.21,47125.93,47522.10,1942321.02,801.02,202.63,1.08,1.02
75,?,?,?,?,?,?,1.02,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,263071.01,261.01,27.07,?,1.01
78,864.73,46029.35,46473.62,287711.02,441.02,28.81,1.01,1.02
79,862.97,46068.24,46511.62,548291.05,471.05,56.40,1.02,1.05
80,850.86,45580.47,46017.88,934351.03,421.03,92.62,1.05,1.03
81,845.32,45066.18,45473.08,125420.99,200.99,12.36,1.03,0.99
82,?,?,?,?,?,?,0.99,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,515321.05,491.05,53.75,?,1.05
85,830.80,44724.88,45119.16,317301.06,311.06,33.06,1.05,1.06
86,835.51,45247.90,45644.09,166991.06,271.06,17.41,1.06,1.06
87,839.42,45147.57,45528.85,954161.06,771.06,103.40,1.06,1.06
88,?,?,?,?,?,?,1.06,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,73351.06,191.06,7.69,?,1.06
93,828.79,44604.61,44940.36,120901.05,181.05,12.63,1.06,1.05
94,824.35,44623.89,44980.62,716831.04,661.04,71.28,1.05,1.04
95,819.73,44597.66,44960.02,85501.03,91.03,8.76,1.04,1.03
96,?,?,?,?,?,?,1.03,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,52001.03,91.03,5.33,?,1.03
99,815.74,44725.03,45096.35,403621.03,201.03,41.44,1.03,1.03
100,820.16,45091.63,45495.34,51251.07,91.07,5.34,1.03,1.07
101,824.04,45688.48,46131.66,473141.07,361.07,49.27,1.07,1.07
102,819.29,45525.92,45960.10,1153461.07,321.07,121.28,1.07,1.07
103,?,?,?,?,?,?,1.07,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,42101.05,51.05,4.40,?,1.05
106,?,?,?,?,?,?,1.05,?
107,796.68,43916.24,44404.81,225401.02,241.02,22.64,?,1.02
108,787.39,43364.70,43850.06,445601.00,471.00,42.92,1.02,1.00
109,783.37,43447.75,43993.98,60250.99,100.99,5.99,1.00,0.99
110,?,?,?,?,?,?,0.99,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,244801.05,381.05,24.26,?,1.05
113,769.16,43159.57,43707.88,271801.05,381.05,27.36,1.05,1.05
114,769.82,43356.73,43908.95,74351.02,121.02,7.48,1.05,1.02
115,774.88,43482.18,44027.03,25051.02,161.02,2.51,1.02,1.02
116,777.86,43665.21,44226.06,192101.01,211.01,18.83,1.02,1.01
117,?,?,?,?,?,?,1.01,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,40511.01,121.01,4.07,?,1.01
120,784.81,44162.18,44653.34,99401.04,191.04,10.12,1.01,1.04
121,?,?,?,?,?,?,1.04,?
122,787.45,43991.51,44466.89,104451.04,161.04,10.56,?,1.04
123,?,?,?,?,?,?,1.04,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,60251.02,181.02,6.01,?,1.02
127,793.09,44742.22,45244.29,51801.00,121.00,5.15,1.02,1.00
128,798.10,45117.94,45647.76,31401.00,101.00,3.10,1.00,1.00
129,800.71,44943.16,45475.08,61801.00,181.00,6.06,1.00,1.00
130,800.42,44895.35,45408.06,13301.00,91.00,1.32,1.00,1.00
131,?,?,?,?,?,?,1.00,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,369060.93,390.93,34.55,?,0.93
134,804.49,45771.11,46336.62,134100.97,220.97,12.78,0.93,0.97
135,802.28,46102.42,46676.61,21950.98,50.98,2.15,0.97,0.98
136,806.45,45992.03,46581.16,539741.03,461.03,54.05,0.98,1.03
137,810.69,46078.68,46646.58,15662551.13,851.13,1632.33,1.03,1.13
138,?,?,?,?,?,?,1.13,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,658421.03,801.03,73.49,?,1.03
141,819.76,45851.80,46439.10,310411.05,381.05,32.28,1.03,1.05
142,818.82,45933.66,46529.96,187041.05,301.05,19.35,1.05,1.05
143,814.69,45687.76,46311.26,105601.03,141.03,10.68,1.05,1.03
144,820.11,46145.44,46783.61,275821.07,301.07,28.81,1.03,1.07
145,?,?,?,?,?,?,1.07,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,208191.06,221.06,21.76,?,1.06
