%310
@RELATION PLELDRD00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
92,2643.63,45304.74,45679.51,2814.33,817858.70,4958.70,479.63,?,58.70
93,2608.26,44604.61,44940.36,2769.02,87656.65,2856.65,50.09,58.70,56.65
94,2594.74,44623.89,44980.62,2766.19,332857.50,2757.50,191.33,56.65,57.50
95,2572.61,44597.66,44960.02,2760.91,590157.70,2757.70,338.51,57.50,57.70
96,?,?,?,?,?,?,?,57.70,?
97,?,?,?,?,?,?,?,?,?
98,2582.59,44590.97,44963.96,2764.28,2970459.00,10859.00,1746.98,?,59.00
99,2592.09,44725.03,45096.35,2767.26,4460359.00,4359.00,2636.59,59.00,59.00
100,2601.25,45091.63,45495.34,2780.21,1325758.00,4458.00,780.47,59.00,58.00
101,2623.22,45688.48,46131.66,2794.43,5458.00,358.00,3.13,58.00,58.00
102,2630.40,45525.92,45960.10,2783.53,97558.00,1658.00,56.50,58.00,58.00
103,?,?,?,?,?,?,?,58.00,?
104,?,?,?,?,?,?,?,?,?
105,2587.31,44724.14,45167.65,2754.91,169358.00,1258.00,98.19,?,58.00
106,?,?,?,?,?,?,?,58.00,?
107,2555.73,43916.24,44404.81,2705.88,574656.70,1556.70,328.55,?,56.70
108,2520.54,43364.70,43850.06,2695.55,470454.16,7854.16,259.38,56.70,54.16
109,2522.32,43447.75,43993.98,2685.57,103754.95,2754.95,56.23,54.16,54.95
110,?,?,?,?,?,?,?,54.95,?
111,?,?,?,?,?,?,?,?,?
112,2499.84,43360.30,43892.82,2660.28,173254.40,2754.40,94.55,?,54.40
113,2471.39,43159.57,43707.88,2624.40,909953.00,3453.00,481.93,54.40,53.00
114,2472.28,43356.73,43908.95,2636.70,390554.00,2154.00,206.87,53.00,54.00
115,2492.91,43482.18,44027.03,2658.57,491454.65,7854.65,268.83,54.00,54.65
116,2520.03,43665.21,44226.06,2669.93,41754.30,1654.30,22.63,54.65,54.30
117,?,?,?,?,?,?,?,54.30,?
118,?,?,?,?,?,?,?,?,?
119,2537.81,43882.16,44420.22,2685.14,407454.65,2654.65,222.31,?,54.65
120,2550.91,44162.18,44653.34,2704.84,690154.93,2254.93,379.42,54.65,54.93
121,?,?,?,?,?,?,?,54.93,?
122,2543.60,43991.51,44466.89,2695.22,158954.93,4054.93,87.21,?,54.93
123,?,?,?,?,?,?,?,54.93,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,2568.68,44541.73,45060.80,2714.72,629954.45,3054.45,344.85,?,54.45
127,2587.84,44742.22,45244.29,2733.96,349354.87,5654.87,190.50,54.45,54.87
128,2610.73,45117.94,45647.76,2752.14,315854.50,2854.50,172.63,54.87,54.50
129,2630.10,44943.16,45475.08,2760.20,296654.50,2254.50,161.61,54.50,54.50
130,2654.43,44895.35,45408.06,2769.85,117054.40,1454.40,63.68,54.50,54.40
131,?,?,?,?,?,?,?,54.40,?
132,?,?,?,?,?,?,?,?,?
133,2678.95,45207.84,45746.01,2790.62,103854.20,1554.20,56.65,?,54.20
134,2713.50,45771.11,46336.62,2822.41,535854.30,2854.30,289.52,54.20,54.30
135,2720.73,46102.42,46676.61,2848.38,708054.10,3554.10,382.94,54.30,54.10
136,2740.12,45992.03,46581.16,2871.70,3794054.30,4254.30,2064.02,54.10,54.30
137,2751.78,46078.68,46646.58,2885.19,2753853.10,4953.10,1486.97,54.30,53.10
138,?,?,?,?,?,?,?,53.10,?
139,?,?,?,?,?,?,?,?,?
140,2788.61,46041.35,46615.31,2921.95,1619754.50,5654.50,879.45,?,54.50
141,2759.55,45851.80,46439.10,2893.12,20573554.25,7454.25,11110.57,54.50,54.25
142,2771.55,45933.66,46529.96,2912.70,4986257.40,21557.40,2844.79,54.25,57.40
143,2756.32,45687.76,46311.26,2894.53,1809259.50,14859.50,1063.39,57.40,59.50
144,2776.52,46145.44,46783.61,2929.62,11531259.95,11859.95,6915.58,59.50,59.95
145,?,?,?,?,?,?,?,59.95,?
146,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,47957.54,2976.83,4470959.80,5959.80,2681.74,?,59.80
148,2829.62,47579.87,48258.02,2997.81,8117859.49,11659.49,4848.49,59.80,59.49
149,2809.70,47476.64,48138.07,3000.58,2649159.50,5159.50,1575.15,59.49,59.50
150,?,?,?,?,?,?,?,59.50,?
151,2812.75,47806.34,48503.87,2994.25,1450659.99,8059.99,866.51,?,59.99
152,?,?,?,?,?,?,?,59.99,?
153,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,47868.36,2970.24,1866860.00,5860.00,1119.99,?,60.00
155,2837.22,47620.68,48323.88,2998.79,1599760.00,6260.00,959.79,60.00,60.00
156,2888.79,47805.94,48513.29,3026.87,2219061.00,9561.00,1354.65,60.00,61.00
157,2875.78,47573.66,48259.19,3020.15,4463261.00,6161.00,2722.55,61.00,61.00
158,2886.30,48209.65,48918.37,3044.38,89760.51,2160.51,54.62,61.00,60.51
159,?,?,?,?,?,?,?,60.51,?
160,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,49207.65,3065.91,1223660.55,4260.55,739.03,?,60.55
162,2931.48,48324.52,49050.96,3074.89,2919760.60,8660.60,1793.41,60.55,60.60
163,2943.65,48383.93,49098.70,3098.83,3345960.80,4060.80,2030.90,60.60,60.80
164,2925.31,48152.82,48890.47,3089.32,10039460.15,5260.15,6062.46,60.80,60.15
165,2942.25,48273.42,49057.66,3092.65,3422560.15,4560.15,2057.77,60.15,60.15
166,?,?,?,?,?,?,?,60.15,?
167,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,48917.56,3100.24,1601460.00,3660.00,962.64,?,60.00
169,2979.55,48119.72,48891.04,3120.39,2137559.99,4659.99,1280.70,60.00,59.99
170,2974.95,47743.10,48509.84,3122.21,14266660.75,7160.75,8572.16,59.99,60.75
171,2905.31,45870.00,46587.68,3038.18,6093660.00,7660.00,3672.76,60.75,60.00
172,2844.16,44732.92,45456.77,3001.68,5225559.50,6859.50,3133.36,60.00,59.50
173,?,?,?,?,?,?,?,59.50,?
174,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,45531.46,2990.89,1891059.50,4059.50,1133.79,?,59.50
176,2821.05,44966.09,45672.10,2999.31,1014560.00,3060.00,607.91,59.50,60.00
177,2807.75,44893.99,45601.51,2972.55,888959.99,4159.99,529.60,60.00,59.99
178,2736.47,43667.37,44326.49,2915.58,1035059.49,5459.49,620.25,59.99,59.49
179,2776.93,44747.79,45442.51,2948.80,2497659.00,3259.00,1477.93,59.49,59.00
180,?,?,?,?,?,?,?,59.00,?
181,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,45461.06,2963.91,1312660.00,3060.00,787.20,?,60.00
183,2832.22,45533.94,46254.71,2981.48,13692060.00,3260.00,8215.20,60.00,60.00
184,2815.62,45184.98,45899.36,2971.57,127860.50,2760.50,76.81,60.00,60.50
185,2833.65,45613.75,46344.42,2988.19,195160.70,1960.70,118.12,60.50,60.70
186,2823.50,45110.89,45805.34,2977.06,2523461.20,4461.20,1543.88,60.70,61.20
187,?,?,?,?,?,?,?,61.20,?
188,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,45172.40,2948.16,607961.41,3261.41,373.24,?,61.41
190,2753.06,44342.23,44969.23,2924.69,10630861.00,1861.00,6487.70,61.41,61.00
191,2792.18,45068.55,45727.71,2962.09,10429461.50,3761.50,6363.27,61.00,61.50
192,2830.11,45712.72,46390.36,2992.86,596962.53,5762.53,372.53,61.50,62.53
193,2859.48,46150.78,46839.89,3017.66,2741864.60,7064.60,1748.14,62.53,64.60
194,?,?,?,?,?,?,?,64.60,?
195,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,46922.43,3022.70,1120365.00,5465.00,727.14,?,65.00
197,2865.65,46155.10,46860.35,3017.11,20564.77,964.77,13.33,65.00,64.77
198,2869.34,46287.08,47003.76,3021.27,414965.35,2065.35,269.37,64.77,65.35
199,2886.09,46221.23,46919.83,3023.16,3410765.30,3565.30,2230.42,65.35,65.30
200,2881.70,46399.74,47120.88,3019.85,316164.90,2464.90,205.50,65.30,64.90
201,?,?,?,?,?,?,?,64.90,?
202,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,47075.43,3021.70,613764.60,1364.60,398.81,?,64.60
204,2908.96,46714.43,47454.90,3029.97,974164.10,2964.10,630.05,64.60,64.10
205,2923.77,46835.98,47575.74,3050.63,2255864.65,2064.65,1455.18,64.10,64.65
206,2914.72,46713.02,47446.69,3036.16,5657665.01,5865.01,3702.37,64.65,65.01
207,2886.24,46258.91,46981.22,3015.00,5931565.00,3765.00,3854.68,65.01,65.00
208,?,?,?,?,?,?,?,65.00,?
209,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,47214.30,3032.94,1269165.35,5565.35,825.06,?,65.35
211,2928.38,46663.41,47398.08,3038.42,1667665.10,4365.10,1084.61,65.35,65.10
212,2924.02,46925.65,47676.43,3046.08,3245964.48,4764.48,2097.52,65.10,64.48
213,2945.73,47370.81,48147.76,3060.17,1044762.60,4162.60,666.97,64.48,62.60
214,3020.01,48325.33,49133.14,3110.79,1903365.00,5365.00,1234.86,62.60,65.00
215,?,?,?,?,?,?,?,65.00,?
216,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,49272.86,3127.41,1414065.00,3965.00,918.86,?,65.00
218,3037.01,47942.81,48742.34,3127.38,691265.00,2665.00,449.29,65.00,65.00
219,3084.81,48306.55,49124.78,3168.23,1772965.05,3765.05,1152.96,65.00,65.05
220,3128.68,48862.88,49700.18,3190.86,1114965.05,8665.05,725.03,65.05,65.05
221,3163.87,49125.36,49994.77,3206.86,1786665.35,16965.35,1163.64,65.05,65.35
222,?,?,?,?,?,?,?,65.35,?
223,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,50476.37,3225.79,2442266.00,19366.00,1610.72,?,66.00
225,3202.74,49747.66,50646.05,3233.22,1255065.94,9465.94,826.64,66.00,65.94
226,3253.52,50223.95,51152.95,3271.49,4026368.50,12768.50,2672.61,65.94,68.50
227,?,?,?,?,?,?,?,68.50,?
228,3239.52,49976.48,50906.11,3253.28,176067.20,3567.20,119.33,?,67.20
229,?,?,?,?,?,?,?,67.20,?
230,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,50713.14,3237.31,976768.10,7168.10,655.03,?,68.10
232,3180.64,49162.16,50077.30,3210.57,586968.35,3868.35,399.05,68.10,68.35
233,3168.92,49128.05,50032.45,3221.87,5857668.17,5468.17,4041.54,68.35,68.17
234,3209.11,49846.48,50780.47,3260.69,2350968.60,2668.60,1619.99,68.17,68.60
235,3231.44,49895.10,50836.47,3260.35,1214168.90,3868.90,836.43,68.60,68.90
236,?,?,?,?,?,?,?,68.90,?
237,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,50756.86,3255.45,652868.94,4368.94,450.06,?,68.94
239,3147.92,48833.58,49731.02,3197.48,10862770.49,12870.49,7467.57,68.94,70.49
240,3091.84,48537.65,49421.50,3183.87,16666274.00,15774.00,11893.58,70.49,74.00
241,3095.55,48676.45,49569.11,3204.20,3201773.50,7273.50,2358.83,74.00,73.50
242,3087.13,48871.98,49771.98,3196.27,2349471.00,6871.00,1720.29,73.50,71.00
243,?,?,?,?,?,?,?,71.00,?
244,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,50099.55,3230.20,2478872.48,5772.48,1794.96,?,72.48
246,3139.25,48968.87,49861.54,3226.75,175772.55,2272.55,127.40,72.48,72.55
247,3092.12,47919.09,48781.63,3174.71,1200771.40,4871.40,862.28,72.55,71.40
248,2958.80,45830.66,46598.42,3061.25,1932569.20,11669.20,1355.34,71.40,69.20
249,3043.50,46717.04,47514.09,3142.61,1029771.00,6571.00,729.42,69.20,71.00
250,?,?,?,?,?,?,?,71.00,?
251,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,48651.54,3199.68,747371.00,1071.00,530.58,?,71.00
253,3166.39,48961.51,49839.90,3256.85,895070.55,3470.55,635.67,71.00,70.55
254,3194.64,49437.02,50312.63,3285.29,411771.30,3871.30,292.63,70.55,71.30
255,3213.18,49771.55,50644.38,3303.55,1710771.15,1871.15,1216.77,71.30,71.15
256,3183.67,49348.61,50196.31,3285.49,1493273.00,3273.00,1069.39,71.15,73.00
257,?,?,?,?,?,?,?,73.00,?
258,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,49741.35,3260.05,631273.00,4973.00,460.26,?,73.00
260,3156.03,49434.46,50258.11,3286.61,132872.00,3772.00,96.54,73.00,72.00
261,3157.83,49413.33,50227.43,3277.41,818170.60,2370.60,587.83,72.00,70.60
262,3222.54,50300.53,51171.25,3316.59,526772.00,2772.00,378.26,70.60,72.00
263,3229.62,50308.19,51202.75,3316.08,1309670.01,9570.01,934.40,72.00,70.01
264,?,?,?,?,?,?,?,70.01,?
265,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,50869.00,3291.57,683071.00,3171.00,484.55,?,71.00
267,3194.37,49979.47,50887.67,3275.67,1214870.00,9070.00,860.14,71.00,70.00
268,3236.84,50301.69,51221.45,3299.72,760070.99,3170.99,537.95,70.00,70.99
269,3290.09,50936.34,51846.54,3336.44,890571.00,5471.00,632.25,70.99,71.00
270,3296.37,50819.81,51704.53,3352.18,1171271.10,3171.10,831.50,71.00,71.10
271,?,?,?,?,?,?,?,71.10,?
272,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,51191.50,3349.29,521271.50,6671.50,372.27,?,71.50
274,3315.88,50782.48,51691.24,3351.68,1337971.11,3771.11,952.59,71.50,71.11
275,3320.03,50803.40,51709.58,3364.40,567671.89,4271.89,406.36,71.11,71.89
276,3338.30,50982.03,51911.61,3383.62,1435271.19,4471.19,1033.02,71.89,71.19
277,3322.87,50601.24,51511.63,3381.52,838370.80,4170.80,595.40,71.19,70.80
278,?,?,?,?,?,?,?,70.80,?
279,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,51239.47,3383.60,399470.11,2170.11,285.31,?,70.11
281,3285.49,50137.88,51021.26,3368.14,263870.00,1770.00,186.61,70.11,70.00
282,3299.43,50335.02,51215.99,3379.96,439070.61,2070.61,311.72,70.00,70.61
283,3371.00,51806.83,52744.48,3454.41,2752671.00,3871.00,1953.54,70.61,71.00
284,3402.39,52230.47,53193.87,3477.04,2403671.00,3271.00,1699.39,71.00,71.00
285,?,?,?,?,?,?,?,71.00,?
286,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,53498.97,3508.85,115471.35,2571.35,81.94,?,71.35
288,3490.38,52590.73,53588.87,3544.07,1393371.80,3771.80,994.30,71.35,71.80
289,3511.41,52861.41,53918.41,3548.14,6213771.50,4171.50,4442.59,71.80,71.50
290,3514.54,52573.59,53571.90,3572.96,1053273.00,7973.00,762.03,71.50,73.00
291,3452.12,52587.24,53572.92,3535.97,1040173.48,7373.48,757.10,73.00,73.48
292,?,?,?,?,?,?,?,73.48,?
293,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,54903.39,3606.06,414173.40,5573.40,303.91,?,73.40
295,3534.57,53781.81,54818.06,3615.60,210372.00,4172.00,153.08,73.40,72.00
296,3522.13,53389.74,54433.41,3596.10,1777172.90,4572.90,1287.08,72.00,72.90
297,3563.56,53994.46,55063.75,3637.76,1326272.99,4572.99,965.99,72.90,72.99
298,3567.78,53887.13,55023.42,3651.19,437773.00,3473.00,319.45,72.99,73.00
299,?,?,?,?,?,?,?,73.00,?
300,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,55362.19,3660.45,668773.29,6173.29,488.29,?,73.29
302,3572.51,54536.95,55688.45,3688.57,1027773.40,9073.40,754.11,73.29,73.40
303,3531.31,54095.32,55240.01,3660.80,341872.15,5972.15,247.18,73.40,72.15
304,3488.69,53607.86,54734.18,3628.73,1975168.20,17868.20,1414.24,72.15,68.20
305,?,?,?,?,?,?,?,68.20,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,55121.60,3668.56,5450,79,382.14,?,70.60
309,3493.80,53504.47,54600.05,3645.18,30585,49,2146.31,70.60,70.70
310,3512.17,53924.01,55035.36,3650.27,37568,31,2645.64,70.70,70.13
340,3118.097704907077,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
