%310
@RELATION PLLENAL00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,292273.21,503.21,91.48,?,3.21
3,783.15,48222.72,48505.50,2832.46,227453.21,383.21,72.61,3.21,3.21
4,781.69,47888.16,48143.94,2814.73,194123.13,313.13,61.45,3.21,3.13
5,?,?,?,?,?,?,?,3.13,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,479703.09,563.09,150.20,?,3.09
8,780.70,47379.63,47624.67,2790.64,628493.06,363.06,192.23,3.09,3.06
9,784.82,47407.28,47668.58,2784.62,133713.13,243.13,41.14,3.06,3.13
10,788.85,47546.91,47798.66,2800.96,720173.15,393.15,226.55,3.13,3.15
11,795.36,47440.80,47690.97,2815.88,685303.26,923.26,222.88,3.15,3.26
12,?,?,?,?,?,?,?,3.26,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,841813.25,1233.25,279.13,?,3.25
15,794.59,47086.54,47346.41,2817.16,381633.20,603.20,121.30,3.25,3.20
16,796.34,47521.39,47794.60,2825.40,4013.20,43.20,1.27,3.20,3.20
17,803.56,47661.37,47936.81,2848.09,98783.25,173.25,31.78,3.20,3.25
18,807.72,47813.69,48104.67,2864.72,875723.43,1373.43,294.87,3.25,3.43
19,?,?,?,?,?,?,?,3.43,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,142293.43,323.43,48.64,?,3.43
22,808.23,47872.80,48127.89,2892.80,1092993.37,783.37,367.96,3.43,3.37
23,808.40,47733.24,47999.21,2890.57,926223.29,753.29,305.04,3.37,3.29
24,811.80,47942.04,48203.43,2898.85,1113893.30,313.30,366.48,3.29,3.30
25,812.99,47613.95,47851.99,2897.93,288543.27,613.27,94.21,3.30,3.27
26,?,?,?,?,?,?,?,3.27,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,915833.11,763.11,288.47,?,3.11
29,815.93,47328.40,47565.10,2878.58,95893.21,223.21,30.40,3.11,3.21
30,815.59,46917.19,47113.08,2876.68,243103.23,253.23,77.35,3.21,3.23
31,817.14,46840.15,47011.43,2880.57,1018933.09,743.09,315.72,3.23,3.09
32,818.68,46945.58,47121.08,2883.81,1278752.94,1532.94,380.78,3.09,2.94
33,?,?,?,?,?,?,?,2.94,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,352183.00,643.00,104.87,?,3.00
36,816.68,46674.78,46862.43,2843.49,155092.99,262.99,46.10,3.00,2.99
37,813.75,46149.14,46341.54,2811.05,603572.95,342.95,178.46,2.99,2.95
38,811.13,46329.66,46512.72,2815.91,600372.80,862.80,171.32,2.95,2.80
39,813.77,46741.54,46931.40,2825.70,189012.90,342.90,54.27,2.80,2.90
40,?,?,?,?,?,?,?,2.90,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,141513.00,253.00,41.83,?,3.00
43,817.32,46399.26,46564.61,2821.25,273752.98,352.98,81.72,3.00,2.98
44,817.35,46406.74,46569.81,2825.02,268852.83,362.83,76.96,2.98,2.83
45,818.81,46211.54,46360.51,2825.15,512802.93,492.93,147.28,2.83,2.93
46,826.73,46370.13,46523.63,2838.22,63822.93,142.93,18.57,2.93,2.93
47,?,?,?,?,?,?,?,2.93,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,193382.90,232.90,55.71,?,2.90
50,832.30,46490.89,46652.19,2843.90,65222.92,112.92,18.86,2.90,2.92
51,830.62,46051.76,46198.42,2831.71,469252.78,502.78,132.60,2.92,2.78
52,823.32,45879.90,46050.52,2801.83,217692.73,352.73,59.38,2.78,2.73
53,826.66,45948.12,46124.82,2817.57,123472.80,242.80,33.81,2.73,2.80
54,?,?,?,?,?,?,?,2.80,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,437903.00,353.00,129.71,?,3.00
57,828.81,45868.35,46065.85,2831.16,77352.90,182.90,22.78,3.00,2.90
58,836.69,46241.92,46459.99,2855.69,82292.97,162.97,24.21,2.90,2.97
59,844.08,46280.36,46510.83,2865.27,377973.01,433.01,114.80,2.97,3.01
60,842.02,46341.14,46622.90,2859.05,139462.99,192.99,41.84,3.01,2.99
61,?,?,?,?,?,?,?,2.99,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,56212.96,92.96,16.69,?,2.96
64,845.88,46676.09,47001.38,2868.06,498753.15,573.15,152.03,2.96,3.15
65,849.88,46762.65,47090.49,2872.90,105013.13,133.13,32.63,3.15,3.13
66,855.99,46745.26,47060.66,2873.49,91783.16,213.16,28.88,3.13,3.16
67,861.67,47074.39,47436.21,2906.74,124783.18,293.18,39.72,3.16,3.18
68,?,?,?,?,?,?,?,3.18,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,111613.10,283.10,34.94,?,3.10
71,866.79,47010.40,47340.43,2911.38,287803.13,573.13,90.70,3.10,3.13
72,872.90,46888.37,47235.72,2901.67,353343.12,403.12,108.79,3.13,3.12
73,871.52,47223.68,47606.16,2912.13,480553.09,523.09,146.27,3.12,3.09
74,873.21,47125.93,47522.10,2909.77,215733.11,353.11,67.42,3.09,3.11
75,?,?,?,?,?,?,?,3.11,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,102313.07,283.07,30.78,?,3.07
78,864.73,46029.35,46473.62,2868.24,96863.13,223.13,29.86,3.07,3.13
79,862.97,46068.24,46511.62,2874.75,48843.10,73.10,15.10,3.13,3.10
80,850.86,45580.47,46017.88,2833.61,645023.15,823.15,202.36,3.10,3.15
81,845.32,45066.18,45473.08,2800.67,433683.13,423.13,134.01,3.15,3.13
82,?,?,?,?,?,?,?,3.13,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2780.21,535213.05,733.05,169.74,?,3.05
85,830.80,44724.88,45119.16,2774.13,728512.99,862.99,214.73,3.05,2.99
86,835.51,45247.90,45644.09,2785.46,392203.04,233.04,116.91,2.99,3.04
87,839.42,45147.57,45528.85,2797.31,762683.00,613.00,224.43,3.04,3.00
88,?,?,?,?,?,?,?,3.00,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2814.33,94603.00,183.00,28.28,?,3.00
93,828.79,44604.61,44940.36,2769.02,591482.98,472.98,177.22,3.00,2.98
94,824.35,44623.89,44980.62,2766.19,170282.97,302.97,50.41,2.98,2.97
95,819.73,44597.66,44960.02,2760.91,137883.00,103.00,41.23,2.97,3.00
96,?,?,?,?,?,?,?,3.00,?
97,?,?,?,?,?,?,?,?,?
