%310
@RELATION PLVNDEX00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,113903.08,183.08,35.52,?,3.08
3,783.15,48222.72,48505.50,2832.46,95233.07,193.07,28.86,3.08,3.07
4,781.69,47888.16,48143.94,2814.73,27613.05,83.05,8.28,3.07,3.05
5,?,?,?,?,?,?,?,3.05,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,47913.03,123.03,14.37,?,3.03
8,780.70,47379.63,47624.67,2790.64,147933.04,303.04,43.68,3.03,3.04
9,784.82,47407.28,47668.58,2784.62,196692.99,312.99,57.19,3.04,2.99
10,788.85,47546.91,47798.66,2800.96,114002.97,242.97,32.98,2.99,2.97
11,795.36,47440.80,47690.97,2815.88,23072.95,62.95,6.84,2.97,2.95
12,?,?,?,?,?,?,?,2.95,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,34882.97,152.97,10.23,?,2.97
15,794.59,47086.54,47346.41,2817.16,126162.87,282.87,35.60,2.97,2.87
16,796.34,47521.39,47794.60,2825.40,20562.89,112.89,5.92,2.87,2.89
17,803.56,47661.37,47936.81,2848.09,443222.92,232.92,127.73,2.89,2.92
18,807.72,47813.69,48104.67,2864.72,76312.96,192.96,22.43,2.92,2.96
19,?,?,?,?,?,?,?,2.96,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,271303.05,403.05,82.19,?,3.05
22,808.23,47872.80,48127.89,2892.80,466433.02,533.02,142.67,3.05,3.02
23,808.40,47733.24,47999.21,2890.57,284903.00,343.00,85.32,3.02,3.00
24,811.80,47942.04,48203.43,2898.85,153202.99,202.99,45.88,3.00,2.99
25,812.99,47613.95,47851.99,2897.93,210453.00,253.00,62.89,2.99,3.00
26,?,?,?,?,?,?,?,3.00,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,33523.00,143.00,9.89,?,3.00
29,815.93,47328.40,47565.10,2878.58,100123.02,193.02,29.73,3.00,3.02
30,815.59,46917.19,47113.08,2876.68,119522.93,302.93,34.82,3.02,2.93
31,817.14,46840.15,47011.43,2880.57,7052.89,42.89,2.05,2.93,2.89
32,818.68,46945.58,47121.08,2883.81,68902.94,172.94,20.45,2.89,2.94
33,?,?,?,?,?,?,?,2.94,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,242213.08,263.08,74.19,?,3.08
36,816.68,46674.78,46862.43,2843.49,111253.00,183.00,33.99,3.08,3.00
37,813.75,46149.14,46341.54,2811.05,50763.04,163.04,15.33,3.00,3.04
38,811.13,46329.66,46512.72,2815.91,42073.03,143.03,12.63,3.04,3.03
39,813.77,46741.54,46931.40,2825.70,33922.99,122.99,10.06,3.03,2.99
40,?,?,?,?,?,?,?,2.99,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,90503.01,213.01,26.91,?,3.01
43,817.32,46399.26,46564.61,2821.25,123403.01,133.01,37.08,3.01,3.01
44,817.35,46406.74,46569.81,2825.02,970693.01,413.01,282.74,3.01,3.01
45,818.81,46211.54,46360.51,2825.15,372632.90,322.90,108.59,3.01,2.90
46,826.73,46370.13,46523.63,2838.22,60252.99,122.99,17.80,2.90,2.99
47,?,?,?,?,?,?,?,2.99,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,113533.05,223.05,33.67,?,3.05
50,832.30,46490.89,46652.19,2843.90,463713.11,523.11,143.78,3.05,3.11
51,830.62,46051.76,46198.42,2831.71,681723.24,813.24,218.55,3.11,3.24
52,823.32,45879.90,46050.52,2801.83,108823.12,233.12,34.48,3.24,3.12
53,826.66,45948.12,46124.82,2817.57,154083.29,293.29,49.66,3.12,3.29
