%310
@RELATION PLNFI0300017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,275640.68,420.68,18.57,?,0.68
3,783.15,48222.72,48505.50,2832.46,441420.64,470.64,29.08,0.68,0.64
4,781.69,47888.16,48143.94,2814.73,52990.63,200.63,3.33,0.64,0.63
5,?,?,?,?,?,?,?,0.63,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,94900.62,120.62,5.82,?,0.62
8,780.70,47379.63,47624.67,2790.64,205540.64,210.64,12.97,0.62,0.64
9,784.82,47407.28,47668.58,2784.62,66140.64,160.64,4.22,0.64,0.64
10,788.85,47546.91,47798.66,2800.96,409190.67,400.67,27.40,0.64,0.67
11,795.36,47440.80,47690.97,2815.88,85110.68,190.68,5.71,0.67,0.68
12,?,?,?,?,?,?,?,0.68,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,596880.70,370.70,41.52,?,0.70
15,794.59,47086.54,47346.41,2817.16,65240.70,140.70,4.52,0.70,0.70
16,796.34,47521.39,47794.60,2825.40,26800.69,90.69,1.85,0.70,0.69
17,803.56,47661.37,47936.81,2848.09,84000.69,170.69,5.84,0.69,0.69
18,807.72,47813.69,48104.67,2864.72,361090.67,210.67,23.86,0.69,0.67
19,?,?,?,?,?,?,?,0.67,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,95410.66,140.66,6.31,?,0.66
22,808.23,47872.80,48127.89,2892.80,49190.65,90.65,3.20,0.66,0.65
23,808.40,47733.24,47999.21,2890.57,174360.65,180.65,11.43,0.65,0.65
24,811.80,47942.04,48203.43,2898.85,349860.67,160.67,23.47,0.65,0.67
25,812.99,47613.95,47851.99,2897.93,249450.67,230.67,16.68,0.67,0.67
26,?,?,?,?,?,?,?,0.67,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,1042850.67,380.67,67.46,?,0.67
29,815.93,47328.40,47565.10,2878.58,1472270.67,640.67,101.94,0.67,0.67
30,815.59,46917.19,47113.08,2876.68,178200.66,160.66,11.98,0.67,0.66
31,817.14,46840.15,47011.43,2880.57,85220.68,200.68,5.81,0.66,0.68
32,818.68,46945.58,47121.08,2883.81,62670.66,120.66,4.17,0.68,0.66
33,?,?,?,?,?,?,?,0.66,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,292040.69,170.69,20.16,?,0.69
36,816.68,46674.78,46862.43,2843.49,74000.68,160.68,5.11,0.69,0.68
37,813.75,46149.14,46341.54,2811.05,126750.66,270.66,8.41,0.68,0.66
38,811.13,46329.66,46512.72,2815.91,456240.65,250.65,29.70,0.66,0.65
39,813.77,46741.54,46931.40,2825.70,39850.68,120.68,2.68,0.65,0.68
40,?,?,?,?,?,?,?,0.68,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,171990.69,250.69,11.72,?,0.69
43,817.32,46399.26,46564.61,2821.25,71470.67,180.67,4.80,0.69,0.67
44,817.35,46406.74,46569.81,2825.02,216990.67,210.67,14.42,0.67,0.67
45,818.81,46211.54,46360.51,2825.15,117180.66,190.66,7.76,0.67,0.66
46,826.73,46370.13,46523.63,2838.22,58110.66,180.66,3.83,0.66,0.66
47,?,?,?,?,?,?,?,0.66,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,39300.65,150.65,2.58,?,0.65
50,832.30,46490.89,46652.19,2843.90,104130.67,240.67,6.93,0.65,0.67
51,830.62,46051.76,46198.42,2831.71,31920.68,140.68,2.17,0.67,0.68
52,823.32,45879.90,46050.52,2801.83,174880.68,140.68,11.67,0.68,0.68
53,826.66,45948.12,46124.82,2817.57,37950.68,150.68,2.56,0.68,0.68
54,?,?,?,?,?,?,?,0.68,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,377330.67,410.67,25.69,?,0.67
57,828.81,45868.35,46065.85,2831.16,63970.67,180.67,4.31,0.67,0.67
58,836.69,46241.92,46459.99,2855.69,72160.68,210.68,4.86,0.67,0.68
59,844.08,46280.36,46510.83,2865.27,230430.68,190.68,15.30,0.68,0.68
60,842.02,46341.14,46622.90,2859.05,888350.64,420.64,56.61,0.68,0.64
61,?,?,?,?,?,?,?,0.64,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,434640.63,270.63,27.07,?,0.63
64,845.88,46676.09,47001.38,2868.06,859190.59,480.59,51.38,0.63,0.59
65,849.88,46762.65,47090.49,2872.90,268790.58,260.58,15.95,0.59,0.58
66,855.99,46745.26,47060.66,2873.49,206840.60,240.60,12.30,0.58,0.60
67,861.67,47074.39,47436.21,2906.74,116150.62,140.62,7.09,0.60,0.62
68,?,?,?,?,?,?,?,0.62,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,109840.61,270.61,6.89,?,0.61
71,866.79,47010.40,47340.43,2911.38,517180.59,300.59,31.08,0.61,0.59
72,872.90,46888.37,47235.72,2901.67,191150.59,170.59,11.37,0.59,0.59
73,871.52,47223.68,47606.16,2912.13,359880.61,320.61,21.73,0.59,0.61
74,873.21,47125.93,47522.10,2909.77,77110.60,220.60,4.63,0.61,0.60
75,?,?,?,?,?,?,?,0.60,?
76,?,?,?,?,?,?,?,?,?
