%310
@RELATION PLAMBRA00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
35,818.05,46556.55,3715.56,46735.25,2856.17,18198.25,158.25,15.16,?,8.25
36,816.68,46674.78,3715.75,46862.43,2843.49,151118.50,268.50,127.55,8.25,8.50
37,813.75,46149.14,3658.81,46341.54,2811.05,5658.38,78.38,4.73,8.50,8.38
38,811.13,46329.66,3691.32,46512.72,2815.91,3688.25,48.25,3.05,8.38,8.25
39,813.77,46741.54,3696.69,46931.40,2825.70,5208.37,28.37,4.29,8.25,8.37
40,?,?,?,?,?,?,?,?,8.37,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,3695.92,46988.04,2826.84,80418.10,228.10,65.22,?,8.10
43,817.32,46399.26,3702.31,46564.61,2821.25,81298.10,168.10,65.90,8.10,8.10
44,817.35,46406.74,3714.64,46569.81,2825.02,1438.10,38.10,1.16,8.10,8.10
45,818.81,46211.54,3733.52,46360.51,2825.15,28268.10,118.10,22.83,8.10,8.10
46,826.73,46370.13,3763.34,46523.63,2838.22,40098.11,128.11,32.58,8.10,8.11
47,?,?,?,?,?,?,?,?,8.11,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,3757.44,46665.39,2848.48,15608.14,128.14,12.55,?,8.14
50,832.30,46490.89,3763.52,46652.19,2843.90,1978.07,28.07,1.59,8.14,8.07
51,830.62,46051.76,3745.72,46198.42,2831.71,1248.20,28.20,1.01,8.07,8.20
52,823.32,45879.90,3760.90,46050.52,2801.83,14308.20,78.20,11.67,8.20,8.20
53,826.66,45948.12,3733.92,46124.82,2817.57,9058.22,108.22,7.41,8.20,8.22
54,?,?,?,?,?,?,?,?,8.22,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,3698.83,46487.05,2840.57,206688.45,318.45,172.44,?,8.45
57,828.81,45868.35,3687.46,46065.85,2831.16,5068.45,58.45,4.19,8.45,8.45
58,836.69,46241.92,3723.24,46459.99,2855.69,69468.55,288.55,59.24,8.45,8.55
59,844.08,46280.36,3694.46,46510.83,2865.27,66078.50,178.50,55.48,8.55,8.50
60,842.02,46341.14,3596.60,46622.90,2859.05,48258.60,188.60,41.32,8.50,8.60
61,?,?,?,?,?,?,?,?,8.60,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,3528.81,46454.13,2860.68,29708.35,138.35,25.15,?,8.35
64,845.88,46676.09,3522.56,47001.38,2868.06,500058.60,638.60,430.05,8.35,8.60
65,849.88,46762.65,3541.17,47090.49,2872.90,28528.60,78.60,24.62,8.60,8.60
66,855.99,46745.26,3558.65,47060.66,2873.49,26258.60,128.60,22.46,8.60,8.60
67,861.67,47074.39,3529.57,47436.21,2906.74,391348.78,658.78,336.78,8.60,8.78
68,?,?,?,?,?,?,?,?,8.78,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,3595.74,47269.75,2914.24,97738.95,438.95,87.34,?,8.95
71,866.79,47010.40,3613.57,47340.43,2911.38,111579.00,369.00,100.41,8.95,9.00
72,872.90,46888.37,3595.65,47235.72,2901.67,115488.99,378.99,103.23,9.00,8.99
73,871.52,47223.68,3593.14,47606.16,2912.13,23828.97,138.97,21.00,8.99,8.97
74,873.21,47125.93,3575.34,47522.10,2909.77,55388.89,108.89,49.06,8.97,8.89
75,?,?,?,?,?,?,?,?,8.89,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,3531.93,47094.18,2900.59,13698.72,108.72,12.00,?,8.72
78,864.73,46029.35,3446.97,46473.62,2868.24,23418.75,138.75,20.46,8.72,8.75
79,862.97,46068.24,3416.12,46511.62,2874.75,77068.98,248.98,68.63,8.75,8.98
80,850.86,45580.47,3320.24,46017.88,2833.61,147348.95,188.95,130.26,8.98,8.95
81,845.32,45066.18,3327.55,45473.08,2800.67,21778.95,178.95,19.42,8.95,8.95
82,?,?,?,?,?,?,?,?,8.95,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,3387.98,44946.32,2780.21,114399.00,389.00,102.84,?,9.00
85,830.80,44724.88,3369.87,45119.16,2774.13,211779.00,149.00,190.39,9.00,9.00
86,835.51,45247.90,3430.06,45644.09,2785.46,137158.76,178.76,120.74,9.00,8.76
87,839.42,45147.57,3478.60,45528.85,2797.31,67348.75,288.75,57.20,8.76,8.75
88,?,?,?,?,?,?,?,?,8.75,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,3523.68,45679.51,2814.33,13168.65,78.65,10.92,?,8.65
93,828.79,44604.61,3482.18,44940.36,2769.02,38.67,18.67,0.03,8.65,8.67
94,824.35,44623.89,3486.55,44980.62,2766.19,38768.70,148.70,33.71,8.67,8.70
95,819.73,44597.66,3479.32,44960.02,2760.91,127058.75,178.75,109.18,8.70,8.75
96,?,?,?,?,?,?,?,?,8.75,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,3450.97,44963.96,2764.28,3228.37,38.37,2.78,?,8.37
99,815.74,44725.03,3474.49,45096.35,2767.26,108378.44,138.44,90.70,8.37,8.44
100,820.16,45091.63,3463.81,45495.34,2780.21,116918.75,178.75,97.98,8.44,8.75
101,824.04,45688.48,3504.28,46131.66,2794.43,7058.72,38.72,6.16,8.75,8.72
102,819.29,45525.92,3481.04,45960.10,2783.53,6688.56,68.56,5.74,8.72,8.56
103,?,?,?,?,?,?,?,?,8.56,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,3368.83,45167.65,2754.91,18.70,18.70,0.01,?,8.70
106,?,?,?,?,?,?,?,?,8.70,?
107,796.68,43916.24,3195.69,44404.81,2705.88,104328.50,158.50,88.68,?,8.50
108,787.39,43364.70,3142.65,43850.06,2695.55,3518.31,38.31,2.89,8.50,8.31
109,783.37,43447.75,2992.95,43993.98,2685.57,1258.29,38.29,1.03,8.31,8.29
110,?,?,?,?,?,?,?,?,8.29,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,3007.40,43892.82,2660.28,1478.20,28.20,1.21,?,8.20
113,769.16,43159.57,3011.64,43707.88,2624.40,1048.29,38.29,0.85,8.20,8.29
114,769.82,43356.73,3012.77,43908.95,2636.70,38187.90,207.90,30.14,8.29,7.90
115,774.88,43482.18,2993.56,44027.03,2658.57,1003577.88,87.88,792.81,7.90,7.88
116,777.86,43665.21,3051.09,44226.06,2669.93,164708.45,198.45,129.96,7.88,8.45
117,?,?,?,?,?,?,?,?,8.45,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,3107.87,44420.22,2685.14,86978.45,158.45,73.29,?,8.45
120,784.81,44162.18,3270.96,44653.34,2704.84,8008.05,68.05,6.52,8.45,8.05
121,?,?,?,?,?,?,?,?,8.05,?
122,787.45,43991.51,3273.77,44466.89,2695.22,987.98,27.98,0.78,?,7.98
123,?,?,?,?,?,?,?,?,7.98,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,3221.83,45060.80,2714.72,110547.50,267.50,83.35,?,7.50
127,793.09,44742.22,3278.44,45244.29,2733.96,3747.73,37.73,2.87,7.50,7.73
128,798.10,45117.94,3274.88,45647.76,2752.14,30867.80,107.80,24.12,7.73,7.80
129,800.71,44943.16,3287.31,45475.08,2760.20,50588.21,208.21,39.90,7.80,8.21
130,800.42,44895.35,3305.97,45408.06,2769.85,5628.00,38.00,4.44,8.21,8.00
131,?,?,?,?,?,?,?,?,8.00,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,3331.03,45746.01,2790.62,2217.86,57.86,1.73,?,7.86
134,804.49,45771.11,3344.63,46336.62,2822.41,18.05,18.05,0.01,7.86,8.05
135,802.28,46102.42,3424.41,46676.61,2848.38,154748.59,138.59,125.54,8.05,8.59
136,806.45,45992.03,3377.14,46581.16,2871.70,28278.45,108.45,24.16,8.59,8.45
137,810.69,46078.68,3435.39,46646.58,2885.19,13008.39,78.39,10.83,8.45,8.39
138,?,?,?,?,?,?,?,?,8.39,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,3466.14,46615.31,2921.95,10008.35,18.35,8.35,?,8.35
141,819.76,45851.80,3392.40,46439.10,2893.12,6908.35,58.35,5.78,8.35,8.35
142,818.82,45933.66,3344.53,46529.96,2912.70,08.35,08.35,0.00,8.35,8.35
143,814.69,45687.76,3276.68,46311.26,2894.53,21508.00,98.00,17.27,8.35,8.00
144,820.11,46145.44,3277.81,46783.61,2929.62,15217.94,97.94,12.06,8.00,7.94
145,?,?,?,?,?,?,?,?,7.94,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,3325.92,47957.54,2976.83,82247.90,127.90,65.15,?,7.90
148,838.40,47579.87,3377.00,48258.02,2997.81,11117.89,157.89,8.70,7.90,7.89
149,842.72,47476.64,3410.78,48138.07,3000.58,17547.98,77.98,13.98,7.89,7.98
150,?,?,?,?,?,?,?,?,7.98,?
151,841.72,47806.34,3339.97,48503.87,2994.25,12127.81,37.81,9.66,?,7.81
152,?,?,?,?,?,?,?,?,7.81,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,3252.24,47868.36,2970.24,122077.96,107.96,96.47,?,7.96
155,854.67,47620.68,3283.47,48323.88,2998.79,105447.95,117.95,83.83,7.96,7.95
156,859.35,47805.94,3301.92,48513.29,3026.87,24978.10,118.10,19.92,7.95,8.10
157,864.95,47573.66,3301.52,48259.19,3020.15,16658.01,38.01,13.34,8.10,8.01
158,866.67,48209.65,3325.43,48918.37,3044.38,308528.06,78.06,249.58,8.01,8.06
159,?,?,?,?,?,?,?,?,8.06,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,3341.26,49207.65,3065.91,63078.10,98.10,51.16,?,8.10
162,870.60,48324.52,3317.02,49050.96,3074.89,11738.25,68.25,9.50,8.10,8.25
163,878.91,48383.93,3337.95,49098.70,3098.83,3757758.17,148.17,3043.74,8.25,8.17
164,877.48,48152.82,3294.79,48890.47,3089.32,520058.38,108.38,433.59,8.17,8.38
165,880.65,48273.42,3261.51,49057.66,3092.65,81928.45,128.45,68.97,8.38,8.45
166,?,?,?,?,?,?,?,?,8.45,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3221.03,48917.56,3100.24,284388.40,328.40,240.46,?,8.40
169,886.71,48119.72,3243.93,48891.04,3120.39,20128.70,148.70,17.02,8.40,8.70
170,885.25,47743.10,3245.92,48509.84,3122.21,13728.70,78.70,11.64,8.70,8.70
171,864.38,45870.00,3150.91,46587.68,3038.18,93248.50,368.50,79.15,8.70,8.50
172,855.18,44732.92,3055.25,45456.77,3001.68,28038.44,108.44,23.46,8.50,8.44
173,?,?,?,?,?,?,?,?,8.44,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,3144.77,45531.46,2990.89,228428.52,198.52,194.19,?,8.52
176,863.23,44966.09,3152.21,45672.10,2999.31,163438.64,148.64,139.36,8.52,8.64
177,858.05,44893.99,3120.81,45601.51,2972.55,4218.57,48.57,3.54,8.64,8.57
178,847.97,43667.37,3067.07,44326.49,2915.58,38158.25,128.25,31.80,8.57,8.25
179,848.08,44747.79,3103.44,45442.51,2948.80,29977.98,257.98,23.29,8.25,7.98
180,?,?,?,?,?,?,?,?,7.98,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,3106.66,45461.06,2963.91,16957.85,157.85,13.33,?,7.85
183,853.37,45533.94,3110.28,46254.71,2981.48,6207.90,97.90,4.84,7.85,7.90
184,850.45,45184.98,3116.57,45899.36,2971.57,35258.10,98.10,27.97,7.90,8.10
185,855.94,45613.75,3145.35,46344.42,2988.19,5798.02,38.02,4.64,8.10,8.02
186,851.88,45110.89,3176.37,45805.34,2977.06,13588.15,78.15,11.14,8.02,8.15
187,?,?,?,?,?,?,?,?,8.15,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,3202.26,45172.40,2948.16,18.42,18.42,0.01,?,8.42
190,842.60,44342.23,3223.44,44969.23,2924.69,08.42,08.42,0.00,8.42,8.42
191,844.03,45068.55,3278.06,45727.71,2962.09,20378.15,58.15,16.61,8.42,8.15
192,845.84,45712.72,3306.79,46390.36,2992.86,238.35,18.35,0.19,8.15,8.35
193,849.99,46150.78,3344.00,46839.89,3017.66,10258.29,38.29,8.49,8.35,8.29
194,?,?,?,?,?,?,?,?,8.29,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3318.87,46922.43,3022.70,538.24,58.24,0.44,?,8.24
197,847.84,46155.10,3320.24,46860.35,3017.11,2998.24,18.24,2.46,8.24,8.24
198,845.85,46287.08,3333.09,47003.76,3021.27,9518.17,88.17,7.78,8.24,8.17
199,845.70,46221.23,3389.39,46919.83,3023.16,146568.20,38.20,120.12,8.17,8.20
200,848.06,46399.74,3370.14,47120.88,3019.85,08.20,08.20,0.00,8.20,8.20
201,?,?,?,?,?,?,?,?,8.20,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3363.21,47075.43,3021.70,258.19,18.19,0.20,?,8.19
204,852.44,46714.43,3398.88,47454.90,3029.97,722698.20,128.20,592.26,8.19,8.20
205,858.02,46835.98,3451.39,47575.74,3050.63,9398.27,48.27,7.75,8.20,8.27
206,858.31,46713.02,3417.55,47446.69,3036.16,8748.11,58.11,7.20,8.27,8.11
207,858.83,46258.91,3376.81,46981.22,3015.00,204418.36,68.36,165.63,8.11,8.36
208,?,?,?,?,?,?,?,?,8.36,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3407.34,47214.30,3032.94,2238.30,68.30,1.82,?,8.30
211,870.15,46663.41,3422.75,47398.08,3038.42,28348.30,28.30,22.96,8.30,8.30
212,878.25,46925.65,3384.71,47676.43,3046.08,37888.34,128.34,31.32,8.30,8.34
213,881.30,47370.81,3341.99,48147.76,3060.17,41268.49,148.49,34.68,8.34,8.49
214,884.10,48325.33,3426.64,49133.14,3110.79,64198.50,108.50,54.51,8.49,8.50
215,?,?,?,?,?,?,?,?,8.50,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3483.43,49272.86,3127.41,20998.60,78.60,18.01,?,8.60
218,891.86,47942.81,3486.01,48742.34,3127.38,372718.88,278.88,322.55,8.60,8.88
219,898.91,48306.55,3527.25,49124.78,3168.23,467509.15,459.15,416.03,8.88,9.15
220,903.85,48862.88,3579.17,49700.18,3190.86,213919.14,279.14,195.30,9.15,9.14
221,909.96,49125.36,3499.45,49994.77,3206.86,5469.01,49.01,4.93,9.14,9.01
222,?,?,?,?,?,?,?,?,9.01,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3519.19,50476.37,3225.79,14929.05,129.05,13.47,?,9.05
225,922.16,49747.66,3538.38,50646.05,3233.22,170019.15,209.15,155.20,9.05,9.15
226,928.58,50223.95,3530.29,51152.95,3271.49,58369.29,209.29,53.50,9.15,9.29
227,?,?,?,?,?,?,?,?,9.29,?
228,928.83,49976.48,3459.16,50906.11,3253.28,27739.30,109.30,26.07,?,9.30
229,?,?,?,?,?,?,?,?,9.30,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3428.34,50713.14,3237.31,17839.20,59.20,16.46,?,9.20
232,914.58,49162.16,3400.95,50077.30,3210.57,654679.35,99.35,605.50,9.20,9.35
233,920.30,49128.05,3447.66,50032.45,3221.87,09.35,09.35,0.00,9.35,9.35
234,931.73,49846.48,3478.42,50780.47,3260.69,1512339.45,199.45,1414.52,9.35,9.45
235,930.27,49895.10,3467.02,50836.47,3260.35,1009.46,19.46,0.95,9.45,9.46
236,?,?,?,?,?,?,?,?,9.46,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3495.18,50756.86,3255.45,15349.01,89.01,14.05,?,9.01
239,921.40,48833.58,3423.51,49731.02,3197.48,107239.38,169.38,97.17,9.01,9.38
240,919.00,48537.65,3384.22,49421.50,3183.87,2139139.22,149.22,1950.91,9.38,9.22
241,924.88,48676.45,3385.51,49569.11,3204.20,10639.30,49.30,9.88,9.22,9.30
242,925.91,48871.98,3363.18,49771.98,3196.27,8019.06,49.06,7.38,9.30,9.06
243,?,?,?,?,?,?,?,?,9.06,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3393.26,50099.55,3230.20,7689.27,79.27,6.83,?,9.27
246,926.93,48968.87,3405.95,49861.54,3226.75,1929.18,39.18,1.75,9.27,9.18
247,918.91,47919.09,3338.86,48781.63,3174.71,16889.20,89.20,15.44,9.18,9.20
248,890.19,45830.66,3280.10,46598.42,3061.25,35528.70,148.70,31.43,9.20,8.70
249,902.70,46717.04,3320.52,47514.09,3142.61,32459.16,89.16,28.38,8.70,9.16
250,?,?,?,?,?,?,?,?,9.16,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3374.64,48651.54,3199.68,28229.29,109.29,25.91,?,9.29
253,931.39,48961.51,3449.10,49839.90,3256.85,231819.55,379.55,214.95,9.29,9.55
254,934.25,49437.02,3502.00,50312.63,3285.29,24899.54,109.54,23.66,9.55,9.54
255,943.52,49771.55,3561.86,50644.38,3303.55,2979.45,89.45,2.81,9.54,9.45
256,948.06,49348.61,3556.85,50196.31,3285.49,91449.56,119.56,87.38,9.45,9.56
257,?,?,?,?,?,?,?,?,9.56,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3498.14,49741.35,3260.05,78199.90,459.90,76.65,?,9.90
260,960.97,49434.46,3583.06,50258.11,3286.61,753210.15,3110.15,75.66,9.90,10.15
261,957.28,49413.33,3581.84,50227.43,3277.41,167110.25,1810.25,16.99,10.15,10.25
262,963.32,50300.53,3605.94,51171.25,3316.59,243610.20,1910.20,24.97,10.25,10.20
263,962.49,50308.19,3585.84,51202.75,3316.08,251310.20,1710.20,25.42,10.20,10.20
264,?,?,?,?,?,?,?,?,10.20,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3517.39,50869.00,3291.57,295010.15,1310.15,29.67,?,10.15
267,957.44,49979.47,3512.70,50887.67,3275.67,183410.14,1010.14,18.48,10.15,10.14
268,961.02,50301.69,3515.41,51221.45,3299.72,447710.24,1510.24,45.50,10.14,10.24
269,969.92,50936.34,3538.09,51846.54,3336.44,1415510.20,910.20,144.39,10.24,10.20
270,977.10,50819.81,3532.05,51704.53,3352.18,8452410.59,3310.59,883.92,10.20,10.59
271,?,?,?,?,?,?,?,?,10.59,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3494.36,51191.50,3349.29,6560410.60,3710.60,695.01,?,10.60
274,984.17,50782.48,3499.03,51691.24,3351.68,539110.75,2310.75,57.28,10.60,10.75
275,987.01,50803.40,3513.56,51709.58,3364.40,4843710.60,2210.60,513.42,10.75,10.60
276,988.62,50982.03,3525.92,51911.61,3383.62,2365210.60,4210.60,250.51,10.60,10.60
277,992.25,50601.24,3510.90,51511.63,3381.52,62210.60,410.60,6.55,10.60,10.60
278,?,?,?,?,?,?,?,?,10.60,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3501.94,51239.47,3383.60,2958910.20,5810.20,300.33,?,10.20
281,993.38,50137.88,3519.36,51021.26,3368.14,455810.52,2410.52,47.90,10.20,10.52
282,996.97,50335.02,3561.38,51215.99,3379.96,1062410.78,4810.78,113.81,10.52,10.78
283,1011.15,51806.83,3648.78,52744.48,3454.41,2449310.87,6610.87,265.72,10.78,10.87
284,1024.81,52230.47,3656.01,53193.87,3477.04,1022010.90,5910.90,111.44,10.87,10.90
285,?,?,?,?,?,?,?,?,10.90,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3648.47,53498.97,3508.85,454210.98,3410.98,49.80,?,10.98
288,1039.64,52590.73,3614.40,53588.87,3544.07,2304010.85,4310.85,246.07,10.98,10.85
289,1036.86,52861.41,3568.21,53918.41,3548.14,1918811.20,6211.20,212.44,10.85,11.20
290,1049.92,52573.59,3637.13,53571.90,3572.96,2564611.18,8811.18,285.66,11.20,11.18
291,1051.86,52587.24,3669.50,53572.92,3535.97,1189411.24,4011.24,132.40,11.18,11.24
292,?,?,?,?,?,?,?,?,11.24,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3737.21,54903.39,3606.06,957911.60,3211.60,109.46,?,11.60
295,1078.51,53781.81,3771.51,54818.06,3615.60,1199412.25,6412.25,144.92,11.60,12.25
296,1074.66,53389.74,3696.25,54433.41,3596.10,490612.24,3912.24,60.41,12.25,12.24
297,1083.34,53994.46,3739.61,55063.75,3637.76,6024012.10,8412.10,732.56,12.24,12.10
298,1095.80,53887.13,3516.88,55023.42,3651.19,1064211.85,3311.85,128.64,12.10,11.85
299,?,?,?,?,?,?,?,?,11.85,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3427.82,55362.19,3660.45,2251611.75,6311.75,260.93,?,11.75
302,1114.63,54536.95,3478.84,55688.45,3688.57,639111.78,2811.78,74.62,11.75,11.78
303,1107.62,54095.32,3394.12,55240.01,3660.80,669811.80,2511.80,79.51,11.78,11.80
304,1109.36,53607.86,3362.26,54734.18,3628.73,011.80,011.80,0.00,11.80,11.80
305,?,?,?,?,?,?,?,?,11.80,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3422.88,55121.60,3668.56,5670,16,66.77,?,11.80
309,1101.37,53504.47,3437.50,54600.05,3645.18,13195,41,157.53,11.80,11.80
310,1106.35,53924.01,3426.03,55035.36,3650.27,5101,21,60.54,11.80,11.91
340,991.5027484429278,45857.110734846676,2864.893371122059,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2842.611796073331,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2820.330221024603,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2753.4854958784194,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2619.796045586054,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
