%310
@RELATION WIG-PALIWA
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,77985.30,3693.16
3,13391.36,3100.57,3100.57,3.1005,3.1005,88876.22,3710.02
4,13435.21,3101.66,3101.66,3.1700,3.1700,119049.55,3657.91
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,98112.38,3577.63
8,13328.85,3091.81,3091.81,3.1457,3.1457,117280.24,3549.00
9,13390.51,3105.81,3105.81,3.1516,3.1516,47177.24,3553.37
10,13471.22,3121.76,3121.76,3.1121,3.1121,107468.89,3577.53
11,13488.43,3125.64,3125.64,3.0890,3.0890,61792.25,3544.79
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,56788.62,3566.85
15,13534.89,3110.78,3110.78,3.0750,3.0750,93190.56,3547.24
16,13511.23,3117.54,3117.54,3.1097,3.1097,109719.29,3670.64
17,13596.02,3136.00,3136.00,3.0853,3.0853,85545.05,3644.48
18,13649.70,3134.71,3134.71,3.0925,3.0925,77472.90,3698.62
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,42666.08,3721.02
22,13712.21,3143.18,3143.18,3.1341,3.1341,52834.57,3722.27
23,13779.33,3153.67,3153.67,3.1195,3.1195,67344.37,3760.57
24,13825.33,3130.38,3130.38,3.1503,3.1503,64700.54,3778.89
25,13895.98,3149.71,3149.71,3.1186,3.1186,63360.93,3769.37
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,74338.77,3682.15
29,13954.42,3153.66,3153.66,3.1229,3.1229,71530.48,3685.98
30,13910.42,3142.31,3142.31,3.0938,3.0938,91546.18,3645.60
31,13860.58,3142.13,3142.13,3.0874,3.0874,114972.60,3607.52
32,14009.79,3179.10,3179.10,3.0744,3.0744,75317.48,3644.46
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,74655.01,3612.41
36,13979.30,3171.58,3171.58,3.0831,3.0831,66101.82,3630.18
37,13986.52,3168.48,3168.48,3.0868,3.0868,65625.45,3536.94
38,13944.05,3165.13,3165.13,3.0886,3.0886,72787.86,3535.96
39,13992.97,3193.87,3193.87,3.1056,3.1056,145091.12,3562.82
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,43012.55,3594.60
43,14018.70,3186.49,3186.49,3.1159,3.1159,56190.24,3633.37
44,13982.91,3196.88,3196.88,3.1012,3.1012,50832.04,3701.80
45,13973.39,3198.66,3198.66,3.1209,3.1209,49274.16,3689.43
46,13981.76,3192.03,3192.03,3.1398,3.1398,59972.36,3737.74
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,44694.64,3727.26
50,14035.67,3213.59,3213.59,3.1360,3.1360,114506.66,3822.74
51,13927.54,3164.41,3164.41,3.1002,3.1002,142770.17,3822.87
52,13880.62,3131.49,3131.49,3.1633,3.1633,109921.01,3827.84
53,14000.57,3161.82,3161.82,3.1443,3.1443,72496.80,3855.76
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,110510.37,3909.51
57,13900.13,3129.65,3129.65,3.1733,3.1733,87775.31,3782.19
58,14075.37,3162.26,3162.26,3.1841,3.1841,81582.25,3822.08
