%310
@RELATION PLHGNKA00028
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,2600031.34,1071.34,340.86,?,1.34
3,10554.18,48222.72,48505.50,2832.46,2642711.37,1211.37,358.52,1.34,1.37
4,10519.33,47888.16,48143.94,2814.73,1736281.33,791.33,230.26,1.37,1.33
5,?,?,?,?,?,?,?,1.33,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,1325891.32,561.32,172.85,?,1.32
8,10500.71,47379.63,47624.67,2790.64,670181.29,481.29,86.80,1.32,1.29
9,10503.06,47407.28,47668.58,2784.62,692711.28,411.28,89.24,1.29,1.28
10,10496.80,47546.91,47798.66,2800.96,1525931.27,811.27,191.60,1.28,1.27
11,10595.04,47440.80,47690.97,2815.88,1478921.26,651.26,184.45,1.27,1.26
12,?,?,?,?,?,?,?,1.26,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,930121.27,421.27,116.79,?,1.27
15,10638.06,47086.54,47346.41,2817.16,705271.23,421.23,87.42,1.27,1.23
16,10673.05,47521.39,47794.60,2825.40,2874971.29,1451.29,368.62,1.23,1.29
17,10767.29,47661.37,47936.81,2848.09,12782621.38,5311.38,1737.17,1.29,1.38
18,10903.93,47813.69,48104.67,2864.72,5464761.36,2551.36,759.35,1.38,1.36
19,?,?,?,?,?,?,?,1.36,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1840851.35,861.35,246.70,?,1.35
22,11073.63,47872.80,48127.89,2892.80,1357551.34,741.34,182.68,1.35,1.34
23,11071.80,47733.24,47999.21,2890.57,1750741.36,931.36,239.56,1.34,1.36
24,11108.21,47942.04,48203.43,2898.85,315651.36,261.36,42.63,1.36,1.36
