%310
@RELATION PLAMICA00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,5447954.25,5754.25,2954.37,?,54.25
3,10554.18,48222.72,48505.50,2832.46,271454.20,3554.20,147.06,54.25,54.20
4,10519.33,47888.16,48143.94,2814.73,2347653.85,4853.85,1272.00,54.20,53.85
5,?,?,?,?,?,?,?,53.85,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,143654.00,3854.00,77.46,?,54.00
8,10500.71,47379.63,47624.67,2790.64,238153.70,3553.70,127.28,54.00,53.70
9,10503.06,47407.28,47668.58,2784.62,240353.50,2353.50,128.76,53.70,53.50
10,10496.80,47546.91,47798.66,2800.96,278954.30,3954.30,149.82,53.50,54.30
11,10595.04,47440.80,47690.97,2815.88,3107754.95,5154.95,1694.26,54.30,54.95
12,?,?,?,?,?,?,?,54.95,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,142654.90,3554.90,77.92,?,54.90
15,10638.06,47086.54,47346.41,2817.16,106354.30,2154.30,57.78,54.90,54.30
16,10673.05,47521.39,47794.60,2825.40,286154.50,2454.50,155.90,54.30,54.50
17,10767.29,47661.37,47936.81,2848.09,1188654.80,2754.80,650.10,54.50,54.80
18,10903.93,47813.69,48104.67,2864.72,1521555.00,6755.00,835.96,54.80,55.00
19,?,?,?,?,?,?,?,55.00,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1761856.40,9456.40,983.36,?,56.40
22,11073.63,47872.80,48127.89,2892.80,1824857.60,8257.60,1048.27,56.40,57.60
23,11071.80,47733.24,47999.21,2890.57,664358.40,7458.40,387.08,57.60,58.40
24,11108.21,47942.04,48203.43,2898.85,417059.00,7359.00,244.67,58.40,59.00
