%310
@RELATION PLOPNPL00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,27156.88,126.88,18.71,?,6.88
3,783.15,48222.72,48505.50,2832.46,35867.08,187.08,24.47,6.88,7.08
4,781.69,47888.16,48143.94,2814.73,7847.06,57.06,5.56,7.08,7.06
5,?,?,?,?,?,?,?,7.06,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,6806.95,26.95,4.79,?,6.95
8,780.70,47379.63,47624.67,2790.64,27806.85,66.85,19.13,6.95,6.85
9,784.82,47407.28,47668.58,2784.62,42256.90,96.90,28.95,6.85,6.90
10,788.85,47546.91,47798.66,2800.96,15787.08,77.08,10.98,6.90,7.08
11,795.36,47440.80,47690.97,2815.88,50547.30,207.30,36.28,7.08,7.30
12,?,?,?,?,?,?,?,7.30,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,35277.07,117.07,25.37,?,7.07
15,794.59,47086.54,47346.41,2817.16,19157.10,97.10,13.80,7.07,7.10
16,796.34,47521.39,47794.60,2825.40,4237.15,27.15,3.02,7.10,7.15
17,803.56,47661.37,47936.81,2848.09,27177.20,127.20,19.47,7.15,7.20
18,807.72,47813.69,48104.67,2864.72,38277.19,107.19,27.55,7.20,7.19
19,?,?,?,?,?,?,?,7.19,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,24097.18,37.18,17.31,?,7.18
22,808.23,47872.80,48127.89,2892.80,2207.20,37.20,1.58,7.18,7.20
23,808.40,47733.24,47999.21,2890.57,38187.36,127.36,27.83,7.20,7.36
24,811.80,47942.04,48203.43,2898.85,2237.35,47.35,1.67,7.36,7.35
25,812.99,47613.95,47851.99,2897.93,2407.35,17.35,1.76,7.35,7.35
26,?,?,?,?,?,?,?,7.35,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,2137.31,37.31,1.56,?,7.31
29,815.93,47328.40,47565.10,2878.58,18007.30,77.30,13.23,7.31,7.30
30,815.59,46917.19,47113.08,2876.68,25607.40,87.40,18.67,7.30,7.40
31,817.14,46840.15,47011.43,2880.57,37477.50,87.50,27.75,7.40,7.50
32,818.68,46945.58,47121.08,2883.81,26827.70,167.70,20.47,7.50,7.70
33,?,?,?,?,?,?,?,7.70,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,11757.70,77.70,9.09,?,7.70
36,816.68,46674.78,46862.43,2843.49,7917.68,67.68,5.73,7.70,7.68
37,813.75,46149.14,46341.54,2811.05,8687.51,47.51,6.61,7.68,7.51
38,811.13,46329.66,46512.72,2815.91,2707.14,57.14,2.03,7.51,7.14
39,813.77,46741.54,46931.40,2825.70,30607.49,177.49,21.60,7.14,7.49
40,?,?,?,?,?,?,?,7.49,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,457.40,27.40,0.33,?,7.40
43,817.32,46399.26,46564.61,2821.25,1007.05,27.05,0.71,7.40,7.05
44,817.35,46406.74,46569.81,2825.02,79147.30,187.30,55.18,7.05,7.30
45,818.81,46211.54,46360.51,2825.15,42037.30,127.30,30.67,7.30,7.30
46,826.73,46370.13,46523.63,2838.22,35127.50,117.50,25.67,7.30,7.50
47,?,?,?,?,?,?,?,7.50,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,8847.45,57.45,6.54,?,7.45
50,832.30,46490.89,46652.19,2843.90,43607.50,127.50,32.85,7.45,7.50
51,830.62,46051.76,46198.42,2831.71,6117.50,47.50,4.58,7.50,7.50
52,823.32,45879.90,46050.52,2801.83,30517.29,117.29,21.73,7.50,7.29
53,826.66,45948.12,46124.82,2817.57,9637.20,47.20,7.01,7.29,7.20
54,?,?,?,?,?,?,?,7.20,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,15787.16,57.16,11.30,?,7.16
57,828.81,45868.35,46065.85,2831.16,26247.16,57.16,18.79,7.16,7.16
58,836.69,46241.92,46459.99,2855.69,34057.20,77.20,24.53,7.16,7.20
59,844.08,46280.36,46510.83,2865.27,40827.20,67.20,29.40,7.20,7.20
60,842.02,46341.14,46622.90,2859.05,17177.25,107.25,12.42,7.20,7.25
61,?,?,?,?,?,?,?,7.25,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,48297.40,87.40,35.68,?,7.40
64,845.88,46676.09,47001.38,2868.06,41297.41,157.41,30.91,7.40,7.41
65,849.88,46762.65,47090.49,2872.90,46787.55,147.55,34.97,7.41,7.55
66,855.99,46745.26,47060.66,2873.49,50197.50,47.50,37.64,7.55,7.50
67,861.67,47074.39,47436.21,2906.74,43657.40,57.40,32.31,7.50,7.40
68,?,?,?,?,?,?,?,7.40,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,121407.40,127.40,87.81,?,7.40
71,866.79,47010.40,47340.43,2911.38,2007.40,27.40,1.48,7.40,7.40
72,872.90,46888.37,47235.72,2901.67,1897.25,37.25,1.36,7.40,7.25
73,871.52,47223.68,47606.16,2912.13,477.48,37.48,0.35,7.25,7.48
74,873.21,47125.93,47522.10,2909.77,177997.19,177.19,128.56,7.48,7.19
75,?,?,?,?,?,?,?,7.19,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,43137.00,127.00,30.48,?,7.00
