%310
@RELATION PLIDATF00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,66171.40,61.40,9.38,?,1.40
3,783.15,48222.72,48505.50,2832.46,57701.39,61.39,8.08,1.40,1.39
4,781.69,47888.16,48143.94,2814.73,52851.39,41.39,7.35,1.39,1.39
5,?,?,?,?,?,?,?,1.39,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,2001.44,21.44,0.29,?,1.44
8,780.70,47379.63,47624.67,2790.64,30221.54,61.54,4.35,1.44,1.54
9,784.82,47407.28,47668.58,2784.62,12631.51,81.51,1.86,1.54,1.51
10,788.85,47546.91,47798.66,2800.96,51111.48,21.48,7.56,1.51,1.48
11,795.36,47440.80,47690.97,2815.88,51.59,11.59,0.01,1.48,1.59
12,?,?,?,?,?,?,?,1.59,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,30101.53,21.53,4.61,?,1.53
15,794.59,47086.54,47346.41,2817.16,60001.53,41.53,9.18,1.53,1.53
16,796.34,47521.39,47794.60,2825.40,11001.53,41.53,1.62,1.53,1.53
17,803.56,47661.37,47936.81,2848.09,49601.43,51.43,7.09,1.53,1.43
18,807.72,47813.69,48104.67,2864.72,42501.45,81.45,6.18,1.43,1.45
19,?,?,?,?,?,?,?,1.45,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,68351.43,91.43,9.66,?,1.43
22,808.23,47872.80,48127.89,2892.80,21941.43,71.43,3.06,1.43,1.43
23,808.40,47733.24,47999.21,2890.57,7261.45,41.45,1.05,1.43,1.45
24,811.80,47942.04,48203.43,2898.85,101.45,11.45,0.01,1.45,1.45
25,812.99,47613.95,47851.99,2897.93,40301.45,41.45,5.69,1.45,1.45
26,?,?,?,?,?,?,?,1.45,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,7051.44,21.44,1.02,?,1.44
29,815.93,47328.40,47565.10,2878.58,82641.43,111.43,11.24,1.44,1.43
30,815.59,46917.19,47113.08,2876.68,4051.41,31.41,0.57,1.43,1.41
31,817.14,46840.15,47011.43,2880.57,51.46,11.46,0.01,1.41,1.46
32,818.68,46945.58,47121.08,2883.81,10011.41,21.41,1.41,1.46,1.41
33,?,?,?,?,?,?,?,1.41,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,8211.40,81.40,1.11,?,1.40
36,816.68,46674.78,46862.43,2843.49,6041.45,41.45,0.81,1.40,1.45
37,813.75,46149.14,46341.54,2811.05,32171.44,71.44,4.27,1.45,1.44
38,811.13,46329.66,46512.72,2815.91,101.44,11.44,0.01,1.44,1.44
39,813.77,46741.54,46931.40,2825.70,501.44,11.44,0.07,1.44,1.44
40,?,?,?,?,?,?,?,1.44,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,16101.44,31.44,2.26,?,1.44
