%310
@RELATION PLEKEP000019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,3820514.80,17114.80,560.00,?,14.80
3,10554.18,48222.72,48505.50,2832.46,2720414.93,11414.93,407.34,14.80,14.93
4,10519.33,47888.16,48143.94,2814.73,1854114.53,10114.53,271.93,14.93,14.53
5,?,?,?,?,?,?,?,14.53,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,2998414.69,12614.69,437.11,?,14.69
8,10500.71,47379.63,47624.67,2790.64,3713015.34,21115.34,561.91,14.69,15.34
9,10503.06,47407.28,47668.58,2784.62,4828415.28,22715.28,749.80,15.34,15.28
10,10496.80,47546.91,47798.66,2800.96,1493915.26,8615.26,228.27,15.28,15.26
11,10595.04,47440.80,47690.97,2815.88,4229615.38,19315.38,658.36,15.26,15.38
12,?,?,?,?,?,?,?,15.38,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,2906615.31,20915.31,437.48,?,15.31
15,10638.06,47086.54,47346.41,2817.16,1766115.05,10215.05,266.82,15.31,15.05
16,10673.05,47521.39,47794.60,2825.40,8201416.41,37316.41,1298.54,15.05,16.41
17,10767.29,47661.37,47936.81,2848.09,16291717.50,64717.50,2767.72,16.41,17.50
18,10903.93,47813.69,48104.67,2864.72,5159417.21,31817.21,886.29,17.50,17.21
19,?,?,?,?,?,?,?,17.21,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,2914917.42,18817.42,497.80,?,17.42
22,11073.63,47872.80,48127.89,2892.80,6861716.95,24416.95,1168.13,17.42,16.95
23,11071.80,47733.24,47999.21,2890.57,3713716.75,14116.75,624.16,16.95,16.75
24,11108.21,47942.04,48203.43,2898.85,3567116.50,17816.50,589.38,16.75,16.50
25,11174.05,47613.95,47851.99,2897.93,2964617.10,17617.10,504.96,16.50,17.10
26,?,?,?,?,?,?,?,17.10,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,1042317.01,8017.01,178.48,?,17.01
29,11165.66,47328.40,47565.10,2878.58,846116.99,6016.99,143.56,17.01,16.99
30,11183.61,46917.19,47113.08,2876.68,2177017.37,11217.37,374.80,16.99,17.37
31,11245.80,46840.15,47011.43,2880.57,6937818.40,30718.40,1237.19,17.37,18.40
32,11241.00,46945.58,47121.08,2883.81,5721318.20,29218.20,1045.31,18.40,18.20
33,?,?,?,?,?,?,?,18.20,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,1475417.88,11317.88,265.92,?,17.88
36,11060.84,46674.78,46862.43,2843.49,11169017.18,61517.18,1963.19,17.88,17.18
37,10953.57,46149.14,46341.54,2811.05,2569417.19,22117.19,440.70,17.18,17.19
38,10950.03,46329.66,46512.72,2815.91,2526817.27,21517.27,431.01,17.19,17.27
39,10986.53,46741.54,46931.40,2825.70,1591317.53,10417.53,274.93,17.27,17.53
40,?,?,?,?,?,?,?,17.53,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,1327217.59,12417.59,235.00,?,17.59
43,10981.98,46399.26,46564.61,2821.25,1508817.07,13517.07,258.02,17.59,17.07
