%310
@RELATION InvestorMS
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,124220.18,2835.52
3,13391.36,3100.57,3100.57,3.1005,3.1005,187463.22,2832.46
4,13435.21,3101.66,3101.66,3.1700,3.1700,164152.66,2814.73
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,154399.55,2793.31
8,13328.85,3091.81,3091.81,3.1457,3.1457,188721.79,2790.64
9,13390.51,3105.81,3105.81,3.1516,3.1516,130057.98,2784.62
10,13471.22,3121.76,3121.76,3.1121,3.1121,255892.69,2800.96
11,13488.43,3125.64,3125.64,3.0890,3.0890,122820.84,2815.88
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,135946.55,2820.74
15,13534.89,3110.78,3110.78,3.0750,3.0750,141614.87,2817.16
16,13511.23,3117.54,3117.54,3.1097,3.1097,157890.46,2825.40
17,13596.02,3136.00,3136.00,3.0853,3.0853,177634.01,2848.09
18,13649.70,3134.71,3134.71,3.0925,3.0925,202855.24,2864.72
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,122520.31,2890.14
22,13712.21,3143.18,3143.18,3.1341,3.1341,150227.43,2892.80
23,13779.33,3153.67,3153.67,3.1195,3.1195,166180.14,2890.57
24,13825.33,3130.38,3130.38,3.1503,3.1503,167520.06,2898.85
25,13895.98,3149.71,3149.71,3.1186,3.1186,152306.32,2897.93
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,137307.70,2886.17
29,13954.42,3153.66,3153.66,3.1229,3.1229,130719.49,2878.58
30,13910.42,3142.31,3142.31,3.0938,3.0938,138260.97,2876.68
31,13860.58,3142.13,3142.13,3.0874,3.0874,157931.83,2880.57
32,14009.79,3179.10,3179.10,3.0744,3.0744,121034.71,2883.81
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,125050.38,2856.17
36,13979.30,3171.58,3171.58,3.0831,3.0831,132353.61,2843.49
37,13986.52,3168.48,3168.48,3.0868,3.0868,140760.00,2811.05
38,13944.05,3165.13,3165.13,3.0886,3.0886,119834.89,2815.91
39,13992.97,3193.87,3193.87,3.1056,3.1056,114151.30,2825.70
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,88127.47,2826.84
43,14018.70,3186.49,3186.49,3.1159,3.1159,189975.74,2821.25
44,13982.91,3196.88,3196.88,3.1012,3.1012,195130.55,2825.02
45,13973.39,3198.66,3198.66,3.1209,3.1209,129197.63,2825.15
46,13981.76,3192.03,3192.03,3.1398,3.1398,104816.66,2838.22
47,?,?,?,?,?,?,?
