%310
@RELATION PLMOBRK00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,15050.00,150.00,7.50,?,50.00
3,783.15,48222.72,48505.50,2832.46,050.00,050.00,0.00,50.00,50.00
4,781.69,47888.16,48143.94,2814.73,050.00,050.00,0.00,50.00,50.00
5,?,?,?,?,?,?,?,50.00,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,050.00,050.00,0.00,?,50.00
8,780.70,47379.63,47624.67,2790.64,050.00,050.00,0.00,50.00,50.00
9,784.82,47407.28,47668.58,2784.62,4046.00,146.00,1.84,50.00,46.00
10,788.85,47546.91,47798.66,2800.96,6046.00,146.00,2.76,46.00,46.00
11,795.36,47440.80,47690.97,2815.88,046.00,046.00,0.00,46.00,46.00
12,?,?,?,?,?,?,?,46.00,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,046.00,046.00,0.00,?,46.00
15,794.59,47086.54,47346.41,2817.16,046.00,046.00,0.00,46.00,46.00
16,796.34,47521.39,47794.60,2825.40,046.00,046.00,0.00,46.00,46.00
17,803.56,47661.37,47936.81,2848.09,046.00,046.00,0.00,46.00,46.00
18,807.72,47813.69,48104.67,2864.72,046.00,046.00,0.00,46.00,46.00
19,?,?,?,?,?,?,?,46.00,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,046.00,046.00,0.00,?,46.00
22,808.23,47872.80,48127.89,2892.80,046.00,046.00,0.00,46.00,46.00
23,808.40,47733.24,47999.21,2890.57,046.00,046.00,0.00,46.00,46.00
24,811.80,47942.04,48203.43,2898.85,046.00,046.00,0.00,46.00,46.00
25,812.99,47613.95,47851.99,2897.93,046.00,046.00,0.00,46.00,46.00
26,?,?,?,?,?,?,?,46.00,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,046.00,046.00,0.00,?,46.00
29,815.93,47328.40,47565.10,2878.58,046.00,046.00,0.00,46.00,46.00
30,815.59,46917.19,47113.08,2876.68,20046.00,246.00,9.20,46.00,46.00
31,817.14,46840.15,47011.43,2880.57,448.00,148.00,0.19,46.00,48.00
32,818.68,46945.58,47121.08,2883.81,048.00,048.00,0.00,48.00,48.00
33,?,?,?,?,?,?,?,48.00,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,048.00,048.00,0.00,?,48.00
36,816.68,46674.78,46862.43,2843.49,048.00,048.00,0.00,48.00,48.00
37,813.75,46149.14,46341.54,2811.05,048.00,048.00,0.00,48.00,48.00
38,811.13,46329.66,46512.72,2815.91,2148.30,148.30,1.01,48.00,48.30
39,813.77,46741.54,46931.40,2825.70,2247.14,147.14,1.04,48.30,47.14
40,?,?,?,?,?,?,?,47.14,?
