%310
@RELATION WIG-SPOZYW
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,6441.97,3718.83
3,13391.36,3100.57,3100.57,3.1005,3.1005,5183.55,3696.13
4,13435.21,3101.66,3101.66,3.1700,3.1700,7834.66,3651.18
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,7324.81,3642.19
8,13328.85,3091.81,3091.81,3.1457,3.1457,15404.19,3576.33
9,13390.51,3105.81,3105.81,3.1516,3.1516,22808.47,3508.84
10,13471.22,3121.76,3121.76,3.1121,3.1121,15524.28,3558.48
11,13488.43,3125.64,3125.64,3.0890,3.0890,13828.14,3558.82
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,10493.33,3578.44
15,13534.89,3110.78,3110.78,3.0750,3.0750,5609.05,3558.20
16,13511.23,3117.54,3117.54,3.1097,3.1097,6287.09,3558.19
17,13596.02,3136.00,3136.00,3.0853,3.0853,13352.61,3543.16
18,13649.70,3134.71,3134.71,3.0925,3.0925,11122.43,3562.92
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,9597.06,3699.59
22,13712.21,3143.18,3143.18,3.1341,3.1341,6437.34,3655.10
23,13779.33,3153.67,3153.67,3.1195,3.1195,10269.36,3659.94
24,13825.33,3130.38,3130.38,3.1503,3.1503,28394.81,3700.17
25,13895.98,3149.71,3149.71,3.1186,3.1186,11498.78,3718.94
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,8100.64,3735.07
29,13954.42,3153.66,3153.66,3.1229,3.1229,15567.68,3714.68
30,13910.42,3142.31,3142.31,3.0938,3.0938,15022.10,3756.63
31,13860.58,3142.13,3142.13,3.0874,3.0874,17942.51,3809.65
32,14009.79,3179.10,3179.10,3.0744,3.0744,8131.08,3793.66
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,6813.12,3715.56
36,13979.30,3171.58,3171.58,3.0831,3.0831,6252.45,3715.75
37,13986.52,3168.48,3168.48,3.0868,3.0868,9055.45,3658.81
38,13944.05,3165.13,3165.13,3.0886,3.0886,9746.74,3691.32
39,13992.97,3193.87,3193.87,3.1056,3.1056,4735.57,3696.69
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,11008.51,3695.92
43,14018.70,3186.49,3186.49,3.1159,3.1159,8158.71,3702.31
44,13982.91,3196.88,3196.88,3.1012,3.1012,7961.07,3714.64
45,13973.39,3198.66,3198.66,3.1209,3.1209,9073.74,3733.52
46,13981.76,3192.03,3192.03,3.1398,3.1398,13393.14,3763.34
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,14552.40,3757.44
50,14035.67,3213.59,3213.59,3.1360,3.1360,6578.79,3763.52
51,13927.54,3164.41,3164.41,3.1002,3.1002,10482.66,3745.72
52,13880.62,3131.49,3131.49,3.1633,3.1633,11802.50,3760.90
53,14000.57,3161.82,3161.82,3.1443,3.1443,8375.01,3733.92
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,7835.92,3698.83
57,13900.13,3129.65,3129.65,3.1733,3.1733,6127.67,3687.46
58,14075.37,3162.26,3162.26,3.1841,3.1841,6995.55,3723.24
59,14054.49,3160.19,3160.19,3.1679,3.1679,20672.10,3694.46
60,14089.66,3169.74,3169.74,3.1769,3.1769,17161.62,3596.60
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,17822.20,3528.81
64,14253.77,3224.13,3224.13,3.1665,3.1665,25204.13,3522.56
65,14296.24,3222.36,3222.36,3.1660,3.1660,16353.79,3541.17
66,14329.49,3232.09,3232.09,3.1808,3.1808,14117.39,3558.65
67,14397.07,3244.37,3244.37,3.1690,3.1690,15780.49,3529.57
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,7996.50,3595.74
71,14450.06,3242.32,3242.32,3.1887,3.1887,14544.28,3613.57
72,14455.28,3245.12,3245.12,3.1863,3.1863,7185.73,3595.65
73,14539.14,3258.93,3258.93,3.2000,3.2000,15072.49,3593.14
74,14514.11,3249.07,3249.07,3.1868,3.1868,43108.98,3575.34
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,12174.48,3531.93
78,14455.82,3229.10,3229.10,3.2055,3.2055,12557.99,3446.97
79,14511.73,3254.19,3254.19,3.2169,3.2169,12620.75,3416.12
80,14421.49,3222.60,3222.60,3.2387,3.2387,15349.70,3320.24
81,14512.03,3245.00,3245.00,3.2361,3.2361,8040.25,3327.55
82,?,?,?,?,?,?,?
83,?,?,?,?,?,?,?
84,14447.75,3235.30,3235.30,3.1950,3.1950,13531.12,3387.98
85,14559.65,3252.48,3252.48,3.2427,3.2427,7601.43,3369.87
86,14526.16,3256.52,3256.52,3.2635,3.2635,11283.89,3430.06
87,14578.54,3267.52,3267.52,3.2773,3.2773,12067.40,3478.60
88,?,?,?,3.2590,3.2590,?,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,14572.85,3239.17,3239.17,?,?,?,?
92,14662.01,3254.86,3254.86,3.2552,3.2552,9189.86,3523.68
93,14550.35,3218.60,3218.60,3.2693,3.2693,18700.56,3482.18
94,14606.11,3224.98,3224.98,3.2750,3.2750,12717.88,3486.55
95,14565.25,3203.86,3203.86,3.2358,3.2358,6993.18,3479.32
96,?,?,?,?,?,?,?
97,?,?,?,?,?,?,?
98,14613.48,3222.25,3222.25,3.1893,3.1893,18548.26,3450.97
99,14673.46,3237.86,3237.86,3.1696,3.1696,8059.76,3474.49
100,14802.24,3297.25,3297.25,3.1405,3.1405,9499.17,3463.81
101,14865.14,3300.16,3300.16,3.1382,3.1382,7450.78,3504.28
102,14865.06,3294.95,3294.95,3.1537,3.1537,8648.29,3481.04
103,?,?,?,?,?,?,?
104,?,?,?,?,?,?,?
105,14599.20,3216.49,3216.49,3.1502,3.1502,9361.97,3368.83
106,14756.78,3264.63,3264.63,3.1559,3.1559,?,?
107,14618.59,3204.67,3204.67,3.1159,3.1159,13819.35,3195.69
108,14537.14,3166.36,3166.36,3.1529,3.1529,25591.95,3142.65
109,14547.51,3206.06,3206.06,3.1409,3.1409,28317.36,2992.95
110,?,?,?,?,?,?,?
111,?,?,?,?,?,?,?
112,14567.17,3233.55,3233.55,3.1448,3.1448,6752.06,3007.40
113,14719.46,3269.33,3269.33,3.1811,3.1811,12518.89,3011.64
114,14676.30,3269.65,3269.65,3.1823,3.1823,11987.85,3012.77
115,14700.80,3289.99,3289.99,3.1792,3.1792,6599.57,2993.56
116,14712.55,3279.26,3279.26,3.1943,3.1943,13172.76,3051.09
117,?,?,?,?,?,?,?
118,?,?,?,?,?,?,?
119,14818.75,3307.02,3307.02,3.1712,3.1712,11873.31,3107.87
120,14839.80,3328.79,3328.79,3.1721,3.1721,17253.02,3270.96
121,14700.95,3299.13,3299.13,?,?,?,?
122,14831.58,3340.62,3340.62,3.1492,3.1492,19311.09,3273.77
123,14973.96,3378.63,3378.63,?,?,?,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,14968.89,3392.97,3392.97,3.1646,3.1646,5665.72,3221.83
127,15056.20,3396.63,3396.63,3.1767,3.1767,7664.68,3278.44
128,15105.12,3413.27,3413.27,3.1609,3.1609,13619.51,3274.88
129,15082.62,3409.17,3409.17,3.1392,3.1392,16554.33,3287.31
130,15118.49,3436.58,3436.58,3.1861,3.1861,13174.13,3305.97
131,?,?,?,?,?,?,?
132,?,?,?,?,?,?,?
133,15091.68,3438.79,3438.79,3.2051,3.2051,13285.49,3331.03
134,15215.25,3462.61,3462.61,3.1998,3.1998,9047.77,3344.63
135,15275.69,3471.62,3471.62,3.2340,3.2340,19804.79,3424.41
136,15233.22,3465.24,3465.24,3.2521,3.2521,11012.63,3377.14
137,15354.40,3498.97,3498.97,3.2520,3.2520,10641.04,3435.39
138,?,?,?,?,?,?,?
139,?,?,?,?,?,?,?
140,15335.28,3496.43,3496.43,3.2380,3.2380,7629.20,3466.14
141,15387.58,3502.12,3502.12,3.2490,3.2490,26345.98,3392.40
142,15307.17,3463.30,3463.30,3.2322,3.2322,21387.59,3344.53
143,15294.50,3459.42,3459.42,3.2587,3.2587,29414.78,3276.68
144,15303.10,3459.14,3459.14,3.2400,3.2400,13701.81,3277.81
145,?,?,?,?,?,?,?
146,?,?,?,?,?,?,?
147,?,?,?,3.2416,3.2416,22532.92,3325.92
148,15409.39,3488.89,3488.89,3.2465,3.2465,12772.09,3377.00
149,15302.80,3467.52,3467.52,3.2831,3.2831,15669.07,3410.78
150,15324.53,3491.30,3491.30,?,?,?,?
151,15115.57,3455.91,3455.91,3.2953,3.2953,27603.39,3339.97
152,?,?,?,?,?,?,?
153,?,?,?,?,?,?,?
154,15254.03,3465.37,3465.37,3.2865,3.2865,16649.71,3252.24
155,15177.54,3445.26,3445.26,3.2524,3.2524,8680.53,3283.47
156,14960.59,3401.48,3401.48,3.2421,3.2421,22615.90,3301.92
157,15040.62,3424.05,3424.05,3.2564,3.2564,13188.43,3301.52
158,15248.12,3469.22,3469.22,3.2545,3.2545,17067.76,3325.43
159,?,?,?,?,?,?,?
160,?,?,?,?,?,?,?
161,15238.59,3473.77,3473.77,3.2210,3.2210,15191.77,3341.26
162,15122.02,3436.95,3436.95,3.2201,3.2201,14143.65,3317.02
163,14995.23,3400.43,3400.43,3.2002,3.2002,15903.03,3337.95
164,15176.08,3445.36,3445.36,3.2000,3.2000,14586.81,3294.79
165,15070.18,3423.56,3423.56,3.1654,3.1654,10603.71,3261.51
166,?,?,?,?,?,?,?
167,?,?,?,?,?,?,?
168,15179.85,3452.13,3452.13,3.1719,3.1719,12837.40,3221.03
169,15318.23,3482.18,3482.18,3.1682,3.1682,22780.69,3243.93
170,15112.19,3443.20,3443.20,3.1777,3.1777,9096.71,3245.92
171,14758.32,3364.64,3364.64,3.2693,3.2693,19592.93,3150.91
172,14799.40,3357.25,3357.25,3.2743,3.2743,20637.06,3055.25
173,?,?,?,?,?,?,?
174,?,?,?,?,?,?,?
175,14659.56,3320.76,3320.76,3.3137,3.3137,6409.31,3144.77
176,14760.31,3347.89,3347.89,3.2840,3.2840,10781.24,3152.21
