%310
@RELATION PLKRKCH00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,203936.06,696.06,123.61,?,6.06
3,783.15,48222.72,48505.50,2832.46,181156.45,796.45,112.54,6.06,6.45
4,781.69,47888.16,48143.94,2814.73,749696.90,2286.90,520.71,6.45,6.90
5,?,?,?,?,?,?,?,6.90,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,434197.40,1307.40,310.69,?,7.40
8,780.70,47379.63,47624.67,2790.64,313717.30,1167.30,223.96,7.40,7.30
9,784.82,47407.28,47668.58,2784.62,144357.00,767.00,102.54,7.30,7.00
10,788.85,47546.91,47798.66,2800.96,154977.01,717.01,107.51,7.00,7.01
11,795.36,47440.80,47690.97,2815.88,81697.13,347.13,57.74,7.01,7.13
12,?,?,?,?,?,?,?,7.13,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,92707.04,487.04,65.65,?,7.04
15,794.59,47086.54,47346.41,2817.16,94857.00,487.00,67.02,7.04,7.00
16,796.34,47521.39,47794.60,2825.40,58147.05,297.05,41.25,7.00,7.05
17,803.56,47661.37,47936.81,2848.09,33467.11,227.11,23.77,7.05,7.11
18,807.72,47813.69,48104.67,2864.72,94496.96,356.96,66.82,7.11,6.96
19,?,?,?,?,?,?,?,6.96,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,36907.04,277.04,26.01,?,7.04
22,808.23,47872.80,48127.89,2892.80,68696.95,306.95,47.72,7.04,6.95
23,808.40,47733.24,47999.21,2890.57,36137.00,297.00,25.18,6.95,7.00
24,811.80,47942.04,48203.43,2898.85,64756.90,226.90,44.75,7.00,6.90
25,812.99,47613.95,47851.99,2897.93,26846.93,146.93,18.54,6.90,6.93
26,?,?,?,?,?,?,?,6.93,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,71426.78,346.78,48.57,?,6.78
29,815.93,47328.40,47565.10,2878.58,72706.83,346.83,49.48,6.78,6.83
30,815.59,46917.19,47113.08,2876.68,192557.00,587.00,134.65,6.83,7.00
31,817.14,46840.15,47011.43,2880.57,681287.40,1517.40,503.26,7.00,7.40
32,818.68,46945.58,47121.08,2883.81,428497.65,1007.65,325.84,7.40,7.65
33,?,?,?,?,?,?,?,7.65,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,488397.73,1297.73,379.15,?,7.73
36,816.68,46674.78,46862.43,2843.49,123077.75,457.75,95.46,7.73,7.75
37,813.75,46149.14,46341.54,2811.05,154117.72,577.72,118.46,7.75,7.72
38,811.13,46329.66,46512.72,2815.91,79467.63,317.63,60.45,7.72,7.63
39,813.77,46741.54,46931.40,2825.70,56667.43,387.43,42.22,7.63,7.43
40,?,?,?,?,?,?,?,7.43,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,90117.55,377.55,68.18,?,7.55
43,817.32,46399.26,46564.61,2821.25,71087.46,397.46,53.54,7.55,7.46
44,817.35,46406.74,46569.81,2825.02,158357.15,777.15,114.64,7.46,7.15
45,818.81,46211.54,46360.51,2825.15,135017.14,537.14,94.53,7.15,7.14
46,826.73,46370.13,46523.63,2838.22,59387.27,367.27,42.23,7.14,7.27
47,?,?,?,?,?,?,?,7.27,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,65277.17,337.17,46.94,?,7.17
50,832.30,46490.89,46652.19,2843.90,156667.02,397.02,111.03,7.17,7.02
51,830.62,46051.76,46198.42,2831.71,39387.04,247.04,27.84,7.02,7.04
52,823.32,45879.90,46050.52,2801.83,11107.09,127.09,7.81,7.04,7.09
53,826.66,45948.12,46124.82,2817.57,107337.00,327.00,75.49,7.09,7.00
54,?,?,?,?,?,?,?,7.00,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,17407.05,147.05,12.23,?,7.05
57,828.81,45868.35,46065.85,2831.16,120196.90,456.90,82.14,7.05,6.90
58,836.69,46241.92,46459.99,2855.69,103937.04,347.04,70.92,6.90,7.04
59,844.08,46280.36,46510.83,2865.27,87047.14,487.14,62.22,7.04,7.14
60,842.02,46341.14,46622.90,2859.05,57027.20,197.20,40.97,7.14,7.20
61,?,?,?,?,?,?,?,7.20,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,94497.33,467.33,68.74,?,7.33
64,845.88,46676.09,47001.38,2868.06,84467.35,397.35,60.87,7.33,7.35
65,849.88,46762.65,47090.49,2872.90,34627.30,187.30,25.04,7.35,7.30
66,855.99,46745.26,47060.66,2873.49,31957.26,147.26,23.24,7.30,7.26
67,861.67,47074.39,47436.21,2906.74,29737.30,267.30,21.65,7.26,7.30
68,?,?,?,?,?,?,?,7.30,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,39847.20,277.20,28.87,?,7.20
71,866.79,47010.40,47340.43,2911.38,81757.29,337.29,59.27,7.20,7.29
72,872.90,46888.37,47235.72,2901.67,533537.79,1147.79,409.01,7.29,7.79
73,871.52,47223.68,47606.16,2912.13,529208.20,1708.20,431.24,7.79,8.20
74,873.21,47125.93,47522.10,2909.77,379838.00,1418.00,305.13,8.20,8.00
75,?,?,?,?,?,?,?,8.00,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,226407.97,917.97,176.61,?,7.97
78,864.73,46029.35,46473.62,2868.24,91887.65,527.65,70.99,7.97,7.65
79,862.97,46068.24,46511.62,2874.75,82247.70,447.70,63.08,7.65,7.70
80,850.86,45580.47,46017.88,2833.61,109667.69,587.69,83.87,7.70,7.69
81,845.32,45066.18,45473.08,2800.67,81237.55,557.55,60.75,7.69,7.55
82,?,?,?,?,?,?,?,7.55,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2780.21,560787.55,577.55,425.85,?,7.55
85,830.80,44724.88,45119.16,2774.13,133197.71,647.71,101.06,7.55,7.71
86,835.51,45247.90,45644.09,2785.46,49107.87,277.87,38.42,7.71,7.87
87,839.42,45147.57,45528.85,2797.31,147157.85,417.85,115.47,7.87,7.85
88,?,?,?,?,?,?,?,7.85,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2814.33,157907.84,427.84,123.88,?,7.84
93,828.79,44604.61,44940.36,2769.02,261297.81,317.81,205.03,7.84,7.81
94,824.35,44623.89,44980.62,2766.19,24707.72,217.72,18.76,7.81,7.72
95,819.73,44597.66,44960.02,2760.91,29047.54,197.54,21.93,7.72,7.54
96,?,?,?,?,?,?,?,7.54,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,2764.28,29037.53,137.53,21.82,?,7.53
99,815.74,44725.03,45096.35,2767.26,52927.31,237.31,38.99,7.53,7.31
100,820.16,45091.63,45495.34,2780.21,24137.31,157.31,17.62,7.31,7.31
101,824.04,45688.48,46131.66,2794.43,54217.28,317.28,39.63,7.31,7.28
102,819.29,45525.92,45960.10,2783.53,51817.50,217.50,38.27,7.28,7.50
103,?,?,?,?,?,?,?,7.50,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,2754.91,10467.43,77.43,7.77,?,7.43
106,?,?,?,?,?,?,?,7.43,?
107,796.68,43916.24,44404.81,2705.88,112277.08,407.08,79.78,?,7.08
108,787.39,43364.70,43850.06,2695.55,146016.90,566.90,102.02,7.08,6.90
109,783.37,43447.75,43993.98,2685.57,18577.30,177.30,13.11,6.90,7.30
110,?,?,?,?,?,?,?,7.30,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,2660.28,15057.21,147.21,10.68,?,7.21
