%310
@RELATION PLTOYA000011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
145,?,?,?,?,?,?,3.41,?
146,?,?,?,?,?,?,?,?
147,47277.10,47957.54,2976.83,160483.34,213.34,52.95,?,3.34
148,47579.87,48258.02,2997.81,13673.29,73.29,4.44,3.34,3.29
149,47476.64,48138.07,3000.58,18183.25,63.25,5.84,3.29,3.25
150,?,?,?,?,?,?,3.25,?
151,47806.34,48503.87,2994.25,4303.14,23.14,1.35,?,3.14
152,?,?,?,?,?,?,3.14,?
153,?,?,?,?,?,?,?,?
154,47175.79,47868.36,2970.24,62653.30,93.30,19.71,?,3.30
155,47620.68,48323.88,2998.79,253683.45,163.45,83.49,3.30,3.45
156,47805.94,48513.29,3026.87,30783.56,53.56,10.96,3.45,3.56
157,47573.66,48259.19,3020.15,99003.42,133.42,34.60,3.56,3.42
158,48209.65,48918.37,3044.38,03.42,03.42,0.00,3.42,3.42
159,?,?,?,?,?,?,3.42,?
160,?,?,?,?,?,?,?,?
161,48495.01,49207.65,3065.91,2033.40,23.40,0.69,?,3.40
162,48324.52,49050.96,3074.89,03.40,03.40,0.00,3.40,3.40
163,48383.93,49098.70,3098.83,15913.40,13.40,5.41,3.40,3.40
164,48152.82,48890.47,3089.32,9093.40,33.40,3.09,3.40,3.40
165,48273.42,49057.66,3092.65,03.40,03.40,0.00,3.40,3.40
166,?,?,?,?,?,?,3.40,?
167,?,?,?,?,?,?,?,?
168,48131.61,48917.56,3100.24,721813.40,83.40,245.42,?,3.40
169,48119.72,48891.04,3120.39,19003.38,33.38,6.42,3.40,3.38
170,47743.10,48509.84,3122.21,9883853.40,33.40,3360.51,3.38,3.40
171,45870.00,46587.68,3038.18,13393.26,23.26,4.41,3.40,3.26
172,44732.92,45456.77,3001.68,03.26,03.26,0.00,3.26,3.26
173,?,?,?,?,?,?,3.26,?
174,?,?,?,?,?,?,?,?
175,44824.62,45531.46,2990.89,20003.45,43.45,6.68,?,3.45
176,44966.09,45672.10,2999.31,03.45,03.45,0.00,3.45,3.45
177,44893.99,45601.51,2972.55,03.45,03.45,0.00,3.45,3.45
178,43667.37,44326.49,2915.58,03.45,03.45,0.00,3.45,3.45
179,44747.79,45442.51,2948.80,03.45,03.45,0.00,3.45,3.45
180,?,?,?,?,?,?,3.45,?
181,?,?,?,?,?,?,?,?
182,44769.00,45461.06,2963.91,5003.33,23.33,1.67,?,3.33
183,45533.94,46254.71,2981.48,943.40,13.40,0.32,3.33,3.40
184,45184.98,45899.36,2971.57,03.40,03.40,0.00,3.40,3.40
185,45613.75,46344.42,2988.19,03.40,03.40,0.00,3.40,3.40
186,45110.89,45805.34,2977.06,1003.30,13.30,0.33,3.40,3.30
187,?,?,?,?,?,?,3.30,?
188,?,?,?,?,?,?,?,?
189,44534.34,45172.40,2948.16,6483.41,33.41,2.19,?,3.41
190,44342.23,44969.23,2924.69,03.27,03.27,0.00,3.41,3.27
191,45068.55,45727.71,2962.09,03.27,03.27,0.00,3.27,3.27
192,45712.72,46390.36,2992.86,31423.20,63.20,10.06,3.27,3.20
193,46150.78,46839.89,3017.66,6173.20,13.20,1.97,3.20,3.20
194,?,?,?,?,?,?,3.20,?
195,?,?,?,?,?,?,?,?
196,46218.05,46922.43,3022.70,03.20,03.20,0.00,?,3.20
197,46155.10,46860.35,3017.11,03.20,03.20,0.00,3.20,3.20
198,46287.08,47003.76,3021.27,03.20,03.20,0.00,3.20,3.20
199,46221.23,46919.83,3023.16,1903.03,33.03,0.58,3.20,3.03
200,46399.74,47120.88,3019.85,10019363.04,63.04,3045.88,3.03,3.04
201,?,?,?,?,?,?,3.04,?
202,?,?,?,?,?,?,?,?
203,46361.70,47075.43,3021.70,15083.36,23.36,4.61,?,3.36
204,46714.43,47454.90,3029.97,03.36,03.36,0.00,3.36,3.36
205,46835.98,47575.74,3050.63,583.36,13.36,0.19,3.36,3.36
206,46713.02,47446.69,3036.16,03.36,03.36,0.00,3.36,3.36
207,46258.91,46981.22,3015.00,03.36,03.36,0.00,3.36,3.36
208,?,?,?,?,?,?,3.36,?
209,?,?,?,?,?,?,?,?
210,46480.62,47214.30,3032.94,03.36,03.36,0.00,?,3.36
211,46663.41,47398.08,3038.42,84053.69,93.69,28.93,3.36,3.69
212,46925.65,47676.43,3046.08,24474.05,114.05,9.65,3.69,4.05
213,47370.81,48147.76,3060.17,22524.08,74.08,9.19,4.05,4.08
214,48325.33,49133.14,3110.79,71573.95,153.95,27.57,4.08,3.95
215,?,?,?,?,?,?,3.95,?
216,?,?,?,?,?,?,?,?
217,48458.44,49272.86,3127.41,6503.93,33.93,2.49,?,3.93
218,47942.81,48742.34,3127.38,03.93,03.93,0.00,3.93,3.93
219,48306.55,49124.78,3168.23,03.93,03.93,0.00,3.93,3.93
220,48862.88,49700.18,3190.86,03.93,03.93,0.00,3.93,3.93
221,49125.36,49994.77,3206.86,4953.89,23.89,1.94,3.93,3.89
222,?,?,?,?,?,?,3.89,?
223,?,?,?,?,?,?,?,?
224,49580.16,50476.37,3225.79,20663.90,43.90,7.95,?,3.90
225,49747.66,50646.05,3233.22,50993.85,93.85,19.53,3.90,3.85
226,50223.95,51152.95,3271.49,4863.77,13.77,1.83,3.85,3.77
227,?,?,?,?,?,?,3.77,?
228,49976.48,50906.11,3253.28,03.77,03.77,0.00,?,3.77
229,?,?,?,?,?,?,3.77,?
230,?,?,?,?,?,?,?,?
231,49772.46,50713.14,3237.31,45543.85,93.85,16.73,?,3.85
232,49162.16,50077.30,3210.57,03.85,03.85,0.00,3.85,3.85
233,49128.05,50032.45,3221.87,03.85,03.85,0.00,3.85,3.85
234,49846.48,50780.47,3260.69,4243.84,33.84,1.63,3.85,3.84
235,49895.10,50836.47,3260.35,45003.84,33.84,16.72,3.84,3.84
236,?,?,?,?,?,?,3.84,?
237,?,?,?,?,?,?,?,?
238,49818.48,50756.86,3255.45,03.84,03.84,0.00,?,3.84
239,48833.58,49731.02,3197.48,10003.85,23.85,3.85,3.84,3.85
240,48537.65,49421.50,3183.87,43243.89,133.89,16.96,3.85,3.89
241,48676.45,49569.11,3204.20,14743.80,33.80,5.63,3.89,3.80
242,48871.98,49771.98,3196.27,13553.97,123.97,5.23,3.80,3.97
243,?,?,?,?,?,?,3.97,?
244,?,?,?,?,?,?,?,?
245,49187.22,50099.55,3230.20,03.97,03.97,0.00,?,3.97
246,48968.87,49861.54,3226.75,4003.85,23.85,1.58,3.97,3.85
247,47919.09,48781.63,3174.71,45003.99,43.99,17.19,3.85,3.99
248,45830.66,46598.42,3061.25,64003.99,93.99,23.19,3.99,3.99
249,46717.04,47514.09,3142.61,65183.94,93.94,23.99,3.99,3.94
250,?,?,?,?,?,?,3.94,?
251,?,?,?,?,?,?,?,?
252,47808.90,48651.54,3199.68,40003.89,43.89,15.31,?,3.89
253,48961.51,49839.90,3256.85,03.89,03.89,0.00,3.89,3.89
254,49437.02,50312.63,3285.29,03.89,03.89,0.00,3.89,3.89
255,49771.55,50644.38,3303.55,03.89,03.89,0.00,3.89,3.89
256,49348.61,50196.31,3285.49,03.89,03.89,0.00,3.89,3.89
257,?,?,?,?,?,?,3.89,?
258,?,?,?,?,?,?,?,?
259,48917.85,49741.35,3260.05,13003.80,23.80,4.96,?,3.80
260,49434.46,50258.11,3286.61,1003.80,13.80,0.38,3.80,3.80
261,49413.33,50227.43,3277.41,2903.89,13.89,1.13,3.80,3.89
262,50300.53,51171.25,3316.59,73.89,13.89,0.03,3.89,3.89
263,50308.19,51202.75,3316.08,03.89,03.89,0.00,3.89,3.89
264,?,?,?,?,?,?,3.89,?
265,?,?,?,?,?,?,?,?
266,49955.87,50869.00,3291.57,03.89,03.89,0.00,?,3.89
267,49979.47,50887.67,3275.67,03.89,03.89,0.00,3.89,3.89
268,50301.69,51221.45,3299.72,59003.84,63.84,22.09,3.89,3.84
269,50936.34,51846.54,3336.44,03.84,03.84,0.00,3.84,3.84
270,50819.81,51704.53,3352.18,4003.83,23.83,1.53,3.84,3.83
271,?,?,?,?,?,?,3.83,?
272,?,?,?,?,?,?,?,?
273,50301.85,51191.50,3349.29,129173.84,53.84,49.23,?,3.84
274,50782.48,51691.24,3351.68,03.84,03.84,0.00,3.84,3.84
275,50803.40,51709.58,3364.40,03.84,03.84,0.00,3.84,3.84
276,50982.03,51911.61,3383.62,03.84,03.84,0.00,3.84,3.84
277,50601.24,51511.63,3381.52,03.84,03.84,0.00,3.84,3.84
278,?,?,?,?,?,?,3.84,?
279,?,?,?,?,?,?,?,?
280,50338.71,51239.47,3383.60,03.84,03.84,0.00,?,3.84
281,50137.88,51021.26,3368.14,03.84,03.84,0.00,3.84,3.84
282,50335.02,51215.99,3379.96,879243.85,133.85,318.13,3.84,3.85
283,51806.83,52744.48,3454.41,50003.99,53.99,19.95,3.85,3.99
284,52230.47,53193.87,3477.04,40274.14,104.14,16.28,3.99,4.14
285,?,?,?,?,?,?,4.14,?
286,?,?,?,?,?,?,?,?
287,52520.91,53498.97,3508.85,32104.49,144.49,13.75,?,4.49
288,52590.73,53588.87,3544.07,1004.75,14.75,0.48,4.49,4.75
289,52861.41,53918.41,3548.14,04.75,04.75,0.00,4.75,4.75
290,52573.59,53571.90,3572.96,27654.88,184.88,13.15,4.75,4.88
291,52587.24,53572.92,3535.97,34294.75,114.75,17.18,4.88,4.75
292,?,?,?,?,?,?,4.75,?
293,?,?,?,?,?,?,?,?
294,53853.55,54903.39,3606.06,6304.75,44.75,3.03,?,4.75
295,53781.81,54818.06,3615.60,30495.10,45.10,15.32,4.75,5.10
296,53389.74,54433.41,3596.10,4305.60,45.60,2.38,5.10,5.60
297,53994.46,55063.75,3637.76,7015.59,55.59,3.72,5.60,5.59
298,53887.13,55023.42,3651.19,2995.55,25.55,1.66,5.59,5.55
299,?,?,?,?,?,?,5.55,?
300,?,?,?,?,?,?,?,?
301,54180.04,55362.19,3660.45,2705.55,15.55,1.50,?,5.55
302,54536.95,55688.45,3688.57,2005.77,15.77,1.15,5.55,5.77
303,54095.32,55240.01,3660.80,20025.80,45.80,11.61,5.77,5.80
304,53607.86,54734.18,3628.73,10005.80,25.80,5.80,5.80,5.80
305,?,?,?,?,?,?,5.80,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,53989.37,55121.60,3668.56,730,3,4.09,?,5.60
309,53504.47,54600.05,3645.18,0,0,0.00,5.60,5.60
310,53924.01,55035.36,3650.27,2269,5,13.03,5.60,5.95
340,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
