%310
@RELATION PLFRMCL00066
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,543232.58,2232.58,174.93,?,32.58
3,10554.18,48222.72,48505.50,2832.46,259832.80,2732.80,84.89,32.58,32.80
4,10519.33,47888.16,48143.94,2814.73,713732.89,2432.89,234.57,32.80,32.89
5,?,?,?,?,?,?,?,32.89,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,177132.78,2132.78,58.17,?,32.78
8,10500.71,47379.63,47624.67,2790.64,217132.80,1732.80,71.24,32.78,32.80
9,10503.06,47407.28,47668.58,2784.62,98932.94,1232.94,32.50,32.80,32.94
10,10496.80,47546.91,47798.66,2800.96,139632.70,1832.70,45.48,32.94,32.70
11,10595.04,47440.80,47690.97,2815.88,158532.34,1732.34,50.97,32.70,32.34
12,?,?,?,?,?,?,?,32.34,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,121632.49,2032.49,39.11,?,32.49
15,10638.06,47086.54,47346.41,2817.16,248332.50,2432.50,80.86,32.49,32.50
16,10673.05,47521.39,47794.60,2825.40,213032.98,1032.98,70.22,32.50,32.98
17,10767.29,47661.37,47936.81,2848.09,51732.93,1132.93,17.03,32.98,32.93
18,10903.93,47813.69,48104.67,2864.72,781134.80,6434.80,265.09,32.93,34.80
19,?,?,?,?,?,?,?,34.80,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,2042035.61,13235.61,726.17,?,35.61
22,11073.63,47872.80,48127.89,2892.80,638035.81,7235.81,229.24,35.61,35.81
23,11071.80,47733.24,47999.21,2890.57,228835.66,2535.66,82.17,35.81,35.66
24,11108.21,47942.04,48203.43,2898.85,1802836.80,5336.80,650.03,35.66,36.80
25,11174.05,47613.95,47851.99,2897.93,692337.00,5237.00,257.12,36.80,37.00
